AADR,AAXJ,ACWI,ACWV,ACWX,ADRA,ADRD,ADRE,ADRU,AFK,AGG,AGQ,AGZ,AIA,ALD,AMJ,AMLP,AND,AOA,AOK,AOM,AOR,ARGT,ASEA,AUSE,AXJL,BAB,BBH,BCM,BDCL,BDCS,BDD,BIB,BICK,BIL,BIS,BIV,BJK,BKF,BKLN,BLV,BND,BNO,BOIL,BRAQ,BRAZ,BRF,BSCH,BSV,BTAL,BWX,BWZ,BZF,BZQ,CAFE,CANE,CARZ,CBND,CEW,CGW,CHEP,CHIE,CHII,CHIM,CHIQ,CHIX,CHOC,CIU,CLY,CMF,CNDA,CNY,COPX,CORN,CORP,CPER,CPI,CQQQ,CROP,CSD,CSJ,CSM,CUPM,CURE,CUT,CVY,CWB,CWI,CYB,CZA,DAG,DBA,DBB,DBBR,DBC,DBE,DBEF,DBEM,DBGR,DBJP,DBO,DBP,DBS,DBV,DDG,DDM,DEF,DEM,DES,DEW,DFE,DFJ,DFVL,DGL,DGLD,DGP,DGS,DGT,DGZ,DHS,DIA,DIG,DIM,DIRT,DJCI,DJP,DLBS,DLN,DLS,DNL,DNO,DOD,DOG,DOL,DON,DOO,DPK,DRN,DRR,DRV,DRW,DSI,DSLV,DSUM,DTD,DTH,DTN,DTO,EBND,ECH,ECNS,ECON,EDC,EDIV,EDV,EDZ,EEB,EEH,EELV,EEM,EEMS,EEMV,EES,EET,EEV,EFA,EFAV,EFG,EFO,EFU,EFV,EFZ,EGPT,EIDO,EIRL,EIS,ELD,EMAG,EMB,EMIF,EMLC,ENY,ENZL,EPHE,EPI,EPOL,EPP,EPS,EPU,EPV,EQL,ERUS,ERX,ERY,FAB,FAD,FAN,FAS,FAZ,FBT,FBZ,FCA,FCG,FDD,FDL,FDM,FDN,FDT,FEM,FEP,FEU,FEX,FEZ,FFR,FGD,FIW,FJP,FKO,FLAT,FLM,FLN,FLOT,FLRN,FLTR,FMK,FNI,FNK,FNX,FNY,FONE,FPA,GASL,GBF,GCC,GCE,GDX,GDXJ,GEX,GII,GLD,GLL,GLTR,GMF,GNR,GREK,GRES,GRI,GRID,GRU,GSC,GSG,GSP,GSY,GULF,GUNR,GVI,GWX,GXC,GXF,GXG,HAO,HAP,HDG,HDGE,HDV,HEDJ,HGI,HILO,HYD,HYG,HYLD,HYMB,HYS,IAI,IAK,IAT,IAU,IBB,IBND,ICF,ICLN,IDHQ,IDLV,IDU,IDV,IDX,IEF,IEI,IEO,IEV,IEZ,IFEU,IFGL,IGE,IGF,IGM,IGN,IGOV,IGV,IHE,IHF,IHI,IJH,IJJ,IJK,IJR,IJS,IJT,ILF,ILTB,INCO,INDL,INDY,INR,INXX,IOIL,IOO,IPE,IPFF,JKD,JKE,JKF,JKG,JKH,JKI,JKJ,JKK,JKL,JNK,JXI,KBE,KBWB,KBWD,KBWP,KBWR,KBWY,KCE,KIE,KNOW,KOL,KOLD,KRE,KROO,KWT,KXI,LBJ,LEDD,LEMB,LIT,LQD,LSTK,LTL,LTPZ,LVL,MATH,MBB,MBG,MCHI,MCRO,MDY,MDYG,MDYV,MGC,MGK,MGV,MIDU,MIDZ,MINT,MLN,MLPG,MLPI,MLPS,MLPY,MNA,MOM,MOO,MORT,MUB,MUNI,MVV,MXI,MYY,MZZ,NFO,NIB,NLR,NORW,NUGT,NYF,OEF,OIH,OLEM,OLO,ONEQ,PAF,PAGG,PALL,PBD,PBE,PBJ,PBP,PBS,PBW,PCEF,PCY,PDN,PDP,PEJ,PEK,PEY,PEZ,PFF,PFI,PFIG,PFM,PGF,PGJ,PGX,PHB,PHO,PICB,PID,PIE,PIN,PIO,PIZ,PJP,PKB,PKW,PLND,PLW,PMR,PNQI,PPA,PPH,PPLT,PRB,PRF,PRFZ,PRN,PSAU,PSCC,PSCD,PSCE,PSCF,PSCH,PSCI,PSCM,PSCT,PSCU,PSI,PSJ,PSK,PSL,PSP,PSQ,PSR,PST,QABA,QAI,QCLN,QID,QLD,QQEW,QQQ,QQQC,QQXT,QTEC,RALS,RCD,REK,REM,REMX,RETL,REW,REZ,RFG,RFV,RGI,RHS,RINF,RJA,RJI,RJN,RJZ,ROM,ROOF,RPG,RPV,RSP,RSX,RSXJ,RTH,RTM,RUSL,RUSS,RWJ,RWK,RWL,RWM,RWO,RWR,RWW,RWX,RXD,RXI,RXL,RYE,RYF,RYH,RYJ,RYT,RYU,RZG,RZV,SAA,SAGG,SBB,SBM,SCC,SCHA,SCHB,SCHC,SCHD,SCHE,SCHF,SCHG,SCHH,SCHM,SCHO,SCHP,SCHR,SCHV,SCHX,SCHZ,SCIF,SCIN,SCJ,SCO,SCZ,SDD,SDIV,SDOW,SDP,SDS,SDY,SEA,SEF,SGAR,SGOL,SH,SHM,SHV,SHY,SIJ,SIL,SIVR,SJB,SKF,SKYY,SLV,SLX,SLY,SLYG,SLYV,SMB,SMDD,SMH,SMMU,SMN,SOCL,SOIL,SOXL,TAN,TAO,TBF,TBT,TBX,TDTF,TDTT,TECL,TECS,TFI,THD,TILT,TIP,TIPZ,TLH,TLT,TMF,TMV,TNA,TOK,TQQQ,TTFS,TUR,TUZ,TVIX,TVIZ,TWM,TYBS,TYD,TYNS,TYO,TZA,UAG,UBC,UBR,UBT,UCC,UCI,UCO,UDN,UDOW,UGA,UGE,UGL,UGLD,UHN,UJB,ULE,UMDD,UNG,UNL,UPRO,UPV,UPW,URA,URE,URR,URTH,URTY,USCI,USD,USL,USLV,USMV,USO,UST,USV,UUP,UVXY,UWM,UXI,UYG,UYM,VAW,VB,VBK,VBR,VCIT,VCLT,VCR,VCSH,VDC,VDE,VEA,VEU,VFH,VGIT,VGK,VGLT,VGSH,VGT,VHT,VIG,VIIX,VIIZ,VIOG,VIOO,VIOV,VIS,VIXM,VIXY,VMBS,VNM,VNQ,VNQI,VO,VOE,VONE,VONG,VONV,VOO,VOOG,VOOV,VOT,VOX,VPL,VPU,VQT,VSS,VT,VTHR,VTI,VTV,VTWG,VTWO,VTWV,VUG,VV,VWO,VXF,VXUS,VXX,VXZ,VYM,WEAT,WIP,WMCR,WMW,WOOD,WPS,WREI,XAR,XBI,XES,XHB,XHE,XHS,XIV,XLB,XLE,XLF,XLG,XLI,XLK,XLP,XLU,XLV,XLY,XME,XMPT,XOP,XPH,XPP,XRT,XSD,XSW,XTL,XTN,XVZ,YANG,YAO,YCL,YCS,YINN,YXI,ZIV,ZROZ,ZSL
111.020281884,111.598458433,111.218961625,109.603018752,110.650427572,109.443762781,111.920903955,98.1861575179,112.395833333,116.435288849,100.791052919,79.6829971182,100.416445153,113.429903093,103.26426896,104.532793112,99.8805970149,110.751920117,110.341392213,104.057097638,105.531774778,107.734082397,77.2293967715,110.272364939,111.503806871,112.241267788,105.057900244,140.592623034,99.3441881502,140.008205128,119.906293706,84.2629954901,159.940872136,98.7394957983,99.9563509385,52.6259378349,101.299896468,117.648893046,101.949173452,104.391052196,103.183023873,100.551757227,106.703182055,60.3481012658,117.925301487,99.0613266583,102.520601066,105.586334257,99.9013563502,96.5674208145,102.245483708,101.102535832,91.421686747,107.115782219,62.4904405653,74.6514575412,118.143262362,103.344903755,103.66927593,115.832482125,95.7347809228,107.654145996,114.032871972,101.812366738,103.973063973,120.307167235,95.2193475816,103.711994031,107.376203576,102.469789186,88.4300595238,101.139480595,93.9331970007,111.508238276,104.993672734,95.7042068526,101.539645881,106.595985398,111.929118692,126.132653741,101.303306181,114.970364098,97.4202626642,158.48109178,117.288693743,107.330827068,108.001572327,109.218436874,101.219992129,113.032258065,107.766059444,96.4906184851,93.2452276065,85.3759867054,100.656694637,100.214362272,100.16457378,102.784185965,100.305676856,122.14673913,92.130115425,97.3436161097,93.7287224512,109.027940205,90.6784660767,114.972358722,107.945628215,104.458249589,110.062893082,110.333584148,121.687090339,102.405418029,104.460256855,98.1902792141,87.266065741,95.5010224949,112.334604171,109.216901408,98.5892116183,108.808647654,106.110586011,104.894208164,114.165745856,112.894673415,97.5921745673,97.466256216,86.7999410725,108.902895411,116.431517256,108.253319714,104.030922142,110.193679918,89.8574118913,110.936139332,110.355687292,105.633802817,52.9877968263,145.526412378,92.1087242438,55.450913242,120.287678811,109.589911831,70.8693304536,104.623530393,108.981918239,110.874200426,106.647377263,101.648456057,106.163934426,104.17996171,123.210915583,114.594127807,114.623480529,95.1415378438,99.0465458958,59.784801614,94.1838889244,110.054054054,114.533965245,107.467375544,109.518261259,114.614803625,107.914715266,113.847374686,73.7118822292,111.765838629,109.605189621,111.477027274,128.278159095,67.392232181,112.595248767,83.0373545622,125.238095238,94.4731452816,128.062248996,100.234796901,105.621301775,107.960607304,110.924369748,112.288,107.607843137,89.7994269341,123.283373998,137.647957236,106.90968444,123.738872404,113.474334601,110.928121005,113.987523992,59.3905472637,110.982945603,103.412073491,104.440951071,69.0058479532,111.573557105,109.608472817,93.5960591133,169.167164179,44.5119891928,131.199569661,91.6577207312,122.331460674,92.8736964079,106.627996247,108.361970218,109.903986935,121.352313167,110.867422376,111.211871393,116.586643387,111.969838551,110.437828371,114.954780362,117.752875258,109.339207048,121.771717537,95.2365914827,112.684989429,107.502623295,110.848745883,107.578125,102.449392713,101.13442623,105.870003072,106.370449679,106.433029285,112.550403226,110.922809054,108.999745482,101.282549553,114.285017082,64.4957223762,100.814873279,93.70742783,104.415923428,87.0065159065,74.3740795287,97.1524288107,104.382624411,99.3768124884,91.483198146,98.0051682312,108.550904821,99.7732426304,126.930693069,104.704011065,115.546086957,114.679582712,119.392917369,97.7058823529,98.5020970641,98.5861561119,100.967546866,108.06876473,103.413940256,101.051874494,110.037453184,110.672109637,122.670742053,116.605934409,118.91509434,101.767955801,102.600966429,78.6093888397,109.430219978,114.28638608,100.869311552,104.320987654,108.063989553,105.5146238,105.269709544,109.473637208,105.994716521,107.965367965,113.13442623,111.052631579,99.5689655172,128.743362832,112.050473186,110.471059539,82.6699029126,115.229810439,112.139628864,102.911481568,111.886976291,92.3026315789,102.355193873,101.133377135,103.674374406,114.22109132,97.9948960992,118.874425727,121.399927087,99.164556962,107.344632768,110.064678971,96.3647238652,106.234635487,111.734606857,115.799614644,113.068825911,115.493646139,113.648604977,113.351532448,113.751196172,111.650754117,111.090326029,112.068056295,97.2437553833,105.233238589,137.621497999,85.1229508197,108.510638298,96.5789473684,102.178496135,106.306852638,109.02640264,104.220499569,106.017080745,112.88,114.681965345,108.954248366,113.828368164,111.453077699,113.293571902,112.164827707,110.440408627,113.037715387,105.775154004,100.510204082,113.996316759,122.848129788,104.978354978,117.230769231,105.024011821,117.371081901,116.441875401,116.959064327,105.198371854,73.1686297041,71.0935085331,109.334845049,98.6877343332,66.9834087481,113.771730915,86.5312667023,103.652856092,106.246305419,92.1264724117,105.939987753,90.2075906899,133.942161339,109.302575107,99.1272727273,103.939562947,99.9260081391,99.6714129244,111.855553032,101.083487941,113.687695855,113.724226804,113.229361947,111.969797913,113.681493249,110.621242485,114.437194127,55.1918735892,101.085008959,104.852865256,99.1017964072,104.108761329,84.9591280654,101.53785489,100.403206528,104.991394148,107.10521179,111.575031005,101.709943002,102.32166261,128.048976961,100.974908103,83.9339525284,69.2760447322,112.644535621,98.6469072165,84.776119403,119.366439666,50.5467196819,102.508634794,112.028815547,99.4945802473,90.6524757057,91.9284418235,111.906759567,116.002403365,109.692997585,103.087857612,93.399339934,113.830285982,106.656266251,100.55304173,122.928571429,75.3448275862,107.298969072,115.293683044,111.637534499,115.276663994,123.006134969,104.868804665,104.193548387,113.910761155,106.516556291,117.021276596,102.149681529,109.239842726,108.703271028,93.0758926509,105.59490085,105.703422053,118.667400881,112.561483163,108.588417235,111.335311573,99.3048128342,110.0,113.160792952,125.730994152,136.910197869,111.585807386,119.645677695,101.694383433,109.877622378,119.870207403,111.659729448,113.623346516,105.59694113,99.8543249734,112.924099335,112.960351042,113.57337884,87.0057859209,112.295551454,118.200764154,96.7948717949,112.395757715,114.569125852,115.631469979,118.137082601,105.0674564,98.7524622456,96.1038961039,115.371355398,103.622929193,109.285943004,120.431328036,84.7788824134,112.962002987,89.6684905053,107.189542484,101.861993428,91.3056764515,70.5327555442,125.509547307,108.963585434,112.531370253,104.097636404,113.622291022,102.727722772,99.5576372626,115.88188348,82.675491863,109.6024006,77.2122614228,158.582238152,78.521991516,111.779199349,112.344942748,112.376055821,110.534169978,112.009376501,102.564102564,101.005586592,100.0,98.5067264574,97.027027027,110.152969406,125.186209832,111.879389948,117.090812568,112.676344306,102.868994124,89.414547605,114.991734727,109.726493912,92.0756629336,51.1348099535,112.167289334,112.196858289,113.273615635,83.9125761376,116.148390616,111.685190748,125.902255639,120.145348837,65.6770833333,118.665943398,139.880679211,104.69820035,117.828012375,117.584615429,112.882358377,106.198933953,109.369496302,111.41657121,113.960477374,124.206264649,95.8648648649,84.5769070446,91.2410714286,62.6547455296,113.289322618,112.184343434,112.008336552,108.82199538,106.706827309,111.650485437,112.675159236,112.369651205,112.944857255,99.9802097764,104.434470377,101.454887218,111.216216216,112.016618728,101.243752179,102.073940487,110.378057821,100.795577131,99.6396396396,113.196875842,70.6464764123,105.300153996,70.3706208576,84.166543356,72.2241212328,108.679108534,106.207744315,78.3534830167,80.0862811155,99.3644452515,85.2735286492,99.5906672124,100.036297641,99.9053366466,71.3730051356,98.2894736842,94.5958661356,86.047141696,60.1486116543,112.11631664,94.4266495836,90.300018406,111.61587119,112.186563971,111.152987158,100.056211355,55.9183673469,100.653400653,99.7466751108,80.8795103093,103.825956489,112.045454545,82.1172724861,63.6241610738,142.080095637,91.9665012407,83.8692946058,94.7843822844,103.354380426,101.433121019,117.667044168,64.6706586826,101.163273785,132.97957871,113.209967021,103.694202155,104.521925317,102.482188003,102.453410839,108.298237404,74.4899319909,133.350883791,110.119477858,136.36188791,110.725892801,152.406064601,99.6459182735,3.24498762376,18.8968538431,68.859571973,93.883161512,110.382730764,95.8765523978,83.1899345446,54.5380434783,104.381161008,91.4542020774,74.7903563941,107.204828846,144.06546081,99.7058157954,75.8577821979,101.318477252,121.133476297,113.92504931,127.129594642,94.1722595078,88.1655529209,99.3002431359,124.50459159,103.736356003,140.351661451,91.9449901768,99.2749581707,140.345027544,136.13671275,108.259590444,66.9590643275,132.68496637,97.4344262295,111.085361143,134.985541759,95.8922116333,79.2353643967,92.1528254404,62.2798667301,110.34228929,90.1535203812,107.233635929,93.2989008078,97.1837282074,3.06096040454,125.134099617,122.464105793,144.313955764,103.023928478,109.211183225,113.478732051,114.167285325,112.71389973,105.880932255,106.254227473,119.43597561,102.566066641,111.045655376,101.838306064,112.14953271,110.830754582,119.194630872,99.9372714616,115.136876006,101.956899229,99.9343508945,108.7020658,118.304977946,109.063497694,23.2531686708,45.1534526854,112.430230804,111.908067253,111.696274171,110.438570141,46.0642688679,23.4186622626,100.155562811,121.100917431,112.157648631,125.497511312,112.087333947,112.215175872,112.362545818,111.468393116,113.352687802,112.005320918,111.929722866,112.235494881,112.148942884,113.562013657,108.019150209,103.213610586,100.516298066,112.670447689,111.740088106,112.5958014,112.201984303,110.674668121,111.536672352,112.143202709,112.851608557,113.347718866,112.092628637,107.529976019,113.961922031,110.239300506,23.275862069,46.0426454644,109.186735351,100.375444927,109.860127784,116.958710123,120.383141762,115.207467854,123.825616762,113.246816846,111.879673691,130.158217498,100.526170036,148.661670236,114.225551668,117.828895877,242.928039702,106.642974303,103.124124405,121.004363389,111.529701931,108.102876106,110.410447761,110.864197531,102.28257729,116.513249651,118.731778426,85.4555744199,108.4402939,104.33166016,112.092494314,115.582777878,115.099507029,93.0001982947,111.237815599,102.855619725,116.728318948,77.0642201835,64.6436132675,110.773130545,73.5891273722,130.923302394,99.0690238856,84.8286392859,191.592920354,103.012279355,85.3926701571
108.456514266,112.47935401,110.699774266,109.140964922,110.106245141,109.790184049,110.01540832,98.4797136038,110.3125,118.133303478,100.736497545,78.3321325648,100.248094985,114.264057105,102.892885066,102.456318055,98.9253731343,109.787259111,109.849344902,103.955306658,105.367138624,107.459425718,75.8708581138,111.9628611,110.346889508,113.065815006,104.499476805,137.324754353,98.7562189055,142.307692308,120.606060606,85.1333175093,154.101995565,98.7635599694,100.0,54.5641300464,101.012308754,116.526348612,103.602269924,103.811101906,102.188328912,100.491783615,107.055294731,58.9715189873,120.008781173,99.6808510638,103.87809016,105.5355494,99.8273736128,97.0588235294,101.435083573,100.428886439,91.566746988,104.514128187,60.349127182,73.3417828475,116.15339896,103.313348059,103.424657534,115.372829418,96.6265994572,108.43373494,113.581314879,100.321428571,103.232323232,122.116040956,94.0663667042,103.41354225,106.825997249,101.508335539,88.3556547619,101.060208151,92.765053397,108.415716096,104.818456147,96.6532817953,101.154734411,102.751531329,111.623935282,127.756679326,101.140392908,114.563928874,97.4202626642,149.050942807,115.532381998,106.296992481,107.285115304,108.984635939,100.669027942,112.35483871,106.232023011,96.0389159138,93.5878609887,86.7054424595,100.437796425,99.8928188639,98.3156902241,105.177423615,99.8689956332,122.282608696,91.5355019237,96.9494430163,93.2270202473,108.535529485,91.1504424779,113.897420147,107.861866275,105.536268957,110.272536688,110.734888387,118.096323739,102.382064456,105.779243318,97.7938641848,88.3485646481,94.7387990333,112.13298946,107.79342723,99.0041493776,108.233670653,105.592312539,104.552254755,112.79558011,112.075198843,96.9759217457,96.9689793985,88.2144961697,108.548355328,114.304319514,109.032073544,103.230259525,108.664627931,90.3147699758,109.883889695,110.244535013,104.546577712,54.6363060609,143.867698128,96.1201227532,56.1358447489,119.418319766,109.103957351,73.1911447084,103.798048862,108.76572327,109.275053305,106.477506067,103.111638955,105.37704918,103.238672623,121.662274363,116.450777202,118.925142934,95.6835976712,96.6975816937,57.7673167451,94.363043061,110.054054054,115.007898894,108.724021266,108.581671521,115.10555136,108.651777963,116.492527443,72.0644935156,110.668207202,109.620758483,110.891451583,125.644737047,68.8433632096,110.52218736,83.9559093693,126.666666667,98.338972329,126.25502008,99.6947640291,105.262327416,107.755437013,112.047862623,112.08704,107.254901961,90.7363896848,120.913210178,135.929744177,107.834602829,122.975837219,113.498098859,110.516393265,112.476007678,61.3758132415,110.821241457,106.036745407,105.168009432,68.8109161793,112.326142258,109.381082133,88.0665024631,166.604477612,45.2549814252,129.397525551,93.3877868534,121.395131086,94.2062572422,104.83664591,108.648339061,110.561906371,119.632265718,110.017249877,111.665292663,114.709733741,110.217775009,110.718038529,112.338501292,116.897670304,107.709251101,120.679971103,95.0234341489,114.972515856,107.747464148,109.374208259,107.537109375,102.449392713,100.655737705,105.698887106,105.460920771,103.456553048,112.601310484,111.201392919,108.679053194,100.836766421,114.812103465,67.237016508,100.727878628,92.8965293545,104.415923428,86.8723648908,74.0427098675,96.4824120603,105.363712644,98.9942617388,92.2508690614,97.0783672608,108.937698577,99.4520030234,123.696369637,105.217842324,115.47826087,113.375558867,117.3693086,97.2819472617,97.8430197723,98.0559646539,101.007861318,104.533481214,103.07254623,100.836105367,108.052434457,111.036594256,119.67437019,116.449765747,118.58490566,101.243093923,102.437690743,78.6979627989,108.763072485,113.966611803,100.0,104.62962963,107.247796278,104.934137084,104.481327801,108.655003619,105.557813453,107.532467532,112.786885246,112.236842105,99.2093596059,126.212389381,110.031545741,110.084265783,81.6612729234,112.93170605,111.3883408,103.921108241,110.295550503,95.4605263158,101.953087602,100.903991459,104.181184669,111.987560079,98.0678089683,119.13093415,121.071819176,99.2658227848,107.612250966,109.118157438,96.4075895527,104.943499907,110.01193928,113.127809891,111.271255061,112.609970674,113.519336421,113.38875791,113.291866029,111.789124118,111.798503474,111.630742636,97.4375538329,104.348771109,141.566609491,85.9016393443,110.117238385,96.7105263158,105.470836261,104.003032141,107.454785479,103.565891473,105.124611801,112.393066667,113.810080155,108.578431373,113.283681636,111.02926337,113.064015905,112.221574053,109.679909194,113.652247259,105.210472279,101.336248785,115.239410681,124.064894096,105.021645022,118.384615385,107.462135205,117.168857432,114.746307001,116.526824307,106.858332554,75.4668198793,73.9002681458,111.48904006,98.1601499732,63.8009049774,113.173091459,87.2581507215,107.820544251,105.887684729,91.5685058896,105.458839997,92.1576850493,134.290497934,107.847946045,97.9636363636,103.315145535,100.03699593,99.6352683461,112.991142403,101.669758813,113.551705788,113.402061856,113.258540073,111.397734843,112.946783161,110.220440882,114.246873301,55.4176072235,100.980887916,103.923593185,100.133399867,103.202416918,87.0844686649,102.646884858,99.845410936,105.077452668,105.953542846,109.797436957,100.940921017,101.666354615,127.742870952,101.406424804,84.0385276918,69.4526191878,112.768867338,97.1971649485,83.9402985075,117.759583748,50.6461232604,101.617887657,111.392192997,99.3723209941,90.05090236,91.205488773,111.233721227,116.102543561,108.278716799,100.803320791,91.3102310231,110.829817159,106.55226209,100.150829563,122.142857143,76.0344827586,106.020618557,116.438862209,110.395584177,114.915797915,122.811860941,107.609329446,104.946236559,114.206974128,106.013245033,117.021276596,102.149681529,108.912188729,107.943925234,91.2744237609,104.886685552,105.703422053,116.850220264,110.821036701,107.655183447,111.394658754,99.5721925134,109.580838323,111.453744493,122.56621947,135.920852359,111.006517017,118.729989328,101.098211484,111.057692308,118.515897935,112.695109261,111.386881222,101.193223021,99.6102208748,112.714235747,112.991694092,113.501706485,87.8013500482,113.886590721,119.312261202,97.4637681159,112.974025744,113.43149411,115.665976536,118.172231986,104.672589668,100.36112935,96.6818181818,113.943065406,103.121674918,109.317963497,117.366628831,85.5330819335,112.149411592,90.4087544255,109.323529412,102.008032129,93.5262524308,71.9092531226,123.128084102,107.714285714,111.477329764,100.868400707,112.809376382,101.408987053,100.078064012,115.89066241,83.0325479718,108.177044261,78.6581839213,159.467434199,79.3480687653,111.214087118,112.380725191,113.139625413,110.05232025,112.467460257,101.195170525,99.7765363128,99.4226327945,98.0568011958,96.7567567568,109.283143371,123.909342413,111.20106781,117.389428979,112.47188714,105.668855859,90.7155529273,114.785425268,108.556354994,99.6676890908,47.3748974569,112.922624616,111.898395722,112.988599349,84.1992117521,116.012002182,111.414839291,126.127819549,119.738372093,68.2942708333,117.949533305,134.51124369,106.420130594,117.674146707,115.381423948,112.512706774,105.276748003,110.269368384,110.290187094,115.006454444,124.653739612,96.0810810811,84.5810754481,92.2433035714,63.136176066,113.272101033,111.742424242,110.60415862,108.330228746,107.469879518,110.720064725,111.878980892,112.153901474,112.671098944,99.9604195527,103.831238779,101.203007519,110.878378378,111.42217961,101.127513658,104.779080252,113.862120089,100.480942107,101.003861004,110.746027471,70.4717530577,103.959045316,71.5541728662,82.2432672388,72.8734048311,108.588512412,103.872157345,78.6234887737,81.7705408946,99.0133769142,85.6883588281,99.1813344249,100.036297641,99.8816708082,71.2905185267,98.7280701754,93.8368409497,86.4768355459,60.3832616347,110.070005385,93.6502242152,92.4351187189,111.903392754,111.87847668,111.864879955,99.7189432265,56.1734693878,98.7228987229,99.6635528816,80.9922680412,100.900225056,108.928787879,78.7211461926,61.3087248322,140.765092648,93.2071960298,86.0088174274,95.192016317,102.880820837,101.234076433,116.557191393,65.4191616766,100.664727877,133.863965268,113.155001832,103.010090645,103.775265502,101.999540336,101.213882715,104.180315083,77.3571142819,132.661150809,109.18110368,132.779743817,111.041128677,148.670621841,99.5891555865,3.4801980198,19.7929111908,69.1292875989,94.5013745704,110.554893392,96.2832573608,83.9381485887,54.9470674819,102.66520628,93.9093484419,76.9496855346,105.265665952,142.635658915,99.2984838199,74.9627051218,100.092850511,119.529193879,115.187376726,125.956715345,93.389261745,87.4110799741,99.5092806737,124.093523441,101.259445844,139.874832365,90.4715127701,94.701617401,138.373441577,131.960061444,110.889963037,65.2015919428,130.86711507,95.6780923994,109.752800309,134.104439531,95.3499835688,76.9892473118,91.6952642416,60.8757734412,109.82701509,89.677077819,106.469182991,93.2768286761,98.3012963791,3.30739365744,124.546615581,122.338161209,143.237424153,102.734683145,108.499750374,113.478732051,113.746597377,113.149204443,106.049993962,105.489923558,119.085365854,102.246904124,110.87383407,101.819056785,111.059190031,110.140442752,118.859060403,99.6465782347,113.319530711,100.98535986,99.8522895126,107.895944912,115.942028986,108.549130897,24.1793955151,45.895140665,111.826821542,111.969767083,112.482314102,110.498648243,46.7570754717,24.3765483072,100.386026234,117.186544343,111.754676019,125.226244344,111.653294752,111.846471499,111.962679107,110.792986971,112.922122674,111.439973395,111.305222266,111.979522184,111.786052382,114.086072733,107.93935767,104.15879017,100.670416891,111.331000362,111.145374449,112.112629124,111.698504368,110.201854883,110.79237091,111.852926947,113.508505979,112.623304562,111.543644258,108.585131894,113.508612874,109.387942936,24.2346938776,46.6931694977,108.73578021,99.5660441757,108.23519254,116.231276612,119.770114943,115.380811078,122.879351132,112.451028404,112.423521414,126.069910057,101.024646912,147.805139186,112.192659042,116.251184314,233.746898263,105.713504647,103.376295881,120.58021756,110.96756927,108.185840708,110.074626866,110.524691358,103.264952326,114.086471409,118.388483965,87.9079418978,107.161516849,104.127161182,109.53373768,118.84345163,116.706226036,92.841562562,109.817511395,104.398045313,115.988902589,77.0995059986,66.3796753705,111.449091677,75.2741636971,127.918905716,96.7650930976,84.24040255,188.053097345,100.566001535,86.8760907504
