AADR,AAXJ,ACWI,ACWV,ACWX,ADRA,ADRD,ADRE,ADRU,AFK,AGG,AGQ,AGZ,AIA,ALD,AMJ,AMLP,AND,AOA,AOK,AOM,AOR,ARGT,ASEA,AUSE,AXJL,BAB,BCM,BDCL,BDCS,BDD,BIB,BICK,BIL,BIS,BIV,BJK,BKF,BKLN,BLV,BND,BNO,BOIL,BRAQ,BRAZ,BRF,BSCH,BSV,BTAL,BWX,BWZ,BZF,BZQ,CAFE,CANE,CARZ,CBND,CEW,CGW,CHEP,CHIE,CHII,CHIM,CHIQ,CHIX,CHOC,CIU,CLY,CMF,CNDA,CNY,COPX,CORN,CORP,CPER,CPI,CQQQ,CROP,CSD,CSJ,CSM,CUPM,CURE,CUT,CVY,CWB,CWI,CYB,CZA,DAG,DBA,DBB,DBBR,DBC,DBE,DBEF,DBEM,DBGR,DBJP,DBO,DBP,DBS,DBV,DDG,DDM,DEF,DEM,DES,DEW,DFE,DFJ,DFVL,DGL,DGLD,DGP,DGS,DGT,DGZ,DHS,DIA,DIG,DIM,DIRT,DJCI,DJP,DLBS,DLN,DLS,DNL,DNO,DOD,DOG,DOL,DON,DOO,DPK,DRN,DRR,DRV,DRW,DSI,DSLV,DSUM,DTD,DTH,DTN,DTO,EBND,ECH,ECNS,ECON,EDC,EDIV,EDV,EDZ,EEB,EEH,EEM,EEMS,EEMV,EES,EET,EEV,EFA,EFAV,EFG,EFO,EFU,EFV,EFZ,EGPT,EIDO,EIRL,EIS,ELD,EMAG,EMB,EMIF,EMLC,ENY,ENZL,EPHE,EPI,EPOL,EPP,EPS,EPU,EPV,EQL,ERUS,ERX,ERY,FAB,FAD,FAN,FAS,FAZ,FBT,FBZ,FCA,FCG,FDD,FDL,FDM,FDN,FDT,FEM,FEP,FEU,FEX,FEZ,FFR,FGD,FIW,FJP,FKO,FLAT,FLM,FLN,FLOT,FLTR,FMK,FNI,FNK,FNX,FNY,FONE,FPA,GASL,GBF,GCC,GCE,GDX,GDXJ,GEX,GII,GLD,GLL,GLTR,GMF,GNR,GRES,GRI,GRID,GRU,GSC,GSG,GSP,GSY,GULF,GUNR,GVI,GWX,GXC,GXF,GXG,HAO,HAP,HDG,HDGE,HDV,HEDJ,HGI,HILO,HYD,HYG,HYLD,HYMB,HYS,IAI,IAK,IAT,IAU,IBB,IBND,ICF,ICLN,IDHQ,IDU,IDV,IDX,IEF,IEI,IEO,IEV,IEZ,IFEU,IFGL,IGE,IGF,IGM,IGN,IGOV,IGV,IHE,IHF,IHI,IJH,IJJ,IJK,IJR,IJS,IJT,ILF,ILTB,INCO,INDL,INDY,INR,INXX,IOIL,IOO,IPE,IPFF,JKD,JKE,JKF,JKG,JKH,JKI,JKJ,JKK,JKL,JNK,JXI,KBE,KBWB,KBWD,KBWP,KBWR,KBWY,KCE,KIE,KOL,KOLD,KRE,KROO,KWT,KXI,LBJ,LEDD,LEMB,LIT,LQD,LSTK,LTL,LTPZ,LVL,MATH,MBB,MBG,MCHI,MCRO,MDY,MDYG,MDYV,MGC,MGK,MGV,MIDU,MIDZ,MINT,MLN,MLPG,MLPI,MLPS,MLPY,MNA,MOM,MOO,MORT,MUB,MUNI,MVV,MXI,MYY,MZZ,NFO,NIB,NLR,NORW,NUGT,NYF,OEF,OLEM,OLO,ONEQ,PAF,PAGG,PALL,PBD,PBE,PBJ,PBP,PBS,PBW,PCEF,PCY,PDN,PDP,PEJ,PEK,PEY,PEZ,PFF,PFI,PFIG,PFM,PGF,PGJ,PGX,PHB,PHO,PICB,PID,PIE,PIN,PIO,PIZ,PJP,PKB,PKW,PLND,PLW,PMR,PNQI,PPA,PPLT,PRB,PRF,PRFZ,PRN,PSAU,PSCC,PSCD,PSCE,PSCF,PSCH,PSCI,PSCM,PSCT,PSCU,PSI,PSJ,PSK,PSL,PSP,PSQ,PSR,PST,QABA,QAI,QCLN,QID,QLD,QQEW,QQQ,QQQC,QQXT,QTEC,RALS,RCD,REK,REM,REMX,RETL,REW,REZ,RFG,RFV,RGI,RHS,RJA,RJI,RJN,RJZ,ROM,ROOF,RPG,RPV,RSP,RSX,RSXJ,RTM,RUSL,RUSS,RWJ,RWK,RWL,RWM,RWO,RWR,RWW,RWX,RXD,RXI,RXL,RYE,RYF,RYH,RYJ,RYT,RYU,RZG,RZV,SAA,SAGG,SBB,SBM,SCC,SCHA,SCHB,SCHC,SCHD,SCHE,SCHF,SCHG,SCHH,SCHM,SCHO,SCHP,SCHR,SCHV,SCHX,SCHZ,SCIF,SCIN,SCJ,SCO,SCZ,SDD,SDIV,SDOW,SDP,SDS,SDY,SEA,SEF,SGAR,SGOL,SH,SHM,SHV,SHY,SIJ,SIL,SIVR,SJB,SKF,SKYY,SLV,SLX,SLY,SLYG,SLYV,SMB,SMDD,SMMU,SMN,SOCL,SOIL,SOXL,TAN,TAO,TBF,TBT,TBX,TDTF,TDTT,TECL,TECS,TFI,THD,TILT,TIP,TIPZ,TLH,TLT,TMF,TMV,TNA,TOK,TQQQ,TTFS,TUR,TUZ,TVIX,TVIZ,TWM,TYBS,TYD,TYNS,TYO,TZA,UAG,UBC,UBR,UBT,UCC,UCI,UCO,UDN,UDOW,UGA,UGE,UGL,UGLD,UHN,UJB,ULE,UMDD,UNG,UNL,UPRO,UPV,UPW,URA,URE,URR,URTY,USCI,USD,USL,USLV,USMV,USO,UST,USV,UUP,UVXY,UWM,UXI,UYG,UYM,VAW,VB,VBK,VBR,VCIT,VCLT,VCR,VCSH,VDC,VDE,VEA,VEU,VFH,VGIT,VGK,VGLT,VGSH,VGT,VHT,VIG,VIIX,VIIZ,VIOG,VIOO,VIOV,VIS,VIXM,VIXY,VMBS,VNM,VNQ,VNQI,VO,VOE,VONE,VONG,VONV,VOO,VOOG,VOOV,VOT,VOX,VPL,VPU,VQT,VSS,VT,VTHR,VTI,VTV,VTWG,VTWO,VTWV,VUG,VV,VWO,VXF,VXUS,VXX,VXZ,VYM,WEAT,WIP,WMCR,WMW,WOOD,WPS,WREI,XAR,XBI,XES,XHB,XHE,XHS,XIV,XLB,XLE,XLF,XLG,XLI,XLK,XLP,XLU,XLV,XLY,XME,XMPT,XOP,XPH,XPP,XRT,XSD,XSW,XTL,XTN,XVZ,YANG,YAO,YCL,YCS,YINN,YXI,ZIV,ZROZ,ZSL
106.074377119,115.643852715,114.524714829,114.084214893,111.628579693,108.424908425,111.29428811,101.960784314,112.04610951,120.286693674,102.353370428,92.8004430497,101.182278256,116.2741466,106.412583182,107.677329624,100.761904762,115.435684647,113.895143133,104.652777778,106.76975945,109.902613701,72.58834766,116.738044254,108.73805635,114.696832579,105.9577416,101.126602017,152.132145129,112.863268223,93.4830597946,181.094865692,102.40981067,99.934351145,46.1499364676,103.617630223,117.242867084,105.70939195,103.328138163,106.593166685,101.539528101,108.939765604,35.2819851756,125.923438549,109.970674487,97.5171015961,109.416826004,100.160019695,95.924248662,104.504504505,99.1259218793,74.7773279352,87.7578475336,58.5372201978,75.9842519685,115.17815826,103.56043956,100.585080449,114.445182724,92.9571984436,105.047318612,112.337577242,92.0560747664,105.587022901,123.529411765,96.2085447263,105.034885914,110.316081973,107.957305852,94.2821883998,101.707425085,98.8619473827,119.948051948,107.822766328,103.489361702,102.088974855,99.6204933586,112.836911832,126.780361565,101.570781536,118.725174957,103.68,179.823269514,118.041531473,110.474205315,109.150425374,110.4283054,100.484943293,117.005076142,121.465428277,99.0893169877,97.679438748,90.0089605735,103.265765766,100.325732899,107.026768642,98.4297891431,102.337891487,103.127833182,89.7111913357,100.666211138,102.622345337,111.49825784,86.746052291,127.66417617,112.121212121,107.145824678,116.949569496,110.173124485,114.734260648,104.270283848,108.410548824,100.238744884,82.181357007,97.7447646322,114.088050314,110.503933659,95.3757225434,113.997445722,112.002853576,113.77084454,110.623159961,119.227901235,98.8992886559,99.0286661928,80.2627558815,115.444444444,111.774540244,110.870834291,107.139023081,116.803760282,84.8506233827,110.382659888,115.819327731,103.315363881,49.3415281298,164.034640856,105.431309904,44.2331181295,130.261969286,113.669196306,50.3810330229,102.933780386,115.456362425,108.567251462,112.282640485,111.058451817,113.227048023,110.671067107,102.813094895,120.205479452,124.83604119,95.3422310398,103.094592439,48.0611045828,96.5892805962,113.53811149,111.939058172,110.98475612,116.461159063,114.081972939,122.830254444,64.6123260437,112.142088267,111.094736842,112.492382693,125.263561434,64.9759229535,111.34149388,81.9654619904,142.671984048,111.090909091,126.059199071,103.532054966,109.555919952,108.713866778,113.157154906,117.10749605,109.630552096,100.130718954,125.101965146,138.969789176,107.575757576,115.822222222,117.407407407,116.081512399,116.426666667,56.0650128315,115.771913861,100.238435861,118.660125375,56.6144200627,116.153244002,111.741472172,82.034346103,197.992709599,35.0092421442,143.25224925,100.58203483,114.466596528,89.8148148148,98.6642920748,113.146417445,116.582633053,119.08727515,110.217828236,109.395348837,108.553875236,110.701373825,113.84736428,111.663619744,123.864766324,110.541586074,121.088082902,91.5234122713,110.400720396,111.902162044,112.567486503,105.653542628,103.123723969,106.116338751,108.033573141,103.925845147,112.00224341,114.214546662,110.424929178,98.5946420729,115.197164377,49.4580287371,102.720848057,96.1295301903,102.827763496,84.8147472166,79.7552836485,88.0996914426,99.7646443515,101.517747858,86.2049227247,102.365407257,109.581295844,102.930719873,103.462092822,126.108936939,117.841409692,130.594405594,97.9426433915,99.7530101883,99.1915279879,100.913709677,101.25,105.925772539,101.920649234,109.165302782,111.856187291,119.853333333,123.428232503,109.395632301,104.953846154,103.353674715,76.7098136418,113.954500947,111.755607115,102.363755745,106.448796452,112.466216216,109.885196375,106.094420601,111.692015209,106.345549738,110.860066187,121.053617653,125.160599572,101.58633313,137.634633483,108.489666137,117.803686781,74.0256709452,116.811594203,103.408258001,111.428571429,106.518518519,104.135339064,101.783659379,102.901785714,114.198717949,98.0969920196,119.56797967,129.785478548,102.272473479,107.711837512,112.054359336,96.7045454545,103.715572847,110.537190083,121.249270286,119.220158175,120.951323339,117.364016736,117.550668392,117.042877201,117.689295039,119.570482803,115.676396503,102.379759519,108.283532537,135.56638246,85.5,112.584704743,99.7243660419,106.456692913,106.971975393,112.145522388,105.704929335,108.556726699,118.416704221,118.612903226,114.851078142,117.734562445,113.742690058,116.400512898,117.018191405,114.985552929,117.07147814,109.085918199,98.8317176237,127.623369257,134.015486726,107.617661329,118.464052288,118.447031963,125.600987517,122.591876209,123.891987085,72.2550544323,118.673928291,123.636660448,89.9116465863,48.1324970154,114.330849383,90.5133153223,108.481532148,105.09054326,96.4435146444,110.209258085,89.1991786448,131.746695625,111.841501819,95.9599968251,105.224723874,100.640479732,99.6036036036,113.481520042,105.053494195,117.556322306,117.088230594,115.903413822,117.553992968,117.922651934,117.145318782,111.359538406,50.0731350561,101.336825302,110.464495462,101.065742715,104.991663193,86.7886178862,100.793650794,100.947281713,101.890587289,109.02534965,116.221121886,106.144883961,105.329512894,135.374292304,104.106813996,80.8662118066,63.8039470831,113.708563536,100.003064758,79.8899755501,121.893491124,39.2780557541,106.405826875,118.446601942,87.8439818138,90.2798232695,116.309856242,117.335335291,108.639143731,109.69869852,83.7342995169,122.800221361,109.156895589,100.09513795,129.850746269,70.1789264414,106.593886463,115.949082741,109.439676931,118.370044053,126.455614345,91.5767386091,108.343265793,122.403433476,110.548405148,121.330891331,103.787268332,113.57400722,113.378967019,88.7883358472,107.885040531,108.085714286,123.00257732,110.366088632,107.912087912,116.510067114,103.814064362,109.79144385,112.724117295,131.882911392,149.010367578,115.717171717,114.235401045,103.148239654,123.165539694,116.883316668,116.319237641,101.223464057,102.4,117.311891999,117.66219445,115.442338073,87.723537941,119.256637168,124.419422942,101.188053823,119.768403639,118.057503506,118.207509084,122.926617455,110.573792622,100.704473406,102.982731554,115.672306322,106.764236795,113.714679531,124.393530997,80.881030866,118.779414999,86.2983072501,116.733042636,103.776763335,87.0762711864,64.1287071138,136.600648497,112.5,117.813918306,97.1861471861,117.888916813,104.60671897,100.97831835,121.39498645,77.6473656755,113.170731707,77.633289987,177.423961464,72.0484010372,117.517814128,117.264634475,115.960167973,114.348097318,113.95624894,106.52556497,101.553166069,97.2685887709,100.290135397,119.713539511,130.049875312,114.908200734,119.761622799,117.295158287,97.9302832244,86.9969040248,114.978805395,73.2484934946,51.812267658,120.091164095,113.174159426,118.114259173,79.9940191388,123.349784084,118.748925932,133.503416856,127.33974359,58.4812623274,120.9855565,156.818181818,104.142516195,126.318613617,122.436729396,116.773504274,108.735068259,109.901373042,113.44003508,121.070757671,133.462214411,94.1677762983,80.1742160279,87.0219728845,57.5198938992,118.099698896,117.299426934,110.099266293,113.690721649,109.665260702,110.983678871,117.054819061,120.265230004,117.307692308,100.023753909,105.905653583,102.352499061,117.513471901,117.185238784,102.67248432,100.902173913,108.319026065,100.425230333,107.905519402,112.885825592,62.2489959839,106.857271407,58.7674903245,83.4059511158,65.0547602622,111.412720428,109.723261032,72.914605138,82.4951267057,101.530796014,81.2033476589,100.24691358,100.0,99.929010885,62.8945956492,107.328833173,103.535517353,82.072005878,51.7259621743,108.333333333,103.344370861,93.8359201774,115.82186797,115.388298918,117.618811061,101.251422071,48.8848768054,100.317020012,72.153024911,93.3070866142,108.947324415,95.7484499557,46.388384755,147.491166078,89.6551724138,79.1934619507,93.1602675974,104.556259905,101.429709279,133.564887907,55.3053053053,105.995717345,130.79086116,117.551530294,105.225734601,106.035665295,104.325834214,104.610927152,114.096978215,68.4534639608,144.816156816,114.961961116,154.12371134,118.953068592,147.185239852,99.8043014579,2.00160206314,17.0229885057,61.992747784,88.919571971,115.343709468,94.2324246772,78.358470712,45.8093797277,111.306340718,90.0321543408,86.4345738295,112.366848843,154.72270364,102.136086344,68.6120274042,99.1097922849,141.389152074,125.659791528,131.170845635,97.1645021645,92.5260363488,99.8492613808,135.722576901,90.88,151.334792123,69.4513715711,76.8832616659,159.945389624,134.515017233,108.977852523,73.2587064677,148.236987287,90.1785714286,146.445880452,99.0702197092,87.1811858231,90.4572376214,78.5714285714,115.40990484,85.9192680301,111.176920138,102.352677571,99.1971454059,1.87337477551,133.403508772,136.954310345,162.768299395,110.473815461,113.499060558,118.252730109,118.043292509,117.869475138,109.637061811,110.298648969,124.776324845,104.127312718,113.888888889,106.471593336,109.836623553,109.814669799,127.385229541,101.680428578,111.335012594,104.287178804,99.8665280086,112.998801165,124.25419241,112.832067192,17.6393196128,44.7645600991,114.459921381,116.362468554,119.808126411,116.522040958,43.1825909555,17.6851323053,101.155242325,101.874595992,119.274116523,128.944639241,115.465288035,116.170388751,117.366547372,116.030946384,119.18294849,117.384760113,116.169271758,118.46585535,114.693371145,116.307692308,106.537478705,103.707344474,99.4105594957,111.434184676,112.950412014,116.414283044,117.305751766,117.126148705,116.138380728,116.555893508,115.628014663,117.372589532,117.102539981,109.916238854,117.873491469,109.989858012,17.6218877033,42.9045184469,115.75640406,112.566975158,111.003410519,117.450579414,127.613224638,116.686080373,127.820939697,117.441860465,115.583981337,141.01682667,97.8179551122,166.377005348,123.328261356,123.067099981,338.599991856,110.983763133,107.974306752,129.710629757,119.024856597,113.992297818,115.201999167,113.302601251,102.781932396,122.768842636,124.36361134,87.6903281149,111.169768325,106.230162027,116.858570498,116.55486344,124.432989691,94.1949354993,114.15042735,101.232050532,119.142234068,82.3085910952,66.7475728155,110.330188679,89.6632340662,107.041916168,88.0192655027,83.9937447873,200.520930233,105.636331,65.5668604651
108.359133127,117.578531309,115.918884664,115.119684713,113.074920451,109.248626374,112.606317135,104.547930283,114.869740634,122.701776254,102.234789747,94.9233893299,101.092071384,117.756020111,106.563823351,110.264255911,102.53968254,118.257261411,115.503377292,105.138541667,107.560137457,110.839998661,77.1728748806,118.558172734,110.432829726,117.194751131,105.9577416,101.634080403,151.896078007,111.958075274,91.2765140609,176.844610677,104.706675417,99.9345692475,47.7318932656,103.400114482,119.137091162,108.250071367,104.633529907,106.440344941,101.479763812,108.326519488,30.6348694811,127.803895232,112.976539589,101.950848746,109.416826004,100.073855244,95.3890489914,105.353430353,99.9153236821,76.1639676113,82.298206278,60.3852160333,76.0717410324,115.131883387,103.799058085,100.731350561,115.61406423,94.6303501946,106.545741325,116.934305098,95.9906542056,107.709923664,126.259453782,94.7930574099,104.992645672,110.78499479,107.655502392,100.164541341,101.928603061,104.637917006,122.909090909,107.883850132,102.510638298,102.359767892,104.933586338,114.801279123,129.163486064,101.455141178,120.59807074,103.546666667,183.543446244,120.376378975,112.402292861,109.569375318,111.880819367,100.273758311,118.963016679,129.205366357,100.490367776,97.031840259,93.0555555556,103.603603604,99.565689468,110.04541109,100.044863167,102.337891487,101.541251133,89.8194945848,101.844892381,103.601108033,111.367595819,84.8822158944,132.088084939,112.947658402,109.181553801,119.458794588,112.118988733,117.823878887,104.245164532,108.410548824,101.483628922,79.2432889453,100.089493467,115.924528302,111.928556241,94.3022295623,115.862068966,114.071696094,116.433566434,112.41437684,121.703703704,98.7270685137,99.0760483298,81.0791322945,117.214444444,112.920945785,111.81797288,107.751744498,119.858989424,83.4862385321,112.916242976,117.37394958,105.040431267,47.5708474704,174.626591951,106.00182565,41.7728145175,131.515808491,115.389046356,48.8145639289,103.101424979,117.077503886,110.380116959,113.829120535,112.209433536,113.735875706,112.651265127,104.701759446,120.890410959,130.846681922,96.6949228966,102.608071463,46.0242851547,99.5987388937,113.53811149,113.573407202,113.079096254,117.38594328,117.091865316,126.455210875,62.8727634195,113.670613563,112.846526316,113.893967093,129.480544374,63.3900481541,112.765425931,80.897276126,144.566301097,111.563636364,128.148578062,108.025497675,109.618666756,108.504398827,113.953706307,119.155597168,110.253217103,103.137254902,125.969595847,138.752445121,110.060606061,112.755555556,120.211640212,118.512153204,119.2,54.0222412318,117.561116166,101.096804959,121.940583265,54.921630094,118.685822167,112.782764811,84.9326287979,206.359659781,33.752310536,143.41886038,104.399175069,117.727511836,91.3194444444,101.869991095,114.890965732,118.711484594,119.020652898,111.613884513,111.069767442,110.680529301,112.870571222,115.027537372,113.053016453,125.880013258,111.605415861,124.300518135,93.6754574812,114.047726249,111.552740773,114.547090582,107.809737375,103.103307472,106.20188195,109.652877698,107.524536532,114.862591139,116.605778811,112.747308782,100.757575758,116.703145769,52.2813208974,102.712014134,96.0638455096,109.575835476,92.4803796313,88.765294772,91.0482612373,102.117939331,102.70501836,84.2724670864,103.307288879,112.179095355,105.757780843,104.749207264,127.313093898,121.894273128,135.664335664,98.21280133,99.9073788206,99.2136157337,100.947580645,101.875,109.174896464,101.839495041,111.129296236,114.598662207,122.266666667,126.15658363,111.173184358,107.476923077,103.953303263,75.975397044,115.219348623,113.044599123,104.202232436,106.969187092,112.060810811,110.441087613,106.888412017,110.912547529,106.889005236,112.301144113,122.277153902,127.248394004,102.745576571,135.951061382,108.807631161,120.009453285,74.0956826138,118.551449275,104.226728561,112.714285714,107.296296296,103.896848138,101.643925695,104.309752747,116.217948718,98.9564149785,122.066920796,130.775577558,104.690117253,109.711202793,114.154606424,98.3333333333,104.159926282,111.908339594,123.759486281,121.390472687,121.543586896,119.43145459,120.224234584,118.522518631,120.496083551,122.363959309,118.31382427,104.033066132,108.146580345,133.922046285,90.4,115.77928364,99.7243660419,109.133858268,110.731373889,114.141791045,105.704239917,109.013196116,119.738621,119.741935484,117.830262715,119.248011113,115.058479532,118.343792427,119.232797258,117.546624639,119.805690493,109.607466374,100.049714144,129.948950652,136.615044248,110.140708394,121.119281046,121.552511416,129.155279324,124.568665377,125.212797182,75.4898911353,138.264269964,126.305970149,93.7081659973,54.2653420181,115.128692017,96.0554226168,108.481532148,105.412474849,99.3723849372,110.100552586,89.1991786448,139.018085251,112.284831993,97.3093102627,106.83942226,100.706582373,99.963963964,115.694950547,105.425297822,119.613016711,118.839040549,119.004787677,119.211451532,119.071823204,119.04078116,117.490082943,47.6840565578,101.287039808,109.236518954,104.68692253,107.43408712,83.6890243902,104.299603175,100.535420099,101.126307321,109.855769231,116.861206743,106.229446585,104.775549188,140.260012581,107.29281768,79.4909522397,61.7002819345,116.218922652,98.4093904196,84.2298288509,124.60693153,51.644031451,105.774675507,120.350276033,86.7671691792,90.4270986745,118.771331058,119.234251143,111.162079511,106.632198253,87.5603864734,123.187603763,109.644332775,101.246807871,132.656716418,74.9502982107,110.786026201,117.109696743,110.499747602,119.030837004,129.512051734,94.7242206235,110.369487485,124.034334764,111.108002238,123.739316239,103.988718775,114.657039711,114.810205352,93.9668174962,109.137803979,109.142857143,124.291237113,111.290944123,110.10989011,117.181208054,105.423122765,111.229946524,114.661879114,131.64556962,152.968897267,116.606060606,111.45194274,103.119209389,124.467818683,119.498500115,119.176891007,101.295549236,102.12,119.178082192,120.363903694,119.747235387,95.4809086515,120.424778761,127.716899568,102.231703315,122.332506203,119.004207574,122.365765038,129.570125923,114.583829625,104.705882353,106.380690738,117.49777382,107.46786753,114.059269469,126.954177898,79.4426131256,121.838354959,86.7773874162,120.750968992,104.035927567,91.4194915254,61.9499903082,141.940890369,114.133699634,119.950832073,102.813852814,119.426991706,106.662118548,101.454257007,122.822944896,76.0250391236,113.739837398,79.4538361508,181.810431187,68.8504753673,119.357179572,118.100890208,119.311420247,117.596173841,114.54977107,108.506893859,101.792114695,96.5083459788,99.5744680851,125.392321414,132.599750623,115.324357405,121.213278833,118.505586592,98.4749455338,88.8544891641,115.818882466,74.7557839251,51.6496282528,123.358345021,116.259916887,120.078030655,78.1997607656,124.984577421,121.275133184,137.006833713,128.653846154,57.6134122288,121.495327103,158.023715415,105.983634504,129.463942658,123.695652174,118.482905983,110.953498294,111.266679559,115.72023679,123.231371321,141.915641476,94.8069241012,78.5365853659,84.3618513324,56.0875331565,120.709267313,119.054441261,112.688821752,115.006185567,111.819079243,113.277459197,118.452167682,122.958972234,119.069767442,100.001979492,106.020885848,102.160841789,119.284064665,118.813314038,102.678327944,100.966183575,109.255501795,100.770139381,109.182935647,114.563979622,59.6987951807,108.493363601,56.0806787734,81.0308182784,63.3278716799,112.205270458,112.266267764,71.9552806851,83.0409356725,102.671389122,80.1628590817,100.452674897,99.9909264132,99.8935163275,60.4272753878,116.297010608,104.703211158,81.8025961303,50.3372569766,108.75,104.437086093,97.9822616408,118.396150842,118.652900688,120.914058619,101.194539249,46.5059473237,100.297206261,67.9715302491,94.4094488189,111.705685619,107.041629761,52.8493647913,147.915194346,89.9398924391,79.7829581994,93.4845840605,104.477020602,101.393866985,142.248184402,52.002002002,105.867237687,132.530755712,119.820945243,105.174333933,106.052812071,104.099350747,104.28807947,112.621222769,69.2792162351,155.925155925,115.750915751,162.783505155,120.83032491,149.618696187,99.76520085,2.29759299781,17.6206896552,59.2264302981,89.9551259924,113.97924773,94.2324246772,78.8425113995,42.7634896621,112.910618793,90.1240238861,92.5120048019,111.806543385,159.510398614,102.299389958,67.9015478305,99.2952522255,148.963048742,125.371479264,133.663244172,99.4913419913,95.7239125996,101.290322581,138.711549623,90.08,159.43107221,64.3079800499,72.3841376015,166.246586852,139.931068439,111.822946632,80.8457711443,154.11369633,93.5714285714,157.781367798,100.258112032,93.3746273601,90.4998815447,81.3559322034,116.176346012,85.3875134553,110.622850592,102.464709836,98.9295272079,2.16974718245,139.929824561,142.672413793,167.528893781,117.56323477,116.418557595,120.764430577,120.506978069,120.700966851,109.438870308,111.223038635,126.187026841,104.088497865,114.560723514,107.763776164,111.33424098,111.380840512,129.461077844,101.522001252,113.450881612,103.90094528,99.8499873079,115.46497688,125.136804943,113.75611444,18.8892021427,44.7026022305,117.641428816,119.145747471,124.247554552,119.177368969,44.3386603196,18.9225204645,101.428847268,103.167420814,121.757402101,129.43849079,117.163958641,118.052109181,119.080806178,117.524289313,121.1288731,118.946378175,117.406749556,120.593984488,116.02268699,118.512820513,106.601362862,104.60609465,100.795902285,113.202357564,114.705738944,118.040755281,119.021190716,119.131161236,118.547364608,119.334610041,117.885394559,118.646694215,118.777046096,111.618481491,120.203911777,111.637931034,18.8922764228,44.0099488738,117.689705172,119.094008768,110.98546042,121.363326517,128.894927536,118.724519511,128.708842027,120.157318741,118.48755832,141.26774629,98.4102244389,171.590909091,123.925262922,126.037086599,318.850022397,113.212352754,108.961303462,131.578782303,121.092256214,116.399229782,117.617659309,113.928218637,103.709243195,123.525701671,125.020644096,92.5584387733,112.646790733,107.395097632,119.18270693,121.226641112,125.608247423,98.6383182035,115.916049383,105.888950654,123.091834262,83.6142795445,60.9223300971,113.349056604,93.4149735597,102.395209581,97.4714027694,82.2560467056,197.023255814,104.981062646,64.1718023256
