"Y_date","Y_pred","Y_true","ret_1w_DXY","ret_1w_Gld","ret_1w_Oil","ret_1w_tgt","ret_2q_DXY","ret_2q_Oil","ret_2q_tgt","sprd_2y10y","sprd_2y5y","tda_DXY","tda_Oil","tda_tgt","vol_DXY","vol_Oil","vol_tgt"
"3/9/1993",0.126126646995544,0,NA,0.0134809084183065,NA,0.13630913664988,0.0482188701285126,0.0788418278952336,NA,0.00414123132990156,NA,0.0191141847608653,0.165192780825455,0.00547304553629975,0.346708909340594,0.101268835401291,0.0812502697136608
"10/9/1993",0.159976854920387,0,NA,0.0145639252652829,0.134393361053639,0.151093535127343,0.16880517050788,0.0829585922224473,0.0198438526276097,NA,NA,0.0114996044993246,NA,NA,0.24858014808829,0.11053868856886,0.0577231220393237
"17/9/1993",0.112919829785824,0,NA,0.0135989815886195,0.130334541800303,0.143588962195847,0.035309213290729,0.0772662564930331,0.0110551196981751,NA,NA,0.0143134153321689,0.111351987478799,NA,0.278658019312114,0.093799602132931,0.0907239006772799
"24/9/1993",0.109937317669392,0,NA,0.0138655024789937,0.132888915295168,0.14640310366688,0.0358393208994689,0.0790658670845663,0.0112717844775154,0.00230191352877192,NA,0.0114143128233996,0.0894095795412458,NA,0.289399796566743,0.0956379422552628,0.0925019613819844
"1/10/1993",0.109974019229412,0,NA,0.013860734610133,0.132843219373068,0.146352760680744,0.0360432796297446,0.0802769653515979,0.0112679084989639,NA,NA,0.015146135729051,NA,NA,0.37613378732394,0.0956050556600988,0.092470153142659
"8/10/1993",0.117075361311436,0,NA,0.0138988853121884,0.133208861038169,0.146755586412911,0.0345199522629439,0.082501678003112,0.0112989226285914,NA,NA,NA,0.00349273682111427,NA,0.376455150142936,0.10514355660981,0.092724670768224
"15/10/1993",0.112163171172142,0,0.00508741502480496,0.0150107628272417,0.14275125000841,0.137736147221113,0.0316517275831855,0.0742248341866268,0.102685269423398,0.00434719702340838,NA,NA,NA,NA,0.383137196349412,0.1033682003524,NA
"22/10/1993",0.142111271619797,0,0.00503927518391649,0.0148687229640509,0.141400461360633,0.136432814157172,0.0309416038467149,0.0776445998383994,0.049388386716003,0.00430606152099756,NA,0.0534561439570011,NA,NA,0.38413185527898,0.102390075176131,NA
"29/10/1993",0.109296277165413,0,0.00482064933761037,0.0142236525872869,0.154296547568851,0.133093160007105,0.0296320321406758,0.0748700041535476,0.0973264049230718,0.00411924569730947,NA,NA,NA,NA,0.389665884139654,0.0979524194448874,NA
"5/11/1993",0.109198532998562,0,0.00491544614046043,0.0142047069872709,0.154091027878593,0.130188947751206,0.0288377889453309,0.0773120791496576,0.0471827717532314,0.00420674965507518,NA,0.0510688687531842,NA,NA,0.390174132641644,0.097817480344346,NA
"12/11/1993",0.161320582032204,0,NA,NA,0.1708186547828,0.147013123029686,NA,NA,0.108453792771264,NA,0.027802028599025,0.0265913640228448,0.0511047209616766,NA,0.333117732616388,0.135098583216316,NA
"19/11/1993",0.128608539700508,0,NA,0.0159170148024904,0.103365404542531,0.146680513905639,0.0378307754859942,0.0923806959379327,0.0500384541796504,0.00481322455971842,NA,0.0105290005636408,NA,0.0536244623484529,0.351897378227273,0.132923075446678,NA
"26/11/1993",0.110991708934307,0,0.00403638683409244,NA,NA,0.125772308232153,0.0415282644250635,0.101009319909175,NA,0.0256423457992747,NA,0.0124405024166941,NA,0.0334710547750925,0.514167350608712,0.141932466999743,NA
"3/12/1993",0.11126071959734,0,0.00474464009371283,NA,NA,0.14904590251378,0.0400406146871145,0.0948299256861665,0.0286571725343088,NA,NA,0.0833102184996918,0.0470583923427936,NA,0.411720249735443,0.140592883906989,NA
"10/12/1993",0.12986047565937,0,0.0040723744325825,NA,0.093859565442581,0.112139597739966,0.0373660247708464,0.0933485832636748,NA,0.0239519189833827,NA,0.0105528604680971,0.0489216679852364,0.0329591334480937,0.405723874051008,0.137104399414532,NA
"17/12/1993",0.110723845660686,0,0.00408211420551851,NA,0.0940840464843951,0.112407798573952,0.0365209863202395,0.0908931543874545,NA,0.0239777592967834,NA,0.0105780994205771,NA,0.0806219679278056,0.411061343823169,0.135772729560106,NA
"24/12/1993",0.127565711736679,0,0.00495006765648407,NA,0.0845023069834998,0.166426453697987,NA,NA,0.00882759203359842,0.0257270243052045,0.00630887471573148,0.0335815859617646,NA,NA,0.527274925236989,0.142401169408741,NA
"31/12/1993",0.111321352422237,0,0.00474764345637839,NA,NA,0.149140248742413,0.040480506488183,0.0947010347120583,0.0286753125576593,NA,NA,0.071109584625336,0.0470881803595604,NA,0.423375609693341,0.14068187936507,NA
"7/1/1994",0.113610446453094,0,NA,0.0149113356251007,0.164214820541364,0.138816475357301,0.0990433884037776,0.0765238657029592,NA,0.00420369470609166,NA,NA,0.00727824182310345,NA,0.329084016948659,0.114125301031628,0.0517988598600151
"14/1/1994",0.354754775762558,0,0.00560310822126491,NA,NA,0.142492151889015,0.123359355566703,0.0917006664731161,0.0270076898086764,NA,NA,NA,NA,NA,0.472748249466115,0.13708877857511,NA
"21/1/1994",0.128243193030357,1,0.00560310822126491,NA,NA,0.142492151889015,0.123359355566703,0.0917006664731161,0.0270076898086764,NA,NA,NA,NA,NA,0.472748249466115,0.13708877857511,NA
"28/1/1994",0.129929482936859,1,NA,NA,0.173868713724595,0.128422853078003,0.0308737988056152,0.0726579234026533,NA,NA,NA,NA,0.0295446615018845,NA,0.456738687556678,0.10789336193057,NA
