"Y_date","Y_pred","Y_true","ret_1w_DXY","ret_1w_Gld","ret_1w_Oil","ret_1w_tgt","ret_2q_DXY","ret_2q_Oil","ret_2q_tgt","sprd_2y10y","sprd_2y5y","tda_DXY","tda_Oil","tda_tgt","vol_DXY","vol_Oil","vol_tgt"
"3/9/1993",0.00721391243860126,0,0.0218795346285071,0.0454097710875655,0.0105331093348402,0.0873295207077861,0.0505797833286149,0.0244928676694866,0.126471574922904,0.0296460414877882,0.0241329894369778,0.132737570803398,0.0650190209237258,0.114999941306761,0.141306086354964,0.065202334684227,0.0602598533224544
"10/9/1993",0.00474946014583111,0,0.0186388990030412,0.0390912557318641,0.00837221890048091,0.102231735518427,0.0480823303387198,0.0358784958483843,0.124805964963914,0.0265406464520654,0.0257181318818785,0.1205328047685,0.0717632061974359,0.109890186520314,0.141647752557049,0.0695228744294132,0.0572834968885124
"17/9/1993",0.0122144427150488,0,0.0265727971851438,0.0374247983992592,0.0138634798362736,0.0916443733751443,0.0533352665950569,0.03001768158065,0.125761176077233,0.02856578512183,0.0288063986210681,0.127206140097532,0.067120920627344,0.116012160938069,0.139723022496277,0.0576201571849984,0.0563258418641198
"24/9/1993",0.0111436937004328,0,0.0200589807492215,0.0464495955594327,0.0211069528364177,0.0942436412732865,0.0555016225306994,0.032147782828744,0.120340589685332,0.0281959138634794,0.0256737164867669,0.129707715162656,0.0558423125866749,0.114833407143988,0.142041797934766,0.0644334867534624,0.0494224846050725
"1/10/1993",0.00648062629625201,0,0.0189554913311074,0.0495234540638911,0.0183499899294326,0.0895154645265596,0.059737059504396,0.0266301639656941,0.121245025434103,0.0316418704358658,0.0238986449525988,0.131631009334991,0.053928226584925,0.114286263041538,0.136467851119598,0.0669289900380771,0.0572604957372222
"8/10/1993",0.0137332882732153,0,0.0183635853525454,0.0416772587962231,0.021712845777304,0.0876392017027202,0.0708964538709307,0.0348339128683056,0.122035513550512,0.0230638303749792,0.0281636940777637,0.12442201163284,0.0540925202167905,0.111444625285445,0.139579493627389,0.0614453292275315,0.0606297236387201
"15/10/1993",0.00377154140733182,0,0.0187323110932288,0.0524305697324416,0.0219080858980496,0.0949036273331517,0.0473429779807877,0.0294867520150348,0.123753834335369,0.0290540544707553,0.0295955172029865,0.120423196415404,0.0545493925042736,0.116337849088346,0.139711660203939,0.0679934555400796,0.0537767161861524
"22/10/1993",0.00559436343610287,0,0.0309260528700089,0.0383178357643206,0.0103823147663038,0.0820151485710983,0.0702550204304571,0.0490521629456293,0.123939850958697,0.0505623477938568,0.0138355630554918,0.106482535598567,0.0617765729338505,0.101503009302854,0.133364817564207,0.0648350303702845,0.0627517370743736
"29/10/1993",0.0625625848770142,0,0.0309242109837579,0.0383029623195277,0.0103759206049041,0.0822128397425225,0.0701671957597098,0.0491170583434586,0.123818326586,0.0505658064535672,0.0138309177917076,0.106464010000132,0.0617605565507917,0.101506941304174,0.133344945968416,0.0648435664659534,0.0627647411253779
"5/11/1993",0.0419615767896175,0,0.0288009168425146,0.0340136293144761,0.0208292356351681,0.0950750795455435,0.0736688165942067,0.0369401686236903,0.135757194250328,0.0325092844675495,0.0250542829336701,0.105741744627201,0.0431777522646196,0.0967579759762429,0.151816691901596,0.0559311021304937,0.0639261248926995
"12/11/1993",0.00138190679717809,0,0.0230858887269625,0.0303964757004344,0.0331524660796818,0.0930891061849996,0.073464199711954,0.0367749367189724,0.130692862794063,0.0373958325343208,0.0277118316553369,0.115063486215479,0.0401561342130912,0.0978449632456233,0.148744958060386,0.0680973355704892,0.044329522588206
"19/11/1993",0.0240656826645136,0,0.0219367350935507,0.0298107292447697,0.0168568769227204,0.0951130006030678,0.0693500095533658,0.0337635316323159,0.131275372166438,0.044438439984463,0.0242923991689073,0.115329720843216,0.0359350257887252,0.0979585890717933,0.156948342854323,0.0750517490567811,0.0519394780155635
"26/11/1993",0.00569444289430976,0,0.0203449636832665,0.0363489734426385,0.02009348940617,0.095906486879212,0.0698704464577594,0.0247870745009094,0.125917266304673,0.019838681759531,0.0308532499525543,0.114205906766747,0.0578366536971819,0.0946025359420406,0.144207887739459,0.0916721821202821,0.0535142013475749
"3/12/1993",0.00502666551619768,0,0.0201928196640812,0.0373727569417573,0.0222219705349329,0.0914362850715023,0.06041653746054,0.025241957620498,0.117989878339442,0.0221361875173027,0.0341238377103838,0.117285715385394,0.0553844344085877,0.0967345630293564,0.154562785019253,0.0893648763761476,0.0555353949208214
"10/12/1993",0.00972269847989082,0,0.0207722124737885,0.0283596951195763,0.0126835052061869,0.105317058918437,0.051781896895011,0.0219646526837475,0.122459435014401,0.0262505536188379,0.0420100416087587,0.11803857833666,0.0585369214165624,0.0988866684873522,0.149996536174092,0.0952554410521317,0.0476868029944573
"17/12/1993",0.00898354779928923,1,0.0215535886259082,0.0318009655174092,0.0136378378538657,0.104880209793701,0.0599857452781265,0.0219348377053125,0.1197021931969,0.026328686696668,0.0432859916304649,0.117711341344136,0.0598081296595417,0.0919029293444975,0.150631540247682,0.0902577322527596,0.0465782708530276
"24/12/1993",0.00328842038288713,0,0.0215128617067516,0.0317836334797727,0.0136361659735699,0.105117043383275,0.0603231390499431,0.0219303067789491,0.118949455635629,0.0263119477317831,0.0433483631579454,0.118365400774174,0.0597470105011755,0.0918015489034781,0.150651720275788,0.0899994196594694,0.0465219829882959
