,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20
DRV,0.092508666,-0.035981792,-0.053792289,0.298119513,0.013007777,-0.055843084,-0.032798949,-0.017271951,-0.130742625,0.096182069,-0.016377765,0.035643903,0.163578404,0.290706449,-0.048237979,0.025241146,-0.139248706,0.087475944,-0.031390978,0.034261748
DRW,-0.032733734,-0.015252924,0.03989166,-0.015753609,-0.016216333,-0.015897974,0.007734832,0.016881352,-0.030578311,-7.25166E-05,0.005124997,-0.003287256,-0.016234181,-0.011210783,0.006228185,0.005169576,-0.003334202,0.008831966,0.004921752,-0.005784549
DSI,-0.027323981,0.02080073,-0.005691039,-0.009992396,0.008554946,-0.006913413,-0.010591644,-0.000977221,-0.00829685,0.012785071,0.011316165,0.000779083,-0.004792433,-0.008801245,-0.007799697,0.019830659,-0.008187871,0.020731842,0.006206738,0.014491415
DTD,-0.024332702,0.016007388,-0.003231434,-0.018763005,0.000123959,-0.017482157,-0.003753406,-0.008726143,-0.003079585,0.013430407,0.016694515,-0.004647583,-0.010793908,-0.002425917,-0.017725,0.024722489,-0.008912783,0.023032578,0.005257824,0.002469307
DTH,-0.034067249,-0.003337881,0.014594678,-0.007567557,-0.00953067,-0.066488155,0.038960787,0.008295991,-0.068135554,0.006620647,-0.015385053,0.016230209,-0.005821453,0.000484036,0.008647852,0.005570174,-0.015836496,-0.016149378,-0.012302173,-0.010944308
DTN,-0.022301851,0.015949271,-0.002009513,-0.021703722,0.004429387,-0.01032908,-0.008202099,-0.003777654,-0.012807189,0.012988951,0.014035837,-0.00721125,-0.006057561,-0.002996336,-0.023640319,0.021306257,-0.011352575,0.017374365,0.000875538,0.003103368
DTO,0.060083888,0.095303399,0.176499158,0.007467225,0.212341462,-0.154557011,0.073748246,0.116857543,0.123189626,0.053303274,0.085974789,-0.016519792,0.062987613,-0.007861884,-0.024617789,-0.015272468,-0.042967981,0.049339526,0.101298583,-0.047079815
ECH,-0.033295266,-0.027389888,0.048977625,-0.013343097,-0.004465834,0.014948417,-0.006525823,-0.003648626,0.015469387,0.013058143,0.019769014,-0.01018524,-0.041953787,-0.020347487,-0.051752148,-0.073773744,-0.017022686,-0.045740903,-0.109171549,0.012757019
EDC,-0.112917379,-0.071736768,0.172174327,0.054631967,-0.089501423,0.029389006,-0.039232466,-0.025402693,0.003136346,0.008820667,0.065761985,-0.04292561,0.01972215,0.068333909,0.019597075,-0.017909782,-0.030986642,0.022719509,0.004519232,0.077410057
EDV,0.033105651,-0.028602328,0.048000414,-0.115390969,0.03416514,0.081903857,-0.00621957,0.009301071,-0.066415872,-0.004448757,-0.047154287,-0.01288026,0.054684168,0.069500582,0.045110351,0.006273045,-0.0502502,0.035886004,0.02326075,0.006206143
EDZ,0.113648508,0.077278684,-0.165067238,-0.030740208,0.076467396,-0.042679913,0.025208286,0.026655091,-0.00994831,-0.010858513,-0.077356578,0.058085147,0.028864399,0.009515672,0.014022102,0.044820747,0.021241287,-0.002356189,0.016548323,-0.115320945
EEB,-0.038752349,-0.024285145,0.053105117,0.025442269,-0.017627825,0.023893054,0.009415348,-0.002651749,0.005187633,0.011145456,-0.009380241,-0.01683422,0.006641023,0.011128633,-0.005086559,-0.009584243,-0.022352399,0.01381172,-0.012756812,-0.01450334
EEM,-0.037893258,-0.025627433,0.057011241,0.017894664,-0.026958516,0.010688857,-0.012116761,-0.008606794,-0.001122907,0.004069981,0.025837202,-0.016828313,0.002465312,0.017251707,0.004291486,-0.008233527,-0.008987021,0.011140795,0.00546797,0.027413714
EES,-0.036622112,0.022744862,-0.022170625,-0.004119835,0.020880826,0.005416266,-0.007970577,-0.015337766,0.021961785,-0.02376659,-0.007268589,0.016822037,0.036121044,0.035198986,0.018348748,-0.013721769,-0.023526368,-0.042307658,-0.001903293,0.000633639
EET,-0.075757012,-0.047275415,0.117080554,0.034619787,-0.05854923,0.022547366,-0.024459596,-0.016857624,0.000585706,0.006920379,0.049117651,-0.034474409,0.006100778,0.036298666,0.007186043,-0.023386214,-0.019041771,0.013515355,0.005837644,0.057363875
EEV,0.075618221,0.049945774,-0.109751918,-0.025829555,0.05157996,-0.029270259,0.01934813,0.014989465,-0.005070219,-0.005867907,-0.052322665,0.038574397,0.012837447,-0.005412612,0.00529002,0.030668164,0.013263381,-0.003990218,0.006261531,-0.070059837
EFA,-0.035655063,-0.000340944,0.014268214,-0.004631846,-0.008312793,-0.046045751,0.030596803,0.000390144,-0.057874847,0.003487506,0.001402189,0.01217334,0.005287399,0.006519701,0.008534098,-0.00649458,0.000694745,-0.016067143,0.014134557,-0.007530952
EFG,-0.034499123,-0.003791885,0.010701153,-0.00731709,-0.005490225,-0.031517127,0.019756451,0.008256079,-0.046259347,0.001131529,-0.000816638,0.010098787,-0.000591125,0.00562453,0.010656874,-0.015442059,-0.002546152,-0.019294565,0.012922841,-0.001729091
EFO,-0.066769146,-0.007636734,0.036001632,-0.024939311,-0.029783848,-0.094435329,0.061548102,-0.009219286,-0.119217245,0.019886646,-0.018342812,0.013788621,0.018389513,0.025776978,0.010229794,-0.0292883,0.003778795,-0.057591556,0.012526888,-0.027072266
EFU,0.071187297,-0.000536292,-0.028219669,0.019312952,0.016085048,0.086095255,-0.06031744,-0.004290973,0.108513378,-0.005571602,-0.000135691,-0.025107891,0.000430843,0.015829982,-0.008126902,0.030593068,-0.0054152,0.062812044,-0.001010094,-0.000373176
EFV,-0.035951088,0.001153372,0.013891438,-0.003471295,-0.011560526,-0.059859126,0.042516289,-0.001390708,-0.067400822,0.007855922,0.000278436,0.017977223,0.00763059,0.005581666,0.011861773,0.000471236,-0.004860005,-0.012356725,0.015974963,-0.01426436
EFZ,0.035926631,-0.000862376,-0.013124518,0.007432999,0.008598633,0.042420719,-0.030656267,-0.002406787,0.055206939,-0.001683075,0.001288998,-0.01261517,-0.000204032,0.002776789,-0.006866452,0.014858872,0.001506689,0.029350117,-0.001700121,0.003340576
EGPT,-0.024569191,-0.001248795,-0.001432728,-0.026424963,-0.012638557,0.032103608,0.070332803,0.013461231,0.091563817,0.000686304,0.00930114,0.069059598,0.064162056,0.163723763,0.039710632,-0.04720486,-0.012611512,0.168401876,0.016315324,-0.175314748
EIDO,-0.03023617,-0.019169857,0.071678523,-0.019804203,-0.03017823,-0.005578068,-0.034417499,-0.005583038,0.059324517,0.037941337,0.077102013,-0.076032851,-0.021262891,-0.017092849,0.016642191,-0.097316528,-0.011363799,-0.087254073,-0.041438984,0.059802498
EIRL,-0.035418922,-0.004349178,0.011768282,-0.010799901,-0.010455489,-0.072162964,0.05364292,-0.015285452,-0.069488519,0.005434963,-0.015411943,0.028285325,-0.020442863,0.019382137,-0.008890115,-0.039885826,-0.009380935,0.00652478,0.016346181,0.047947094
EIS,-0.029414187,0.009035715,0.027712967,-0.016040487,-0.003743366,-0.036779258,-0.003979768,-0.014532855,-0.006578406,0.011696644,-0.004479881,0.023347865,0.010951824,0.042414171,0.01776447,-0.029605308,-0.018236217,-0.005032976,0.029561085,-0.027745274
EMB,-0.007688397,-0.012078493,0.025876,-0.035555849,-0.008628554,0.009085426,0.003779323,0.002822278,-0.005124389,-0.000964431,0.00139094,-0.01510396,-0.004093859,0.005217471,0.015210305,0.01496738,-0.000144258,0.012950222,-0.028435525,-0.016858982
EMIF,-0.030105707,-0.021367808,0.059725928,-0.002503493,-0.027413298,0.008234042,-0.003705837,-0.013487863,0.013634899,0.015669053,0.02193157,-0.021126775,-0.025772825,0.033845298,0.003133033,0.007219715,-0.024021261,0.022566775,-0.022482989,0.016305337
EMLC,-0.013998801,-0.021311707,0.030860777,-0.021624898,-0.014678839,-0.010525045,0.008952692,0.007481029,-0.005958093,0.000524888,0.00311126,0.001785954,0.001090418,0.000867438,0.022814856,-0.014031757,-0.005193213,-0.004702157,-0.018485355,-0.015626669
ENY,-0.04233053,-0.021428501,-0.034352945,-0.002195632,-0.02626007,0.010198346,0.022625573,0.016151897,-0.006637667,0.001781315,-0.005893574,-0.051861511,0.009594288,0.00139303,-0.045871113,-0.035596623,0.018054737,-0.013006103,-0.014739153,-0.036400829
EPI,-0.036342617,-0.022199898,0.08169226,0.007334735,-0.054233408,0.010928838,-0.105737709,-0.004912374,0.022232553,0.015973619,0.043718777,0.134294534,0.121011942,-0.049918304,-0.038490919,-0.010067775,0.042750022,0.001094148,-0.002051331,-0.016951209
EPOL,-0.043597177,-0.028206432,0.041793244,0.004803527,-0.028645874,-0.066280186,0.055975407,0.019206568,-0.070462112,-0.015771964,-0.002661819,0.047699735,0.001132517,0.054017797,0.075343131,-0.00502193,0.023917092,-0.020688919,0.039219189,0.026014096
EPP,-0.036932523,-0.024262568,0.031106829,-0.000680144,-0.00255945,-0.019252383,0.001475934,0.01309324,-0.02144865,-0.014322802,0.008007806,-0.015721316,-0.013477744,-0.009916477,0.002029354,-0.003303498,-0.003769242,0.004723232,0.002115341,0.007326817
EPS,-0.027130579,0.017215066,-0.006563447,-0.003923591,0.003012765,-0.011902994,-0.008267536,-0.000147722,-0.01032705,0.012639403,0.006409328,-0.003209592,-0.00062769,-0.005220168,-0.01310512,0.024396179,0.000839062,0.032359646,0.000233658,0.004579053
EPU,-0.026850592,-0.034294123,0.016998815,-0.000628851,0.041724476,-1.23023E-05,-0.005417046,0.017658796,0.032559024,-0.015387138,0.009563685,-0.090441521,0.011743785,-0.019247258,-0.027315349,-0.035336547,0.113363194,-0.045848475,-0.019293452,0.038463529
EPV,0.079360204,0.004660209,-0.020459449,0.021849388,0.012414456,0.119357737,-0.08971036,-0.002556776,0.142086773,-0.005256283,0.012054005,-0.032157331,-0.003140375,0.009233269,-0.00852265,0.012393927,0.001141966,0.080645434,0.029119043,-0.007592315
EQL,-0.028192187,0.015174919,-0.003657465,-0.015431399,0.003663573,-0.010385797,-0.004633373,-0.005203084,-0.000343723,0.012563001,0.012086946,-0.005227929,-0.004299588,-0.002718207,-0.020990309,0.017693798,-0.004485975,0.017884031,0.003359795,0.013209834
ERX,-0.116889235,-0.019870774,-0.112140577,-0.008426378,-0.104691901,-0.020090795,0.072560331,-0.021152387,-0.006195873,0.071577387,0.019358601,-0.126879132,0.07877076,-0.017889808,-0.115979895,0.009905431,-0.098504589,0.057945541,0.158210939,-0.019404859
ERY,0.117743945,0.031924014,0.127359216,0.029218055,0.093273731,0.007377461,-0.086376679,0.02483539,-0.017658148,-0.070729071,-0.032208471,0.118086489,-0.026085784,0.102952435,0.145518938,0.027128786,0.116274828,-0.038023252,-0.140456198,-0.020783965
FAB,-0.034764043,0.015095326,-0.008410884,-0.003858853,0.005975713,-0.003266395,0.00450255,-0.013884612,0.010610966,0.00038584,0.007195957,-0.004339254,0.026134623,0.015440309,-0.009601553,0.013560662,-0.007058287,-0.000297582,-0.003570082,0.003418393
FAD,-0.032980924,0.02246055,-0.013478061,-0.007684585,0.024340056,0.019697666,-0.01927287,0.00303225,0.0032006,0.007281803,0.001618787,0.000140897,-0.006712115,-0.000215878,-0.001231027,-0.02110417,-0.01060825,-0.003126737,-0.007809015,0.010370371
FAN,-0.036842494,-0.000408102,0.008100357,0.010214651,0.001154695,-0.055633818,0.079507606,-0.008319714,-0.0283873,-0.014330565,-0.055513288,0.063476007,0.018579265,0.025901411,0.0159244,-0.014218784,-0.054095269,0.00327333,-0.033667202,-0.012989255
FAS,-0.105535492,0.083417371,0.001533202,-0.035181968,-0.030752215,-0.117271306,0.030336782,-0.065197624,0.092560545,-0.058935249,-0.010820496,-0.017043959,0.036871186,0.065412494,0.104821773,0.148366367,0.086640589,0.195064544,-0.077050847,0.019480435
FAZ,0.105190497,-0.072161142,0.003664991,0.058257454,0.015539769,0.09238944,-0.051613781,0.059533975,-0.085916904,0.055433301,-0.005442909,0.026505589,0.009392456,0.037362399,-0.057984933,-0.101982162,-0.105898021,-0.147661018,0.103441526,-0.065862813
FBT,-0.031581418,0.026559046,0.010681565,-0.033701678,0.018537898,0.011599107,-0.044644965,0.023399783,0.026475281,0.065507089,-0.087717396,0.101116172,-0.080294475,0.055134369,-0.121178775,-0.050381554,0.028426981,0.035413382,-0.013041419,0.04241897
FCG,-0.047433369,-0.014133727,-0.060700248,-0.006807501,-0.065281517,0.025971176,0.082634095,0.020003498,0.031599983,0.074388075,0.000189233,-0.053439041,0.079021627,0.012874667,-0.045316048,0.007508122,-0.009238034,0.002891713,0.054217011,-0.086122153
FDD,-0.031740719,-0.005543919,0.009144783,-0.011863845,-0.010815619,-0.061780272,0.056173988,0.013022455,-0.071938233,0.017069482,-0.016325974,0.033401085,-0.004585932,0.002354394,0.000709568,0.023779352,0.010387587,-0.030143238,-0.011311795,-0.015438226
FDL,-0.016742498,0.012331908,0.001696629,-0.035410158,-0.008319788,-0.022056466,-0.004263772,-0.011994168,-0.008609066,0.018916877,0.021341196,-0.004795338,-0.012666071,0.012655946,-0.043003541,0.037055843,-0.018421496,0.00608566,0.016891039,0.016152381
FDM,-0.038771505,0.020202497,-0.023440178,-0.005647526,0.016974322,0.006116348,-0.015188328,-0.025851349,0.020651965,-0.030453734,-0.010459949,0.015879585,0.04720344,0.050356012,0.048013284,-0.010741566,-0.030541679,-0.056573718,0.03005748,0.028391733
FDN,-0.036353529,0.027288763,-0.01500117,0.015953743,0.04346424,0.033337108,-0.027733908,0.028751125,-0.022346066,0.003537306,0.005709736,0.006318778,-0.005941904,-0.004760929,-0.006028524,-0.015182897,-0.019247885,-0.007205414,0.005795579,-0.013019721
FEU,-0.036630901,-0.001721916,0.014357873,-0.008997551,-0.010503381,-0.053728617,0.035697937,0.00402189,-0.072494126,0.011628597,-0.0207438,0.017643503,-0.010101106,0.016315264,0.006586342,0.012041033,0.002793608,-0.030423557,-0.005913725,-0.016230502
FEX,-0.03199551,0.019000445,-0.007877533,-0.005668825,0.006689415,-0.000743647,-0.007394576,-0.00386561,-0.00221265,0.01424328,0.008557949,-0.006651472,-0.001741049,-0.00604845,-0.012643111,0.011242485,-0.003593939,0.022715004,6.83113E-05,-0.003219234
FEZ,-0.046673317,0.002123454,0.019663887,0.000470199,-0.0162929,-0.098922592,0.060384419,0.000888752,-0.109135496,0.008563392,-0.016934457,0.034121547,0.017037071,0.028078151,0.027697252,-0.003696581,-0.014578257,-0.040355295,-0.000914255,-0.000538046
FFR,-0.030473781,-0.003288282,0.033054114,-0.055266802,-0.01082349,-0.00102207,0.006307998,0.009957865,-0.001731777,-0.009563815,0.002414453,-0.010945124,-0.032250389,-0.039310924,0.022981303,0.002335533,0.016325131,-0.008744202,-0.003857177,-0.009670323
FGD,-0.030360639,-0.006984713,0.01699452,-0.021053961,-0.007367062,-0.042354829,0.024969902,-0.004312967,-0.042557064,0.004334986,0.003026961,0.001252602,-0.004567651,0.002128992,0.003582328,0.009974312,-0.006815861,-0.005421126,-0.006601918,-0.018438486
FIW,-0.035616886,0.020701011,-0.008626387,-0.011798581,0.016543848,0.000244758,-0.002354769,-0.011428318,0.009446777,-0.010749313,0.005734701,0.008677668,0.013874134,0.021070453,0.005142257,-0.01322095,-0.023612239,-0.029671372,-0.013159494,0.022148903
FLM,-0.042007209,-0.00326892,0.007135425,0.003980305,-0.010779474,-0.034636048,0.035586833,-0.011869239,-0.037570675,-0.010649105,-0.005673242,0.020561865,0.015373631,0.006852745,-0.009988661,-0.032591205,0.006654098,-0.0258318,-0.010749047,0.012725842
FNI,-0.041652048,-0.010116244,0.046223288,0.048554832,0.005048948,0.046028782,-0.011978454,0.012592548,0.00445624,0.002020773,-0.010250765,0.04340077,-0.006645946,-0.015021819,-0.007170859,0.036300621,0.024787702,-0.029600099,0.004678243,-0.021982453
FNX,-0.036939905,0.021254939,-0.016023866,-0.005653716,0.017340966,0.018715906,-0.006696127,-0.009179404,0.017068022,-0.002691794,-0.00019345,-0.003951242,0.009960218,0.007811499,-0.003842323,-0.016464161,-0.007329995,-0.011672802,-0.005561625,-0.001972386
GAF,-0.034842852,-0.032483366,0.047323682,-0.008771678,-0.012604057,0.004193158,0.006263691,-0.025918549,-0.019811575,0.006319692,0.023885183,-0.028899627,-0.002941069,0.021032824,0.011014552,-0.039335488,-0.040252629,0.001723081,-0.062430384,0.002993288
GASL,-0.109264357,-0.02152796,-0.161387281,-0.00562472,-0.179618712,0.074192818,0.227453911,0.06898755,0.08358384,0.240286279,0.026695821,-0.088010044,0.244534704,0.080629404,-0.162714377,0.048209105,0.045871099,0.020403749,0.095827571,-0.363237018
GAZ,-0.01118027,-0.007993448,-0.042227837,0.023344367,-0.148899043,0.043451294,0.113520758,0.286266212,0.200557203,0.325156117,-0.03885534,0.09828027,0.004670253,-0.049004703,0.236833943,0.045272939,0.071492603,-0.00129372,-0.158916631,0.206325673
GBF,0.003144445,-0.005059367,0.00965561,-0.022699996,0.006261242,0.014123094,0.002476217,0.006215512,-0.005981787,-0.00254532,-0.007450568,-0.00491196,0.009712959,0.007696499,0.001362482,0.007455855,-0.006477582,0.002254164,0.007162619,-0.003065095
GCC,-0.015887002,-0.045972624,-0.026948724,-0.010132677,-0.024684924,-0.018490841,-0.01833667,0.064762375,0.0115643,-0.040854209,0.004523451,0.017415081,-0.003142032,0.006905228,0.003284557,0.005997799,-0.006773999,0.001442099,0.005219839,-0.000854296
GCE,-0.01260686,-0.001745366,0.021259437,-0.020092801,0.002610447,0.017387717,-0.012619965,0.026080708,-0.010196532,0.016555271,-0.000229404,-0.027477116,-0.008741035,0.027064999,-0.035502475,0.032464235,0.009022893,-0.015834544,-0.031101796,-0.058186961
GDX,-0.026704354,-0.124183705,-0.031127206,0.013398073,0.135113217,0.009182718,0.034093274,0.001041079,0.027123365,0.037952736,-0.015098274,-0.046149319,0.068710255,0.061082926,-0.083137583,0.017828043,0.169389602,-0.105295545,-0.105374315,0.015383954
GDXJ,-0.042175166,-0.15939886,-0.03002471,0.013499568,0.185930896,-0.01943316,0.019719175,0.042708843,0.033889108,0.039513029,-0.050093189,-0.084276456,0.04878639,0.090786008,-0.110373192,-0.051054095,0.213591257,-0.085329996,-0.147024169,-0.018828417
GEX,-0.044541317,0.018508091,0.011313624,0.030783973,0.021993529,0.017184153,0.072445057,0.003954307,0.000454699,-0.028469391,-0.083105739,0.064076183,0.033041433,-0.067194893,0.015824094,-0.002147987,-0.069139201,0.025111536,-0.043956539,-0.032873751
GII,-0.021378609,0.005948591,0.014448607,-0.030971956,-0.008700306,-0.023741214,0.018060884,0.00092998,-0.050552042,0.023697104,0.01177978,0.012443867,-0.020438944,-0.00026945,-0.012971802,0.032586282,-0.001437541,-0.022802552,-0.0169685,-0.018414008
GLD,-0.009908664,-0.084930594,-0.012946511,-0.019817583,0.060579804,-0.004582665,0.016237382,-0.001146908,-0.005914665,0.023399729,0.004516668,-0.005010046,0.039432575,0.001746695,-0.020998429,0.072192339,0.053165738,-0.012052397,-0.036465928,0.005988571
GLL,0.020221464,0.170591737,0.027719835,0.039293113,-0.11971063,0.011927721,-0.029274894,0.006017033,0.005994774,-0.04795011,-0.010123347,0.011669235,-0.081253932,-0.000834295,0.046422039,-0.144919738,-0.105953581,0.028687778,0.072663884,-0.019807694
GMF,-0.033562407,-0.023784236,0.055045011,0.031609219,-0.022856077,0.01960063,-0.026236516,0.000390185,-0.000480986,0.008125795,0.017672401,0.004801552,0.001220671,-0.005382396,0.007542783,0.02747632,0.017066675,-0.020976191,0.010668758,0.018328685
GML,-0.039595332,-0.02923197,0.064147341,-0.002340791,-0.018176609,0.012001041,0.013972397,-0.001812015,0.012222988,0.013559695,0.007440737,-0.043562225,-0.013176589,0.01269473,-0.011100106,-0.055651389,-0.024738359,0.024547789,-0.068695436,0.008629191
GMM,-0.034976299,-0.025310722,0.050031001,0.014715366,-0.02585981,0.008559962,-0.011332214,-0.009538809,0.002057725,0.008737924,0.008290982,-0.010324785,0.007008858,0.014231857,0.009289318,0.001677217,-0.006934202,0.007504542,-0.010224421,0.003929498
GRES,-0.025521011,-0.02846054,-0.006260888,0.004145531,0.020895116,-0.011719949,0.027081129,-0.006518393,-0.001170879,0.004746011,-0.005708182,-0.011701264,0.014594447,0.010688389,-0.024312353,-0.026230856,0.033258355,-0.023620279,-0.013490566,0.011373452
GRI,-0.030923685,-0.000815501,0.032874385,-0.059790568,-0.018154356,-0.004710569,0.016092555,0.005343636,0.007508799,-0.008781967,0.015510633,-0.003956518,-0.032727102,-0.042223375,0.011256813,0.002401741,0.013859742,-0.005461993,0.011659798,-0.020000435
GRID,-0.03898127,0.014118871,0.004870353,-0.003176192,0.005939488,-0.013852152,0.034171636,0.001254738,-0.022227056,-0.045025671,-0.042943497,0.033746165,0.037972652,0.004364194,0.006558522,-0.013034134,-0.034463493,-0.03582838,-0.001773249,0.028567812
GRN,-0.022754307,-0.07014502,-0.102683292,0.022370213,0.113959663,0.295820207,0.494091345,-0.023462181,-0.001894227,-0.164695062,0.554341086,0.377830416,-0.180766,0.119434832,-0.0613271,-0.091853149,0.008772068,0.15262482,-0.033495625,0.034288036
GRU,-0.013453663,-0.047864039,-0.054756003,-0.018877049,-0.043529532,-0.041390742,-0.029140315,0.242017964,0.034619379,-0.134531743,0.031247038,-0.00869428,0.009905652,0.053671327,-0.063591216,0.054452575,-0.098113485,-0.013876334,-0.055391571,-0.023743254
GSC,-0.022645318,-0.04231967,-0.065630028,-0.004116164,-0.066300903,0.033759602,-0.035856987,0.013656266,-0.050140453,-0.025775693,-0.026556458,0.015885507,-0.027137658,0.006574757,0.009770093,0.012089174,0.000574681,0.008849872,-0.020735168,-0.018624335
GSG,-0.02320037,-0.043854218,-0.064516345,-0.004377222,-0.072240208,0.033383902,-0.033594574,0.00493583,-0.031524112,-0.032431375,-0.018169526,0.00740935,-0.020789308,0.003573468,0.008592486,0.023330808,0.003114636,0.003995119,-0.026176822,0.004754966
GSP,-0.023816415,-0.04676396,-0.07109789,-0.00271165,-0.076089062,0.035024659,-0.031007768,0.008053188,-0.034456231,-0.032052468,-0.01891694,0.015555607,-0.021227011,0.009293156,0.003553109,0.024812143,0.003695674,0.011658924,-0.026220849,0.007794641
GULF,-0.011483746,0.009918474,0.000891675,-0.011522446,0.014509457,-0.015064422,0.023569608,0.010371283,-0.01274342,0.008528439,-0.010162497,0.023718729,0.022109829,0.001621315,0.045770789,0.027573281,0.020907016,0.061674598,0.007147202,-0.009958159
GUR,-0.043636879,-0.032936459,0.035087222,-0.002732473,-0.056412589,-0.016065837,0.016125204,0.002383705,-0.00459529,-0.005377017,-0.019449858,-0.002019848,0.024177806,0.053603441,0.053384883,-0.017641509,0.001315831,0.047489358,-0.004726689,-0.012181148
GVI,0.001229001,-0.004360002,0.006204512,-0.016151907,0.00184291,0.009054263,0.00131546,0.003323813,-0.001705274,-0.004003054,-0.003611375,-0.000209052,0.002949046,0.000898963,0.000170611,0.006394651,0.002130952,0.001871236,0.002786381,-0.004137972
GWL,-0.035770558,-0.00464483,0.013131263,-0.00153915,-0.007317945,-0.033634873,0.027435127,0.005466566,-0.050514076,0.005143332,-0.002906591,0.008279187,0.002381178,0.005690558,0.014321348,-0.019477836,0.000713023,-0.030515693,-0.004977063,0.003170745
GWX,-0.034641148,-0.009649906,0.015377528,0.002395597,0.001770723,-0.017545003,0.021483385,0.008697752,-0.035421212,-0.003731198,0.003315719,0.010781785,-0.005130931,-0.008331357,0.003383988,-0.023742473,0.017222438,-0.041346121,-0.004170545,0.000998953
GXC,-0.03712953,-0.026234387,0.06538649,0.057594905,-0.016578804,0.036794449,-0.012766448,-0.003114464,0.018553544,-0.004750961,0.013516449,-0.023841768,-0.048943549,0.038485133,0.012535213,0.070318974,-0.000654008,-0.030151064,0.041919767,-0.007312537
GXF,-0.044090899,-0.006232978,0.009955959,-0.014017727,-0.017197369,-0.052149674,0.044774083,-0.00668123,-0.070288219,0.011297954,-0.004828502,0.015165514,-0.012077659,0.003810021,0.000202371,-0.019197346,0.017232822,-0.002355376,-0.025764849,0.018979087
GXG,-0.023920113,-0.018889187,0.025086236,-0.031803951,-0.038538422,0.013652897,0.017957208,-0.003434768,-0.014811733,-0.040969596,-0.016016492,-0.020475931,-0.005177605,-0.002535581,0.011363809,-0.025768147,0.038217985,0.050485997,-0.068433172,-0.019416882
HAO,-0.035867521,-0.027051197,0.074851965,0.063663067,-0.003732948,0.022772172,-0.005213491,-0.00987646,0.04869578,-0.014988691,-0.009684658,-0.011834978,-0.04879137,0.031580948,0.003096752,0.062584791,-0.004103816,-0.017720792,0.050437905,0.020978612
HAP,-0.039214982,-0.020377332,-0.007929356,0.003719773,-0.003017617,-0.004486853,0.012456501,0.019793001,0.002318127,-0.001031191,-0.010070467,-0.030700107,0.008728934,0.005224544,-0.031058255,-0.013329146,0.004291666,0.006049352,0.015331276,-0.005455875
HEDJ,-0.027265648,0.013037637,0.009632786,0.000825032,0.005037933,-0.036490415,0.021868079,-0.01063479,-0.018273305,0.023557241,-0.010073633,0.018982177,-0.021701117,0.006105934,-0.009614552,-0.011222214,-0.015930694,-0.029405714,-0.03503094,-0.007306212
HGI,-0.032164773,-0.004507247,0.015985278,0.000338218,-0.010104604,-0.027007189,0.022351845,0.008264201,-0.027444649,0.005004944,-0.004469357,-0.003151602,0.002621873,0.000550779,0.001340297,0.005564197,-0.008011544,-0.004568308,-0.020599308,-0.01479282
HYG,-0.012879554,0.000719737,0.008249229,-0.021220417,-0.002239048,0.000992835,0.003458191,0.011773636,-0.003783403,-0.001551236,-0.010526464,-0.016919531,-0.001967647,0.00667398,0.004589105,0.00419294,0.006389199,0.000352778,-0.000963778,-0.006694404
IAI,-0.038904096,0.028117664,-0.010065913,0.020114943,0.004382959,-0.036810754,-0.004637362,-0.0240627,0.0121147,-0.029165416,-0.005383499,0.01067983,0.023029975,0.016650515,0.024347273,0.018020453,0.004045723,0.087178912,-0.009352793,-0.006727044
IAK,-0.033053711,0.022034152,-0.002939529,-0.011619405,-0.010097119,-0.048260394,-0.000558907,-0.035025279,0.014778784,0.002789047,0.008276508,-0.003042234,0.006744268,0.00842405,0.00287542,0.030623001,-0.003885408,0.01661263,-0.015869133,-0.017532698
IAT,-0.034884852,0.039086517,-0.029783461,-0.001420633,-0.016211769,-0.044635377,0.002678772,-0.0456484,0.050495344,-0.026985847,0.005273909,-0.000257668,0.025405961,0.067313439,0.047485181,0.059773403,0.021874629,0.083756768,-0.019275236,0.047860951
IAU,-0.009891182,-0.08525517,-0.012598108,-0.019100532,0.060463485,-0.004251296,0.016257594,-0.001234075,-0.005357413,0.02317545,0.00468542,-0.004896214,0.039753281,0.002711399,-0.020559863,0.071469549,0.053727136,-0.011112721,-0.037967107,0.006555613
IBB,-0.025703715,0.026412259,0.001320973,-0.028718481,0.016754127,0.016014142,-0.043345831,0.031277922,0.006677951,0.078463099,-0.079250208,0.080891652,-0.090375807,0.060100669,-0.086340388,-0.022564,0.011094877,0.031222312,-0.015999672,0.031983608
IBND,-0.009486949,-0.016788341,0.012960743,-0.019875223,-0.001882943,-0.028029603,0.032333555,0.00497758,-0.034578327,-0.012395762,-0.015998713,0.014862916,0.003724697,0.002978953,0.032779455,0.017810276,0.016739827,-0.02301682,0.013079434,0.012513785
ICF,-0.029618433,0.013563082,0.020457469,-0.096218623,-0.007078432,0.009644037,0.009124469,0.007518932,0.046952418,-0.032383904,0.006681915,-0.011114449,-0.044931247,-0.08679661,0.031802574,0.010869957,0.04569,-0.009609736,0.012795508,-0.028816495
ICLN,-0.041517462,0.008117247,0.030295902,0.033806526,0.002852843,-0.005166248,0.109321059,-0.000690634,0.002680423,-0.036994709,-0.104259927,0.109048296,-0.008011155,-0.074609154,-0.022578703,0.033851624,-0.100067467,0.035123956,-0.016682997,-0.030585247
