AADR,AAXJ,ACWI,ACWV,ACWX,ADRA,ADRD,ADRE,ADRU,ADZ,AFK,AGA,AGF,AGG,AGQ,AGZ,AIA,ALD,AMJ,AMLP,AND,AOA,AOK,AOM,AOR,ARGT,ASEA,AUSE,AXJL,AYT,BAB,BAL,BBH,BCM,BDCL,BDCS,BDD,BIB,BICK,BIL,BIS,BIV,BJK,BKF,BKLN,BLNG,BLV,BND,BNO,BOIL,BOM,BOS,BRAQ,BRAZ,BRF,BSCH,BSV,BTAL,BWV,BWX,BWZ,BZF,BZQ,CAFE,CANE,CARZ,CBND,CEW,CGW,CHEP,CHIE,CHII,CHIM,CHIQ,CHIX,CHOC,CIU,CLY,CMF,CNDA,CNY,COPX,CORN,CORP,COW,CPER,CPI,CQQQ,CROP,CSD,CSJ,CSM,CTNN,CUPM,CURE,CUT,CVY,CWB,CWI,CYB,CZA,DAG,DBA,DBB,DBBR,DBC,DBE,DBEF,DBEM,DBGR,DBJP,DBO,DBP,DBS,DBV,DCNG,DDG,DDM,DDP,DEE,DEF,DEM,DES,DEW,DFE,DFJ,DFVL,DFVS,DGL,DGLD,DGP,DGS,DGT,DGZ,DHS,DIA,DIG,DIM,DIRT,DJCI,DJP,DLBL,DLBS,DLN,DLS,DNL,DNO,DOD,DOG,DOL,DON,DOO,DPK,DRN,DRR,DRV,DRW,DSI,DSLV,DSUM,DTD,DTH,DTN,DTO,EBND,ECH,ECNS,ECON,EDC,EDIV,EDV,EDZ,EEB,EEH,EEM,EEMS,EEMV,EES,EET,EEV,EFA,EFAV,EFG,EFO,EFU,EFV,EFZ,EGPT,EIDO,EIRL,EIS,ELD,EMAG,EMB,EMIF,EMLB,EMLC,ENY,ENZL,EPHE,EPI,EPOL,EPP,EPS,EPU,EPV,EQL,ERO,ERUS,ERX,ERY,FAB,FAD,FAN,FAS,FAZ,FBT,FBZ,FCA,FCG,FDD,FDL,FDM,FDN,FDT,FEM,FEP,FEU,FEX,FEZ,FFR,FGD,FIW,FJP,FKO,FLAT,FLM,FLN,FLOT,FLRN,FLTR,FMK,FNI,FNK,FNX,FNY,FOIL,FONE,FPA,GASL,GAZ,GBB,GBF,GCC,GCE,GDX,GDXJ,GEX,GII,GLD,GLL,GLTR,GMF,GMM,GNR,GREK,GRES,GRI,GRID,GRN,GRU,GRWN,GSC,GSG,GSP,GSY,GULF,GUNR,GVI,GWL,GWX,GXC,GXF,GXG,HAO,HAP,HDG,HDGE,HDV,HEDJ,HEVY,HGI,HILO,HYD,HYG,HYLD,HYMB,HYS,IAI,IAK,IAT,IAU,IBB,IBND,ICF,ICI,ICLN,IDHQ,IDU,IDV,IDX,IEF,IEI,IEO,IEV,IEZ,IFEU,IFGL,IGE,IGF,IGM,IGN,IGOV,IGV,IHE,IHF,IHI,IJH,IJJ,IJK,IJR,IJS,IJT,ILF,ILTB,INCO,INDL,INDY,INP,INR,INXX,IOIL,IOO,IPE,IPFF,JEM,JJA,JJC,JJE,JJG,JJM,JJN,JJP,JJS,JJT,JJU,JKD,JKE,JKF,JKG,JKH,JKI,JKJ,JKK,JKL,JNK,JO,JXI,JYN,KBE,KBWB,KBWD,KBWP,KBWR,KBWY,KCE,KIE,KNOW,KOL,KOLD,KRE,KROO,KWT,KXI,LBJ,LD,LEDD,LEMB,LIT,LQD,LSTK,LTL,LTPZ,LVL,LWC,MATH,MBB,MBG,MCHI,MCRO,MDY,MDYG,MDYV,MFLA,MGC,MGK,MGV,MIDU,MIDZ,MINT,MLN,MLPG,MLPI,MLPS,MLPY,MNA,MOM,MOO,MORT,MUB,MUNI,MVV,MXI,MYY,MZZ,NFO,NIB,NINI,NLR,NORW,NUGT,NYF,OEF,OIH,OIL,OLEM,OLO,ONEQ,ONG,PAF,PAGG,PALL,PBD,PBE,PBJ,PBP,PBS,PBW,PCEF,PCY,PDN,PDP,PEJ,PEK,PEY,PEZ,PFF,PFI,PFIG,PFM,PGD,PGF,PGJ,PGM,PGX,PHB,PHO,PICB,PID,PIE,PIN,PIO,PIZ,PJP,PKB,PKW,PLND,PLW,PMR,PNQI,PPA,PPH,PPLT,PRB,PRF,PRFZ,PRN,PSAU,PSCC,PSCD,PSCE,PSCF,PSCH,PSCI,PSCM,PSCT,PSCU,PSI,PSJ,PSK,PSL,PSP,PSQ,PSR,PST,QABA,QAI,QCLN,QID,QLD,QQEW,QQQ,QQQC,QQXT,QTEC,RALS,RCD,REK,REM,REMX,RETL,REW,REZ,RFG,RFV,RGI,RHS,RJA,RJI,RJN,RJZ,ROLA,ROM,ROOF,RPG,RPV,RSP,RSX,RSXJ,RTH,RTLA,RTM,RUSL,RUSS,RWJ,RWK,RWL,RWM,RWO,RWR,RWW,RWX,RXD,RXI,RXL,RYE,RYF,RYH,RYJ,RYT,RYU,RZG,RZV,SAA,SAGG,SBB,SBM,SBV,SCC,SCHA,SCHB,SCHC,SCHD,SCHE,SCHF,SCHG,SCHH,SCHM,SCHO,SCHP,SCHR,SCHV,SCHX,SCHZ,SCIF,SCIN,SCJ,SCO,SCPB,SCZ,SDD,SDIV,SDOW,SDP,SDS,SDY,SEA,SEF,SFLA,SGAR,SGG,SGOL,SH,SHM,SHV,SHY,SIJ,SIL,SIVR,SIZ,SJB,SKF,SKYY,SLV,SLX,SLY,SLYG,SLYV,SMB,SMDD,SMH,SMMU,SMN,SOCL,SOIL,SOXL,TAN,TAO,TBF,TBT,TBX,TDTF,TDTT,TECL,TECS,TFI,THD,TILT,TIP,TIPZ,TLH,TLO,TLT,TMF,TMV,TNA,TOK,TQQQ,TTFS,TUR,TUZ,TVIX,TVIZ,TWM,TYBS,TYD,TYNS,TYO,TZA,UAG,UBC,UBG,UBM,UBN,UBR,UBT,UCC,UCI,UCO,UDN,UDOW,UGA,UGE,UGL,UGLD,UHN,UJB,ULE,UMDD,UNG,UNL,UPRO,UPV,UPW,URA,URE,URR,URTY,USCI,USD,USL,USLV,USMV,USO,UST,USV,UUP,UVXY,UWM,UXI,UYG,UYM,VAW,VB,VBK,VBR,VCIT,VCLT,VCR,VCSH,VDC,VDE,VEA,VEU,VFH,VGIT,VGK,VGLT,VGSH,VGT,VHT,VIG,VIIX,VIIZ,VIOG,VIOO,VIOV,VIS,VIXM,VIXY,VMBS,VNM,VNQ,VNQI,VO,VOE,VONE,VONG,VONV,VOO,VOOG,VOOV,VOT,VOX,VPL,VPU,VQT,VSS,VT,VTHR,VTI,VTV,VTWG,VTWO,VTWV,VUG,VV,VWO,VXF,VXUS,VXX,VXZ,VYM,WDTI,WEAT,WEET,WIP,WMCR,WMW,WOOD,WPS,WREI,XAR,XBI,XES,XHB,XHE,XHS,XIV,XLB,XLE,XLF,XLG,XLI,XLK,XLP,XLU,XLV,XLY,XME,XMPT,XOP,XPH,XPP,XRT,XSD,XSW,XTL,XTN,XVZ,XXV,YANG,YAO,YCL,YCS,YINN,YXI,ZIV,ZROZ,ZSL
110.759323853,118.22689409,111.514009889,107.577147599,113.152857533,112.657130472,111.218103033,101.79395182,112.533765532,85.8948226661,118.514241724,71.8292682927,109.544468547,101.053396295,97.0212765957,100.772235043,119.934310258,104.484751844,96.316992634,94.5574162679,113.534040637,110.006587221,103.655219313,105.101700567,107.370772176,76.5624434389,114.870051541,112.046793248,116.74483892,102.032606394,106.841497551,82.4413304069,138.813303993,99.6306429549,135.569661108,116.949763033,96.875,153.740097168,107.948630448,100.0,55.1892845685,101.874425023,116.978743253,108.923742564,103.572912339,107.183364839,103.825495999,100.923926086,103.563474952,38.6178107607,82.2531387852,92.9344366645,130.283201728,107.585557472,113.557483731,107.126113455,100.098850859,96.1186218927,102.622239748,105.630397237,103.346487188,96.3738508682,89.9003873824,60.9070673344,77.4621444201,121.931586979,104.391025641,106.370070779,116.784877529,95.9922178988,109.331702418,121.948566467,103.057731088,106.76686217,130.577893409,106.15819209,103.948473817,107.719836401,103.795764537,87.0397305366,101.975128018,95.7207207207,106.819830713,106.47856862,97.3559322034,102.427108927,101.252022498,106.908378246,111.149779736,122.352941176,101.112816577,112.381448671,83.6777985528,102.082482646,142.501383509,120.693779904,104.492753623,107.914640735,112.081718915,100.710339384,111.159227182,111.977186312,98.9770723104,101.277955272,87.543554007,100.144980065,95.8781670047,96.5562913907,104.35380385,99.0829694323,118.206521739,87.0978665764,101.544262884,103.792895846,108.312447786,91.0291589932,95.2659263589,111.851731426,102.631578947,99.0947075209,104.205090373,109.25170068,109.529025192,110.216160576,123.652602402,104.455684008,108.410548824,91.4564493099,100.941385435,80.8929793869,100.413385827,116.371892925,109.885103011,95.4691259022,105.630841121,104.484740549,96.4806678383,115.567466791,111.7674747,96.875,96.6534051018,107.096086493,83.3522316043,106.66801374,116.98630137,111.459667093,109.454441588,107.284079084,91.1918452692,111.273276296,107.684973303,105.58974359,50.0710429099,147.748002768,90.3152886445,54.4966785897,126.957081545,107.326315789,52.114569331,104.139063092,106.848484848,109.98615342,105.215585215,117.025641026,109.115554049,105.61000338,122.922374429,119.654231119,137.076870547,99.4034938219,100.770990426,49.4764397906,98.500416551,109.521247983,114.323086985,113.09671973,118.14027419,108.37074804,129.061763612,65.0193509973,113.957273652,108.960443801,113.862718708,133.349475942,64.8494090736,113.686952404,81.4435974139,135.684210526,100.912470429,132.38453276,101.612903226,109.158110883,110.392320534,113.23800738,115.635622026,107.648801508,111.505507956,89.4681100059,124.215900802,142.092154421,117.857142857,139.427207637,117.319848293,108.493089612,115.50802139,57.157028282,108.997785161,105.245038477,108.954524144,92.8832858886,78.3586379256,111.620344828,107.075204108,86.9062901155,166.312081232,45.3455487171,129.922391492,98.6865993538,127.904564315,82.2520107239,106.25624135,104.890678941,109.731051345,117.23821188,111.666666667,114.942528736,117.695852535,111.494252874,108.949275362,118.467995803,122.271016311,109.433962264,121.036619985,94.3523178808,117.227809357,108.663451602,115.229218227,106.54629335,103.180428135,101.256613757,107.612456747,103.334433807,109.946666667,112.195633921,109.698187311,107.409631573,95.5009660502,102.838832009,117.123715753,44.3502824859,68.6843434343,100.985684112,101.495162709,96.0199004975,106.509609423,84.2174320525,75.1756440281,99.0875912409,100.736975858,102.124681934,86.7934782609,103.402050242,113.734544913,111.872146119,100.516180266,130.059259259,103.603918824,120.150126131,116.393442623,75.5801158301,116.055419723,76.9684111268,95.5731986046,95.8762886598,95.5882352941,100.813695871,101.442307692,103.737763275,101.269584009,114.928801102,111.181205393,115.672235481,121.982017424,119.631236443,123.578947368,101.734605377,102.33933162,76.351076798,105.598982003,112.251751631,100.373134328,101.929447853,108.671789243,109.36978993,104.55568054,104.639932815,109.438968916,105.278711913,109.541627689,112.280096585,109.836808704,102.347715736,125.861393527,114.010953608,111.257519335,100.798963507,83.1381733021,118.870523416,99.0468441241,112.152070604,97.9217180464,102.914285714,101.255127153,97.2549019608,115.72327044,93.6334526276,129.707675,128.99408284,95.531587057,107.170110802,109.064924392,99.6044588278,105.841432225,113.850738108,110.048473732,110.657484834,112.115093387,112.641997526,112.238304471,112.709063595,110.783463429,111.490377862,109.917245061,100.464037123,107.854278075,150.621890547,108.076923077,120.819112628,122.160355887,103.872244206,120.652173913,105.855468775,108.306160975,104.543895748,107.560430242,102.846643908,104.804405621,102.702702703,87.7654196158,119.970988214,98.6338391068,90.1119402985,101.47884902,77.4560271111,119.809016211,92.9264909847,111.253267299,111.549337699,106.223787955,112.272264866,110.5622701,110.714481099,110.313269975,110.22133397,110.996259818,105.406810502,59.3713831019,98.9781021898,94.3351691581,113.323713324,122.143864598,103.102517986,115.048732943,104.595582635,118.664122137,116.056629834,116.16350521,107.625434675,73.9313666466,107.241658796,108.499804152,103.767576307,62.7578947368,110.618259152,95.2021206097,115.776397516,111.291152263,106.510282522,94.5003353454,106.965086624,93.299047619,132.830976119,110.507053803,97.2539562924,106.745319313,103.176517893,100.009250694,99.5991253644,118.451195219,103.550239993,112.845056506,113.007801991,112.609502528,119.428571429,109.695860965,111.104307001,108.410732714,109.917858229,57.6871657754,101.328273245,105.031347962,91.6585206908,95.1516954194,92.8920238741,92.7404718693,99.2387820513,90.2891030393,106.512300123,107.698924731,99.8733719247,102.104867506,125.596072931,104.763530818,84.6707236842,70.5438879914,108.111533587,111.913489736,95.9069493522,91.5540540541,118.030182685,46.5062471078,103.424030197,109.461551694,96.3427109974,83.1278890601,85.1950947603,87.3090158293,110.580109973,91.9706354669,119.094187527,109.74025974,112.266009852,93.5912938331,109.280855199,103.633491311,97.9889391654,121.079881657,77.2030651341,104.692954916,115.781710914,112.669902913,113.675922089,119.298245614,111.646134103,100.324675325,113.033359193,107.334963325,114.949029924,103.047313553,106.684491979,99.901302803,108.998808105,94.3746860874,106.458217011,104.496788009,105.421686747,118.187100523,113.54078897,106.913073238,114.472863381,107.692307692,112.984723106,113.29512894,120.268361582,139.16892058,109.287579261,133.894230769,102.173238125,111.220825853,116.012870892,111.889250814,108.151202749,107.917147806,100.225984221,110.850333995,112.136161815,113.897185526,87.156838757,110.379909852,118.775137112,93.3048433048,111.435391006,110.327822211,114.306254493,120.098779558,107.24893918,97.0714050675,99.6461429582,115.40913006,104.253351826,107.322936972,122.800495663,86.3380747602,112.771888029,88.5251215559,106.61692437,102.354672553,94.4706579243,73.5790725327,120.881138137,108.998302207,110.326933057,103.05760709,114.024390244,102.673883189,100.385965825,114.803312629,82.5741389375,106.31825273,82.720825274,155.869242199,79.4900974699,110.140238313,112.242849975,112.875655662,109.848769844,109.036058038,102.247191011,99.07727797,93.2568149211,103.512195122,131.578947368,109.269708206,124.658207214,109.680344593,118.018335684,111.129991504,108.567208272,91.6199796126,114.066225166,135.352241537,109.475858508,107.94927517,43.2030820033,112.884378844,110.136676644,111.903756859,84.7521367521,119.352249928,112.394892557,128.315703824,127.736085053,69.7014925373,119.257221458,131.312,100.554850983,117.625348189,114.839375184,109.373291042,107.247146793,105.676662609,108.849910305,115.464754098,122.353624535,95.8670988655,85.2048346563,91.1422527763,95.3017042837,64.1953277093,112.189934092,109.821138211,114.056242011,106.392694064,112.591951536,114.065840103,110.580092287,113.400522583,111.618426417,100.0,104.81216458,101.61574508,108.778625954,109.716732543,101.568741516,119.782608696,126.203833366,101.683579336,113.537358699,101.419610432,115.625899281,71.2556485912,105.525933107,73.7701529558,90.3266384017,75.5107526882,106.268545994,105.459387483,78.9300411523,129.487980019,82.6948732609,85.910652921,102.122214593,87.2040302267,99.8765939942,100.018145527,99.9526403031,71.4009054326,100.455788514,104.349351105,99.481865285,86.41347954,61.243339254,112.349224584,104.263704765,95.3175241158,110.343428316,110.0513249,110.849090936,99.9436302142,57.5297619048,101.634091637,100.0,80.9901847575,99.3725490196,111.14011209,90.2826855124,59.4140625,152.218430034,90.6348208674,81.3761955367,94.3806398687,103.585500394,101.671309192,116.10619469,66.4438502674,101.429171921,134.842683536,111.113211113,104.072590952,104.943743607,103.471852921,103.748907661,103.857491788,112.954680978,71.493902439,129.18814433,112.232894737,129.117959617,110.262295082,163.859910581,99.6807864794,4.77865612648,22.7746741155,70.4029890579,90.6132237067,113.901228116,94.7581812916,81.6216216216,56.5498408707,105.787545788,95.8610846813,100.461254613,101.854714065,94.9787897692,88.7551759834,110.396917148,141.18622214,100.592609489,66.3592344939,102.678234628,116.555998229,115.980918306,119.75428706,99.3122257797,95.7842675459,97.9130434783,123.555004785,105.500216544,136.6311517,73.3057228916,81.5148483354,132.117479867,140.237033862,101.848512942,75.5634638197,133.130280998,107.145631068,130.894941634,97.418817652,81.057878704,87.7304522165,83.9671935975,107.408795087,84.2427332993,108.66067203,102.956744868,95.8626760563,4.751553746,122.281241264,123.259830613,142.248978714,102.827164092,108.91939314,112.284177753,112.898359102,111.777603759,107.182790472,107.124667207,117.651610865,102.886836028,107.847756013,97.4800544853,113.985554826,113.55718253,118.54071202,100.22459893,116.971916972,103.198812255,99.9619110163,107.867494824,114.195838038,106.665455866,27.9353993889,50.5327245053,109.944401184,111.095077762,112.811565304,109.990560101,50.7018046405,28.0271707029,100.615976901,120.138888889,112.569156293,132.591142647,110.387660388,110.381679389,110.32468648,109.357384442,110.969116081,109.611766718,108.936170213,110.677232945,110.675169445,112.618193675,110.647662964,99.3179994651,102.237684826,114.945777869,112.318673728,110.611263736,110.094830223,108.552138035,110.135025216,110.835443038,111.287508723,110.908224833,109.773662551,113.767176562,112.6779275,113.080684597,27.8888539043,50.7269224032,106.691531373,88.6403585867,98.8878591288,119.568371332,112.10405238,115.846645367,120.289657495,118.055636508,129.876707571,113.385826772,113.057553957,124.144903916,94.5786516854,144.450641383,112.634077079,115.702917772,216.593103448,105.895887259,99.1340147643,120.790659189,108.909188608,107.60335357,109.202926454,107.120646766,98.3723586522,112.325647595,116.129837703,84.9736893393,104.779547981,96.4095988276,106.698407169,129.98259356,116.977146149,97.3974415527,109.696377841,107.566133119,115.56860187,82.6210826211,111.902938557,64.376443418,116.922361692,78.4914975315,122.058105469,100.91954023,80.3607214429,175.189681335,104.625139873,69.6114519427
112.583847599,116.957556525,112.809041676,109.154867851,113.863822806,112.397052449,112.078853047,101.768323936,111.993517018,86.7509172442,122.632794457,72.891598916,110.195227766,100.908100254,96.6136618141,100.745606249,118.191005558,105.321905521,98.5775971552,95.9330143541,115.147007008,112.102521109,104.284257055,106.468822941,109.061901723,78.2864253394,117.104397412,112.078135009,116.864665001,101.545627779,106.018194542,83.9608306601,142.741089527,99.703374373,139.48359333,118.388625592,97.9779411765,161.149166192,107.430269677,99.9781754692,52.5168431184,103.369365225,122.742720064,108.24770146,103.489821354,107.183364839,104.439329168,101.415886729,102.117945466,39.1280148423,81.9002375297,92.6798217696,128.787188927,108.737550434,112.581344902,107.07923113,100.321265291,95.0719581334,102.841088328,106.010362694,103.684487746,95.0970377937,91.3254012175,60.2671118531,76.8052516411,119.743981011,105.544871795,105.813953488,120.500532481,96.1478599222,110.841808805,122.646122526,100.714603949,107.991202346,131.563386944,109.008160703,103.71511248,106.952965235,103.589375449,90.7142310342,102.194586686,98.7987987988,108.101571947,106.380259536,97.3559322034,100.819000819,101.48701749,107.496325331,113.832599119,124.789915966,101.02647736,114.583984714,80.9667943913,101.801755819,150.167127836,123.504784689,108.06763285,109.292274446,112.539626629,101.499605367,114.223850766,112.642585551,99.4003527337,101.810436635,87.2386759582,99.7462848858,94.9156038365,96.8653421634,104.170485793,98.8650655022,116.349637681,85.4385370809,101.382653977,103.471804134,108.145363409,91.0988336403,92.7235534775,116.631442042,121.052631579,98.7813370474,108.509774991,108.279883382,112.814895947,112.377766341,124.484447182,106.671483622,108.410548824,91.4564493099,100.763765542,81.1139423443,100.137795276,114.818355641,110.657488114,95.7497995188,108.177570093,106.686634826,102.548330404,116.592868795,112.967757119,97.0238095238,96.7236133864,105.466727577,85.0458383595,109.274600929,118.127853881,111.134443022,112.025135676,108.220603538,89.4145321485,112.858580775,110.430968726,107.538461538,48.9908354646,150.638485249,91.1186297314,53.7557485948,133.776824034,109.536842105,52.5845780732,104.549433899,109.797979798,111.991138189,108.215700604,122.333333333,110.776008133,105.593105779,120.304414003,119.190172884,133.586941227,97.9761397529,99.457764975,50.890052356,101.138572619,109.521247983,113.185088293,110.897250362,117.047486589,111.648803217,126.441771053,66.4185769574,114.97456765,110.38752211,114.401076716,134.861115915,64.0869233702,114.941984371,80.7295184792,145.052631579,100.743494424,132.814178303,104.227761486,109.589322382,108.93196995,113.339483395,115.044527532,107.648801508,110.771113831,90.6963136337,125.127644055,142.673308427,116.502463054,138.997613365,117.420986094,111.234953188,115.457091928,56.0574081891,111.710963455,105.245038477,107.360525082,102.033346889,71.4151827554,113.482758621,108.71404259,89.3453145058,173.062443876,43.6893203883,132.722908882,97.0513776385,125.466804979,86.5415549598,107.482611819,106.904487917,111.149144254,119.687691366,112.261282051,113.08576481,119.585253456,113.049357674,111.15942029,120.216859042,122.74153074,110.814542108,122.0666162,93.5894039735,115.43463052,107.922838443,115.918223359,105.154311168,102.915392457,101.554232804,106.833910035,104.159788709,110.826666667,113.874895046,112.114803625,108.147118008,95.9149875794,102.673230025,117.72260274,51.4124293785,71.4646464646,101.149964797,101.556728232,96.6500829187,105.774953503,84.6860356139,79.1959406714,102.645985401,102.5158831,101.991094148,87.0108695652,103.343471894,112.840756741,110.739049552,101.091919794,130.148148148,105.77326802,126.541869193,118.232307077,81.7567567568,118.174409128,76.2611975483,95.593247524,95.4933726068,95.5882352941,100.986908359,102.417582418,105.606644912,101.206555015,115.480018374,111.221252974,114.76531424,125.773967779,121.14967462,123.052631579,105.174906042,102.493573265,75.0507923608,107.871296128,114.56873641,95.842217484,103.128834356,110.48298573,109.503167723,105.320584927,105.416754147,109.704321456,105.523285438,110.804490178,114.039323905,111.5593835,102.093908629,128.672698442,113.692010309,112.002291607,100.950118765,86.1826697892,119.55922865,101.604091596,113.645621181,99.4111534465,102.504761905,101.09926169,100.847058824,117.011081162,96.1574684498,129.707675,129.033530572,97.7914740627,108.177406062,111.30834977,101.23696512,106.179028133,116.092582468,112.262544216,113.231677324,114.302540804,114.756495332,114.254329284,114.82223335,112.836079792,113.625509201,111.772557395,100.974477958,106.584224599,149.378731343,102.417582418,119.502681619,120.546244569,103.872244206,120.359531773,109.92864463,109.455980779,104.561042524,108.440433762,101.674397908,105.507026206,101.998637293,86.5520728008,121.622846782,99.2270254795,91.7910447761,101.616416371,77.2805887711,119.142793693,93.427338573,113.50942358,113.915761274,108.270424425,114.572736521,112.501313715,112.723617266,111.669599906,111.726524281,113.287619998,106.264621783,59.497974537,100.900243309,90.8602150538,115.103415103,123.507287259,104.361510791,120.272904483,105.788271135,118.532654792,118.093922652,117.526048624,109.289617486,75.7977122216,106.370864565,110.419114767,105.335358385,64.3252631579,112.31961112,96.0238568588,115.631469979,106.558641975,106.034790189,97.5184439973,106.622108873,93.3333333333,137.375376768,110.385567417,99.3971363979,106.268273916,104.905508645,99.8889916744,101.03680758,117.579681275,104.98529073,115.16704749,114.608555287,115.165792414,119.428571429,111.75394466,113.349663197,110.655314757,116.61089139,54.5788770053,101.428143414,105.747126437,93.2583903552,97.2932778108,90.7759088443,94.8820326679,99.7596153846,90.8080059303,108.610086101,112.644731183,100.235166425,102.011088141,130.890603086,104.814751579,83.0921052632,68.0936995153,112.103929024,114.809384164,95.9069493522,96.2162162162,123.749007149,45.9972235076,103.155732776,111.697918459,99.9744245524,81.2788906009,83.6120401338,85.3413626979,112.533181646,91.9706354669,119.176919813,110.099397809,109.47454844,94.4377267231,111.66180758,105.845181675,99.4972347914,122.781065089,78.1609195402,105.194859559,115.412979351,112.524271845,115.66514712,121.477937267,109.560474816,102.558441558,114.546159814,107.715294757,116.025430231,102.686447474,108.622994652,100.177654955,108.581644815,94.4751381215,108.114647311,104.282655246,105.257393209,119.349215572,112.715434699,108.145106092,113.786650031,105.680473373,114.258434118,114.383954155,123.128884181,140.890090976,111.562849683,138.701923077,101.521266687,113.339317774,117.261803064,114.061346363,113.512027491,109.223441109,100.384569639,112.890413432,113.977964151,114.937535899,87.380719354,113.258209916,120.423034735,96.0968660969,112.054514977,112.920051845,115.025161754,119.793668955,108.062234795,99.4076999013,101.27388535,117.657622739,103.421174295,109.467186485,123.915737299,84.5517697651,112.864800476,89.3679092382,107.486856909,103.605592347,96.0026145393,70.4399524376,126.617714548,111.247877759,112.783255492,102.289512555,116.135084428,104.774214395,101.599521444,116.687163561,81.7279626386,107.956318253,84.0755963894,166.385339277,76.8145997511,110.655362053,115.065228299,115.149645171,111.391166955,111.111111111,102.808988764,98.7312572088,91.6786226686,103.609756098,131.578947368,113.896501693,126.27715222,111.698027658,120.345557123,113.530161427,109.1211226,91.0091743119,118.543046358,137.968892955,109.975040881,101.824930876,45.8447991194,115.990159902,113.268936936,114.647530604,83.2478632479,120.149039839,113.189037683,131.082180635,128.486554096,68.0348258706,120.475535469,136.144,103.011889664,119.084261838,117.07780725,111.750971282,109.563164109,107.877245399,110.205301973,118.06010929,126.394052045,95.8670988655,83.8485779249,90.6663141195,95.3017042837,63.0726800779,115.158777711,112.87804878,117.682147422,109.703196347,113.717005625,117.999144934,113.599208965,114.998133632,114.349775785,100.017818254,104.901610018,101.443298969,111.901457321,112.77997365,101.725809579,119.130434783,125.777712867,102.92896679,118.500137855,101.485638825,115.798561151,69.1919191919,107.707222492,69.6465481604,87.022744581,72.5806451613,108.252967359,106.689747004,78.024691358,134.483296909,81.5134362493,84.3151693667,102.003620248,85.4408060453,99.9177293295,100.018145527,99.9408003789,69.6680080483,101.367365542,104.138898632,99.481865285,86.3332441829,59.6980461812,114.933946008,103.905410247,97.5683279743,111.979710577,110.918663592,112.641745637,100.0,54.4642857143,105.575136174,100.0,79.5612009238,101.490196078,112.904723779,96.3604240283,65.390625,153.589761092,91.6090509114,83.2624867163,94.741005508,103.6643026,101.39275766,123.742098609,62.4331550802,103.320722993,134.343266189,114.250614251,103.978870239,104.95431299,102.871685786,102.898339645,102.964709846,109.302325581,74.0299334812,136.89862543,111.657894737,138.124335813,113.004918033,160.183805266,99.6612028279,4.01581027668,21.8994413408,67.9210034694,91.2983898595,112.32035537,94.6675354764,82.8468468468,53.5931790499,105.758974359,94.9571836346,100.991697417,101.030396703,93.8240798503,87.3835403727,108.131021195,145.791121754,100.164233577,63.7076320037,102.904564315,124.037184595,114.172132777,124.059202079,99.0394877268,95.5016486105,97.3507246377,123.408014527,105.543525336,144.816506004,73.6822289157,81.9297994864,140.59687352,141.628804115,106.171189362,79.1221826809,135.409707212,105.631067961,138.560311284,97.8184845962,85.0180005539,86.2775673869,83.371916132,109.517083241,82.5089240184,107.543776621,103.250244379,95.7746478873,4.01656395087,127.257478334,126.311846678,146.527628467,104.954823667,109.696569921,116.544013586,116.252416799,116.851996868,107.365094798,106.354902188,119.425142135,103.092122145,109.818993305,100.408639813,115.101772817,114.188336279,121.113852661,101.130634072,118.290598291,102.550951545,100.082088327,110.240484154,116.480077432,108.754086451,25.5783500655,49.3658041603,112.646005295,113.859227193,115.835825856,112.004405286,49.3841306216,25.6792675724,101.020211742,119.788194444,114.661134163,132.591142647,114.1004641,114.580152672,112.128500258,111.408249884,112.957046503,112.604754575,111.78396072,113.540946687,113.450670801,114.183240952,111.150702159,101.818668093,103.787459477,114.586010176,113.262721621,113.381868132,112.312633833,111.684171043,112.884333821,114.17721519,114.933705513,113.89329946,112.791495199,112.574539798,116.521161511,113.545232274,25.6139798489,49.2205289893,108.973233875,87.9108806469,100.694624652,121.202081559,112.705715803,117.828115016,121.103617511,118.611736654,130.202303774,114.624251969,116.816546763,127.206132806,97.4157303371,147.518126046,114.543610548,118.468611848,237.379310345,106.413574921,102.314026122,122.433575434,111.166039764,109.655969934,111.474778591,109.359452736,100.82809823,114.460575007,118.052434457,86.571818359,106.891441275,100.87928192,109.175714645,127.523933856,119.608219704,99.3162770181,111.416903409,108.718884713,117.529897804,82.1260683761,112.169783318,64.6073903002,117.945141795,81.9528250137,116.967773437,100.574712644,81.3404586952,180.352807284,104.046997389,70.0068166326
