ADRA,ADRD,ADRE,ADRU,AGG,AIA,AUSE,AXJL,BIL,BIV,BJK,BKF,BLV,BND,BSV,BWV,BWX,CGW,CIU,CMF,COW,CSD,CSJ,CUT,CVY,CWI,CZA,DBA,DBB,DBC,DBE,DBO,DBP,DBS,DBV,DDM,DEF,DEM,DES,DEW,DFE,DFJ,DGL,DGP,DGS,DGT,DGZ,DHS,DIA,DIG,DIM,DJP,DLN,DLS,DNL,DOD,DOG,DOL,DON,DOO,DRW,DSI,DTD,DTH,DTN,ECH,EDV,EEB,EEH,EEM,EES,EEV,EFA,EFG,EFU,EFV,EFZ,EMB,ENY,EPI,EPP,EPS,ERO,FAB,FAD,FBT,FCG,FDD,FDL,FDM,FDN,FEU,FEX,FEZ,FFR,FGD,FIW,FNI,FNX,GAZ,GBB,GBF,GCC,GCE,GDX,GEX,GII,GLD,GMF,GMM,GRU,GSC,GSG,GSP,GSY,GVI,GWL,GWX,GXC,HAO,HGI,HYG,IAI,IAK,IAT,IAU,IBB,ICF,ICI,IDHQ,IDU,IDV,IEF,IEI,IEO,IEV,IEZ,IFEU,IFGL,IGE,IGF,IGM,IGN,IGV,IHE,IHF,IHI,IJH,IJJ,IJK,IJR,IJS,IJT,ILF,INP,IOO,IPE,JEM,JJA,JJC,JJE,JJG,JJM,JJN,JKD,JKE,JKF,JKG,JKH,JKI,JKJ,JKK,JKL,JNK,JXI,JYN,KBE,KCE,KIE,KOL,KRE,KXI,LQD,LVL,MBB,MDY,MDYG,MDYV,MGC,MGK,MGV,MLN,MOO,MUB,MVV,MXI,MYY,MZZ,NFO,NLR,NYF,OEF,OIL,ONEQ,PAF,PBD,PBE,PBJ,PBP,PBS,PBW,PCY,PDN,PDP,PEJ,PEY,PEZ,PFF,PFI,PFM,PGD,PGF,PGJ,PGX,PHB,PHO,PID,PIE,PIN,PIO,PIZ,PJP,PKB,PKW,PLW,PMR,PPA,PRF,PRFZ,PRN,PSI,PSJ,PSL,PSP,PSQ,QCLN,QID,QLD,QQEW,QQQ,QQXT,QTEC,RCD,REM,REW,REZ,RFG,RFV,RGI,RHS,RJA,RJI,RJN,RJZ,ROM,RPG,RPV,RSP,RSX,RTM,RWJ,RWK,RWL,RWM,RWR,RWX,RXD,RXI,RXL,RYE,RYF,RYH,RYJ,RYT,RYU,RZG,RZV,SAA,SBB,SCC,SCJ,SCZ,SDD,SDP,SDS,SDY,SH,SHM,SHV,SHY,SIJ,SKF,SLV,SLX,SLY,SLYG,SLYV,SMB,SMN,TAO,TFI,TIP,TLH,TLO,TLT,TOK,TWM,UCC,UDN,UGA,UGE,UNG,UPW,URE,USD,USL,USO,UUP,UWM,UXI,UYG,UYM,VAW,VB,VBK,VBR,VCR,VDC,VDE,VEA,VEU,VFH,VGK,VGT,VHT,VIG,VIS,VNQ,VO,VOE,VOT,VOX,VPL,VPU,VTI,VTV,VUG,VV,VWO,VXF,VYM,WMCR,WMW,WPS,XBI,XES,XHB,XLB,XLE,XLF,XLG,XLI,XLK,XLP,XLU,XLV,XLY,XME,XOP,XPH,XRT,XSD
54.5304777595,49.36047559,49.4072734579,46.6821204043,99.1043307087,52.1025419369,41.9343089862,46.4168684998,100.0,96.4353914704,36.3131313131,42.5893033353,96.6335321405,99.5709828393,100.089058524,68.6426476749,86.1771438634,50.3253796095,93.5555664541,99.2527855828,73.2230249359,46.8792096991,96.0526315789,40.8133971292,45.8601655934,49.4929615593,62.7068516912,59.4064386318,42.8571428571,51.3709677419,46.4024236304,46.8063098009,87.4253123303,62.8451927717,71.3531850735,30.5092250923,64.6029035013,53.0072325847,50.9900990099,45.3953160768,38.3795309168,71.0139446939,93.9111354909,80.7065217391,49.8858447489,56.2769302434,98.2121088988,44.5225916454,59.497183217,22.6359787211,48.0393765381,49.2959925731,53.5818287711,45.350016909,73.3568318474,45.2787258248,125.233785822,50.0252143217,53.3475479744,43.7014084507,38.6694747275,60.0436681223,53.5799050633,45.8925476603,49.3846764589,68.9584191025,120.308839191,44.5640700866,70.9957264957,47.7687300448,56.4573954984,71.4482126489,49.7418244406,50.6922859565,146.934782609,48.4843650287,129.852579853,81.2741887467,33.7716003005,42.3482849604,48.572333363,57.2378835749,84.8755364807,58.8400374181,59.7468164794,85.046728972,42.5577416595,36.9224894998,49.660815402,57.3257142857,63.7070938215,47.5847902022,56.1627443159,45.9454409567,40.3125,40.1446654611,63.212692117,45.5635491607,61.3313277176,34.1362258733,73.1929425157,97.7581064178,58.9746713163,48.0982391103,62.4134705332,38.0811303555,59.7662945437,96.3992090748,50.4216073781,45.702562626,53.6893203883,45.2621613343,40.4705882353,39.1379688091,99.4011976048,98.7554793215,49.0050590219,48.5294117647,54.9075646279,49.3884436946,47.0698546648,70.4188481675,43.2227007854,36.5221603294,42.8820960699,96.2301381244,86.3381245722,37.2445527135,87.8345984818,39.9403943145,65.0776414377,39.8342272062,103.522915516,102.640893003,48.0029368576,46.6699458928,40.7240573907,33.7539432177,39.621749409,50.820429859,51.2975391499,63.4875732471,56.6318926975,65.3602174898,80.4393305439,57.0211960636,63.1427025077,59.3910636615,58.1300239741,60.4064734663,59.0344827586,57.9458598726,59.3265544257,47.0226368059,40.8283109257,55.2188075343,87.68169959,75.2344841349,56.3310685608,37.988040802,35.9667359667,54.4231582126,37.982078853,28.3832792518,59.1027575799,61.2877198645,54.5646661031,55.4194407457,55.0897510133,52.4086143383,56.5650969529,60.2123580593,53.8455586966,63.5251879277,59.8592675516,104.720123626,31.6363636364,42.2628304821,38.6530340076,31.3128772636,55.7427258806,68.8900290747,90.4428008837,42.1458451102,103.565432099,59.3352601156,60.158066506,55.0177795338,58.1494822152,62.2451265965,53.989543078,89.1167192429,48.2194767442,99.7415483097,28.1556572923,43.4322033898,117.792826313,110.889052168,54.8633150039,50.1408450704,99.6984176719,58.30976543,28.0352846832,62.3689365134,49.1438002888,39.7148676171,77.5840597758,72.7272727273,66.3871858464,49.1,33.3503575077,81.0736677116,51.0153429603,50.7024793388,56.3250883392,42.0544337138,61.5241635688,44.2668519805,57.7163023679,58.8157894737,98.111332008,34.5735361918,49.4518402506,42.4118548799,61.5753893548,59.7236981934,44.462629569,33.9391185825,44.1977377461,47.5183823529,47.5840554593,82.0606060606,51.4925373134,60.7852193995,105.063291139,75.2613240418,57.9001019368,51.7360445041,53.5351397121,54.229390681,58.3559782609,72.393007836,70.473970474,24.1676034747,119.260060255,42.4932460299,112.943933658,34.5237803233,59.5778364116,65.4385547896,58.7493143171,62.2381477398,50.0760349197,53.9443684451,109.263523392,44.3069931835,63.284059129,45.3898305085,53.547628381,75.0260145682,53.9144471348,45.8789139993,37.1887550201,48.7352445194,33.9807621162,58.8238235294,38.4974619289,53.3614912695,24.7488779654,49.2115718419,53.8760631835,55.1903496218,54.0020898642,96.8566286743,39.9294370302,39.4594594595,91.1261538462,54.6319745119,48.7321428571,47.6380368098,33.041312483,71.6983057374,58.835078534,58.0910963607,69.3618632835,58.5658482143,39.0778286462,27.5485023826,89.477658905,107.892251697,67.3327541268,47.1112126056,110.359368845,90.1476826365,144.708296687,60.1581027668,124.709808474,102.045650301,100.036300935,99.8336699537,130.710845132,133.380830958,64.2714570858,28.3021050197,56.2442183164,56.961875444,54.9448713665,101.86746988,117.740384615,46.6631908238,99.500907441,87.6501942362,104.944283173,105.768521931,110.462973002,54.3119266055,100.163469922,34.8649305037,84.0564738292,46.526179574,40.9476236663,36.2950544845,37.0631582276,9.27577595433,25.7612802845,45.9405278984,32.3062223815,116.129824561,27.6136363636,19.9673965937,7.81584582441,11.2976190476,46.0091083413,56.3135946622,57.9612606697,54.7806716929,55.9924701945,74.5260306952,54.6963410034,49.649368864,48.49002849,36.9853768279,44.5413533835,63.3076614521,72.9112992271,64.9442160893,47.1255673222,41.2536694871,54.2232298871,54.7415841356,53.3852808649,67.9459369264,56.9100282721,67.0539533494,57.2918287938,53.8841567291,60.6382978723,57.5055755704,44.5010615711,56.3544249218,55.2516411379,46.8421052632,66.1764705882,41.0298612744,91.5351889541,43.0979811859,49.5212765957,48.92649659,55.7673535792,31.2497784619,60.6048009976,48.0202190396,64.123524069,75.2124122645,67.2413793103,72.4007561437,58.1233421751,32.9124579125,49.2893689596,85.704675412,65.4659616656,63.7035854878
55.1894563427,50.9818050802,50.4118947157,48.4204883902,99.3897637795,51.8206526207,43.1759486127,46.8727738994,100.043601482,98.4213876512,33.6060606061,43.2208407342,97.296222664,100.0650026,100.699745547,67.3439463762,88.3782356049,52.2342733189,94.7523295733,98.8857668831,70.6129107434,47.804220925,97.3200464396,43.3492822967,46.7341306348,51.1640498105,63.8334778838,58.6770623742,40.795287187,49.8655913978,42.8932087857,42.9790535299,93.1015752309,69.6552093946,71.0516396532,33.1955719557,67.976088813,52.9501332318,53.7128712871,45.8707518929,38.9660625444,73.97778303,99.0948985189,89.6118012422,50.6621004566,58.0384592989,92.4420967087,46.1849957374,61.9944505171,24.3111497123,49.5159967186,47.9653411728,55.7561638517,47.7510990869,76.7157370931,47.212741752,120.542986425,51.5550512691,55.39445629,44.3247721624,39.271555996,62.3144104803,55.6764240506,47.5389948007,51.2901945216,69.4112803623,124.664536741,45.1551614946,73.1837606838,48.4212468471,58.8159163987,70.3712190651,51.4773379231,52.6419892625,138.141304348,50.1116783663,125.565110565,80.1627468493,34.7426746807,44.063764292,50.1671097867,59.8355687487,85.7510729614,61.506080449,61.2621722846,93.8598130841,44.4824636441,35.357006491,50.5096262741,60.0519480519,63.3409610984,49.491648826,57.9178300758,47.7765321375,42.0673076923,38.0108499096,65.7411998017,46.8105515588,61.933413558,32.9877173393,73.8190096756,99.9364957183,58.3854345196,49.1195551437,69.2797006548,42.1832269827,61.7627010121,101.779581642,51.3965744401,47.2214224014,53.3990291262,43.9812881129,37.6470588235,36.449100723,99.5608782435,100.133409567,51.0151770658,50.7189542484,56.8035251972,51.4972585407,48.1481481481,74.1361256545,44.4134785913,38.7018648583,38.0203784571,101.62010593,95.8521560575,40.9933685208,87.7546943668,40.6905089409,67.2602888479,39.9561189664,105.124240751,103.294309828,49.1923641703,48.401377275,40.7407407407,33.3525236593,40.8271867612,52.091518373,53.870246085,64.8009698929,57.4888226528,67.6483914816,89.0167364017,69.360333081,70.39509291,61.4867536576,60.2030743196,62.6395684356,62.224137931,61.2898089172,62.3270545091,48.0479273049,42.4663885025,57.7963461266,90.3093551994,74.7555378168,56.1148857319,35.2444600774,32.1493683032,54.4384057971,36.4157706093,27.6959343386,61.9152147071,64.482814265,56.3539025077,57.603195739,57.0932252461,54.5990365543,59.3074792244,63.1588261318,56.0779645886,67.0436441153,62.0822005437,110.250686813,28.2077922078,43.3125972006,41.7203823072,32.5955734406,53.2924961715,71.5238583889,93.583709538,42.2837761447,103.525925926,61.3511560694,62.020980631,55.8474911102,60.9635299415,65.7181268205,56.1036599227,89.0115667718,48.5101744186,100.520104021,30.2648790059,45.6965042373,114.168775115,104.717119765,55.1846032993,52.1439749609,99.8257089143,60.9549159874,25.1483560545,65.4568498675,49.515164019,41.4513238289,85.3673723537,75.3841229193,67.9818211575,48.984375,35.8018386108,81.6144200627,53.3844765343,52.8512396694,57.3851590106,42.9323968393,62.7973977695,42.3905489924,60.7468123862,61.25,98.2465208748,33.6560627017,50.5873140172,39.5043433827,64.9495122369,61.3708820404,44.7899618112,35.4379827351,45.8734813574,50.0919117647,49.3500866551,91.2727272727,54.3532338308,63.8337182448,107.073715562,77.7003484321,63.5066258919,53.6926913486,55.9906858594,58.1003584229,58.625,74.7293550332,72.6262626263,25.1098620337,114.171384293,45.0141103527,103.623580314,38.1270082661,62.110817942,68.6237223675,62.3154141525,62.1278941566,50.4646578429,56.2243502052,105.409356725,48.1696541277,66.0007990412,43.853559322,55.1154449236,79.0010405827,53.9144471348,43.624644734,33.6112449799,49.1450252951,35.6884942656,61.5294117647,38.6149383611,55.8282208589,23.5306689464,51.8032786885,56.4584852167,57.1433244735,56.2486938349,92.2375524895,43.3808866391,39.9420849421,73.9692307692,56.1024426109,61.6428571429,50.4447852761,32.9921604586,79.9768964189,60.3403141361,58.3657587549,69.9867449347,61.8303571429,41.9228253761,30.9947243022,85.0849590938,103.86167991,70.2432667246,49.0294587805,100.535230195,84.9403649623,133.408091469,62.8853754941,119.820081254,102.519379845,99.9818495326,100.0,114.494234418,141.180440978,71.1077844311,31.6099930604,57.4281221092,59.7324177125,57.0364183094,102.469879518,106.730769231,46.7674661105,100.272232305,90.3062607282,106.835846053,107.659786215,112.674834652,54.7018348624,91.8156059285,36.3594754147,85.7093663912,40.3344614772,43.9544131911,34.7024308466,39.7893671527,11.0595790225,25.5523449655,42.8800534581,29.0815717186,114.078947368,30.6136363636,23.2116788321,7.85153461813,13.119047619,48.6936720997,58.8824020017,60.6861457649,57.1624400274,56.7245346162,77.6707794162,56.4975480951,51.4258999532,49.7815764482,36.7604049494,46.3306766917,65.1022864019,81.8549871181,68.0955177138,51.2708018154,44.7936453117,56.4380402771,57.1070904482,55.4535185673,67.9292507926,58.7560286047,69.5431063864,59.8910505837,55.9454855196,63.8646668992,60.078915766,43.6518046709,58.5534116633,57.2866520788,48.0861244019,69.7647058824,41.9468610393,101.127375647,43.3093753303,49.7872340426,51.7302349078,57.4566160521,30.5920003241,62.8286397173,52.2886829542,66.0308810173,78.6848910233,69.6021220159,81.4744801512,59.151193634,35.8024691358,50.0663255638,94.5173225698,65.7303370787,60.9905309075
59.802306425,55.3053503873,55.4952782801,53.4254404493,100.187007874,57.3644758386,46.702205152,50.8476991024,100.021800741,98.7269255251,38.8131313131,48.6481152556,97.8396288933,100.05200208,100.839694656,74.340385421,89.11780243,57.0498915401,95.3898970083,99.249103769,75.2295502214,52.4921418949,97.8521671827,47.4162679426,52.8978840846,55.1164049811,69.9045967042,61.5945674044,43.5567010309,52.4462365591,46.6296389801,46.7545901215,88.185768604,65.8480347472,72.3332076894,37.4169741697,71.9385140905,57.5371145794,60.3690369037,50.2905441099,42.9815209666,76.8376270385,94.2128359846,80.9002329193,53.99543379,62.4636077792,98.2303941487,50.831202046,66.0472546876,29.041363587,53.7325676784,50.4873897571,60.2795573675,50.8961785594,80.3134978229,58.8168373151,113.966817496,55.5219364599,61.236673774,47.787903894,43.7264618434,67.423580786,60.6607990506,51.0571923744,55.8951965066,74.4750926307,122.25772098,50.2005488706,69.9797008547,53.956389377,65.9702572347,58.5357470211,55.2925989673,55.7360836394,121.467391304,54.5788130185,116.904176904,82.0561675102,40.3200601052,48.109058927,52.809882146,64.4758781619,86.1785407725,69.3638914874,65.6179775281,100.607476636,52.6518391788,36.9606720122,56.4167610419,66.052987013,65.9038901602,53.4353791615,61.6278420423,52.6532137519,46.3461538462,45.243761302,72.0753594447,51.2709832134,68.3513838748,36.3534854044,73.4206033011,99.9461175791,61.1899750424,55.8387395737,66.7539756782,48.3135824977,65.9713416751,96.3159537933,55.3781291173,51.9867549669,58.2524271845,46.9189430011,40.3529411765,38.905597493,99.5409181637,99.6760053364,54.8397976391,53.7581699346,60.3758331566,53.8743146352,53.6333802157,77.277486911,48.8978971371,44.5144102688,42.7656477438,96.1782116523,100.205338809,42.4685343078,87.1753895326,45.1169188446,73.1784124226,44.1004388103,104.428492546,102.849623378,57.5477239354,52.3167732415,44.8948948949,37.0857649842,44.5862884161,57.2452045297,58.4116331096,70.1555869873,63.7481371088,71.5224286362,93.0753138075,72.1423164269,73.8479162908,66.3898774219,65.6324918911,67.3064860118,66.7413793103,65.9554140127,67.027837973,54.1996702987,47.4733426055,61.9175754142,89.9739098025,78.5072839753,59.5892526251,38.2412944073,35.8707820246,58.5597826087,38.4408602151,29.5667112044,66.2230758677,67.4519928998,61.214426599,62.5299600533,61.4823393167,60.5979030887,64.3074792244,68.5444624687,62.7436393394,69.8754628071,65.6644810491,113.01510989,33.8181818182,47.5505443235,48.4552122694,37.2183098592,60.8575803982,72.909184197,94.7075208914,47.9932165065,103.743209877,66.4161849711,67.3220257961,62.860529435,65.1958577217,68.9446560609,61.3548533758,91.3774973712,52.5254360465,101.270254051,35.693263571,49.6424788136,105.700253014,90.2865540044,61.7046347211,56.4006259781,100.174291086,65.030776909,26.4314354451,69.8214079963,52.300391995,46.4765784114,90.0373599004,79.3854033291,72.4300143937,54.028125,41.6241062308,83.1896551724,56.3772563177,55.7438016529,60.0833922261,48.2879719052,66.4962825279,54.4359508918,66.8943533698,65.2427631579,98.8071570577,45.1821115722,54.0720438528,51.3541134389,68.6291288722,66.4718384697,49.5908346972,38.7850976829,50.1885211563,54.5496323529,52.5129982669,95.1515151515,61.0074626866,69.4863741339,105.845122859,79.7212543554,68.1957186544,58.2582006522,61.0076206605,63.9784946237,66.1005434783,79.415310428,76.4568764569,29.9437915176,108.635521657,52.317202582,94.1409771047,42.4648630087,66.2796833773,72.3318279059,66.1546900713,67.1179713341,55.7713320191,60.6013451892,91.2945241893,50.0378692249,71.9536556133,50.8474576271,60.7408859271,80.7284079084,56.9814366425,46.3971368189,36.2248995984,51.0118043845,41.6389197188,66.4705882353,46.627991298,60.6654082114,27.9974353494,56.5089681774,61.6443904415,64.0539766919,61.4424242424,85.3149370126,45.3443779721,44.8841698842,68.4061538462,59.3701494976,66.1607142857,55.5674846626,38.8177079461,83.2499037351,68.1937172775,64.1565575647,76.5332323424,67.8292410714,47.383911053,35.8662355344,78.6658275645,97.4087940425,74.5004344049,51.8839917789,87.1776454505,72.2756540755,117.253004984,67.9249011858,112.188044109,103.129414298,100.045376168,99.8574313889,96.0589694935,109.142042898,67.5648702595,36.8378440898,64.6993524514,65.0130239166,63.3478115603,102.771084337,90.82015625,49.8435870699,101.179673321,90.2610895293,105.852607922,106.026723185,111.037623333,60.4587155963,78.4655623365,39.0916903303,86.0537190083,44.9133983675,48.2114451988,38.3906119028,47.5902825155,12.2725651088,31.6959324294,46.2746408286,30.574465544,113.596491228,36.0909090909,27.8506082725,10.6352605282,15.4047619048,51.8576222435,64.0033361134,65.6106369009,62.7141877999,60.2593599665,79.2958170328,62.5518672199,55.0958391772,53.5992402659,42.4971878515,50.1804511278,70.036101083,85.038645565,71.8340183989,56.278366112,46.7276808841,61.0458230982,62.4451799145,59.6076712174,71.7336893042,61.9491102611,75.5936629993,64.233463035,61.1925042589,67.3351935821,64.3335048893,48.3439490446,63.4472350976,62.6039387309,55.3913875598,79.8823529412,46.3907829767,108.762082203,47.1937427333,56.914893617,54.5339732256,63.7066160521,36.3899677441,67.0788735322,57.1187868576,69.8910081744,79.6453638714,75.2519893899,83.9634530561,62.9641909814,40.5582210999,58.7265491757,99.8977463841,66.2921348315,69.2626875199
63.4925864909,58.4038911908,57.7054450472,55.8748460247,99.3602362205,59.5256272625,47.3644129528,51.7880039892,99.8473948114,97.3265436028,40.3282828283,49.3388592856,97.8793903247,99.8439937598,101.043256997,75.1361541684,89.0121500264,58.9154013015,95.1446787641,100.174401705,73.805639711,52.6897171082,97.6586687307,49.4736842105,55.7037718491,58.0942068219,69.9908933218,63.0784708249,44.9583946981,54.6508064516,49.1037616763,49.8577708818,85.4394350896,62.952437128,73.2378439502,41.7121771218,73.6122971819,60.2588503997,65.4815481548,53.618594823,42.395167022,81.8955329709,91.0586944597,75.6211180124,55.2739726027,64.9018865727,101.363673304,54.7314578005,69.6712351804,32.6131798936,56.3248564397,52.870184125,63.696369637,52.5363544133,84.8849263944,55.0625711035,108.280542986,58.4467977811,66.0341151386,50.289975145,45.4549058474,70.1528384279,63.8647151899,53.6897746967,60.1230647082,73.4664470976,121.288604899,51.8893814651,71.2606837607,56.1164449985,69.7218649518,54.98395967,58.3763625932,58.5899971743,110.097826087,58.088704531,111.707616708,82.3160662896,40.9845980466,48.9885664028,54.7008313342,67.3621950218,86.4034334764,73.012160898,67.6779026217,101.140186916,54.3627031651,35.8533791523,60.7587768969,68.9968831169,68.0549199085,56.4473490331,65.8879138412,55.8856502242,48.9903846154,44.1594936709,74.2191373327,53.2374100719,70.3180906538,39.5597383953,75.1716941757,99.9326469739,62.6913957263,55.7924003707,66.2675397568,49.5442114859,69.6202691012,93.2355083776,56.8642951252,52.9110279297,60.7766990291,47.6429148219,43.311092437,41.7604450907,99.5209580838,100.01905851,58.0438448567,56.045751634,63.7888753044,56.9384226065,54.4772620722,77.3089005236,50.772738789,46.9605231291,49.9737991266,93.0833939142,101.971252567,49.7902287184,87.135437475,48.4181568088,77.5002714736,46.1969770843,103.313086692,102.531990199,59.3685756241,55.209050664,48.1481481481,38.2294952681,46.9030732861,59.9953778599,61.8568232662,72.378258234,66.5052160954,74.1504304486,95.4391213389,73.2157456472,74.6166335919,69.7772505602,69.1580877168,70.1668548488,70.6724137931,70.2070063694,70.1783630605,56.6925334727,47.643331788,64.9624699051,89.5452851286,77.8090201557,62.2143298332,40.0984875132,40.1887094195,60.6959541063,40.9390681004,33.7278106509,69.2687611469,69.3884137486,65.2155536771,65.5525965379,63.6363636364,64.1541513177,67.8393351801,70.1666420882,67.3709269454,70.638393358,70.1903086518,111.45260989,39.4545454545,50.0777604977,50.7446099133,38.7826961771,68.4839203675,75.7995553275,94.4001536836,49.0107405314,103.111111111,69.7543352601,69.1787887895,65.3103516397,68.2350292661,71.3421465382,65.1057058422,89.8438485804,54.8328488372,100.520104021,39.3557880968,52.1717425847,101.14600387,82.4393828068,63.8774548311,60.406885759,100.050916497,68.3746464815,30.0882117081,71.989860583,54.4460491025,47.7393075356,91.8599003736,80.8450704225,73.479116572,55.859375,42.7992849847,84.0423197492,59.2509025271,58.3884297521,63.6042402827,53.2045654083,69.4888475836,56.0574473014,69.7632058288,68.8157894737,98.5089463221,46.5191332411,56.577916993,53.4491568728,68.5863426322,70.0318809777,52.3186033824,40.7632894139,50.48261416,56.0661764706,54.5927209705,96.2060606061,65.3606965174,72.3048498845,105.547282204,83.4034843206,70.0300713558,61.3658162287,64.182895851,67.1329749104,67.4864130435,80.5907172996,78.6713286713,32.6014307614,105.767358842,54.1244398723,88.9850369569,45.209595526,68.1794195251,74.5661991918,67.8003291278,69.7353914002,59.4480428048,61.8787049704,87.2807017544,55.995960616,74.8102277267,54.3050847458,62.916503332,83.0385015609,59.0799031477,48.6076810339,38.4738955823,51.1804384486,44.3396226415,68.5882352941,49.7099347353,63.732892874,25.5396452233,58.9199614272,65.5731065209,65.9578818238,64.2424242424,81.2717456509,52.5387329345,47.1621621622,66.7446153846,62.7399722245,69.0,57.0398773006,41.5574169992,84.2510589141,69.5680628272,65.4520485237,79.8901723158,71.6015625,50.4251144539,40.1208304969,75.3429830082,89.1590276494,78.1277150304,54.3503082896,79.4155042981,65.0753989598,107.317502199,72.2134387352,107.13871155,102.497846684,100.018150467,99.7623856481,90.366369873,94.7127643618,64.4211576846,39.7760814249,66.6790009251,67.4165285342,66.3882392249,102.710843373,84.7355769231,53.4932221064,100.045372051,89.8545487397,104.738271374,105.786951714,110.907513824,61.9266055046,71.7306015693,43.5248841728,86.6391184573,45.849293251,51.3743937924,41.6387259011,53.0119774277,16.0185515519,34.5632362747,50.1336451721,33.6796847008,112.763157895,40.0,30.5430656934,12.812276945,16.6786904762,54.4463087248,67.5562969141,68.3026920552,66.9122686772,63.6268563062,82.4104724646,65.9185213127,58.0177653109,56.6571699905,46.7041619798,52.5864661654,72.0018050542,86.6212734634,75.4942258759,58.502269289,53.755828009,63.7271916091,65.8780947835,61.7112634104,73.819456032,66.056876767,79.9592544795,67.3929961089,64.8722316865,69.6023718172,67.4043575227,50.2547770701,66.5085695807,66.3019693654,57.6076555024,82.9411764706,49.0007053844,111.115923884,49.8100095127,63.6170212766,57.2114170245,67.0688720174,40.2551105665,70.0405279019,59.3653468127,72.5249772934,83.191725157,79.2838196286,86.3579080025,66.7440318302,42.1015712682,60.4320636725,102.859064918,69.5637805684,72.1619321204
