ACWI,ACWX,ADRA,ADRD,ADRE,ADRU,ADZ,AGA,AGF,AGG,AIA,AUSE,AXJL,AYT,BIL,BIV,BJK,BKF,BLV,BND,BSV,BWV,BWX,CGW,CIU,CMF,CNY,COW,CSD,CSJ,CUT,CVY,CWI,CZA,DAG,DBA,DBB,DBC,DBE,DBO,DBP,DBS,DBV,DDM,DDP,DEE,DEF,DEM,DES,DEW,DFE,DFJ,DGL,DGP,DGS,DGT,DGZ,DHS,DIA,DIG,DIM,DJP,DLN,DLS,DNL,DOD,DOG,DOL,DON,DOO,DRW,DSI,DTD,DTH,DTN,ECH,EDV,EEB,EEH,EEM,EES,EEV,EFA,EFG,EFU,EFV,EFZ,EIS,EMB,ENY,EPI,EPP,EPS,ERO,FAB,FAD,FBT,FCG,FDD,FDL,FDM,FDN,FEU,FEX,FEZ,FFR,FGD,FIW,FNI,FNX,GAZ,GBB,GBF,GCC,GCE,GDX,GEX,GII,GLD,GMF,GMM,GRU,GSC,GSG,GSP,GSY,GVI,GWL,GWX,GXC,HAO,HGI,HYG,IAI,IAK,IAT,IAU,IBB,ICF,ICI,IDHQ,IDU,IDV,IEF,IEI,IEO,IEV,IEZ,IFEU,IFGL,IGE,IGF,IGM,IGN,IGV,IHE,IHF,IHI,IJH,IJJ,IJK,IJR,IJS,IJT,ILF,INP,INR,IOO,IPE,JEM,JJA,JJC,JJE,JJG,JJM,JJN,JKD,JKE,JKF,JKG,JKH,JKI,JKJ,JKK,JKL,JNK,JXI,JYN,KBE,KCE,KIE,KOL,KRE,KWT,KXI,LQD,LTL,LVL,MBB,MDY,MDYG,MDYV,MGC,MGK,MGV,MLN,MOO,MUB,MVV,MXI,MYY,MZZ,NFO,NLR,NYF,OEF,OIL,ONEQ,PAF,PBD,PBE,PBJ,PBP,PBS,PBW,PCY,PDN,PDP,PEJ,PEY,PEZ,PFF,PFI,PFM,PGD,PGF,PGJ,PGX,PHB,PHO,PID,PIE,PIN,PIO,PIZ,PJP,PKB,PKW,PLW,PMR,PPA,PRF,PRFZ,PRN,PSI,PSJ,PSL,PSP,PSQ,PST,QCLN,QID,QLD,QQEW,QQQ,QQXT,QTEC,RCD,REM,REW,REZ,RFG,RFV,RGI,RHS,RJA,RJI,RJN,RJZ,ROM,RPG,RPV,RSP,RSX,RTM,RWJ,RWK,RWL,RWM,RWR,RWX,RXD,RXI,RXL,RYE,RYF,RYH,RYJ,RYT,RYU,RZG,RZV,SAA,SBB,SCC,SCJ,SCZ,SDD,SDP,SDS,SDY,SH,SHM,SHV,SHY,SIJ,SKF,SLV,SLX,SLY,SLYG,SLYV,SMB,SMN,TAN,TAO,TBT,TFI,THD,TIP,TLH,TLO,TLT,TOK,TUR,TWM,UAG,UBC,UBG,UBM,UBN,UCC,UCI,UDN,UGA,UGE,UHN,UNG,UPW,URE,USD,USL,USO,USV,UUP,UWM,UXI,UYG,UYM,VAW,VB,VBK,VBR,VCR,VDC,VDE,VEA,VEU,VFH,VGK,VGT,VHT,VIG,VIS,VNQ,VO,VOE,VOT,VOX,VPL,VPU,VTI,VTV,VUG,VV,VWO,VXF,VYM,WIP,WMCR,WMW,WPS,XBI,XES,XHB,XLB,XLE,XLF,XLG,XLI,XLK,XLP,XLU,XLV,XLY,XME,XOP,XPH,XRT,XSD
59.1913141146,54.8929098966,58.8933951333,52.4681268388,54.8566320839,50.4239556136,137.792012057,167.969305102,67.9144680851,99.5192779358,59.1895803184,50.3860946305,50.9077250532,87.7883255908,100.19628821,98.2037464716,50.1177086058,50.8222260689,96.1173993156,100.181605915,101.428700129,70.8558030481,93.2602444285,54.3319838057,94.5732609768,100.13820712,102.94534413,72.9048964218,52.8278173439,98.1745411948,54.8421491818,55.5196901227,55.7061868376,66.7748478702,41.5111515703,68.0505911465,55.7429718876,52.9086601737,44.2093419707,45.6063065152,98.0188679245,76.3366336634,76.5033407572,32.5575637534,188.917092982,319.15299504,65.9515295987,62.9992867332,61.4291684079,48.3362803408,44.9014567266,74.3520842124,103.758221109,99.0844354018,61.9527896996,58.2348199893,88.71372268,51.2565751023,61.7532318519,23.4474258083,54.9899737776,52.7218376337,57.7507598784,51.4696586599,73.9837398374,51.2673611111,119.195827725,51.8883664493,61.2090680101,46.8384421738,43.1848552339,63.7148594378,58.5867783646,49.1764705882,56.1762536873,71.2124151309,114.513910928,49.7897238983,63.1010794897,56.174819567,71.3759806432,47.575957424,54.2625523013,54.4285526834,112.697779551,54.8202263286,114.954662336,66.7895327103,87.7575044144,39.7707095421,51.6078431373,55.1618448528,61.5651110658,86.1998292058,68.0218921032,62.0075368277,79.9232736573,45.0396076952,38.7276785714,57.3614775726,65.3717026379,72.8425357873,51.4347374311,64.2410878354,51.3689392407,46.0952301639,49.4196271544,67.2807017544,53.9279869067,66.7503586801,24.3198804185,75.6215416391,99.512857836,66.7069486405,47.6619476619,80.2454840204,40.1047729919,59.264786795,106.077086782,60.2686915888,54.755267423,63.8977635783,46.1487907466,39.8383005707,38.4182557049,99.5804195804,99.8649561107,54.8970679975,55.1839464883,61.1223880597,67.0136108887,52.9142857143,74.879759519,52.7146171694,41.6483516484,49.2287234043,106.211547563,81.452020202,42.7624056712,87.5123885035,47.9949238579,60.5594124157,47.8348518049,107.08938294,105.79547579,52.1715960565,51.1458551789,46.4254577158,43.6795491143,45.8414766558,55.8844209544,54.9260042283,69.9143468951,69.7545008183,74.2259122591,81.9091454873,66.7136244717,67.3055025139,64.6246458924,63.2724984267,65.7814785642,66.0891478973,66.2038043835,66.2435966052,52.3734177215,48.0974719833,87.717553456,58.454442383,95.8909444985,78.9753694581,68.1578678995,52.7227356747,31.129476584,64.398931001,49.6190662239,38.4182063993,64.8302403368,63.8888888889,55.3903345725,62.7618702428,58.0552121961,61.802462667,66.2991731396,66.4199192463,64.0976933514,69.7824668262,58.6943258084,106.750309242,40.2355712603,50.3498950315,47.5354220714,37.3480662983,60.0507471102,31.6360149355,69.6329072435,91.1873400929,33.414163349,49.5939086294,103.337236534,64.465266559,66.1110939001,61.838540726,62.3134328358,66.022610483,58.2217573222,91.3717277487,51.2464447047,101.080813089,32.6828620735,50.3975903614,104.3134617,84.3939393939,66.9276605544,64.0903307888,100.579502287,61.5501983522,26.9158878505,68.55170993,53.8788602941,45.9782608696,68.9655172414,75.207491082,68.4168969601,57.1613459879,40.378250591,86.1829409494,62.3205161203,52.8251801289,68.6249193028,51.367120954,74.4125326371,57.8641644325,61.9269949066,61.9452887538,99.046673287,51.9444444444,58.9165545087,54.0581929556,64.9173553719,64.985862394,50.075112669,44.2391208791,52.6703499079,55.2380952381,50.9423000398,78.9291882556,61.3835476163,68.6147186147,106.780149373,89.5218089707,62.3883403855,60.4253810705,66.0086004691,60.0975609756,60.2359882006,85.3240273573,75.5406413125,31.2111057922,111.563636364,76.2572602352,47.1727955714,97.8321856669,38.0424269779,67.567695962,69.0793520607,65.8291457286,69.6148359486,65.8865428644,49.4089834515,83.8351978231,50.085194153,72.816750179,56.1622940818,59.3706293706,77.3102634683,65.3776978417,50.0814332248,34.0028694405,63.9698965193,40.7727745579,66.4493885687,50.6243671954,62.5350291011,35.8490566038,65.484804631,71.1824123589,66.3748810657,60.3266090298,83.7387447924,46.0607654873,43.4012400354,82.4722266984,66.5900383142,50.4679376083,52.2235879099,43.1078528147,75.8067524716,68.2567726737,67.6811594203,64.9659269614,71.8453118546,62.4101261731,34.0772999456,76.1338362705,82.9589371981,73.0690641602,53.3277696641,76.5236051502,91.6057611965,117.255043228,69.8534261634,113.829616557,103.559027778,100.118074478,101.169520135,87.6012236818,61.0728134425,77.9356584856,35.8793260014,65.624830163,65.6300615484,64.5987654321,103.304155824,74.3698754935,29.4573643411,57.8501338091,66.8508287293,101.358080579,48.5477976534,95.2313769752,107.489994282,107.510326699,109.780591638,57.9983249581,52.9552129222,72.4343015214,73.0343737653,74.3934303845,104.558226274,54.0562576437,42.7112676056,41.7281979645,58.4846635129,88.2720333102,44.0770348837,46.5758542141,39.5326565792,25.5004859086,31.9688109162,10.2712667896,29.9194353589,46.3896979917,30.9421841542,75.2767527675,110.602094241,32.1678321678,25.6098216538,9.97770345596,16.942193409,55.2331376675,64.110290794,64.6038512421,63.4794776119,67.0594943927,76.7761539575,56.5479219678,54.3033659991,54.7078203572,44.739976181,48.9205646277,69.8867279333,75.1448225923,68.0605182098,55.0124275062,47.3280188958,60.504543605,62.6335877863,58.47689583,67.8130511464,61.211492891,62.45192137,61.9741291886,58.504146456,64.6908451829,61.8267115381,52.1272488759,63.1196623147,60.6673407482,79.2057857546,53.1487271103,84.3495934959,46.5753424658,77.6268267223,49.1452017324,60.7221488331,59.1423185674,56.5484227323,39.4804675348,62.5996204934,55.6812339332,68.9794271884,76.4797951053,61.8235007314,74.1341653666,68.6652606207,40.0128865979,53.0321046373,83.118920615,79.8571853615,67.8270908728
58.6297266941,54.4128508124,58.4588644264,52.0758417784,54.8566320839,49.9347258486,135.644310475,169.639050732,67.6680851064,98.7638575493,59.2292743436,50.7180763841,51.5462626768,87.7883255908,100.065502183,98.0497818835,47.8943238295,50.5971957764,95.6370097394,99.6757037229,101.016731017,70.6916764361,91.2113587347,54.048582996,93.7345831278,99.3089643998,102.252024291,74.7175141243,54.1684122329,97.8816868411,50.6698808586,54.8741123305,55.1885629776,68.4787018256,40.6918525262,67.3907066263,59.5582329317,53.1718873388,46.1643368565,47.1829353118,92.7358490566,69.8679867987,76.5033407572,33.0403565239,188.893661889,318.008393743,66.0707191101,61.8937232525,61.2411199331,47.5968493811,44.1645244216,73.3971440627,98.4340745381,88.9114954222,60.2575107296,58.8124664159,93.6940164815,51.9968829145,62.1968943624,23.2672797952,54.132346136,53.9332913782,58.7620239585,51.2484197219,72.4932249322,54.3300653595,118.590174966,51.8428636433,60.3371439643,46.764401007,44.0200445434,66.1646586345,59.169550173,48.8181960784,57.6143067847,72.0853540252,117.835607744,49.5885902359,63.7880274779,56.3552526063,70.2374325518,47.8213524332,53.5695606695,53.5231596903,116.247839383,54.3331900874,116.659899851,68.4628037383,88.718854228,40.3355470115,50.3137254902,55.1819037055,61.5854901162,86.7636208369,65.6372165754,61.7677286742,82.73657289,45.7940399849,39.9553571429,59.9472295515,65.9083932854,71.3701431493,51.2548956918,63.0282984197,50.7114437926,44.9709562574,51.8466408723,66.4828947368,53.3960720131,67.1449067432,27.8774289985,76.9702060759,99.6506550218,68.4894259819,50.3861003861,71.7230199166,40.2405898331,58.734525447,100.756680066,59.2289719626,55.0664505673,61.661341853,47.4631966351,40.9638554217,39.3873085339,99.5204795205,99.6913282531,54.4603867748,54.7278808148,61.671641791,65.8526821457,52.2943722944,75.4008016032,53.5034802784,43.1648351648,51.8882978723,100.887363938,82.2222222222,41.7790990167,88.1865213082,47.3773265651,62.0786799477,47.8145542613,107.463702359,105.935688914,52.9842792433,50.6396395745,44.8852077884,43.4784621578,46.7100977199,54.7448002116,54.7357293869,68.8436830835,67.0376432079,72.5297252973,84.630578347,69.0883477561,69.8982183838,64.6364494806,62.8697293896,66.355350512,65.9001417546,66.2038043835,66.1518464714,52.0042194093,46.6770914777,87.717553456,58.6734693878,95.2288218111,79.9093596059,67.3760070707,56.6728280961,33.0578512397,63.9617751863,53.0767728072,43.8823794502,65.4630454716,63.5253054101,57.0696064607,61.7010994322,58.209723939,61.6190725701,65.4347281383,66.4333781965,63.8263229308,71.2203611051,58.831604637,106.149496377,43.5100117786,50.2799160252,48.2139293554,36.2651933702,63.1801522413,32.5356415479,70.3212061619,91.5095233583,34.1295693087,49.8984771574,103.37626854,64.4975767367,65.7703150655,60.3937150081,62.6451077944,65.9403905447,59.10041841,89.4764397906,51.2966371089,101.130391671,32.7757865392,49.6385542169,104.616160767,85.5303030303,65.2724603472,60.0508905852,100.279091402,62.2520598108,27.4622573688,68.0160692213,55.9191176471,44.9275362319,69.9110122358,73.7812128419,69.1669956573,57.5553638194,41.7966903073,86.8390582787,59.578310457,52.8251801289,65.2679147837,53.6626916525,73.7859007833,59.2046470063,64.117147708,62.6747720365,98.9870903674,53.6574074074,58.7483176312,54.7728432874,65.9090909091,63.6663524976,50.225338007,43.4567032967,50.5709023941,54.2857142857,50.179068842,81.5198618307,59.5630902264,68.7445887446,107.703681237,89.460027184,61.165961448,61.2903225806,65.5199374511,58.9541463415,60.8849557522,84.4265052136,75.2796420582,31.0670177118,113.272727273,76.0730981725,47.48952155,101.020147921,37.1443309415,66.9358669834,68.3001845397,65.7286432161,68.7589158345,63.9531925719,50.8274231678,86.5583966828,48.4934086629,73.4967788117,53.7178157413,57.465034965,77.9394416044,64.6582733813,50.8143322476,35.5093256815,65.3809971778,39.872194977,65.5419382643,50.1181235235,62.082345333,35.7100297915,62.8617945007,69.9148346207,65.5756422455,60.2497598463,83.8059400618,44.6008154676,44.5527015058,76.8639582878,65.1340996169,54.5233968804,51.678864741,44.0114015727,77.9362059317,69.4346289753,66.1904761905,66.451161978,70.7352333746,59.9000313956,34.4547269098,76.5098161857,83.3695652174,70.9991826727,52.8061756729,77.5107296137,86.6613506801,117.092939481,71.1799193844,113.621049254,103.602430556,100.145322434,101.133349409,92.4959510527,63.1732012064,71.845974042,35.859146403,64.9456521739,65.1657488392,64.8148148148,103.122175514,78.1354388096,30.6201550388,56.4674397859,65.7033574161,100.814848348,46.7397576457,94.5259593679,108.299980941,108.344348479,111.014081432,57.9773869347,52.496328928,73.0152143845,73.0343737653,74.6547219112,99.4612515541,57.9698328577,45.5985915493,42.0474955099,60.4303372501,86.9882026371,46.0572311047,48.0182232346,41.3713847922,29.2517006803,33.8140350877,9.87621806689,30.5560337407,48.0300475241,31.5310492505,73.5547355474,112.434554974,32.697032697,24.8795656507,10.5629877369,16.4127498649,53.9926902204,63.7486816333,64.2069675143,63.4172885572,66.1091047329,78.8308493706,55.7760814249,53.6216446527,54.0315588694,45.5736403335,48.4500415167,68.7290731638,78.0412744388,68.650117775,53.9768019884,45.8813108946,60.3417876034,62.5190839695,58.2997906939,69.2239858907,60.5746445498,63.8129164349,62.1880790017,59.2082616179,64.6429142035,62.1260820883,51.8775605062,63.3552566997,61.5571284125,78.1275918124,51.5033497097,75.8536585366,47.291886196,78.7056367432,47.8231137452,57.5077058565,57.6107445806,56.1924634835,40.0937736101,63.5768500949,54.2673521851,68.4146833401,78.578542971,62.8473915163,77.1918876755,67.8517625791,39.4072164948,53.2699167658,86.4449325384,78.2802737281,68.4487466975
57.5627105953,53.5081240768,58.1981460023,50.9643674403,55.415290295,48.6488250653,137.264506405,170.207474776,66.5787234043,98.51859119,57.2875749431,49.7749023583,50.0062601728,87.7883255908,100.087336245,97.3826020015,45.5401517133,50.2163752813,95.0513292972,99.844337787,101.02960103,70.5353653771,91.0316319195,52.7530364372,92.3729649729,99.1278654149,102.682186235,75.4001883239,52.4930875576,96.8176493557,48.2128784016,52.4880568108,54.1286665023,66.7342799189,40.4642694584,68.7104756668,57.1084337349,54.9091866281,46.8916922378,49.1305355901,94.0880503145,72.7722772277,77.5798069785,32.582322357,183.270199555,303.014116749,64.9185538339,61.9472182596,58.1487672378,46.359106253,42.2416452442,72.1757089875,99.7494519261,91.3021363174,59.6566523605,58.2885545406,92.5116445718,50.1655951685,61.87562151,23.077652413,52.4448557766,53.7602265576,57.554085464,49.2572692794,72.3383662408,52.0833333333,119.431359354,51.0086455331,58.573919783,45.4020435362,42.293986637,64.4779116466,57.9493716991,47.3411764706,55.2359882006,70.129970902,119.538664974,49.5522033278,63.7880274779,56.0344827586,66.9717144278,48.7569209061,52.7065899582,52.9326859992,120.808403138,52.2847729552,118.446339153,67.3158878505,86.4528153816,38.2383781894,50.3529411765,53.978372545,60.790707153,89.1887275833,63.6430805317,61.6306954436,80.9889173061,43.078083742,35.3943452381,57.1609498681,63.7410071942,68.7116564417,50.1158980098,61.5582506431,49.5313237575,43.4094647207,47.0629616602,64.8245614035,52.0458265139,64.4548063128,26.8908819133,75.9876077005,99.1751576904,67.7039274924,49.0776490776,76.516905975,39.6779200621,59.0448762036,102.045400804,58.0957943925,54.3247974068,63.0457933972,48.3307045216,41.8516169943,40.0750234448,99.5204795205,99.8263721424,53.3374922021,52.9644268775,59.4626865672,62.9303442754,49.9134199134,72.4448897796,52.0649651972,42.6153846154,48.164893617,102.212494084,83.5732323232,39.4237365653,88.7016848365,44.9746192893,62.481134923,45.6231115212,107.475045372,105.916993831,51.0791366906,49.265625791,41.6448706771,42.0289855072,45.5374592834,54.3362569264,53.1501057082,67.9514632405,64.8117839607,72.9192291923,83.2299379628,66.7136244717,67.4631676681,63.0783758263,61.3215859031,64.4762011928,64.1203339109,64.2042626726,64.2250936616,52.4437412096,46.8855876987,86.7230233715,57.9133168419,96.0077896787,78.5812807882,66.7641159874,54.011090573,33.5073220241,63.7836086816,51.3772221137,37.8321315908,64.068291297,62.84176847,56.6209460326,59.4418267488,57.3032550474,59.6934765523,63.0293159609,64.5491251682,61.2754409769,66.1735914727,58.8468578401,104.956706132,39.6466431095,50.4373687894,46.8968269806,35.3343646409,61.150267832,32.0006958588,69.8131760079,89.4342840898,34.9981903728,46.785786802,103.50312256,62.9273021002,63.1991387589,59.6351815062,61.7122719735,65.0976361768,58.1380753138,88.5340314136,50.4266354358,99.0183440754,31.2624452409,48.421686747,107.727234508,90.5303030303,62.3578686779,59.796437659,97.8758043259,61.5959719255,28.7419122933,66.790276061,54.5088235294,43.5869565217,71.3014460512,71.9227110583,69.0090801421,54.4291055508,40.4255319149,84.5233500579,56.4685926945,52.5218050815,62.4919302776,51.5332197615,70.9747606614,55.9651474531,64.2614601019,61.7629179331,98.4438927507,50.6944444444,55.6864064603,52.9351710056,64.5867768595,61.8284637135,48.7280921382,42.7692307692,51.197053407,52.0346320346,49.0871468365,80.829015544,58.0839685971,67.5757575758,108.314061493,87.4212282219,60.0846262341,58.844381425,62.0602032838,57.5895934959,59.587020649,84.0340845386,73.1543624161,29.7271421733,114.563636364,76.05893186,46.5405298537,103.545014027,36.4424343469,65.0593824228,67.5415214271,63.0854271357,67.5701378982,60.3408801832,52.5216706068,88.9771941949,48.2243744956,71.0808876163,49.6647345943,55.2342657343,76.2878489972,64.6582733813,51.0586319218,36.4418938307,63.2173095014,39.1291425175,63.7019878252,46.4731690854,60.0344901919,34.6573982125,59.3162083936,65.9536541889,62.835394862,59.1354466859,86.3190431394,42.2596343549,43.8263950399,80.5782335175,63.7739463602,52.4263431542,47.7540644729,40.474843709,74.9861966051,66.6077738516,63.9757763975,66.6433688625,66.552819083,53.621219704,32.3897659227,79.2353211466,87.3913043478,70.5353494074,50.7823909869,83.8769670959,85.6897165205,120.911383285,68.7064858923,115.353762233,103.038194444,100.118074478,101.061007958,99.1902105453,69.8836708315,74.8600602817,33.0037332257,62.4830163043,62.7146096534,62.3919753086,101.908973449,81.3847555421,30.0775193798,54.9063336307,64.810879728,99.0040742417,44.9124831698,95.2878103837,108.785972937,108.730942546,111.72361096,56.7001675042,52.9185022026,77.1369294606,73.2121691031,75.4012691303,101.947782843,56.379942927,45.9295774648,40.2913590102,58.8280177018,87.3004857738,45.6213662791,45.9681093394,41.40969163,28.2021379981,34.2171539961,9.05978404003,30.3322430711,49.716388165,32.8586723769,73.5547355474,111.954624782,31.1472311472,23.4459316967,9.69899665552,15.8076715289,52.9516003987,61.8502335392,62.2666470675,61.0696517413,63.9992396883,77.5285776299,55.4537743851,52.556455049,53.043176695,43.9857086145,47.1076667589,67.9676925269,76.3939174511,67.9470918645,52.3198011599,43.7112488928,58.7549165875,60.3816793893,57.1888584769,69.6208112875,59.9526066351,64.2863060227,61.146856578,58.0973243624,63.8280875539,61.1654506543,51.4167894301,61.5686659468,60.1415571284,77.9783034204,51.2907548013,71.5447154472,45.9218124341,80.7061586639,43.9024390244,51.6952884192,56.1734213007,55.9715232601,38.3614061597,62.9791271347,52.64781491,67.4868898749,77.0845190666,63.554363725,75.2886115445,66.0138595963,37.8608247423,51.4353660608,84.0602447443,76.4653376971,67.5828689416
56.9449644328,53.2127031019,57.41599073,51.4547237659,54.0222490138,48.955613577,133.911077619,162.036379139,69.1059574468,98.51859119,56.4606160843,49.84928893,49.7308125704,86.8511411836,100.131004367,96.9976905312,44.7815851426,48.0353124459,94.9065543564,99.1957452328,100.797940798,70.007815553,92.7390366643,51.983805668,92.4420325604,98.8895772768,103.694331984,74.8116760829,49.9790532049,95.724326435,46.970469612,50.2259522272,54.0300714814,64.8681541582,42.466545289,68.7379708551,55.421686747,55.3829955251,47.0280713717,48.7363783909,96.4465408805,75.7425742574,77.6911655531,32.0995295865,182.72347405,295.001907669,63.8061183949,60.5206847361,55.996656916,47.0824626266,42.1424164524,71.664927047,101.534606953,94.7609359105,57.4635193133,57.6706072004,91.1142959513,47.8862263783,61.317218695,23.7034227742,52.6762301404,54.0748898678,56.1952440551,49.5417193426,72.0092915215,50.7557189542,120.743606999,51.5698468072,56.8881999612,45.5353176366,41.1581291759,62.9317269076,56.5106537971,48.031372549,53.2079646018,68.3802133851,121.231355125,47.9429511794,64.868498528,54.83159583,64.32499833,51.2875569393,53.0073221757,53.628132791,120.050525196,52.2417991692,118.500473677,64.4672897196,84.7557386698,36.8053128277,47.2160784314,54.0586079557,59.9959241899,89.6498719044,61.3760750586,60.0548132922,80.5626598465,42.4363636364,35.9888392857,54.0897097625,61.4388489209,65.9468302658,50.8152825514,59.7192208747,50.0033717715,42.4725697987,47.5659514597,63.651754386,49.9181669394,62.3027259684,28.4005979073,73.5407450793,98.723920427,67.7945619335,47.7048477048,80.754979157,39.4062863795,58.803301238,103.558760936,56.6939252336,52.5069692058,64.1107561235,48.0021030494,41.5979708307,40.5282900907,99.4805194805,99.1421819234,53.056768559,52.508361204,58.2925373134,61.809447558,49.5670995671,70.6613226453,50.464037123,39.9120879121,45.1329787234,103.809749172,82.1338383838,37.5028584496,88.1466798811,45.2622673435,62.5918100413,45.2081651482,107.554446461,105.991774163,51.0151878497,49.9707118115,41.1072362685,40.7004830918,44.2128121607,54.6157865426,53.5729386892,67.3625981442,62.8805237316,72.1402214022,83.1458875325,63.5942845643,64.6952682935,61.7799811143,60.0377595972,63.1259142568,62.5767837455,62.2339113517,62.8182582766,50.9142053446,44.29241595,87.0213823968,57.8772418058,95.8714703019,76.8080788177,67.7839344597,51.2939001848,33.5798173119,65.5976676385,48.9548739988,36.6155926093,62.9319540764,62.4054682955,55.6979874375,58.294067899,56.3246806757,57.3094052921,61.3004259584,63.6339165545,59.0909090909,65.5862519034,58.7705918243,105.318960947,35.9952885748,49.0202939118,43.2648174017,34.6517127072,58.9794192275,31.0081466395,70.7472959685,88.0413152658,34.986367475,44.3147208122,103.054254489,61.5702746365,62.1610025094,57.9736319306,60.7172470978,64.4604316547,56.820083682,87.3722513089,50.5102894429,98.7407040159,30.054427187,48.9277108434,110.535609182,95.6818181818,60.054981433,58.4923664122,100.637646329,60.5584375954,29.0007189073,65.4985578904,53.8419117647,43.4782608696,70.8565072303,72.4732461356,68.6932491117,52.9191832039,39.7612293144,82.7093786183,56.9200713927,52.294273796,61.5752098128,49.063032368,68.9730200174,52.9490616622,61.9694397284,61.2158054711,98.5104270109,47.0833333333,54.3405114401,51.8631955079,61.9834710744,61.2158341188,48.3725588383,40.7120879121,48.2139963168,51.8181818182,49.3712693991,80.1381692573,57.287518489,66.2337662338,108.791750389,85.1970838997,57.9689703808,56.1857497341,59.4409695074,55.8048780488,59.2330383481,82.1841013567,73.1543624161,29.0090952609,116.872727273,76.030599235,45.4329774614,108.033664881,35.2560264547,63.7529691211,66.3317613287,61.9547738693,66.1436043747,57.4408547443,51.2209416864,91.7240411196,46.3187158102,69.0229062276,48.7187309335,52.829020979,76.228863547,65.9172661871,50.651465798,36.012195122,64.062088429,38.2969237628,62.2744168507,43.8069524131,58.0297477905,32.3336643496,58.9725036179,63.9556347792,61.8458610847,57.4831892411,88.697755678,40.2735762199,42.2852081488,82.2501360146,62.1072796935,51.2478336222,49.0531593944,36.6029672186,72.6916620034,64.7820965842,63.8716356108,66.6783155688,65.3397356464,47.8829720766,31.0288513881,82.1145725412,90.1328502415,69.6362893339,50.8867097851,89.5994277539,85.6648028241,126.260806916,66.0864785636,117.72822076,103.125,100.108991826,101.073064866,105.956451323,87.1930202499,77.505074737,32.5396024619,60.4449728261,60.7817730267,59.8691358025,103.182835617,83.4193744306,28.9539922481,54.2435325602,64.3575577277,99.094612947,44.2777457203,95.316027088,109.191919192,109.969770935,112.345813776,55.9045226131,48.8986784141,82.295988935,74.6345318056,72.8256812243,102.610857853,54.9938850387,44.6126760563,39.3135102774,60.9262933008,88.6537126995,46.0210755814,45.6191343964,41.1223903467,29.7764820214,34.1910331384,8.50671582829,29.7985883973,49.3331289284,33.1156316916,76.3427634276,110.122164049,29.9943299943,22.2881079092,8.61204013378,15.7968665586,52.5639605715,60.1627241223,60.8261061296,59.4527363184,62.3265538871,77.74562292,55.8015267176,52.833404346,52.8697763135,40.6907502977,47.8549681705,67.2152169267,75.3439536568,66.9324152926,50.6213753107,41.5264245645,57.5884985759,58.7213740458,56.2067299952,69.6208112875,59.2120853081,64.3336449815,60.0485808709,56.8142700673,63.1410768493,60.0945828261,50.1297419183,60.0962010405,58.7259858443,78.7081577812,48.9057615007,71.6463414634,44.4889357218,81.2802713987,42.9450649647,51.2109202994,56.1027332705,56.487050448,34.9691124839,62.2960151803,51.0796915167,67.4062121823,77.6180990324,63.7493905412,74.5709828393,64.4471226273,36.9458762887,50.9427552234,83.181675557,73.6685510265,66.6281832109
