AADR,AAXJ,ACWI,ACWX,ADRA,ADRD,ADRE,ADRU,ADZ,AFK,AGA,AGF,AGG,AGQ,AGZ,AIA,AMJ,AMLP,AND,AOA,AOK,AOM,AOR,ARGT,ASEA,AUSE,AXJL,AYT,BAB,BAL,BDD,BIB,BICK,BIL,BIS,BIV,BJK,BKF,BKLN,BLV,BND,BNO,BOM,BOS,BRAQ,BRAZ,BRF,BSCH,BSV,BWV,BWX,BWZ,BZF,BZQ,CEW,CGW,CHIE,CHII,CHIM,CHIQ,CHIX,CIU,CLY,CMF,CNDA,CNY,COPX,CORN,CORP,COW,CPI,CQQQ,CSD,CSJ,CSM,CUT,CVY,CWB,CWI,CYB,CZA,DAG,DBA,DBB,DBC,DBE,DBO,DBP,DBS,DBV,DDG,DDM,DDP,DEE,DEF,DEM,DES,DEW,DFE,DFJ,DGL,DGP,DGS,DGT,DGZ,DHS,DIA,DIG,DIM,DJCI,DJP,DLBL,DLBS,DLN,DLS,DNL,DNO,DOD,DOG,DOL,DON,DOO,DPK,DRN,DRR,DRV,DRW,DSI,DTD,DTH,DTN,DTO,EBND,ECH,ECNS,ECON,EDC,EDIV,EDV,EDZ,EEB,EEH,EEM,EES,EET,EEV,EFA,EFG,EFO,EFU,EFV,EFZ,EGPT,EIDO,EIRL,EIS,ELD,EMB,EMIF,EMLB,EMLC,ENY,ENZL,EPHE,EPI,EPOL,EPP,EPS,EPU,EPV,EQL,ERO,ERUS,ERX,ERY,FAB,FAD,FAN,FAS,FAZ,FBT,FCG,FDD,FDL,FDM,FDN,FEU,FEX,FEZ,FFR,FGD,FIW,FLAT,FLM,FNI,FNX,FONE,GASL,GAZ,GBB,GBF,GCC,GCE,GDX,GDXJ,GEX,GII,GLD,GLL,GLTR,GMF,GMM,GNR,GRES,GRI,GRID,GRN,GRU,GSC,GSG,GSP,GSY,GULF,GVI,GWL,GWX,GXC,GXF,GXG,HAO,HAP,HDGE,HEDJ,HGI,HYD,HYG,HYLD,IAI,IAK,IAT,IAU,IBB,IBND,ICF,ICI,ICLN,IDHQ,IDU,IDV,IDX,IEF,IEI,IEO,IEV,IEZ,IFEU,IFGL,IGE,IGF,IGM,IGN,IGOV,IGV,IHE,IHF,IHI,IJH,IJJ,IJK,IJR,IJS,IJT,ILF,ILTB,INDL,INDY,INP,INR,INXX,IOO,IPE,JEM,JJA,JJC,JJE,JJG,JJM,JJN,JJP,JJS,JJT,JJU,JKD,JKE,JKF,JKG,JKH,JKI,JKJ,JKK,JKL,JNK,JO,JXI,JYN,KBE,KBWD,KBWP,KBWY,KCE,KIE,KOL,KRE,KROO,KWT,KXI,LBJ,LD,LIT,LQD,LTL,LTPZ,LVL,LWC,MBB,MBG,MCRO,MDY,MDYG,MDYV,MFLA,MGC,MGK,MGV,MIDU,MIDZ,MINT,MLN,MLPG,MLPI,MLPS,MNA,MOO,MUB,MUNI,MVV,MXI,MYY,MZZ,NFO,NIB,NLR,NORW,NUGT,NYF,OEF,OIL,OLO,ONEQ,PAF,PAGG,PALL,PBD,PBE,PBJ,PBP,PBS,PBW,PCEF,PCY,PDN,PDP,PEJ,PEK,PEY,PEZ,PFF,PFI,PFM,PGD,PGF,PGJ,PGM,PGX,PHB,PHO,PICB,PID,PIE,PIN,PIO,PIZ,PJP,PKB,PKW,PLND,PLW,PMR,PNQI,PPA,PPLT,PRB,PRF,PRFZ,PRN,PSAU,PSCC,PSCD,PSCE,PSCF,PSCH,PSCI,PSCM,PSCT,PSCU,PSI,PSJ,PSK,PSL,PSP,PSQ,PSR,PST,QABA,QAI,QCLN,QID,QLD,QQEW,QQQ,QQQC,QQXT,QTEC,RALS,RCD,REK,REM,REMX,RETL,REW,REZ,RFG,RFV,RGI,RHS,RJA,RJI,RJN,RJZ,ROLA,ROM,RPG,RPV,RSP,RSX,RTLA,RTM,RWJ,RWK,RWL,RWM,RWO,RWR,RWW,RWX,RXD,RXI,RXL,RYE,RYF,RYH,RYJ,RYT,RYU,RZG,RZV,SAA,SBB,SBM,SCC,SCHA,SCHB,SCHC,SCHE,SCHF,SCHG,SCHH,SCHM,SCHO,SCHP,SCHR,SCHV,SCHX,SCIF,SCIN,SCJ,SCO,SCPB,SCZ,SDD,SDOW,SDP,SDS,SDY,SEA,SEF,SFLA,SGG,SGOL,SH,SHM,SHV,SHY,SIJ,SIL,SIVR,SKF,SLV,SLX,SLY,SLYG,SLYV,SMB,SMDD,SMMU,SMN,SOXL,TAN,TAO,TBF,TBT,TECL,TECS,TFI,THD,TIP,TIPZ,TLH,TLO,TLT,TMF,TMV,TNA,TOK,TQQQ,TUR,TUZ,TVIX,TVIZ,TWM,TYD,TYO,TZA,UAG,UBC,UBG,UBM,UBN,UBR,UBT,UCC,UCI,UCO,UDN,UDOW,UGA,UGE,UGL,UHN,ULE,UMDD,UNG,UNL,UPRO,UPV,UPW,URA,URE,URR,URTY,USCI,USD,USL,USO,UST,USV,UUP,UWM,UXI,UYG,UYM,VAW,VB,VBK,VBR,VCIT,VCLT,VCR,VCSH,VDC,VDE,VEA,VEU,VFH,VGIT,VGK,VGLT,VGSH,VGT,VHT,VIG,VIIX,VIIZ,VIOG,VIOO,VIOV,VIS,VIXM,VIXY,VMBS,VNM,VNQ,VNQI,VO,VOE,VONE,VONG,VONV,VOO,VOOG,VOOV,VOT,VOX,VPL,VPU,VQT,VSS,VT,VTHR,VTI,VTV,VTWG,VTWO,VTWV,VUG,VV,VWO,VXF,VXUS,VXX,VXZ,VYM,WDTI,WIP,WMCR,WMW,WOOD,WPS,WREI,XBI,XES,XHB,XHE,XIV,XLB,XLE,XLF,XLG,XLI,XLK,XLP,XLU,XLV,XLY,XME,XOP,XPH,XPP,XRT,XSD,XTL,XTN,XXV,YANG,YAO,YCL,YCS,YINN,YXI,ZIV,ZROZ,ZSL
99.3794097366,93.6132274275,95.9145965921,90.1879370629,89.0344035518,89.7079276773,92.0554854981,90.2449888641,109.192825112,91.6469158311,112.085159674,86.8389273583,105.313273662,65.1452078946,103.533406755,96.8158070134,109.571391007,104.43768997,98.380995408,100.93307016,103.64010989,102.064220183,101.752228712,77.4108322325,103.532374101,93.712560109,97.6643210061,97.5712480696,116.999201915,49.6886562585,65.6540911318,146.903520209,87.4385859232,99.9433007676,51.8246644295,106.732741857,106.743677802,90.1582083419,97.4082934609,117.502056027,104.94429841,113.521930963,114.242115972,109.090909091,105.679956308,101.677031093,87.5894538606,104.60251046,100.920856147,106.386036961,101.57744588,97.4435884122,79.0039815645,82.4695221331,93.625498008,99.2318771003,91.0659272951,83.5838570417,71.5285520936,87.94489093,94.2857142857,103.34375296,113.127635109,111.986200099,80.172087851,101.882119861,78.5094435937,91.9406392694,106.342059868,97.7685686962,103.816301402,81.8971082717,109.805238415,100.36321927,102.562407009,84.7884788479,104.045155221,94.0700166706,90.0510204082,99.9606918239,104.80787922,68.7699171447,82.2946175637,83.5607810204,97.53532698,101.355275895,99.7496871089,116.813166261,99.2132305716,106.980656013,90.4297994269,112.855675908,98.9505754909,91.8079096045,108.563594344,99.3680614859,101.976695797,94.5008804009,86.3910614525,97.6988823143,122.646766169,140.95371669,94.1280093952,90.8531126777,75.083500334,110.007486898,106.708597114,88.3717050384,89.4445469644,88.1591133856,87.015012673,144.018650089,61.3045565149,107.839467665,92.3531246673,96.5086365307,89.3839383938,112.630918929,86.5981844243,91.3505627345,104.768704671,91.8459747316,71.3744903902,96.6908288686,102.363304094,41.3446475196,91.5612903226,104.074912533,107.204700062,90.1553220649,109.694070352,75.0802384227,104.183006536,95.0745848579,75.917215428,109.10722297,60.1563721658,104.437927664,148.11199589,58.6999022483,89.3929574422,97.2392638037,94.2317944344,104.831118494,80.844402277,77.7048155097,90.0702270129,92.5321071825,77.6026589471,86.3151171861,87.2430249633,97.2087122013,76.5509391007,103.341628155,103.10456621,74.0370363756,102.518547442,106.743592169,99.5907946279,81.3816800796,101.783004552,76.5395894428,105.513574027,121.122994652,89.5393887215,74.8790896159,93.8853503185,106.088682991,94.133555232,73.0487804878,103.609387645,95.5936578171,87.6629889669,70.7807386629,58.0534612748,105.818181818,100.813822461,81.6169393648,58.9390625,63.5935937172,103.352956232,87.8378378378,85.8797412067,107.142857143,95.7909482759,99.4970662196,89.8127753304,102.04568701,82.4691358025,98.6397774687,97.2753151688,103.215513442,131.055209261,89.9749157012,88.427773344,103.907586994,92.806342544,64.3500819224,62.1582733813,96.6894977169,106.9017114,88.8455103179,98.3735277622,93.4752735882,73.6096510988,59.167876149,92.6308786535,123.595981342,55.3981975354,108.914893617,92.6546858039,93.0977814297,88.3808720139,92.824145365,99.1032608696,83.8152287953,47.7762334955,79.5629820051,97.4044700793,96.036988111,97.4633891213,100.074483036,100.927152318,103.780771017,90.8990420044,89.6748581401,94.0477727566,91.14533205,102.080316564,81.7274604267,90.3233475987,85.4080791426,93.1652427589,91.6582406471,110.445632799,99.7934782609,93.9033742331,79.4098360656,96.4702271332,93.9714867617,123.782234957,124.385672636,100.600479185,107.511940947,101.449588923,57.4631268437,87.4014909478,108.749077625,92.286036036,102.541159628,113.297413793,106.556416388,99.8185877756,89.774078478,90.8731365987,83.6853382308,91.6328442086,91.8393782383,94.7184986595,105.687129947,81.8872870249,97.1137194535,104.288531055,124.374535584,105.477043308,102.158162479,101.735357918,99.8585906198,103.572422752,105.348707974,104.496330887,106.532794367,91.2118931125,118.088430858,80.3981623277,90.5861456483,89.3457117595,97.3264655384,89.5544300081,95.6317306234,110.195712954,95.1537147737,79.2713383282,83.3613163197,84.2087570384,81.0443490701,80.8587943848,68.6359990564,116.210886763,73.3338943117,73.8528300876,84.5350600863,104.636246774,108.023882336,98.2129448866,105.189813174,103.361181271,99.5505586919,99.1442723153,102.989503521,101.196196873,98.6910348234,68.9112571898,90.755764304,101.003484321,84.9499615089,95.1465038306,102.593440122,98.9130434783,81.8884982421,91.8815878,73.8178814784,101.662887377,81.04986593,35.0118017309,109.44,55.8034865293,82.8389668123,76.4231286419,107.978920118,94.7914664617,122.897695853,92.5373134328,112.780448718,103.016020377,102.874206794,101.453726754,101.789162785,104.089219331,99.3278694146,73.225984687,103.698781838,108.39601545,99.05408683,77.0663772834,58.5669781931,100.029714739,116.439976345,102.0859375,111.371555274,81.1990407674,100.434492638,94.3921916593,110.422084417,106.870532168,96.5995836225,88.1009938222,88.3931458131,73.1766138855,102.322846222,61.8598274209,64.9831649832,89.1324228029,66.5773968934,106.508533967,104.252815599,99.5147363163,99.2493638677,106.721185791,94.8114901257,90.319689274,87.0959752322,66.0639777469,106.040585182,106.098791683,95.9886739028,97.3666886109,56.2085308057,97.9425465839,106.200076075,90.780141844,104.669887279,109.328358209,80.8463742561,107.508532423,110.292397661,98.5815602837,100.251256281,106.652949246,99.5098039216,97.9580573951,81.8648943918,92.4447316195,100.209497207,101.346982759,98.1929244082,101.049583786,96.6397013068,99.9433427762,91.0222222222,89.9650524214,85.9548072663,129.511677282,100.10130246,109.965371297,74.8211731044,116.848622629,121.798091411,106.108878632,100.751879699,92.3825136612,103.258226617,100.203493302,98.8890513083,97.6706413149,91.1368250102,108.660892738,112.57702066,100.475594493,105.228471797,113.622229573,100.966022652,101.270168211,99.2771841609,109.322389102,87.2053126729,100.113164843,98.4095860566,110.07890223,82.5438596491,84.012345679,110.703319502,71.5458597232,98.8455814328,102.194586686,66.7001893043,67.4243921724,116.212088152,104.373757455,110.337689222,87.2080088988,106.577027027,100.907441016,90.2239369047,109.978448727,84.2619487721,87.7370417193,72.0127034538,128.068671368,69.2265395894,109.592384672,107.223152356,99.1733244563,102.464576157,110.935350757,77.2033898305,90.8912830558,101.492537313,90.5132192846,84.1825431989,110.997732426,103.705147361,105.078636959,102.036334598,79.562920269,103.059886347,97.9941367073,105.964522634,101.331642359,101.721377102,87.0082644628,100.026109661,107.499215563,86.0693464253,91.6206723532,70.7373084874,103.048529677,118.259803922,95.5125566077,94.4330540203,106.75018423,103.817777778,98.1338811847,106.968229368,109.530240377,104.309149838,101.73981811,83.816323982,95.030567157,68.5166498486,101.018062397,103.344982526,88.8336646786,93.2030645955,89.9246058944,105.221668664,108.631291278,102.534998108,100.899820036,110.908877407,108.662700676,101.678979181,103.51934052,80.5074257426,87.0503597122,94.345030916,73.419506463,100.527356625,91.8374356039,63.8969072165,58.128357365,70.6354369985,76.0941176471,104.124094371,67.0970121726,94.5108077361,114.047225147,99.2644950936,123.611404435,89.1996142719,102.594142259,100.0,100.584098224,73.3922651934,89.0966831334,99.2368569813,81.3249869588,99.0704042661,75.1148959178,105.976828385,106.650944994,104.728056753,104.564072557,55.5959963603,101.321585903,80.931015143,59.5312010313,37.1180124224,99.5245641838,70.8416611148,48.9141675284,106.257334004,52.4722502523,109.809264305,115.094036329,109.566338275,110.425967262,118.254610886,125.843784581,129.391036229,207.753925024,31.4943527368,74.6247894103,98.8123515439,115.505464481,87.8434065934,100.512315271,38.7802607076,80.6282722513,68.6594202899,145.144900263,58.7435233161,48.1161695447,85.6709168185,96.7914438503,124.929324081,82.475019216,96.4326812428,78.1177156177,170.935232464,117.392486313,93.2795495843,87.2476089267,98.5693848355,112.900542061,115.12283528,121.440742303,141.710173557,103.879884547,91.381026881,84.343220339,52.6030368764,62.1100032165,98.1640921752,74.5841086246,118.129408075,51.8890483022,104.704397981,92.1669341894,75.5384615385,89.6496248958,91.3117546848,100.793319415,99.2440349634,133.131854593,99.4410061889,99.4301344883,92.1448232056,97.5444194731,78.4347086346,76.8618533258,97.6459510358,100.995346432,102.546447439,99.387726043,106.717171717,116.038229903,109.317460317,101.916645228,112.4325054,97.1508477539,89.936941671,90.4781117611,90.9893992933,107.868906456,89.2898272553,125.061914201,100.429042904,108.099022005,108.910891089,104.6237534,78.4916606236,96.6933867735,107.605990819,105.873805946,105.875170513,100.699606471,96.66713741,77.3017717107,103.208329202,83.2135306554,106.710480802,93.5781618225,101.844132879,101.197711834,103.837748344,106.047411708,100.775193798,103.300330033,107.21048321,100.316439968,102.295573893,100.061747453,90.0050907857,108.678201733,119.188159178,88.9895607642,96.0088247092,103.781998348,103.140520012,99.6486519889,103.547672504,100.632742015,97.7141306125,107.342166797,103.444297956,93.9227685166,101.519599378,90.5639987549,79.1219204043,98.1735159817,107.42081448,83.8029518881,101.290214477,87.7708641975,111.96392254,84.9708576187,89.9687233438,107.497627333,125.175183075,92.897065673,110.766629087,104.476130106,65.9307651874,96.1587708067,97.3066122032,88.8016698349,105.514157973,101.734480606,109.104675374,111.764705882,109.60787377,109.219858156,109.308849783,74.2904381372,100.524418224,119.956616052,80.9137604758,118.855630218,86.9737493809,87.1757129715,96.4698843239,102.705882353,76.2297409326,91.8545454545,101.077528959,94.0282979609,50.205338809,91.4932680539,87.2426472998,156.586243069,33.0810810811
99.1179709738,93.7104879235,95.0523506467,89.0734265734,88.6230008399,88.8386648122,92.1185372005,88.5082405345,109.730941704,88.8878760255,116.030056356,90.9547306863,105.065701771,57.5640334982,103.513215859,96.9233084647,108.703655009,103.951367781,97.8415519787,100.680737484,103.23489011,101.769331586,101.291115893,76.2219286658,104.839764552,91.3820551115,97.3198083545,97.2704117447,116.480446927,50.9250067683,59.4316511514,145.769230769,88.5416862752,99.9214933706,52.2231543624,106.429265921,106.837652201,89.3568933635,97.4880382775,116.575430481,104.531230442,108.279262912,127.16785351,115.31338227,105.930092845,102.306347614,87.3069679849,104.507417269,100.920856147,106.180698152,100.453096157,96.5737917074,79.5205886369,83.7733880957,92.9172200089,98.8958233317,93.1903881701,81.9554007231,70.7929228115,88.0022962113,92.4812030075,103.05958132,112.054426984,112.065056678,77.6063386155,101.684001981,75.9571209801,92.7876712329,106.149162861,98.6292636277,103.422908823,81.8090114324,109.301544661,100.229401644,102.231773847,84.5634563456,104.045155221,94.427244582,89.0873015873,100.039308176,105.099462191,67.8138942001,82.1246458924,78.8705390213,94.2819585935,97.4185221039,94.4931163955,112.717411633,92.774566474,106.22371741,92.0914040115,112.193182947,100.981719702,100.988700565,108.503662501,98.633646456,102.975447357,93.7514108989,85.1173184358,96.3418803419,119.104477612,133.076203834,93.5779996085,90.7231368369,77.3553774215,109.907661592,106.387532827,85.2852852853,87.7837239343,86.0242060813,84.9678299864,144.018650089,62.3588540422,107.693907257,90.7971884812,95.4564498346,94.5269526953,114.024291122,86.9087434305,90.2459358066,105.088121454,90.4014488379,74.0535818288,99.9848723605,107.480506823,40.2088772846,91.4431239389,104.177814365,107.2570604,89.102329831,109.849246231,86.7721228794,103.431372549,95.159020546,72.5682031985,109.286675639,59.1347537138,102.795698925,146.044181865,59.8240469208,89.3497515662,97.2392638037,93.6773643246,105.607419712,80.1707779886,78.6429018136,89.0413196146,91.3270968765,75.7908223437,88.3672475801,86.0866372981,98.4140410235,74.2174160501,108.389619623,97.9452054795,75.3583099698,102.596641937,105.484725244,99.6782316732,81.3816800796,101.136949924,75.3246753247,104.673943465,121.524064171,92.0792079208,74.2816500711,92.3142250531,106.0445621,92.0532556688,75.4674796748,103.417858106,93.5287610619,84.1858910064,66.8770453483,61.5490061686,106.095867769,100.632277451,81.5303176131,59.8046875,62.8280009385,103.916048119,86.8018018018,84.3305114088,106.95970696,96.6336206897,99.3400391171,89.0693832599,101.909307876,80.9135802469,98.8317107093,96.0959739732,104.054649625,129.853072128,87.80768283,90.263367917,103.907586994,92.4062692583,62.0985800109,67.9136690647,96.00456621,106.636117086,87.5069715561,97.9809310151,89.6508335955,69.680132152,61.7319787131,92.3525240182,120.093290276,58.8192017657,104.170212766,93.0888915692,92.7554094769,86.862574936,92.1847859563,99.4470108696,83.9925327206,47.7414871438,79.6915167095,93.655371305,92.4438573316,93.4335774059,100.06022887,99.7086092715,103.58569438,89.5725865881,88.358874897,94.0219496449,88.3902791145,101.220089177,79.6971782519,88.9443651926,85.4080791426,92.4567618254,91.3549039434,110.160427807,98.4456521739,94.1334355828,79.0491803279,97.1147943524,95.8859470468,120.343839542,123.948354852,98.2270140761,108.85801129,101.839030723,59.4690265487,86.4749733759,108.397098181,90.8783783784,107.015032212,113.017241379,106.582655348,99.0092101591,88.4898929845,88.4849406754,82.5528007346,91.1330003122,89.9179620035,93.9410187668,105.157369897,82.752293578,97.4793149894,102.990469931,122.845150536,104.298274178,101.880684446,101.652721826,100.011784115,103.256936068,105.779383162,105.336891261,106.584952406,91.2307113286,117.270477552,83.5885655947,92.2202486679,91.0551134689,95.6340446407,93.7328838672,95.0705293493,109.692451072,95.1537147737,78.6579991186,80.1712558764,82.4859231868,81.0979971388,76.073492981,66.7610285445,111.961270516,71.598367553,73.1831453752,78.1122389453,104.817376565,106.477355468,98.1022913192,105.354565642,102.943462211,99.8782475181,99.3761197176,102.528898534,101.173066314,97.4314645592,68.3922213092,90.3287788215,102.954703833,86.4126250962,95.2396378302,100.915331808,99.5341614907,81.7679558011,92.1282798834,74.024365063,103.552532124,77.9091836252,39.2604248623,109.312,55.6946645536,76.6091821875,75.6163155536,107.257766272,94.7914664617,122.322580645,91.2394548994,111.753376832,103.025542146,102.813736469,100.63698931,101.789162785,103.820456144,99.2772881588,73.225984687,103.277962348,107.521854035,99.1751152074,77.1387230964,58.6708203531,99.9207606973,116.374926079,101.627604167,110.357934748,88.0095923261,100.584059132,94.1969831411,113.282656531,106.989674345,96.5440666204,86.5699704539,88.5548011639,73.3008526188,101.37018524,61.1236816874,64.1227085672,85.7482185273,59.132297804,106.441147874,103.78214826,93.7700706487,94.5286259542,106.188163995,94.3806104129,90.0209142516,83.7151702786,68.0806675939,105.99339311,105.667057027,95.6583294007,96.7741935484,58.7677725118,97.2437888199,105.020920502,89.7005516154,103.444309591,110.447761194,76.5263389905,107.281001138,110.955165692,98.2269503546,99.4472361809,106.104252401,99.5098039216,97.2958057395,82.5564457393,88.5404070707,99.8603351955,100.754310345,98.9055739374,98.6608758596,96.2663347853,100.113314448,92.0444444444,90.2646030954,84.5369960124,124.585987261,100.651230101,110.003847634,73.8912732475,116.281738736,121.752887996,106.62503394,100.45112782,88.043715847,103.177176204,100.288282177,99.4006724163,98.4821140831,87.6305318717,107.361758827,114.425516491,98.5231539424,105.807843975,112.801521667,102.066622252,102.334363199,99.8428661219,110.093258819,88.5445489762,98.023387401,97.8649237473,109.708404803,82.0175438596,84.6913580247,111.332987552,71.8508092892,100.518885001,101.755669349,69.1558211074,68.5906305594,114.335588043,104.532803181,109.423383793,85.8865406007,106.243243243,101.161524501,90.7801014573,110.309041073,83.6065487193,87.4841972187,71.1790393013,130.84853291,70.4362170088,111.081278985,106.888304233,99.6726586773,102.034873397,111.348005502,76.8644067797,88.0509304603,96.8792401628,86.0031104199,84.1825431989,109.169501134,103.272050066,105.406290957,102.076262727,76.5369836695,103.32216232,97.1038419997,106.724334434,101.268230818,101.901521217,86.9090909091,100.313315927,108.649827424,85.1899355631,91.0687405921,70.5081379416,102.43550424,118.878151261,94.1429943735,94.4122541154,106.705969049,103.822222222,98.8871768533,106.398682681,109.651743672,105.110944902,102.65717675,83.5587595772,95.4570216419,67.5832492432,101.122058019,102.939340989,87.210072896,92.6407534969,88.8276216587,104.742385067,109.807940484,102.610669694,100.913817237,110.439173321,108.628066172,101.672263264,103.138871275,84.900990099,90.9241837299,92.9732607182,82.3501762632,100.296638102,90.2804808243,63.426443299,58.6089906701,70.9824333116,76.5176470588,104.365595393,66.5437108078,93.9988623436,112.212362761,93.2497763412,120.11967617,89.5371263259,102.175732218,99.9818511797,100.596018596,74.1436464088,85.0741002117,93.1034482759,80.4034081029,93.0402824818,74.3444174101,106.154960174,106.650944994,105.443455279,104.330017554,55.7324840764,101.211453744,81.4918676388,63.0643415941,41.1925465839,97.93977813,71.4634687986,49.6639089969,103.876163916,53.8849646821,109.900090827,111.203986497,108.949452168,109.933035714,117.71479982,124.990778311,128.377931946,203.396347325,32.3153779322,75.1061371841,96.6983372922,112.807832423,89.9381868132,100.433497537,39.6880819367,78.4071077265,68.455615942,144.467444486,59.1968911917,47.9853479853,84.729811779,96.7914438503,117.861732203,81.0914681015,92.3475258918,77.2435897436,168.503090567,117.047385312,90.6517270309,78.232376904,97.2818311874,111.957081103,110.85380588,120.919443273,133.949484972,99.7446714032,87.4697767032,84.2584745763,55.3145336226,63.9279511097,97.1638389466,72.7621322605,117.65965823,49.9760879962,106.182408075,86.7736757624,76.0,86.6907474298,95.3364565588,95.9707724426,93.9050318923,132.767281998,93.9109602715,100.888990198,92.5047639212,96.8353091206,79.3563022827,76.2175478492,97.4223163842,101.124612203,102.214044043,100.0,106.300505051,114.313956533,109.619047619,101.78801132,112.297516199,95.4203810523,88.7808723069,89.5097841436,91.6769729093,107.773221344,87.9846449136,124.152248427,100.511551155,107.273838631,108.877328411,104.279238441,83.2922407542,95.7790581162,107.59053463,106.215841156,106.552451088,100.510129719,95.2831520972,82.0795817601,103.202776401,74.9682875264,107.834659287,92.8122545169,101.768346596,101.769753307,103.443708609,105.456539268,100.876306033,102.937293729,106.322686323,100.318096721,101.84396099,100.092621179,88.9190565077,108.360006306,119.117256049,87.7792003151,95.3650220618,103.545499587,102.789950336,99.7369303837,102.746894178,100.817150785,99.3173026709,106.500389712,103.07185234,93.4374340578,101.519599378,89.6242944877,84.0018951358,97.5939585529,107.307466063,83.8796243052,99.7151474531,87.5061728395,111.254913625,85.4308909242,89.6787034404,108.668142993,125.398556444,90.0558919422,113.303269448,104.706771856,62.7018097169,95.6978233035,95.570589737,89.527749823,104.939322972,101.191607177,107.968957032,111.764705882,109.514138416,109.370755998,109.563886764,73.0504271149,99.1805965257,117.071583514,81.2652068127,119.812665445,88.4431236586,87.7276908924,100.518548065,101.852941176,73.6560621762,91.7090909091,105.010374922,90.6783187682,52.135523614,91.4348931362,87.7670208373,154.817922973,37.7297297297
