AAXJ,ACWI,ACWX,ADRA,ADRD,ADRE,ADRU,ADZ,AFK,AGA,AGF,AGG,AIA,AUSE,AXJL,AYT,BAL,BDD,BIL,BIV,BJK,BKF,BLV,BND,BOM,BOS,BSV,BWV,BWX,BZF,CGW,CIU,CMF,CNY,COW,CSD,CSJ,CUT,CVY,CWI,CYB,CZA,DAG,DBA,DBB,DBC,DBE,DBO,DBP,DBS,DBV,DDG,DDM,DDP,DEE,DEF,DEM,DES,DEW,DFE,DFJ,DGL,DGP,DGS,DGT,DGZ,DHS,DIA,DIG,DIM,DJP,DLN,DLS,DNL,DOD,DOG,DOL,DON,DOO,DRR,DRW,DSI,DTD,DTH,DTN,DTO,ECH,EDV,EEB,EEH,EEM,EES,EEV,EFA,EFG,EFU,EFV,EFZ,EIS,EMB,ENY,EPI,EPP,EPS,ERO,FAB,FAD,FAN,FBT,FCG,FDD,FDL,FDM,FDN,FEU,FEX,FEZ,FFR,FGD,FIW,FLM,FNI,FNX,GAZ,GBB,GBF,GCC,GCE,GDX,GEX,GII,GLD,GMF,GMM,GRI,GRN,GRU,GSC,GSG,GSP,GSY,GULF,GVI,GWL,GWX,GXC,HAO,HAP,HGI,HYG,IAI,IAK,IAT,IAU,IBB,ICF,ICI,ICLN,IDHQ,IDU,IDV,IEF,IEI,IEO,IEV,IEZ,IFEU,IFGL,IGE,IGF,IGM,IGN,IGV,IHE,IHF,IHI,IJH,IJJ,IJK,IJR,IJS,IJT,ILF,INP,INR,IOO,IPE,JEM,JJA,JJC,JJE,JJG,JJM,JJN,JJP,JJS,JJT,JJU,JKD,JKE,JKF,JKG,JKH,JKI,JKJ,JKK,JKL,JNK,JO,JXI,JYN,KBE,KCE,KIE,KOL,KRE,KWT,KXI,LD,LQD,LTL,LVL,MBB,MDY,MDYG,MDYV,MGC,MGK,MGV,MLN,MOO,MUB,MVV,MXI,MYY,MZZ,NFO,NIB,NLR,NYF,OEF,OIL,OLO,ONEQ,PAF,PAGG,PBD,PBE,PBJ,PBP,PBS,PBW,PCY,PDN,PDP,PEJ,PEY,PEZ,PFF,PFI,PFM,PGD,PGF,PGJ,PGM,PGX,PHB,PHO,PID,PIE,PIN,PIO,PIZ,PJP,PKB,PKW,PLW,PMR,PNQI,PPA,PRF,PRFZ,PRN,PSAU,PSI,PSJ,PSL,PSP,PSQ,PST,QCLN,QID,QLD,QQEW,QQQ,QQXT,QTEC,RCD,REM,REW,REZ,RFG,RFV,RGI,RHS,RJA,RJI,RJN,RJZ,ROM,RPG,RPV,RSP,RSX,RTM,RWJ,RWK,RWL,RWM,RWO,RWR,RWX,RXD,RXI,RXL,RYE,RYF,RYH,RYJ,RYT,RYU,RZG,RZV,SAA,SBB,SCC,SCJ,SCZ,SDD,SDP,SDS,SDY,SEF,SGG,SH,SHM,SHV,SHY,SIJ,SKF,SLV,SLX,SLY,SLYG,SLYV,SMB,SMN,TAN,TAO,TBT,TFI,THD,TIP,TLH,TLO,TLT,TOK,TUR,TWM,UAG,UBC,UBG,UBM,UBN,UCC,UCI,UDN,UGA,UGE,UHN,UNG,UPW,URE,URR,USD,USL,USO,USV,UUP,UWM,UXI,UYG,UYM,VAW,VB,VBK,VBR,VCR,VDC,VDE,VEA,VEU,VFH,VGK,VGT,VHT,VIG,VIS,VNQ,VO,VOE,VOT,VOX,VPL,VPU,VT,VTI,VTV,VUG,VV,VWO,VXF,VYM,WIP,WMCR,WMW,WOOD,WPS,XBI,XES,XHB,XLB,XLE,XLF,XLG,XLI,XLK,XLP,XLU,XLV,XLY,XME,XOP,XPH,XRT,XSD
161.436330718,126.266015863,130.057989691,124.635725038,110.643116883,155.608504399,119.73998872,93.4389140271,115.265998458,89.9037433155,98.6444855206,110.702518865,144.84380803,142.737472712,130.873633581,104.993297587,99.6354503966,125.201612903,100.087298123,113.327649901,147.5715011,178.495209369,117.383308271,107.143825771,53.471762269,72.4921852799,107.652789006,112.252964427,116.63354531,130.947680158,106.160287081,114.787305874,119.755515275,102.052085967,76.0875588806,131.0997815,108.291562239,149.190219658,115.692934783,130.642434489,100.157977883,132.886723508,91.7599186165,96.9447708578,118.158308339,84.5437616387,81.2332439678,89.0761021205,138.219895288,184.244186047,109.426038264,47.0095288984,112.449683726,119.642857143,134.170854271,111.714285714,141.49122807,107.263513514,108.533333333,118.884664132,124.793135152,129.810671256,159.048656965,160.632675268,108.569166832,70.3227931489,100.85875037,112.737034499,114.46143617,128.018041921,93.2477413219,104.039931368,123.693082789,121.048492792,100.687182552,67.976233782,112.676056338,117.237030668,107.614996508,75.3623574144,127.994734533,113.354210938,106.409574468,108.873107736,101.378579003,119.412039197,155.006097561,100.099235884,162.944526032,117.741935484,163.319672131,140.321407721,9.54272863568,123.949674231,119.813416259,25.696226297,128.610489684,52.5683730715,141.907187323,134.819808141,121.904621941,179.055566348,156.841311723,114.268292683,110.567194095,129.885057471,119.82016632,115.467625899,140.145763741,126.19047619,116.861588862,95.7122093023,111.139564661,156.875879161,117.848817849,121.985417835,125.367316342,114.758925285,135.046439628,117.455242967,148.138552003,159.008654603,129.177911563,39.5568008151,93.343412527,110.761017481,104.385554469,127.024859663,222.637159982,94.2083490034,107.232704403,133.195181971,161.543305025,156.132653061,107.275862069,62.7132555121,94.1712204007,84.5376269702,75.629832876,73.2324485239,99.64,90.1214128035,107.714169712,124.843096234,137.986148109,165.464895636,194.206349206,141.068736142,134.032634033,122.485714286,127.149512918,119.15034662,73.6198462614,133.627629187,115.490508622,92.6735711546,99.3274029074,88.1520897833,136.617572372,107.249014255,141.747658989,104.400227402,102.543691097,138.849673203,122.571428571,135.185185185,107.252425355,126.580698835,138.027597403,117.777430556,133.315522308,144.144144144,127.381631489,126.35009754,114.880472737,107.741935484,127.733236152,122.350230415,131.709446482,115.608064166,112.840236686,116.810982049,168.663421939,179.588182632,115.283298724,113.582639023,110.03257329,104.199103562,101.012595703,130.023094688,61.0141114566,92.6430517711,115.107913669,178.396946565,140.934987593,121.224489796,110.331753555,78.2521489971,112.267052651,120.972780009,104.857464031,126.113046845,124.917232967,122.457947614,127.550644567,121.968229368,124.771993853,117.705426357,104.454401687,104.196428571,112.94076782,83.475177305,125.165562914,137.998495109,168.971958638,68.1118441722,81.0486073184,113.730631955,148.897243108,122.267968474,115.78877193,129.751147842,105.399269569,127.294517128,138.253382534,113.534617387,113.182789136,118.704084455,108.171571697,121.623402293,156.739562624,114.734970552,134.48630137,152.384716733,55.7351532567,24.1029179811,138.507625272,144.47079751,152.037037037,108.576365731,110.588497548,57.2096284179,90.5415162455,125.260339185,152.607855763,155.619412516,121.293604651,116.494845361,108.513931889,109.897241752,141.85136897,104.803073967,148.873873874,162.048636699,120.251322751,139.200863931,83.5853131749,126.284970722,126.914893617,101.30832465,102.028790302,99.6178600161,121.120363361,151.763951251,148.056066176,110.016286645,108.703703704,123.520710059,118.610634648,144.461382114,167.96875,144.881244881,141.368821293,116.954787234,113.041853513,119.995117188,104.622963244,133.163698049,153.457344452,118.946598391,132.098424108,145.436280138,112.091836735,213.741534989,121.963070943,145.984858626,110.324616772,79.6915167095,61.6681800493,76.5663613897,114.157894737,32.1875,150.322807018,140.449438202,131.517027864,134.742880429,148.812260536,141.86808685,106.035087719,26.3274763468,89.7110193712,149.256110521,130.242718447,116.311061202,117.14770798,93.864229765,90.7944514502,69.1526206419,133.984962406,158.088495575,132.708333333,130.116472546,128.873720137,185.582822086,142.9889033,147.404255319,139.892344498,118.740629685,48.4474017744,105.373134328,97.1129170231,121.522300903,42.46363355,127.888905447,112.961038961,136.506622517,105.072454367,122.094388354,135.789473684,138.585526316,114.540214828,131.326139923,153.100436681,107.863935625,45.1682761364,29.2598967298,126.658543746,140.076335878,27.6870489935,25.1697106032,40.489626556,105.312868949,53.6134247918,148.735119048,63.4135166094,106.277827248,99.8821396192,99.9761620977,24.0533749242,17.6192236599,188.94907909,167.122455181,128.603716725,132.589357917,122.303110523,107.5625,12.5132791462,81.4876033058,185.069537376,72.3077164909,118.144116122,169.807692308,107.667330051,107.194802676,105.55741591,102.16256525,121.005706983,195.304475422,25.3829727973,114.348264278,96.6777408638,141.539970574,111.044055522,72.9916214884,136.771300448,108.872901679,108.009241432,97.6847729297,116.959944606,75.0090521314,37.777053455,106.794051257,48.9238410596,115.508943089,153.942001512,83.7669557483,62.5905339397,184.570110213,89.3784421715,110.391945343,105.77351761,59.0513068732,133.842592593,126.674477641,124.160631995,128.647097771,119.709953856,132.162001191,111.277428134,122.875720408,124.303132755,132.746051033,99.3953260337,118.361045131,133.079947575,110.903306247,114.99238965,110.0,97.6352308128,127.000879507,126.625659051,127.426043683,123.949919596,127.089337176,107.665444386,125.864617204,116.738197425,110.669505559,120.225798703,115.572410524,158.685258964,124.881376038,107.369027058,120.95580461,102.54180602,137.398373984,114.886224921,129.023173479,97.6923032544,144.091360477,109.789702683,122.330097087,122.246408359,99.2827630471,109.231853418,112.691001698,127.085852479,106.622788976,106.712878511,110.651340996,125.0,158.951235805,133.168642951,134.539156627,154.989010989,143.852316266
154.797827399,120.103721782,123.453608247,117.912694431,105.857662338,146.933284457,114.980259447,99.7737556561,109.040092521,92.2352941176,99.2298213185,111.191412477,140.004426721,131.289028786,122.119588981,103.395889187,97.2642057288,109.879032258,100.065473592,114.421710713,141.648333051,166.096885785,120.285714286,107.63201432,57.5216945592,79.3975561239,107.989760172,109.011857708,115.977742448,127.788746298,102.449760766,116.317803286,120.47393784,102.149178255,73.455250762,123.670793882,108.406432749,141.36049906,111.277173913,124.049027895,100.157977883,129.171741778,88.6063072228,96.0830395613,109.830245271,80.8193668529,78.9209115282,85.6236049107,130.47868362,167.73255814,106.112925805,50.3553299492,103.939045428,124.829931973,146.995848809,109.136212625,134.883040936,101.717342342,103.973333333,112.959442332,122.099295127,123.95869191,145.393935509,153.011814084,104.341975064,73.7154150198,95.6766360675,108.361891707,99.0691489362,121.013531441,89.0870185449,99.5424530754,117.973856209,115.622542595,99.1933074395,70.7772523342,108.203607611,110.633419318,102.171210719,76.825095057,121.017990347,108.628788726,101.515957447,104.369076803,97.0042417815,128.604759683,150.770218228,106.232013496,152.940564464,112.170087977,155.163934426,130.93216433,10.6746626687,118.310492024,114.571301644,28.3309343513,121.998508576,55.2419354839,136.219298246,132.525278714,108.45690352,174.156876325,145.533358462,109.390243902,109.699924837,123.829885057,113.40956341,112.877697842,136.349832979,114.069264069,108.687141687,93.8226744186,105.313700384,148.90481613,113.253413253,115.98429613,119.010494753,107.949944792,128.359133127,111.572890026,139.912532157,150.118017309,122.214033631,39.3020886398,92.3974082073,111.74500157,99.6214215832,123.015236568,197.14153988,90.2971041745,102.93081761,127.405776454,152.831972846,148.06122449,102.424827586,58.3294162918,86.3387978142,81.7643916586,72.5118483412,70.2307119821,99.7218,86.0927152318,107.937474624,119.089958159,130.10122536,152.632827324,178.968253968,132.0,127.63014763,119.171428571,120.626853028,113.843154246,70.1956673655,127.784990911,113.954499348,87.8979670119,98.1774788457,84.8684210526,130.184526833,104.352441614,132.916167399,105.480386583,103.147588983,126.535947712,117.619047619,122.881355932,101.173484442,118.053244592,126.095779221,112.724305556,126.930269837,135.438261791,120.308043354,123.257363087,110.018802041,105.204301075,120.590379009,115.975422427,123.9741575,109.104704097,106.41025641,110.285110876,158.143017596,172.127723068,110.827350934,108.874249177,110.141150923,109.801840057,97.8513213139,121.511052458,58.7180100454,85.4842704979,107.619032047,164.096692112,132.555831266,125.442176871,107.061611374,74.2406876791,107.490501176,116.376617581,100.416535322,118.950832365,118.574664576,115.808119401,119.567587477,116.388996513,117.07645025,115.627906977,99.6837111228,102.321428571,113.02590333,78.6524822695,117.691579943,130.963130173,154.815567772,64.0904806786,76.8978700164,110.896493806,141.879699248,122.856134572,113.543859649,123.140495868,105.409140263,120.213722161,130.263222632,108.526808954,108.330790357,114.19519292,103.224796493,125.168006325,147.793240557,116.257361929,120.239726027,139.868247694,59.0038314176,27.0701892744,130.610021786,135.745627038,140.555555556,108.631944865,106.06330807,55.2231829867,87.3732851986,120.172567688,141.339343207,145.593869732,114.726744186,113.058419244,105.572755418,105.624661979,136.63494133,98.3669548511,147.184684685,151.731761238,112.5,133.369330454,79.373650108,120.039037085,125.780141844,96.4854694917,98.1564104723,99.2558326629,117.940953823,141.821680564,142.233455882,109.527687296,106.605555556,117.01183432,112.607204117,134.959349593,161.015625,137.182637183,130.646387833,113.497340426,108.464125561,114.624023438,106.593406593,125.869380831,145.606157793,114.191660571,124.860105059,134.988518944,106.581632653,189.390519187,114.480077745,139.514821591,106.672678088,76.2922022279,64.0809443508,75.0399767408,106.819866568,34.7727272727,139.387134503,134.501872659,126.563467492,130.0879269,140.950191571,134.412126178,104.49122807,29.0596640278,85.6462369006,139.612114772,122.233009709,112.88601909,113.822459374,89.2950391645,86.6330390921,66.7282382822,126.535338346,143.85840708,125.966666667,121.07598447,122.559726962,164.110429448,134.572705001,137.361702128,131.399521531,112.683658171,51.4047317279,100.318631561,92.130025663,116.991643454,44.4643686165,121.532477091,107.194805195,124.844370861,99.5472412854,119.182906786,129.473684211,131.506578947,111.280324862,123.397145841,140.043668122,96.342355523,47.9194749519,32.0413080895,123.182618908,132.099236641,31.1906570452,26.5900760148,44.387966805,101.251475797,57.1288584027,166.319444444,66.4375715922,106.723063224,99.8730734361,100.143027414,26.5401611645,19.9630314233,171.397616468,152.841081738,120.768458061,124.553776484,116.037943966,108.624375,14.8355856412,75.5371900826,173.174334116,68.2207586023,120.11404873,161.807692308,107.803498481,109.366818578,108.272651081,105.475657825,116.247055584,179.016874541,28.6417231455,113.773796193,94.5271317829,134.330554193,104.508147254,69.2952193199,126.905829596,104.375899281,107.239122064,94.8352626892,111.143558171,71.7694193978,37.1251629726,101.489043501,44.3708609272,113.756097561,136.902416426,80.6092950856,60.4177193869,169.713073478,90.0865460268,98.4458028687,95.9284440481,52.5653436592,114.305555556,118.570591681,117.267061663,121.761200618,112.656558998,125.22334723,108.657935023,113.551056598,118.800129482,126.366950182,93.6427520837,113.087885986,126.631716907,107.893718561,110.299340436,104.559471366,92.7735296894,119.722955145,119.039250146,120.569532762,121.548357455,120.268972142,104.749432513,120.218740763,111.287553648,105.441211261,115.397549844,110.405309315,150.0,117.971530249,102.446747265,118.693169803,97.7719063545,132.655826558,109.017496635,122.264242034,98.9615364645,131.132075472,103.40826686,114.990291262,113.125816282,93.0939869229,104.989971269,107.59762309,122.430471584,104.113533525,104.049616928,107.85440613,119.289568345,144.388777555,121.574440053,130.421686747,144.21978022,135.179380007
156.276403138,122.78828554,126.481958763,122.478675364,109.454545455,146.627565982,118.330513254,99.3212669683,110.026985351,91.5294117647,97.0425138632,111.372090552,141.805126743,134.005178454,125.120244862,101.608579088,98.2368447457,111.89516129,100.109122654,114.265274226,145.653522875,166.665989163,119.923308271,107.754061458,56.2139039238,80.5058255186,107.745621126,110.592885375,115.679650238,126.357354393,104.844497608,116.419086203,121.137097131,102.247787611,74.3973399834,124.763292061,108.949456976,145.020042383,112.975543478,127.092138631,100.236966825,130.389768575,91.8616480163,96.9839404622,111.458287675,79.5158286778,75.6367292225,82.275390625,129.244577412,166.395348837,105.786280915,49.1049959925,108.079355952,127.891439909,153.877867599,110.07751938,136.373976608,104.166666667,105.973333333,115.766793409,127.95004597,122.409638554,142.252708507,154.282605316,106.629922818,74.8353096179,98.1640509328,110.50948138,105.053191489,125.603608384,88.825487399,101.36224198,120.234204793,117.240104849,97.6023304452,69.4798108403,110.896960712,113.447979364,105.169201133,75.969581749,122.860903905,110.72586959,103.75,106.021633097,99.2841993637,142.059418261,152.118100128,102.987000099,151.860136614,112.170087977,156.106557377,135.200188461,10.5847076462,121.882722984,118.147490004,26.7225733776,125.835446184,53.5764375877,135.823429542,132.253046409,110.80902344,171.623071141,149.264983038,111.097560976,110.374467593,128.114942529,115.910602911,115.697841727,142.423322199,116.738816739,110.401310401,96.0755813953,108.258642766,151.651148771,116.676656677,118.62030286,122.75862069,111.814501288,131.207430341,115.47314578,145.277471518,152.871754524,124.610753581,40.8303616913,93.8228941685,111.420496179,99.4938108809,126.42181235,198.57076994,94.7348627303,104.435220126,125.631394897,154.637430292,148.744897959,106.034482759,61.105847798,89.7723132969,79.3902566317,72.9608381142,68.5189779211,99.68,85.8366445916,107.795371498,122.228033473,134.363345765,158.562618596,185.952380952,135.222616408,129.448329448,122.557142857,120.584498094,113.171577123,72.0125786164,126.110101272,117.026517896,91.4844649022,97.6350618355,88.8157894737,131.659048586,106.839551107,135.889584165,104.809550881,102.653490713,129.882352941,120.634920635,126.625863151,104.948826693,122.212978369,129.261363636,114.791666667,129.842372429,139.689984102,122.076440388,123.947280773,113.671770078,106.946236559,123.505830904,118.855798771,126.418718352,112.486451333,110.276134122,113.136219641,154.511418944,169.471799463,113.408484129,111.567525673,109.728555917,105.531965086,99.0121017535,124.777301221,57.5938770629,87.8375030964,108.306082407,160.305343511,131.017369727,123.646258503,107.993680885,74.3553008596,109.390265967,117.626059795,102.656825251,122.435152923,120.97926468,118.491383417,122.909760589,119.527314994,120.341913177,118.945736434,97.4380600949,104.205357143,110.812380065,81.2056737589,118.511510564,131.07599699,160.935811944,66.1011624254,82.5232113599,110.988452656,145.488721805,125.773438419,118.561403509,123.485766758,105.458493732,123.079996005,133.382287823,110.983862572,110.283796155,115.547860381,105.385097057,124.192910792,151.928429423,117.013001445,126.095890411,145.085638999,57.8424329502,25.9858044164,133.660130719,139.383338275,145.37037037,108.126680006,108.06954971,52.255199813,83.7545126354,122.552811663,145.159690921,151.079182631,119.840116279,115.463917526,106.656346749,106.652244456,135.462842243,103.266090298,146.903153153,156.079587325,114.947089947,135.745140389,80.5615550756,122.186076773,129.787234043,96.5381498205,99.5875073659,100.82461786,121.120363361,147.979474022,141.268382353,108.957654723,108.812345679,122.337278107,115.180102916,138.414634146,160.62578125,141.277641278,135.668441065,113.829787234,111.547085202,117.21496582,105.532398636,127.735368957,147.930724824,116.971470373,127.37074924,139.580941447,109.183673469,197.770880361,121.574344023,142.136302114,106.142470694,78.529562982,62.9134777533,76.4849542085,113.194959229,33.5653409091,145.293567251,137.602996255,129.102167183,132.909110857,144.137931034,135.4362966,106.385964912,27.9107935895,88.5042870753,142.507970244,126.165048544,115.553060079,113.946155712,90.6005221932,85.8764186633,63.9575155853,127.067669173,150.300884956,128.375,123.460898502,125.017064846,164.72392638,138.809626747,142.014184397,135.227272727,115.682158921,49.9621620194,103.464698977,95.872540633,117.99845622,43.5365727845,124.999619831,109.938701299,127.959437086,101.81168351,121.183376379,131.719298246,135.296052632,114.383023317,126.731639401,149.301310044,102.414045355,46.5494000398,31.4354561102,129.359953024,137.022900763,29.557538929,25.4516949128,42.8526970954,102.809917355,56.1366976972,163.020833333,65.2119129439,106.945681211,99.8821396192,100.047675805,24.9805042891,19.3641404806,170.530877573,158.523245214,124.635861376,128.206372311,118.729318332,108.625,13.9461916644,81.9008264463,177.040275176,70.0913277897,120.165889062,159.465384615,107.195977794,108.513526617,107.213194772,104.378395654,118.932294588,181.878209831,27.063411011,109.742441209,93.0786267996,133.913683178,105.552202776,67.5702316412,129.461883408,102.997601918,107.624181748,89.5221133868,112.042207939,68.5018207295,39.0156453716,105.710012726,48.178807947,115.479674797,148.191141546,77.0736046253,57.2679804615,167.49880358,89.7324940991,105.118063047,102.466562639,54.8886737657,122.453703704,122.437024019,120.342330481,125.071728095,115.798725555,127.784395473,108.096615071,116.787350377,122.828471748,129.526123937,95.440431443,116.318289786,129.541284404,109.11905069,111.593099949,108.700440529,96.4080052865,122.647317502,122.173403632,123.1960188,124.236158971,125.480307397,107.159071067,122.524386639,113.497854077,107.854270168,116.886860437,112.585920834,151.115537849,121.174377224,104.548071387,118.735462043,100.0,136.856368564,111.834486212,123.913743161,102.826928513,133.61469712,107.976794779,118.601941748,116.586852416,95.0483372779,106.873746409,110.908319185,124.425634825,103.825586179,106.530463335,109.310344828,121.31294964,151.20240481,124.53886693,130.271084337,147.120879121,142.041100662
158.449004225,125.838926174,129.671391753,125.905669844,112.0,149.670087977,121.207557812,97.0305429864,112.721665382,91.0588235294,100.092421442,110.787543841,145.33149762,134.741331167,126.672496721,102.680965147,101.186382446,118.677419355,100.065473592,113.100312589,148.24787048,169.511506051,118.165413534,107.265872908,51.0460215743,78.7723785166,107.599029911,115.019762846,115.620031797,125.518262586,108.104066986,115.732613099,120.750254211,101.871049305,74.8412302577,126.656955572,108.761487051,149.02000834,115.964673913,130.557903635,100.276461295,132.947624848,89.9277721261,96.1613787701,114.651755468,83.5474860335,81.6689008043,89.0066964286,132.722513089,176.628488372,106.066262249,47.599964378,111.70212766,120.719954649,139.10858641,110.343300111,140.789473684,108.502252252,110.397333333,121.134347275,127.765859638,124.750430293,147.06070902,158.868335147,109.044132199,73.1884057971,101.510216168,112.074480238,111.535904255,129.265057044,91.5834522111,104.481880102,123.120642702,122.883093054,99.7908574843,68.4855098824,114.390906845,119.105760963,110.161649424,75.5703422053,129.223343572,112.934794766,107.074468085,109.681821628,101.882290562,119.894229274,151.315789474,101.711322814,153.94096062,112.170087977,159.959016393,139.91171018,10.1424287856,124.91574927,120.679697912,25.5091057012,129.381058911,52.1739130435,136.851160158,132.75862069,115.070908957,173.903495807,149.717301168,114.359756098,110.740647946,131.32183908,119.074324324,120.0,146.877214293,122.15007215,117.133497133,97.601744186,110.755441741,153.861611628,119.547119547,122.378014582,125.817091454,116.672800883,134.365325077,121.099744246,151.414920985,156.333595594,129.281710608,40.6265919511,94.7084233261,110.677274155,102.284231571,130.553327987,211.710465652,100.67694622,106.455345912,127.79432716,158.90282351,152.474489796,111.775862069,62.1043889537,89.9817850638,83.9133931916,74.6320778249,72.8603324237,99.68,86.9757174393,107.30816078,125.627615063,137.400106553,165.607210626,194.920634921,141.951219512,133.721833722,122.428571429,124.650571792,118.544194107,74.9825296995,128.317320177,119.736270106,98.1012658228,96.5285311347,94.9686532508,136.87150838,109.696693964,140.263169574,103.672541217,101.994693019,134.196078431,124.412698413,131.669805399,112.620023534,128.577371048,134.577922078,116.666666667,132.091904889,144.197138315,122.964061609,125.254793738,119.016921837,108.623655914,127.951895044,123.751920123,130.714160992,116.171688706,114.339250493,116.071805702,158.554848371,171.680095494,112.355384159,113.853904282,109.142236699,103.562160887,100.148184737,126.987792808,61.4685481942,87.5526380976,111.935905821,166.342239186,136.094292804,128.304761905,110.679304897,80.0859598854,112.068029673,119.991075413,105.828917187,127.169957414,123.976302492,123.389312443,127.384898711,123.11119721,125.893200154,117.953488372,104.285714286,106.361607143,110.863461371,83.9361702128,122.043519395,136.982693755,168.971958638,69.6512723845,88.3069361005,112.534117153,145.504010025,124.444183037,121.578947368,130.376492195,105.132760833,127.144711875,137.367773678,114.940135346,113.274336283,118.012721086,108.835316218,122.216365793,159.761431412,116.4684965,134.931506849,151.884057971,55.9506704981,24.3789432177,137.037037037,140.735250519,152.098765432,106.115725863,110.499331253,57.2797382566,90.9747292419,126.004165427,145.846748229,158.045977011,126.816860465,117.457044674,107.6625387,108.274743104,139.371577575,107.492795389,146.846846847,160.513633014,118.892195767,141.252699784,82.7213822894,126.411841249,127.588652482,99.5716105129,101.776243792,100.060337892,118.849356548,152.854393842,148.023897059,107.491856678,108.148148148,128.920118343,119.296740995,141.666666667,162.265625,145.126945127,139.771863118,115.691489362,118.180119581,121.216430664,103.855627131,133.842239186,150.994227069,120.409656181,131.573126901,144.747416762,112.908163265,208.781038375,124.198250729,143.530706647,108.250676285,81.148243359,61.8368141134,78.3778165431,118.23573017,32.4573863636,150.732163743,139.325842697,131.393188854,135.573562372,146.743295019,141.909053667,110.104385965,27.3315311836,93.0771673547,147.608926674,132.475728155,118.741156654,114.116177541,91.6449086162,89.9117276166,69.3835142,131.127819549,153.840707965,132.395833333,128.391569606,128.976109215,166.012269939,145.842340395,146.780141844,140.251196172,118.860569715,48.4157160963,109.139694785,101.582549187,122.327751116,42.2057154648,128.162627243,112.987012987,131.930463576,106.703164122,123.409250998,136.49122807,137.598684211,115.090385119,130.386355726,153.755458515,108.522311631,45.2677170574,29.8657487091,128.455666471,140.305343511,27.9434105583,27.9622691069,41.1514522822,105.265643447,54.1401273885,162.648809524,63.8373424971,106.723063224,99.9002719855,99.8927294398,23.4035178927,18.0850277264,180.931744312,164.691583105,128.879959819,132.411450752,123.185528348,108.25,12.7356276404,87.2727272727,181.104469623,73.4394894446,119.23276309,158.923076923,106.77699801,107.078444681,105.084822721,102.013422819,121.379601021,181.621423331,25.4758146876,110.358342665,98.6710963455,137.126042178,111.587205794,72.2523410547,136.816143498,107.014388489,107.81671159,100.267141585,115.404994506,74.5660128526,37.9400260756,110.19943708,54.3046357616,115.967479675,153.249768368,84.0115632644,62.523159845,176.140884708,89.5357985838,111.95013784,110.157155595,58.9545014521,135.648148148,128.471001757,124.38007461,128.77951887,120.39112283,131.923764145,108.981119238,120.673858431,125.382153005,132.381530984,99.3299558751,119.643705463,131.166448231,110.752826863,114.510400812,112.378854626,102.898140281,126.583113456,126.654950205,126.762510368,124.511830921,127.017291066,110.07508294,125.509902453,116.824034335,111.355571327,119.529185683,115.619815122,154.103585657,125.148279953,107.887161773,119.200676676,102.943143813,141.192411924,115.120974052,130.391052462,107.596360762,137.984111221,116.751269036,124.310679612,120.113191119,98.6313129287,108.310294357,114.643463497,126.299879081,104.483751543,108.281649033,110.191570881,125.0,160.320641283,128.458498024,130.233433735,151.076923077,144.444444444
