AADR,AAXJ,ACWI,ACWX,ADRA,ADRD,ADRE,ADRU,ADZ,AFK,AGA,AGF,AGG,AGQ,AGZ,AIA,ALD,AMJ,AMLP,AND,AOA,AOK,AOM,AOR,ARGT,ASEA,AUSE,AXJL,AYT,BAB,BAL,BCM,BDCS,BDD,BIB,BICK,BIL,BIS,BIV,BJK,BKF,BKLN,BLNG,BLV,BND,BNO,BOM,BOS,BRAQ,BRAZ,BRF,BSCH,BSV,BWV,BWX,BWZ,BZF,BZQ,CAFE,CBND,CEW,CGW,CHIE,CHII,CHIM,CHIQ,CHIX,CHOC,CIU,CLY,CMF,CNDA,CNY,COPX,CORN,CORP,COW,CPI,CQQQ,CROP,CSD,CSJ,CSM,CTNN,CUPM,CUT,CVY,CWB,CWI,CYB,CZA,DAG,DBA,DBB,DBC,DBE,DBO,DBP,DBS,DBV,DCNG,DDG,DDM,DDP,DEE,DEF,DEM,DES,DEW,DFE,DFJ,DGL,DGP,DGS,DGT,DGZ,DHS,DIA,DIG,DIM,DIRT,DJCI,DJP,DLBL,DLBS,DLN,DLS,DNL,DNO,DOD,DOG,DOL,DON,DOO,DPK,DRN,DRR,DRV,DRW,DSI,DTD,DTH,DTN,DTO,EBND,ECH,ECNS,ECON,EDC,EDIV,EDV,EDZ,EEB,EEH,EEM,EES,EET,EEV,EFA,EFG,EFO,EFU,EFV,EFZ,EGPT,EIDO,EIRL,EIS,ELD,EMB,EMIF,EMLB,EMLC,ENY,ENZL,EPHE,EPI,EPOL,EPP,EPS,EPU,EPV,EQL,ERO,ERUS,ERX,ERY,FAB,FAD,FAN,FAS,FAZ,FBT,FBZ,FCA,FCG,FDD,FDL,FDM,FDN,FDT,FEM,FEP,FEU,FEX,FEZ,FFR,FGD,FIW,FJP,FKO,FLAT,FLM,FLN,FLTR,FNI,FNK,FNX,FNY,FOIL,FONE,FPA,GASL,GAZ,GBB,GBF,GCC,GCE,GDX,GDXJ,GEX,GII,GLD,GLL,GLTR,GMF,GMM,GNR,GRES,GRI,GRID,GRN,GRU,GRWN,GSC,GSG,GSP,GSY,GULF,GVI,GWL,GWX,GXC,GXF,GXG,HAO,HAP,HDGE,HDV,HEDJ,HEVY,HGI,HYD,HYG,HYLD,HYMB,IAI,IAK,IAT,IAU,IBB,IBND,ICF,ICI,ICLN,IDHQ,IDU,IDV,IDX,IEF,IEI,IEO,IEV,IEZ,IFEU,IFGL,IGE,IGF,IGM,IGN,IGOV,IGV,IHE,IHF,IHI,IJH,IJJ,IJK,IJR,IJS,IJT,ILF,ILTB,INDL,INDY,INP,INR,INXX,IOO,IPE,JEM,JJA,JJC,JJE,JJG,JJM,JJN,JJP,JJS,JJT,JJU,JKD,JKE,JKF,JKG,JKH,JKI,JKJ,JKK,JKL,JNK,JO,JXI,JYN,KBE,KBWD,KBWP,KBWY,KCE,KIE,KOL,KRE,KROO,KWT,KXI,LBJ,LD,LEDD,LIT,LQD,LSTK,LTL,LTPZ,LVL,LWC,MBB,MBG,MCHI,MCRO,MDY,MDYG,MDYV,MFLA,MGC,MGK,MGV,MIDU,MIDZ,MINT,MLN,MLPG,MLPI,MLPS,MLPY,MNA,MOO,MUB,MUNI,MVV,MXI,MYY,MZZ,NFO,NIB,NINI,NLR,NORW,NUGT,NYF,OEF,OIL,OLEM,OLO,ONEQ,ONG,PAF,PAGG,PALL,PBD,PBE,PBJ,PBP,PBS,PBW,PCEF,PCY,PDN,PDP,PEJ,PEK,PEY,PEZ,PFF,PFI,PFM,PGD,PGF,PGJ,PGM,PGX,PHB,PHO,PICB,PID,PIE,PIN,PIO,PIZ,PJP,PKB,PKW,PLND,PLW,PMR,PNQI,PPA,PPLT,PRB,PRF,PRFZ,PRN,PSAU,PSCC,PSCD,PSCE,PSCF,PSCH,PSCI,PSCM,PSCT,PSCU,PSI,PSJ,PSK,PSL,PSP,PSQ,PSR,PST,QABA,QAI,QCLN,QID,QLD,QQEW,QQQ,QQQC,QQXT,QTEC,RALS,RCD,REK,REM,REMX,RETL,REW,REZ,RFG,RFV,RGI,RHS,RJA,RJI,RJN,RJZ,ROLA,ROM,RPG,RPV,RSP,RSX,RSXJ,RTLA,RTM,RWJ,RWK,RWL,RWM,RWO,RWR,RWW,RWX,RXD,RXI,RXL,RYE,RYF,RYH,RYJ,RYT,RYU,RZG,RZV,SAA,SAGG,SBB,SBM,SBV,SCC,SCHA,SCHB,SCHC,SCHE,SCHF,SCHG,SCHH,SCHM,SCHO,SCHP,SCHR,SCHV,SCHX,SCIF,SCIN,SCJ,SCO,SCPB,SCZ,SDD,SDOW,SDP,SDS,SDY,SEA,SEF,SFLA,SGAR,SGG,SGOL,SH,SHM,SHV,SHY,SIJ,SIL,SIVR,SJB,SKF,SLV,SLX,SLY,SLYG,SLYV,SMB,SMDD,SMMU,SMN,SOXL,TAN,TAO,TBF,TBT,TBX,TECL,TECS,TFI,THD,TIP,TIPZ,TLH,TLO,TLT,TMF,TMV,TNA,TOK,TQQQ,TUR,TUZ,TVIX,TVIZ,TWM,TYBS,TYD,TYNS,TYO,TZA,UAG,UBC,UBG,UBM,UBN,UBR,UBT,UCC,UCI,UCO,UDN,UDOW,UGA,UGE,UGL,UHN,UJB,ULE,UMDD,UNG,UNL,UPRO,UPV,UPW,URA,URE,URR,URTY,USCI,USD,USL,USO,UST,USV,UUP,UWM,UXI,UYG,UYM,VAW,VB,VBK,VBR,VCIT,VCLT,VCR,VCSH,VDC,VDE,VEA,VEU,VFH,VGIT,VGK,VGLT,VGSH,VGT,VHT,VIG,VIIX,VIIZ,VIOG,VIOO,VIOV,VIS,VIXM,VIXY,VMBS,VNM,VNQ,VNQI,VO,VOE,VONE,VONG,VONV,VOO,VOOG,VOOV,VOT,VOX,VPL,VPU,VQT,VSS,VT,VTHR,VTI,VTV,VTWG,VTWO,VTWV,VUG,VV,VWO,VXF,VXUS,VXX,VXZ,VYM,WDTI,WEET,WIP,WMCR,WMW,WOOD,WPS,WREI,XBI,XES,XHB,XHE,XIV,XLB,XLE,XLF,XLG,XLI,XLK,XLP,XLU,XLV,XLY,XME,XOP,XPH,XPP,XRT,XSD,XTL,XTN,XXV,YANG,YAO,YCL,YCS,YINN,YXI,ZIV,ZROZ,ZSL
95.0990934667,86.4435533621,91.1816926415,83.5708298407,87.6090311677,83.7998303647,84.6737792368,82.3685774947,107.019064125,85.2514172062,110.229924926,83.0209749244,103.776066128,28.9281754411,102.469102169,90.2453863314,98.2894234441,100.510204082,99.7007779773,97.3443365696,96.6073525767,101.453193647,99.615014437,98.7551606534,61.5234375,96.820083682,84.8944891453,89.8724832215,95.6305858987,113.982498171,64.4886363636,87.6432368576,86.8312051077,62.6198083067,119.703552262,73.8044397312,99.9345692475,62.3083131558,105.044332614,104.384027188,80.7226523724,96.7167721519,95.3887195122,114.081551069,103.421442688,100.106318166,118.487394958,111.976047904,92.0595533499,89.2743812143,73.0466072653,103.469292077,100.420896261,105.526421944,95.0597609562,91.9678714859,68.7543252595,107.692307692,56.237504998,104.168023445,87.9313850064,94.2805916629,78.6505343911,72.0455951644,62.368605466,81.5276273023,84.2485549133,63.2854745478,102.172488061,110.397152492,109.082172033,71.7784158081,100.99092675,66.8704060375,81.1202422145,105.175518229,90.5027932961,102.220173739,75.2081406105,89.8904606456,105.789284286,99.9523582658,99.3564829564,70.2004008016,85.9729448491,77.4732334047,98.1346678799,90.9728718428,83.315276273,98.5625485625,100.594922871,70.8906685237,80.0352319436,81.7766708178,87.8996865204,88.3109118087,87.5511396844,92.6801619433,65.2802464747,99.4822779769,47.4024738344,102.040330736,102.053265883,108.077893978,117.286821705,105.224382947,87.0143940566,96.8965656403,85.0462594717,77.6055518617,102.532527881,103.590304356,101.321499014,83.6518046709,84.7134760705,89.2725936811,105.520018953,101.515151515,69.4907187054,82.3373876256,86.1455417833,78.1019480324,77.3865562041,136.437331116,63.90625,104.284575528,87.4164570607,84.8505320047,101.661721068,109.596765381,91.0727872179,82.1071218364,98.822689975,79.8606965174,89.2967402553,88.5057471264,120.068610635,45.6900931414,87.5237550387,101.688825009,103.361259855,78.9607097592,104.274985557,100.133084908,96.4099416999,85.7234151329,67.5589017885,103.385631709,44.1339124851,87.2799137621,141.013031719,80.8074534161,80.5416666667,97.4899598394,84.65,97.0884250149,65.6584064765,96.039244186,84.2262842736,87.0214048839,66.640229999,100.79588015,80.2135231317,104.805339266,81.7508417508,101.166936791,94.3524416136,73.5358649789,95.5226641998,105.213445689,90.7329899702,81.1068546744,93.7656753852,71.311120727,97.0024721879,115.191011945,75.7831325301,62.392730944,86.5110759494,102.76499362,110.731357553,92.3529411765,100.365885417,87.9826839827,78.0958507559,49.2854049372,85.5555555556,97.9720634921,97.0047449585,58.8962108731,64.4199854498,56.7388535032,97.1590909091,86.9947848761,74.899463807,69.2307692308,76.1078998073,102.792321117,90.211721007,96.074270557,79.3143076039,83.3827893175,75.808,80.7632720512,97.1775516902,68.1126504656,95.0740740741,88.7189292543,97.925687242,92.1077959577,77.6848874598,127.594390507,78.5773283306,90.9626719057,95.9036144578,79.1361666485,99.5231436837,98.0905619203,98.1332703214,78.1156827668,85.9485544813,83.4195327709,32.6510601789,43.9411098528,96.2831070554,105.203808115,80.4945054945,95.5257270694,74.1479099678,53.781512605,51.9529190207,88.7109331554,104.705650719,76.7690253672,83.7929799427,83.1881434551,83.8948613754,80.0,86.2665066026,95.9595694546,77.3964250322,33.929141398,80.0627943485,84.2951940479,86.8709346114,88.1869542886,87.3348210928,100.194578313,88.5236278251,102.752209131,83.8312829525,84.9954614221,85.72471705,78.5183566434,103.003284843,73.3820112844,82.3488533704,94.2652329749,107.543859649,88.0996121657,84.1493268054,83.2985805188,110.434173669,97.2751750135,95.0336103794,109.454436451,78.3160708319,93.550612123,99.6713229252,104.846103471,113.513261982,94.1951766685,103.606998654,99.5157228643,47.5285792052,82.3389996731,104.147465438,82.2804718218,93.6397984887,111.495712925,105.458157008,81.3402889246,79.8411998236,77.4794929157,77.8307174888,87.8806333739,79.9702949289,89.997422016,105.360443623,79.7907299473,92.0349907919,100.124107974,113.212003334,102.715556919,95.979020979,96.1337410001,95.2356020942,97.1924899105,98.2514240297,98.8069583279,97.8824388463,85.1393760384,115.157854698,49.4315068493,77.8112449799,76.7014613779,88.5414179995,74.9759503491,89.837398374,107.754909091,93.3120340788,82.4807395994,85.5718687693,65.0856359986,83.9833121712,78.426263679,66.0538581046,91.3281504396,76.9647370321,65.8576593465,70.2734244748,103.4324643,108.232710362,94.275274056,99.7499920884,97.3032877724,94.6929400387,92.2292229223,95.4212070411,95.7206703911,96.0635696822,55.0627296921,87.1256239601,99.1886936992,89.7305739945,95.0667205823,101.60305628,93.2674716429,82.4239016536,90.5947136564,62.0932967464,103.477935677,74.6153846154,25.7517347726,105.246094901,44.6463104326,83.5172968624,77.5732217573,70.2208342628,105.168824115,89.252814739,76.3379074041,119.540647561,80.0482218204,109.428758479,101.881644557,101.542983101,85.2300719283,96.0860366714,96.3151896673,97.4409687946,95.6325301205,68.79495736,101.82992465,107.137223975,96.6957753127,62.8844286177,67.2324946954,100.019768706,113.037878614,95.4326038693,103.936150235,86.0847880299,88.2739726027,102.285263987,91.5039577836,107.803590181,105.717092338,86.2405063291,79.4651995906,93.1155830401,81.6924328723,93.9822518026,64.8027009918,65.489184362,67.5180928054,80.5070422535,33.1798413917,107.40993184,102.969647252,86.6577718479,88.3032915361,87.5357995227,104.709623845,88.3257740091,84.5423472568,88.0285884455,84.3825205826,54.2230818827,94.5642795513,99.2416582406,95.5265610438,94.1741357234,49.5626822157,95.0788158401,105.76563085,86.3284542877,103.543158688,112.91322314,76.5695067265,102.425578831,107.111756168,96.3055416875,96.9162995595,102.4852845,97.3853658537,96.2821213778,74.5762711864,81.5991427927,98.5941828255,99.7856377278,92.6347009392,95.5544605291,90.6893814641,92.3156266117,76.3871506049,82.5537885875,80.5543889122,118.869365928,96.9460227273,106.823184153,62.6243182547,114.592459605,117.060964513,97.5851243661,96.299902629,83.8327863561,101.227929374,97.103357472,92.9794762916,92.3290203327,71.8330222964,105.534709193,106.46743555,82.0506634499,101.786307054,99.5900439239,96.540575493,94.3860801051,93.2693602694,97.848694187,84.0484048405,96.9502875027,97.0556397489,104.165605096,74.6536267319,83.3175055397,106.636895596,73.6635605689,100.156801254,99.3534482759,58.9333176179,66.4858096828,117.948717949,99.5034377387,111.171293162,78.4974619289,100.169491525,97.9114151963,88.065804261,107.942072867,86.3984131482,89.0330953926,59.6098265896,140.698955366,68.3420855214,105.479855138,99.3932848349,96.0700849956,95.387211068,105.283138247,80.0543970988,84.1040462428,87.2020075282,81.825095057,106.592505903,112.99802204,100.851505711,94.6716232962,97.617217525,73.6701481661,68.7291501191,85.7840616967,92.0110359035,98.1126760563,95.5940443634,98.6580170411,93.5517601952,96.8881205236,104.134404675,92.0176211454,89.0979257115,76.4371390493,100.191429731,108.562783661,81.4119619007,93.0159811243,102.685492802,98.1348028826,95.4277188498,99.211298606,99.0089884161,95.7196581197,88.5755343991,92.8571428571,90.2496099844,103.425253991,86.9393400514,67.5570395103,94.6582875098,100.331925166,80.3381340013,83.8482023968,83.3497536946,102.471772963,105.188845747,96.3729449091,100.6018334,108.179670832,107.381067181,99.2843201041,100.915458344,68.4,70.0802809096,98.34576711,95.5322669608,100.131233596,86.1625626498,73.4059819151,67.1964829219,78.5056547619,79.4416243655,101.082055906,68.3947772657,91.2029859317,106.36575662,105.650754794,112.522686025,104.695349736,91.0455227614,101.205821206,99.9183895539,100.368477356,81.724273951,73.9528335093,65.7244556114,91.3962215982,75.3235241978,65.593003413,69.6344260084,98.3640362936,97.7315628983,98.4299402973,102.365839585,65.5711206897,101.360272054,97.498396408,56.0162601626,25.6931818182,90.1408450704,73.2824427481,52.1458625526,85.405279507,112.198489718,50.8385744235,107.589285714,102.111297539,107.151853185,108.707701284,115.694041018,122.052754351,124.688465225,185.590277778,34.5719220331,59.2315000528,91.8169522092,118.223057145,72.2190772714,100.251562439,34.0787119857,72.0306822769,79.6089385475,73.316519546,141.059482914,86.2295081967,61.5313225058,59.8439937598,88.2767456758,87.264573991,104.604007634,81.0410133505,84.4134975897,59.2825012495,158.768306421,117.096429188,86.9103773585,67.5463399309,93.6323176994,97.3863794965,98.4033010405,114.379329433,101.402757965,93.2899736148,103.367170092,78.2278481013,70.9048491918,29.8507462687,42.4079320113,91.8310834199,60.3322259136,109.79029247,63.5664335664,98.9498806683,77.7729083665,59.9518304432,84.8141939089,85.5984638361,89.3832943013,87.2425249169,128.971173562,65.7705303364,104.677804296,79.0369367627,87.7953974391,83.6350777935,63.2168306753,90.5590893873,94.354937892,94.9192462988,93.9414660832,105.392278954,110.599489796,108.617539586,101.329923274,109.048636421,85.4771784232,83.5184250379,83.0417227456,93.6518355291,106.862265689,79.2607073041,121.456777833,100.466864491,108.158332074,104.632962905,100.957354221,76.6194937213,88.8873701476,98.2418757127,98.5019943862,99.1442322383,94.6792295968,92.3474893671,75.064496924,102.805946638,84.3933054393,103.50962316,89.610217597,96.5913211652,95.7900119311,100.750798722,104.221635884,97.5664221679,101.121794872,104.743145288,97.7310645054,97.4000720202,90.7870304242,89.7733171829,104.041811847,114.460143032,81.2091808173,90.7361137805,100.190566937,100.169731259,96.5410958904,94.1333333333,93.2825991512,93.4951872969,105.204404888,100.926665602,84.4861660079,95.6321081259,83.2306255836,76.7271157168,92.0873124147,103.960202803,80.9800976342,88.683788122,94.9889694296,86.849247471,107.180694981,79.9519807923,87.9142538976,101.560117302,106.884256831,77.3871626219,107.611548556,96.8959464338,64.1436085067,89.2586249082,85.6869493905,92.7049500782,104.871179723,95.0129198966,109.498878085,108.851522843,105.609167672,105.817253121,110.086313194,62.9977510253,82.6741996234,109.348553434,66.5374030523,114.312511724,77.4287564767,81.0574175063,90.2971386647,101.689664883,94.0514469453,83.0306748466,96.310062648,98.3160621762,39.4782913165,100.823353293,90.7662664888,147.294051152,79.6187683284
93.4832760238,86.0579888957,90.0966660091,82.3554065381,87.6090311677,82.2307039864,84.5917111202,80.5944798301,104.939341421,83.2011775735,108.813102958,87.1857537105,103.663347736,28.6351049426,102.404627637,89.8195092273,98.3963344788,98.6224489796,98.803111909,96.6213592233,95.8129963043,101.219668807,99.1774141803,98.0673727039,65.234375,96.2701733413,83.330803097,89.2253914989,95.5908639523,113.905090702,63.3636363636,87.9897617641,85.8739026337,60.7119275825,112.062356248,73.9723985726,99.9127589967,66.2927091741,105.020369039,102.010761824,80.3255906293,96.3607594937,96.5510670732,113.494403358,103.39673913,102.304356656,121.009337068,112.796951551,91.1910669975,89.5388195473,72.8238519534,103.141115799,100.371379054,105.607099637,94.7250996016,91.3654618474,69.9307958478,106.013986014,56.337465014,103.620970368,87.9288437103,91.3939937248,77.1139465267,71.7481319309,62.1583742116,81.2567713976,83.6315028902,63.0057803468,102.022661298,109.891345073,108.995675156,72.4258289703,100.961420246,66.0302267993,82.6773356401,105.025052538,92.0144594151,102.18111368,75.7940178847,89.1548784911,105.039584166,100.038113387,98.9219496655,70.7214428858,85.9729448491,77.0021413276,96.9062784349,90.855940131,81.7984832069,98.4848484848,99.4118904054,73.8091922006,80.7985907223,80.7388958074,88.8401253918,89.3871449925,87.0835768556,93.2793522267,64.782557175,99.5694942254,51.5128449096,102.581642972,99.419729207,108.510998918,113.875968992,103.440538519,87.1106639839,95.3226522459,84.0833926403,76.8159906915,101.812267658,104.505194095,103.116370809,83.6341118188,84.0680100756,88.4643644379,103.980099502,100.281162137,68.7133111217,82.7745460955,87.9048380648,78.8546653419,78.1641875353,134.483475369,64.4615234375,102.969310482,86.2666187567,83.9214659686,102.522255193,108.070156267,92.3154958154,80.4394742005,97.3421334285,78.5671641791,95.3432218006,81.4181353768,122.669175012,49.9432684166,85.9455656165,101.01010101,102.037187062,77.9045204901,103.694203736,101.490550972,96.0417305922,84.6881390593,66.6557079143,101.197357556,43.6160777214,88.5734818541,140.250799115,81.8633540373,80.4395833333,102.108433735,84.32,96.9811846839,65.243184138,96.7659883721,82.4456350457,84.8658426289,64.1122236542,105.337078652,79.0213523132,107.119021135,80.8754208754,99.9351701783,92.144373673,71.864978903,95.0971322849,104.546717289,89.4280292762,81.1068546744,93.2318165532,70.0995240156,96.5698393078,111.877297903,74.6586345382,62.6703685008,85.0079113924,102.169289664,109.440726577,98.2598039216,99.5833333333,88.1904761905,78.2952717916,48.3326115201,87.380952381,97.4603174603,95.7295373665,59.5551894563,63.3467101609,57.9108280255,89.8863636364,86.1795958279,72.1518096515,70.3357416065,75.2723185613,101.105293775,88.9145687165,95.9151193634,78.8163187129,83.3498186614,75.48544,78.7285684776,96.6196258615,66.9089257325,93.2010582011,87.189292543,96.8348269728,91.6506256015,78.5209003215,127.270765912,78.2485495349,90.2711198428,95.6224899598,78.7719873266,98.5053037608,96.7539552646,96.3137996219,78.1156827668,88.2225460651,83.2900713822,34.1219818605,45.6398640997,95.3038059203,105.129864128,80.9065934066,94.9060402685,76.3665594855,55.3421368547,52.4011299435,87.331553776,105.565400013,75.567423231,83.8284383954,83.4257268922,83.6248135384,78.9391575663,85.7728091236,94.3796608746,75.8231307671,35.1101180977,80.9785452643,84.2951940479,87.8979801438,88.7519260401,88.4381033575,100.170080321,89.2280598767,102.614138439,82.5659050967,84.1149773071,84.8971644152,76.6958041958,100.610042234,73.4152007965,81.5612694,95.5999103943,105.923410677,88.3445601143,84.1493268054,82.7704356339,109.593837535,96.7689822294,94.5367612928,109.352517986,79.0177079853,92.9946252613,97.8225143796,105.697445972,109.958120056,93.2134043746,100.578734859,99.5243322356,47.4142623843,82.2368421053,102.134368179,81.0747051114,92.8211586902,111.284005504,105.397702738,82.8651685393,77.4591971769,77.076808352,76.1210762332,86.6930572473,79.9702949289,88.6053106471,106.484904498,81.3488759367,91.1602209945,99.9534595098,111.336482356,100.29150046,94.8717948718,95.0290955716,93.8880036422,96.2537287243,97.4963571334,97.7151759055,97.2617743702,84.7701679897,114.378090529,47.6255707763,76.3721552878,75.6297842728,89.7588923371,74.8383760021,88.0516840883,107.727272727,91.5228966986,83.5593220339,83.976798985,66.5277667088,84.7088699438,77.8183081466,68.2030036251,91.8389775317,77.9636538693,68.8939475094,71.0514615983,102.232411896,109.164515153,92.8897685749,98.7162040993,97.1739933506,94.1489361702,91.1791179118,94.729673093,94.7039106145,95.5256723716,55.3542009885,85.3785357737,99.7525783972,88.7543928153,93.7323089365,101.60305628,91.1818514453,82.0149768702,89.7136563877,61.6424931399,101.308900524,72.8846153846,26.2143407864,102.475685234,44.1618320611,81.1745776348,77.5732217573,70.4438991747,105.00588395,91.3203684749,75.2744276319,119.088206427,79.4454490657,108.25869538,101.938093894,101.616458486,84.2258047401,96.3681241185,95.2623867151,96.1789081011,93.8420348059,68.79495736,101.248654467,107.117507886,95.4920934624,61.4276464875,68.7481054865,99.9604625877,112.520411214,93.5934031082,102.34741784,86.0847880299,87.2876712329,101.851851852,90.6244503078,106.881017578,105.343811395,84.3670886076,77.9170931423,94.9031398408,83.6859235151,94.0099833611,62.6374762608,67.672157174,65.8152405279,78.3098591549,36.2931696086,106.484907498,102.411812961,86.0907271514,87.838362069,85.8591885442,104.948850686,88.3257740091,84.5587092362,87.2840976772,80.607979734,54.0941328175,92.1484037964,98.432760364,94.3616029823,94.814340589,50.5344995141,94.4252210688,104.9419693,84.6808184535,102.487749717,113.166322314,78.2959641256,101.433296582,106.422351234,96.6300549176,96.1380323054,100.981033355,97.1902439024,97.0475669765,74.507090972,81.8858560794,99.0997229917,99.3033226152,91.3494809689,95.2095271898,88.7938489971,91.3357400722,75.1355861494,80.3554724041,79.0642587148,116.15737204,97.5852272727,105.869405723,63.6830285531,114.330341113,116.060054595,97.9954117363,95.2775073028,84.004949696,100.963081862,96.3298222515,92.3849964614,90.8813924831,73.6273450545,103.502188868,105.900610583,84.7527141134,99.9308437068,97.3206442167,95.3766569673,92.6815495732,92.8588919498,97.7590564448,85.698569857,95.4945774802,97.2288374107,102.904458599,73.5941320293,82.7160493827,103.922851863,73.9823442864,97.328498628,99.4252873563,59.6988537584,65.5676126878,119.893232451,99.5798319328,112.034529452,81.1675126904,99.8305084746,98.8836874325,88.0705865474,107.169179897,88.6370076509,87.8585334199,59.7904624277,134.457739791,66.2228057014,103.146220009,97.9742585339,94.9156501356,94.3141555593,103.922809238,80.598368087,84.7784200385,87.7038895859,81.4448669202,106.592505903,117.081096355,100.456905504,95.229244114,96.8677940046,73.2086470731,68.0639396346,83.8303341902,92.115509123,97.323943662,94.3786083257,98.0247869868,94.3882886023,94.4430723635,101.212563915,91.5846444305,87.0718765075,79.5202132386,99.599199444,103.993948563,81.7990741233,92.4930067379,101.135105205,97.6261127596,96.1236520538,97.7182685253,98.7509124828,94.5543345543,86.7253457877,92.8571428571,91.0237909516,104.208998549,86.4453665284,68.721132443,93.5847080388,99.6378998189,79.868503444,83.4886817577,81.8719211823,102.316142814,102.150370632,95.3994808192,100.597847748,108.107284365,107.180167149,98.275862069,100.331776849,68.1714285714,69.3446586467,97.7402962482,96.7733039162,100.098425197,84.8332970146,74.9269649896,70.1386540413,78.5238095238,80.4060913706,99.7114517583,68.0491551459,91.9609532013,107.230209905,109.098327213,118.902694402,105.584181373,91.6458229115,101.330561331,99.9455930359,100.332818257,83.8222967309,74.7272087293,65.3894472362,91.6364564718,76.4403474561,65.1663822526,70.0930797248,97.2724773165,96.9248640712,97.3984178111,103.115983843,68.1034482759,101.360272054,99.9358563182,60.8943089431,25.5443181818,89.5875251509,73.4674994217,52.4288218794,85.6964194846,119.02440166,48.4800838574,106.964285714,99.8601789709,107.115869018,108.516627771,115.438781797,121.873317782,124.44349771,184.230324074,34.8433259314,57.8908476723,91.9747520289,121.310155567,72.4313614492,100.255886168,38.1484794275,78.623334679,80.9547993906,73.4930643127,140.010847948,86.3303909206,61.7865429234,61.4976599064,89.6841768097,88.8789237668,105.629532443,80.2063584803,85.270487413,60.3654134503,158.317686819,114.973262032,87.4198113208,66.8394596293,92.8106812735,93.689259768,103.516325798,112.297461063,103.221588207,94.3535620053,103.367170092,76.582278481,68.6829972782,30.9701492537,44.2776203966,90.2619130033,56.9656699889,105.683260734,61.8881118881,93.953858393,78.656801366,58.7283236994,85.57627829,89.460209089,89.2857142857,86.7109634551,128.681703052,66.2847069193,105.775656325,77.9926513247,85.5570651461,82.5601131542,61.757719715,89.7109697578,93.4202435125,94.2126514132,92.6012035011,105.242839352,110.395408163,108.510962241,101.265984655,106.987558125,85.1130493691,81.7768803635,81.791963084,92.8899620235,106.687856561,76.9504176293,120.791438527,100.442301352,109.650400363,102.551259978,99.5126196693,83.2369942197,89.6801530891,97.4059293044,97.7396956714,98.1054239878,93.4044616877,96.0769377261,81.5638023417,102.825637491,84.4769874477,100.711628659,88.2497634816,95.9627704581,94.9377876257,100.095846645,104.117968494,96.9843520782,100.544871795,104.333438386,97.0211145569,96.8959308606,90.5727753178,88.9946357501,101.965156794,114.932147218,80.5187534988,89.71747069,100.142925202,99.5332390382,95.4623287671,92.8561403509,92.4630469779,92.4842131077,105.204404888,100.335516856,84.1304347826,94.7255645294,82.0541549953,83.2896157168,96.1800818554,102.225364208,80.8862185505,88.683788122,94.9946422944,86.4544781643,105.55984556,78.9715886355,86.4699331849,100.908797654,101.138364089,78.5212066228,108.818897638,96.7561560839,59.2842442259,88.4022510399,85.3638837461,92.3688800674,104.54782518,93.8759689922,110.732984293,106.694162437,103.528347407,103.802497162,109.864364982,63.7650482868,83.7413684871,107.970871876,64.5734300726,112.305383605,79.6794041451,81.8466994249,89.7652237711,101.126443255,96.0610932476,82.3449216087,98.108569887,97.085492228,39.4432773109,102.99750499,87.1498443753,146.601667373,80.7184750733
