ADRA,ADRD,ADRE,ADRU,AGG,AIA,AUSE,AXJL,BIL,BIV,BJK,BKF,BLV,BND,BSV,BWV,BWX,CGW,CIU,CMF,COW,CSD,CSJ,CUT,CVY,CWI,CZA,DBA,DBB,DBC,DBE,DBO,DBP,DBS,DBV,DDM,DEF,DEM,DES,DEW,DFE,DFJ,DGL,DGS,DGT,DHS,DIA,DIG,DIM,DJP,DLN,DLS,DNL,DOD,DOG,DOL,DON,DOO,DRW,DSI,DTD,DTH,DTN,ECH,EDV,EEB,EEH,EEM,EES,EEV,EFA,EFG,EFU,EFV,EFZ,EMB,ENY,EPP,EPS,ERO,FAB,FAD,FBT,FCG,FDD,FDL,FDM,FDN,FEU,FEX,FEZ,FFR,FGD,FIW,FNI,FNX,GAZ,GBB,GBF,GCC,GCE,GDX,GEX,GII,GLD,GMF,GMM,GSC,GSG,GSP,GVI,GWL,GWX,GXC,HAO,HGI,HYG,IAI,IAK,IAT,IAU,IBB,ICF,ICI,IDHQ,IDU,IDV,IEF,IEI,IEO,IEV,IEZ,IFEU,IFGL,IGE,IGF,IGM,IGN,IGV,IHE,IHF,IHI,IJH,IJJ,IJK,IJR,IJS,IJT,ILF,INP,IOO,IPE,JEM,JJA,JJC,JJE,JJG,JJM,JJN,JKD,JKE,JKF,JKG,JKH,JKI,JKJ,JKK,JKL,JNK,JXI,JYN,KBE,KCE,KIE,KOL,KRE,KXI,LQD,LVL,MBB,MDY,MDYG,MDYV,MGC,MGK,MGV,MLN,MOO,MUB,MVV,MXI,MYY,MZZ,NFO,NLR,NYF,OEF,OIL,ONEQ,PAF,PBD,PBE,PBJ,PBP,PBS,PBW,PCY,PDN,PDP,PEJ,PEY,PEZ,PFF,PFI,PFM,PGD,PGF,PGJ,PGX,PHB,PHO,PID,PIE,PIO,PIZ,PJP,PKB,PKW,PLW,PMR,PPA,PRF,PRFZ,PRN,PSI,PSJ,PSL,PSP,PSQ,QCLN,QID,QLD,QQEW,QQQ,QQXT,QTEC,RCD,REM,REW,REZ,RFG,RFV,RGI,RHS,RJA,RJI,RJN,RJZ,ROM,RPG,RPV,RSP,RSX,RTM,RWM,RWR,RWX,RXD,RXI,RXL,RYE,RYF,RYH,RYJ,RYT,RYU,RZG,RZV,SAA,SBB,SCC,SCJ,SCZ,SDD,SDP,SDS,SDY,SH,SHM,SHV,SHY,SIJ,SKF,SLV,SLX,SLY,SLYG,SLYV,SMN,TAO,TFI,TIP,TLH,TLO,TLT,TOK,TWM,UCC,UDN,UGE,UNG,UPW,URE,USD,USL,USO,UUP,UWM,UXI,UYG,UYM,VAW,VB,VBK,VBR,VCR,VDC,VDE,VEA,VEU,VFH,VGK,VGT,VHT,VIG,VIS,VNQ,VO,VOE,VOT,VOX,VPL,VPU,VTI,VTV,VUG,VV,VWO,VXF,VYM,WMCR,WMW,WPS,XBI,XES,XHB,XLB,XLE,XLF,XLG,XLI,XLK,XLP,XLU,XLV,XLY,XME,XOP,XPH,XRT,XSD
60.1044727391,54.814922657,52.6498165512,52.8880866426,99.396593674,55.5714626581,41.445633628,46.0837738918,100.043392935,97.5335188464,36.5566037736,44.6855095541,97.646599922,99.3575742002,101.284007119,72.5846925972,93.3419164981,56.39329806,95.614889885,95.7404608991,68.2879377432,45.7697069748,98.6045159415,48.4834123223,51.0239651416,55.5861309851,66.4951931186,63.8995644376,46.1506792919,60.6105956301,56.0367077717,57.2963294539,93.492343934,71.5094339623,67.4716428833,37.1062992126,70.5992478061,60.3391908459,58.5536054134,51.7278617711,43.026762156,82.3263558516,98.0011587486,53.9151830945,60.4430470202,48.8640814728,65.7741273101,32.6116276904,54.7169811321,55.1537085459,58.625812442,51.4569763456,84.7997894737,53.7566137566,115.302325581,55.602644516,59.2329098609,46.6292088858,42.0325507893,64.2737489914,58.548539114,50.4927759275,54.7641245572,73.5197727769,119.870252171,46.5234042553,69.7326203209,51.3605442177,61.0762859535,64.8798316536,56.6286215979,58.138515488,116.885143571,55.005606279,115.426431505,86.4374876164,45.8864664747,49.039899949,61.8904403867,90.8953161012,58.6912886391,65.0957290133,85.9750667854,54.7407753386,36.0769230769,53.264781491,61.9772998805,58.6953969765,54.6964997785,60.2060282335,53.2726237906,47.6333410298,42.8571428571,70.4365079365,45.1961743772,63.7228778074,43.244792662,76.8987341772,100.413104045,64.1126139371,52.9879571811,70.5191594561,49.1261218706,67.882526969,100.340659341,52.4099576271,50.4811250925,55.7672858037,47.8366281238,46.5841949778,100.257167349,56.5142065142,54.9087603306,54.4398907104,47.2764485465,52.224824356,78.2445923461,40.6516853933,42.3371556574,42.1243523316,100.395604396,91.2527415817,47.7128503437,87.0474658085,47.3427477262,72.4707394764,41.0201660735,105.633017289,104.881860807,61.0323402899,53.7884927066,47.8198198198,41.2018091751,44.449605202,61.0523337627,57.4995747726,65.3325368379,58.9725789656,66.1742006615,86.0074995066,61.7371705964,68.7510856349,62.8856853819,62.2347569165,63.5855023109,63.8756374404,63.336360884,64.1342756184,53.3791866029,37.8222393228,61.9263456091,91.468291754,79.7850770479,61.3967172499,40.5762304922,45.3773758996,59.6832038255,42.3791063048,39.1482578,66.0617551463,63.6031746032,59.6228956229,61.0236220472,57.1380622063,56.7785412262,61.8016573109,62.1854580842,59.1842436094,70.2512119877,67.3579230647,119.342672414,32.8956461645,40.0105337079,45.5677501055,32.9721271394,55.5287817938,76.1217391304,94.0278824416,43.6763952893,101.65987187,62.9179963924,60.3606557377,60.0337584396,63.6243386243,66.7631989307,60.3542532255,82.3201116205,51.3135186961,96.9605455431,31.9711538462,49.3276544388,112.403100775,101.523567688,59.752901535,62.226640159,96.9609261939,63.5553394912,36.2823617061,64.7208684094,48.8431372549,47.0588235294,79.6986697513,77.8698979592,71.3927062983,52.7190332326,37.3219373219,85.1262135922,59.0867158672,55.5372581309,57.7777777778,45.5792682927,62.2972380535,56.9662177081,62.2053290662,64.3267389917,98.8195278111,49.4671403197,49.3114998139,53.607748184,67.1174021649,66.7369530838,48.8437432462,35.8174291939,55.9443911793,54.8645046646,88.876013905,59.8914354644,67.0576836413,106.198886827,72.7272727273,66.6176470588,57.0549860205,58.4498197323,61.9957894737,61.3480055021,73.0590961761,75.7976653696,29.7096774194,118.6867494,47.6068935428,111.722672847,35.9296453901,59.9394550959,66.6513761468,60.1875977071,61.248,52.1164021164,41.2883435583,106.387009472,57.675,66.5768712719,47.0083281925,61.2035603715,82.6113989637,59.9835661463,52.6548672566,44.1176470588,54.9335863378,36.3522012579,62.7839166908,43.0709173715,58.0806929565,24.6700045517,54.4798785118,90.7869725003,50.1279927722,45.2732502397,79.0027996267,59.0623097219,57.7231777232,57.9588477366,36.5469834039,76.1846722068,63.3626097867,59.3532450034,73.2333273089,63.3054487904,44.4675788221,32.8957528958,83.3502389046,106.645091694,78.3972125436,52.7243218178,96.4515721682,73.9643013972,125.12582986,65.4003724395,115.87822713,101.696658098,100.1998002,100.716931533,100.561116166,131.431192661,73.5345941501,35.8258220135,60.5328634361,60.5764866092,60.1742516117,97.5847654436,47.6915754403,97.2590627763,91.3275639845,105.573159366,107.212314237,110.725720384,59.8102730217,89.1748217953,36.0586111701,90.5476967719,47.9361904762,44.7654320988,46.4446795479,13.7852740837,26.1743546339,55.2118853237,40.0823045267,108.577405858,31.5621254495,27.3552503606,9.15771622386,13.7002365032,50.6321493076,61.0792741165,61.4323773703,60.5636097084,57.4861000794,80.5212413378,65.9481037924,56.31855031,54.4222953358,40.1624365482,51.3597513598,64.9427556257,79.1820906046,71.3625866051,55.6809743057,50.8458234875,57.8576563623,59.5753205128,56.220880069,65.7553507264,63.0918990266,74.7180567604,62.1919879063,59.7095300261,64.8490077653,62.5918503674,46.4266407179,59.9256351993,61.3126441602,55.719330855,73.3259176863,46.2359325078,95.7539466522,49.6461930371,51.5288220551,52.8747175496,67.1725125268,34.0706296914,65.3830563437,56.9809234172,65.8295964126,82.6492537313,74.3076923077,79.2207792208,61.0706366804,38.5008766803,60.7556368068,92.4700693132,58.8745884466,60.0561510975
58.0150179563,54.0491355778,51.4268242968,51.8407942238,99.1922141119,54.1636840849,41.8023887079,45.8533279111,100.065416485,98.2165443967,36.9716981132,43.650477707,98.7179820569,99.6530900681,100.686498856,72.52195734,94.0776163325,55.7760141093,95.546677061,96.0238005289,70.514483355,45.6458935204,98.5851342184,49.336492891,51.0239651416,55.1733626857,65.1880586946,64.8987957981,47.7562783038,61.8377731218,56.7249784915,58.5735601313,89.9587750294,67.2955974843,68.7888766923,37.7671541057,70.8315921438,60.8684102983,63.2268978642,48.3441324694,41.0290237467,83.3729781161,95.2491309386,54.1564143388,60.8499356867,50.8029768899,66.135523614,33.2890205504,54.1725067385,55.9135380138,59.721448468,51.3815563936,83.7894736842,53.2275132275,114.88372093,54.9245634853,60.899374874,45.7120224419,42.1489199776,64.1255064073,59.6795475966,50.6268290857,56.386350923,70.9635132183,130.584911583,45.5131914894,69.7326203209,50.3854875283,61.9407544864,68.933436704,55.9701492537,58.0216247808,121.233874324,53.8362966523,117.431746799,83.6139290668,46.6063348416,49.0618025394,62.3845327605,92.095282551,58.9321557607,63.4756995582,85.2003561888,54.9276039234,35.2303846154,54.9614395887,62.7737953007,57.9562697553,53.6109880372,59.2407478062,52.6086131664,48.3722004156,42.2142857143,70.8333333333,43.8612099644,63.1895698515,44.3149245175,73.0221518987,100.230569699,64.2164069391,50.6690454951,70.3337453646,47.6617855456,68.0214308908,97.2857142857,51.3241525424,49.3856402665,56.5001364563,49.8508019396,48.3382570162,100.685779598,55.2668052668,55.1404958678,53.1693989071,46.2180786696,52.131147541,76.2375207987,40.0449438202,43.602975581,42.7720207254,97.2417582418,88.0273513095,49.0613432047,88.6363636364,45.3326950694,72.1535808791,40.459311981,107.328499721,105.589776593,60.7615102756,52.4513776337,47.9279279279,39.2634072798,44.9163957269,61.5447233163,58.3610743562,65.651135006,60.2568552586,66.769570011,86.3627392935,59.8821081831,65.6591974987,63.1638846737,62.7585280688,63.5743128193,63.8920875144,63.4271874054,64.1985223257,52.5888585099,35.6162626651,62.1671388102,91.0493239383,79.9878345499,62.719108083,41.1364545818,46.9643845728,61.1775254035,43.5135686595,41.2206786609,65.9804983749,63.4285714286,61.1326599327,61.0104986877,57.2499440591,58.5755813953,62.4298315958,62.2688725149,60.5531498813,69.1496253856,67.8170017413,120.833333333,32.6422483299,39.7296348315,46.2431405656,32.4938875306,55.6358768407,77.0782608696,92.8504144687,42.9083461342,101.85400893,63.1400027751,60.1803278689,60.5213803451,64.0873015873,66.8968589886,60.5073256068,82.8682479569,51.677852349,94.8075986361,32.5120192308,49.5242639423,112.139534884,101.793366132,61.3253463122,64.0159045726,95.6700434153,64.0576891914,39.9888247346,64.4838280904,47.6078431373,45.7332228666,77.2700983227,79.0816326531,71.4770948401,52.0543806647,35.6600189934,85.0485436893,57.7490774908,55.9077809798,59.797979798,46.6463414634,62.8233231039,52.3294325458,63.1920342859,64.7734524569,98.4393757503,43.5746003552,47.6739858578,49.2493946731,66.2360532889,66.7896678967,47.3849146315,34.2047930283,55.4650047939,53.8409595735,88.0069524913,61.8823884198,67.7332131591,108.868274583,73.2504905167,66.2254901961,57.5396085741,58.5514362478,61.6028070175,60.894085282,73.1749710313,77.1844357977,32.8747628083,119.519615693,45.6369982548,113.847045191,35.6459574468,59.7880928355,66.2844036697,59.6185513288,59.1893333333,54.0476190476,41.4110429448,106.170500677,59.575,66.4806619203,49.4509561999,60.5263157895,80.5388601036,61.1331142153,55.2212389381,46.7830882353,54.7685009488,36.83737646,62.3112525311,45.6083279115,58.9468885343,24.7610377788,55.9225512528,91.2305157775,51.950007529,45.9635666347,79.8693507532,58.230160341,57.4905814906,57.6625514403,36.6370366479,74.8476454294,62.7979924718,59.779923647,73.8839689138,63.1474480648,45.5681142177,33.2393822394,83.7064928939,102.437971953,79.7909407666,52.6083932298,97.4618007324,74.6379287866,125.232360661,67.355679702,115.77376511,100.685518423,100.245209336,100.908113275,101.091901729,145.669724771,69.5994361565,35.1910625873,60.1938325991,60.5197458012,60.7359417885,91.4770088249,46.7867682056,96.3306808134,90.8212115632,107.166821994,109.493818779,114.930629669,58.0749652938,90.5158873988,37.8636653217,90.8596300326,50.0952380952,45.6543209877,46.1307165467,14.8880960104,26.5336436733,55.1927093222,44.3484224966,108.242677824,31.7618857371,27.3453834697,8.98812888638,14.9889875641,52.5586995786,61.1747851003,61.1032753487,61.3891513276,58.9356632248,81.9825248569,66.1776447106,55.6270863138,53.7062125024,39.4923857868,50.303030303,65.1796288985,78.9176802397,71.2086220169,56.0968364771,52.7064490975,58.1883537024,60.7171474359,56.0828300259,67.0051554445,63.9828411153,74.3214772586,62.4338624339,60.2154046997,64.9870578085,62.8256513026,45.8211698562,60.2617227845,62.025581883,55.0185873606,74.4160177976,46.190580931,93.8851388133,49.7028021511,53.7343358396,55.2598543811,67.3729420186,33.1488200382,65.8998783948,57.0362178601,66.7713004484,84.1417910448,73.7692307692,78.767743884,62.3376623377,38.3693746347,60.4103189112,91.6194076875,59.8617180485,59.5201633486
61.1165523996,57.9799818016,53.4447615165,55.7761732852,100.827250608,57.5280362682,46.0989607569,48.4749898333,100.06563454,99.7976220592,37.9575471698,45.3821656051,102.865687167,100.757933959,102.140859395,72.417398578,96.2847158359,59.3915343915,96.4724225297,98.5625236116,70.925205361,47.0078415188,98.875860064,51.990521327,53.0718954248,58.2003302146,67.8444931692,64.7963105304,50.8851379168,61.5384615385,57.9007743046,58.4601611459,84.5700824499,63.5534591195,69.830223198,39.8200224972,71.5804429586,62.4029423784,66.5679847748,53.6357091433,45.2695062194,84.1141769743,88.9339513326,55.3628117914,62.2839788481,52.6635330983,67.9178644764,32.9745167225,57.6145552561,56.425597003,61.5598885794,54.4737744258,84.2947368421,54.0740740741,112.248062016,58.9930496694,63.2385561605,50.2946813334,43.5918979116,66.0738375134,61.6399622997,53.9172247863,58.3815028902,70.0021848372,146.039552161,47.3617021277,70.9090909091,52.7210884354,66.0549005409,64.6915494518,59.3649400059,60.6078316774,110.25801082,58.2572481179,111.560763469,85.199128195,46.564788153,52.3471911023,63.8238453276,94.2578113604,61.7422721798,65.648011782,89.3588601959,54.5533862681,38.6153846154,57.0699228792,66.3575268817,58.2736596797,57.709348693,62.4685234643,56.9151963574,49.642114985,45.7857142857,74.0575396825,47.1089857651,65.0932622764,47.7164150583,78.2832278481,101.594773753,63.4078212291,52.4536128457,63.7206427689,51.6296646197,68.9612872966,90.8901098901,53.4030720339,51.5470022206,56.6052880834,49.6270048489,47.5627769572,101.10486713,59.3555093555,57.2892561983,55.806010929,48.4437682637,54.5320843091,79.0245424293,40.3370786517,48.0785531678,48.0310880829,90.967032967,91.3430525094,51.6467477525,87.5502815768,49.2580181905,72.629318775,43.9383155397,109.157836029,106.435598051,59.3436354947,56.6045380875,46.8108108108,42.9894464786,46.6140269392,60.7296994786,60.4154195172,65.9896455595,58.9378687956,68.5115766262,86.5798302743,59.3446601942,68.264721209,65.0986342944,65.001343003,65.2274385794,67.2150024675,67.1601574326,67.1056858336,53.8063909774,38.1300500192,64.8300283286,92.1919634355,81.1638280616,62.4341901517,42.9371748699,46.8352094482,61.7901972504,45.6172209753,37.3035754953,68.5942578548,63.746031746,61.468013468,63.5119422572,58.7379727008,61.3900634249,64.8222400428,64.546225497,63.9335102668,71.1546936977,68.5768561026,118.067528736,36.1437456807,41.1341292135,51.6884761503,33.8875305623,60.5890227577,78.4695652174,95.704596835,46.7485919099,102.407299553,65.1103094214,62.0818032787,62.5975243811,65.4320987654,67.966139452,62.2785917341,85.5092684871,52.7516778523,98.1587920117,34.7055288462,51.6152572343,109.565891473,97.6352959848,61.5125421191,64.0490390987,97.171249397,65.0785934208,37.1950083814,66.8808152415,50.7882352941,49.42004971,80.2197802198,79.9744897959,71.9412318195,53.3232628399,38.9363722697,81.5533980583,61.0701107011,57.5133799918,60.228956229,49.7713414634,65.8040333187,61.1614042835,68.9132085509,67.5175494576,99.1994797919,57.1492007105,50.7257164124,57.2397094431,68.6927560366,70.5324196099,52.7879835747,36.3803921569,58.6289549377,55.5308751666,88.2966396292,66.8878166466,69.806669671,112.319109462,76.7822105952,67.9901960784,59.2917054986,61.4779918951,65.1929824561,62.3796423659,74.6813441483,78.326848249,34.7722960152,117.966373098,48.7046247818,111.490923136,37.2346099291,62.0080726539,67.4770642202,62.7097446587,61.9690666667,56.8518518519,43.282208589,106.462787551,61.85,68.3278814701,52.2208513263,65.0154798762,81.6787564767,61.133935908,53.0973451327,44.4852941176,57.495256167,37.376460018,62.568701186,47.9050097593,60.7932527923,26.1720527993,57.6499620349,88.0750221772,54.1183556693,47.3441994247,80.0293294227,60.9539273392,57.8705978706,56.3489711934,40.424526001,75.8633425669,64.4918444166,61.1497866607,73.5405747334,65.1194338264,49.5835812017,36.7760617761,80.0252016711,95.1564185545,80.0958188153,55.181776026,89.4809950751,73.6948504414,121.568627451,70.782122905,113.744217281,101.499571551,100.217963854,100.991755287,91.5529269032,142.110091743,65.253142253,36.8541322839,62.8898678414,62.6078075352,63.6800280845,90.4319554111,48.3108043789,98.4526967286,91.7842018045,111.724137931,115.068785522,121.985058698,60.7357704766,84.6200314123,41.2189424506,92.455567646,52.9047619048,48.9632716049,47.0730338763,16.4417774895,27.9115531105,57.6988798177,40.9602194787,106.276150628,35.097882541,31.2606597661,10.8535895986,15.720440869,53.7387116195,63.8650111429,63.3286318759,64.4404626161,61.5965051628,83.7601687255,66.0578842315,59.2751549833,56.8221405071,42.469035533,53.8150738151,66.0679036715,79.164463247,73.8452655889,59.5276993911,55.159091947,60.0287562904,62.6602564103,57.734253667,66.9426652086,66.3091899027,74.8048085265,63.9909297052,61.7003916449,66.108714409,64.1449565798,47.8321980755,62.673001446,63.9127699727,56.0408921933,74.7497219132,48.1860503085,96.6793685357,48.5140107557,57.8446115288,56.5905096661,66.6284896206,35.6931054995,66.8654235914,60.3262372132,66.9955156951,85.6343283582,74.1025641026,78.7073391725,65.2834969908,38.9246054939,59.0696729636,92.8166351607,61.5983238551,61.2046962736
64.4792686908,62.7843494086,56.6612311455,61.155234657,99.7664233577,60.0095442615,49.4029781294,53.0296868646,100.008286088,99.2689096888,43.4669811321,49.303343949,101.079183461,100.524219453,100.826341215,76.3488080301,97.8480779842,61.9929453263,95.7902942896,97.7993010956,71.8115002162,48.6174164259,98.9921504022,56.2559241706,56.6013071895,62.0528343423,70.1214370046,67.7683832949,52.4083985179,64.082609997,59.3920275308,60.4297224709,85.4534746761,63.5534591195,72.2649103549,43.2227221597,72.7542833264,65.386187168,72.2351448509,59.0172786177,48.4168865435,85.6327307326,90.2665121669,57.7025136296,67.2230956124,57.7751664708,70.7515400411,35.7082807648,61.3376010782,59.1345542361,65.2739090065,56.9077819678,87.5726315789,60.3174603175,108.062015504,63.6207831836,66.1826981246,54.4354409745,49.1776189468,69.4156489107,65.4476908577,59.0182085972,61.9242961029,69.6963076251,139.949670399,50.7021276596,74.4385026738,56.4172335601,71.4355759729,57.3374681582,63.666959321,64.3191116306,96.8998387432,63.1476854077,104.409277603,88.6764414504,49.3624023036,54.9097941814,66.9387755102,95.0892726901,65.6684062625,66.9882179676,86.5983971505,59.3647828118,42.9615384615,63.7532133676,70.0418160096,62.3527723793,62.8932210899,65.4956123617,61.9806488332,54.190718079,49.7664285714,76.1408730159,51.1565836299,67.0727065093,54.5193961399,80.5577531646,101.022192334,66.3628344605,54.1926851026,64.5035022662,56.1643835616,71.3713605369,92.2197802198,56.2897245763,54.9962990377,58.4835690549,52.9093621783,50.3138847858,101.676350129,63.6174636175,60.0661157025,58.9071038251,51.3620675567,58.9695550351,81.7906613977,43.7303370787,52.1020522106,55.1554404145,92.3296703297,89.252999613,52.9349550502,88.1737731295,53.9492580182,73.3059237826,46.9988137604,108.890128277,106.426404339,63.6928469014,61.7706645057,50.5045045045,51.1738100366,51.8578727357,63.9560423197,63.9497767832,68.259657507,61.5758417216,70.3858875413,87.0929544109,61.286407767,64.964391176,66.8689934244,66.7069567553,67.0761371929,69.5509129791,69.6942173781,69.1455187922,57.4162679426,38.7328459664,69.2351274788,91.0493239383,84.2660178427,64.8807680396,44.1990796319,50.5259272929,64.7041243276,48.4594980616,41.3573217946,71.8716143012,65.5555555556,64.7407407407,65.5227034121,59.8679794137,64.7595137421,67.0008019246,66.5369108856,67.7329235927,72.1463199647,71.0147221782,118.582974138,45.5655378945,45.5231741573,56.5217391304,37.9706601467,67.2556894244,79.8782608696,96.6465712133,49.7183819764,102.941176471,66.7753572915,64.0819672131,66.2042385596,68.3862433862,69.9933169971,66.5427509294,83.3665537174,57.1812080537,98.6751095957,36.7334735577,55.0955682169,107.013333333,93.3502618632,66.7764882067,67.1636845593,96.6811384467,68.46540269,41.0877258335,68.5976960567,56.5098039216,52.734051367,77.0971659919,80.8673469388,74.2619167169,54.833836858,42.7825261159,85.0873786408,64.1605166052,58.7258130918,64.202020202,55.2591463415,68.6106970627,68.9776992714,72.9303858017,71.1110402042,99.399759904,66.5186500888,54.4473390398,66.4406779661,67.9013322231,73.958882446,57.9208990707,40.3921568627,61.1217641419,58.7427809862,90.3244495944,69.9638118215,72.2289319513,111.539888683,78.4931327665,69.5588235294,62.7586206897,64.0793746926,68.5403508772,63.4676753783,76.8829663963,79.8443579767,39.4686907021,115.692554043,52.0501745201,106.778679027,39.0354609929,63.4712411705,68.9678899083,63.6789994789,64.2666666667,61.4417989418,44.9386503067,100.297699594,60.475,71.628631903,56.9185687847,67.7825077399,82.7357512953,63.3525061627,55.6637168142,46.9659926471,57.9696394687,40.1617250674,67.5441133931,53.9908913468,63.9617050376,32.2257624033,61.370539104,85.4517805094,55.0519500075,52.9434324065,80.3892814291,66.4907651715,57.9852579853,60.4279835391,46.607431644,75.4814404432,69.0081555834,63.6200314395,75.5467196819,72.7960081813,59.5181439619,39.6718146718,77.5842021148,92.7723840345,81.1193379791,58.2425226061,84.6066422528,72.9709115063,111.085379034,74.0595903166,108.87927175,100.257069409,100.1998002,100.896164416,81.5286624204,108.678899083,65.1767884412,40.7261647835,65.0396475771,64.5369950068,65.9507244527,82.4895494659,50.6425511661,97.0822281167,91.612962622,110.298229264,112.603288678,120.309498399,65.6409069875,79.5940558173,43.1514121894,93.5437069278,54.5876190476,56.4197530864,47.6439925129,17.3207914369,29.6677951756,58.2115056009,44.4032921811,105.10460251,37.7147423092,35.3220600189,14.6693046919,17.415554877,55.9301625527,66.0936007641,65.1622002821,67.291089754,64.058776807,84.3025007532,69.0818363273,63.4954697186,60.9444551964,48.6091370558,58.4149184149,68.5550730359,78.9707385863,75.623556582,63.5080944601,55.9879160824,62.1854780733,65.5048076923,59.1889559965,70.9576628652,69.4934829236,75.1617300781,66.8027210884,65.7800261097,68.0759275237,67.1175684703,50.993620932,64.8213179095,68.1903963095,61.8178438662,82.2024471635,53.5148605779,95.6995100708,51.7690348146,62.0551378446,58.5990459453,69.6349319971,42.6252957283,70.5006080259,64.2244954382,69.730941704,85.8208955224,74.5641025641,78.9791603745,68.0076021539,43.5271770894,62.8884826325,93.2262129805,62.2568093385,62.3532414497
