ACWI,ACWX,ADRA,ADRD,ADRE,ADRU,ADZ,AGA,AGF,AGG,AIA,AUSE,AXJL,AYT,BAL,BDD,BIL,BIV,BJK,BKF,BLV,BND,BOM,BOS,BSV,BWV,BWX,BZF,CGW,CIU,CMF,CNY,COW,CSD,CSJ,CUT,CVY,CWI,CYB,CZA,DAG,DBA,DBB,DBC,DBE,DBO,DBP,DBS,DBV,DDG,DDM,DDP,DEE,DEF,DEM,DES,DEW,DFE,DFJ,DGL,DGP,DGS,DGT,DGZ,DHS,DIA,DIG,DIM,DJP,DLN,DLS,DNL,DOD,DOG,DOL,DON,DOO,DRR,DRW,DSI,DTD,DTH,DTN,DTO,ECH,EDV,EEB,EEH,EEM,EES,EEV,EFA,EFG,EFU,EFV,EFZ,EIS,EMB,ENY,EPI,EPP,EPS,ERO,FAB,FAD,FAN,FBT,FCG,FDD,FDL,FDM,FDN,FEU,FEX,FEZ,FFR,FGD,FIW,FNI,FNX,GAZ,GBB,GBF,GCC,GCE,GDX,GEX,GII,GLD,GMF,GMM,GRI,GRN,GRU,GSC,GSG,GSP,GSY,GVI,GWL,GWX,GXC,HAO,HGI,HYG,IAI,IAK,IAT,IAU,IBB,ICF,ICI,ICLN,IDHQ,IDU,IDV,IEF,IEI,IEO,IEV,IEZ,IFEU,IFGL,IGE,IGF,IGM,IGN,IGV,IHE,IHF,IHI,IJH,IJJ,IJK,IJR,IJS,IJT,ILF,INP,INR,IOO,IPE,JEM,JJA,JJC,JJE,JJG,JJM,JJN,JJP,JJS,JJT,JJU,JKD,JKE,JKF,JKG,JKH,JKI,JKJ,JKK,JKL,JNK,JO,JXI,JYN,KBE,KCE,KIE,KOL,KRE,KWT,KXI,LD,LQD,LTL,LVL,MBB,MDY,MDYG,MDYV,MGC,MGK,MGV,MLN,MOO,MUB,MVV,MXI,MYY,MZZ,NFO,NIB,NLR,NYF,OEF,OIL,OLO,ONEQ,PAF,PBD,PBE,PBJ,PBP,PBS,PBW,PCY,PDN,PDP,PEJ,PEY,PEZ,PFF,PFI,PFM,PGD,PGF,PGJ,PGM,PGX,PHB,PHO,PID,PIE,PIN,PIO,PIZ,PJP,PKB,PKW,PLW,PMR,PNQI,PPA,PRF,PRFZ,PRN,PSI,PSJ,PSL,PSP,PSQ,PST,QCLN,QID,QLD,QQEW,QQQ,QQXT,QTEC,RCD,REM,REW,REZ,RFG,RFV,RGI,RHS,RJA,RJI,RJN,RJZ,ROM,RPG,RPV,RSP,RSX,RTM,RWJ,RWK,RWL,RWM,RWO,RWR,RWX,RXD,RXI,RXL,RYE,RYF,RYH,RYJ,RYT,RYU,RZG,RZV,SAA,SBB,SCC,SCJ,SCZ,SDD,SDP,SDS,SDY,SEF,SGG,SH,SHM,SHV,SHY,SIJ,SKF,SLV,SLX,SLY,SLYG,SLYV,SMB,SMN,TAN,TAO,TBT,TFI,THD,TIP,TLH,TLO,TLT,TOK,TUR,TWM,UAG,UBC,UBG,UBM,UBN,UCC,UCI,UDN,UGA,UGE,UHN,UNG,UPW,URE,URR,USD,USL,USO,USV,UUP,UWM,UXI,UYG,UYM,VAW,VB,VBK,VBR,VCR,VDC,VDE,VEA,VEU,VFH,VGK,VGT,VHT,VIG,VIS,VNQ,VO,VOE,VOT,VOX,VPL,VPU,VT,VTI,VTV,VUG,VV,VWO,VXF,VYM,WIP,WMCR,WMW,WOOD,WPS,XBI,XES,XHB,XLB,XLE,XLF,XLG,XLI,XLK,XLP,XLU,XLV,XLY,XME,XOP,XPH,XRT,XSD
70.6073532399,67.0178164471,71.2803889789,65.884079237,67.4765007899,64.9692260716,146.898705935,202.072827148,62.9405162738,100.886895864,76.7226686146,64.6227088402,65.5143154322,90.9247463878,57.8401360544,30.7158509861,99.8911386893,99.2682608128,65.4609375,67.3037938025,97.7077747989,100.986842105,174.02699115,136.743215031,101.994818653,79.5383655646,96.7782577394,85.960960961,65.9543426021,99.0556560177,99.4785066771,101.707255837,64.1598915989,64.3120960295,101.63321527,68.6910254811,70.5482775352,68.09600863,99.373776908,78.6637856525,35.0357142857,62.3202301055,61.1311672684,50.8883527089,45.1926605505,48.2013475931,94.1125036433,79.1627906977,79.3856402665,87.8218108186,48.3182936833,189.029535865,319.602429597,75.7961783439,76.0966183575,72.5922376617,62.2050999817,57.0915096173,87.3284125064,97.9130434783,87.2442316064,82.1268097853,71.2606966373,93.0115830116,69.1271820449,75.1894940948,23.8192668372,66.820667867,52.6844233719,72.929802438,65.1321547348,82.7332242226,71.6180371353,97.1596762325,66.0466689212,69.7156202477,59.7161236424,115.284906932,61.8403247632,76.7102058889,72.3295816522,64.1389085755,73.719376392,320.74630033,101.060376542,100.570433851,65.306122449,70.7193515704,70.7126948775,86.46197411,29.046997389,68.7518312335,66.6144200627,69.540166205,71.3258746344,91.0044422507,73.0439540398,94.1926345609,42.5697221795,93.4559221201,70.2417582418,73.9612442164,90.7564422278,82.2202948829,66.4915966387,50.1724137931,91.714922049,43.1291992098,64.6368715084,81.6125658745,72.5771950575,82.4538258575,66.5835976439,72.8136129798,64.4923315861,56.975,66.1582852432,72.950752394,83.6621143146,74.9331947743,22.2522080471,85.9662576687,99.8294117647,62.753583987,65.0584966023,79.4988610478,47.7108916005,65.3984539705,100.470099486,85.2587331497,71.2152405254,58.0784267546,48.361138371,55.7614761476,45.7309683816,40.7466880771,39.6593233747,99.5449460647,100.150816035,67.0972127804,67.723156533,88.855602157,99.3262752647,68.4819277108,83.0818278427,73.7179487179,56.0529801325,65.7594703935,100.382221252,92.6296633303,48.5558532262,87.7538829152,46.6136331918,61.3551401869,68.3355608101,66.4576049607,101.262224244,102.52108716,50.3846609066,66.0891089109,43.5858393605,54.4256723716,66.2679528403,56.0576615777,65.6464138876,79.8523007006,80.3049327354,81.1043460004,94.0270551509,85.2575488455,77.4558303887,70.4725851752,70.32996633,70.500112638,73.4629965387,73.9473847876,72.6309226933,63.5764757839,91.8990203466,95.0751684811,73.9600058386,94.1334355828,84.1791044776,61.9444002616,56.7454545455,32.5933882325,57.6204656199,57.4439631943,66.8635558181,94.1593259288,77.4554240631,66.4152410575,48.8448516232,75.9877988627,72.3546379232,70.3794091343,68.5953143003,63.5705289673,72.8766319495,73.061384074,74.4738999727,75.9013867488,79.7949886105,69.0388198758,67.5204274041,109.944751381,62.987012987,72.6720208379,63.4583233819,40.5448154657,69.6576576577,40.0258064516,85.6683467924,92.1983640082,96.9515193234,44.0974687227,63.9788110653,103.34929553,70.1870850935,72.3197192087,67.4512055109,73.4747889573,75.1307759372,71.8310537469,91.4270500532,55.8889964505,100.212121212,38.4957020057,57.6499388005,95.0081833061,68.6214911497,77.5267993874,77.0190023753,67.3945116554,100.735879077,74.4325997249,29.7660408196,50.7717303006,79.2074848652,73.5490562124,53.7050359712,79.4544399304,85.6578947368,78.3806697753,72.2798353909,51.2630014859,97.2568578554,80.9937199852,56.0729530462,85.2134146341,67.6339285714,85.3172448467,79.7059922761,68.6310904872,73.4864300626,98.4211565029,75.2105263158,83.4601521826,58.0556103333,70.4794916233,72.0807726076,69.5021242064,66.4375715922,50.2790697674,91.7598167837,66.880733945,60.0412371134,90.1169730246,65.0362318841,79.4136299101,101.185500418,93.4849108368,84.0530701754,76.8774089936,76.3260290805,78.6655511399,66.9772256729,68.3782091421,93.7286202965,86.182,42.6934097421,97.1941830624,83.3734939759,56.6958617919,74.3958048336,50.2195272704,78.3769902414,79.2113910186,76.7794261806,79.2724974722,78.3588818756,62.2840690979,63.8230647709,58.0266249021,80.6718160589,68.157802043,67.6075799447,89.7239915074,60.6478850369,51.0409188801,36.2889019378,70.8719165085,53.8474547607,75.6153405839,70.0458524385,73.6114421931,39.3028402803,77.6300578035,84.0775063184,76.7660269498,73.3508082132,73.4188698808,55.2487448654,52.096724824,59.8186036701,61.105180066,78.2226132864,67.9501915709,50.9640831758,60.8982241414,89.5436618831,72.6136363636,74.7308283894,72.6797621193,81.9014274172,82.6949860724,41.5589580433,67.8484766783,63.5857128644,86.9443847971,68.8338732068,59.8611296568,69.9220030588,82.9603103551,84.691136974,74.1672067401,96.7369677676,96.3508976792,102.703881378,100.106273787,100.702438436,63.2843580345,27.751608837,80.7270628967,41.6002305254,73.8826063543,73.2677595628,74.8459958932,103.624078624,65.3195164076,37.9310344828,94.7245017585,79.0630001455,101.343836886,77.2033390214,92.9651972158,100.998763436,99.6640453726,99.3175909879,70.1956271577,79.4003573452,55.1468676891,68.4371807967,64.3266475645,97.8343465046,63.0395273024,43.3241477273,53.9627329193,58.1442600745,90.4070861257,50.4343779796,64.9806818057,41.4637977069,24.2948717949,40.788523741,12.7148997135,77.0648790998,39.9346004496,45.2324195471,33.3802197802,79.2716475096,106.818181818,40.2474226804,34.432230639,19.3517174649,18.005952381,58.0909191461,72.4247226624,71.2561466249,73.3765725944,78.7248028046,87.9349992335,56.1051972448,67.229254571,68.4999051773,62.5997425997,62.0546683047,79.5945184907,87.6233864844,79.7283802676,64.5719631998,53.9081247857,66.8143490067,70.8905534748,63.1466579077,79.7491039427,73.6682130859,70.4559270517,71.1111111111,72.2360635316,71.4234556849,73.1320627425,72.3870300103,66.9456965014,70.2814029364,74.3233768055,84.6153846154,59.4548447789,95.1576576577,61.1111111111,66.4448425902,85.726668293,44.3586698337,67.1304347826,62.2195704057,56.4011461318,58.5318980794,76.3785475343,65.8753709199,78.9886660854,86.1822289157,69.141706519,86.2148760331,80.8458580916,40.7234042553,47.7461706783,93.8838078729,92.8327645051,82.1282728801
73.5730245785,69.9385454769,74.943273906,69.4424064563,72.4526066351,67.7217727843,139.312806783,186.291419871,66.6288814067,100.458395615,80.7645483321,66.601784266,67.1839929928,94.2504925462,63.2413779465,33.4915997078,99.8693664272,99.0461257023,68.10625,72.8062554301,96.5147453083,100.881578947,158.716371681,132.150313152,101.89119171,79.5383655646,96.86825054,87.9129129129,68.0140748369,99.6986136227,100.009747539,101.707255837,63.4823848238,65.4662973223,101.357733176,75.3418963296,73.65356623,72.6267529666,99.686888454,80.547968885,39.2857142857,65.4841802493,64.2599277978,52.3141039702,46.495412844,49.5455328559,95.5115126785,82.5426356589,80.4959289415,82.1232282326,51.468416735,185.372714487,299.337382662,76.093418259,78.4734299517,75.4192620987,64.3368189323,60.2098309695,85.5041785793,98.3768115942,88.1584675664,84.9725411882,73.7917319513,92.5482625483,71.7955112219,77.8335977437,27.5532821824,69.3514964161,54.5809510529,74.9684741488,67.1451076492,82.8355155483,74.6684350133,94.319352465,67.8390260399,72.4527482077,61.2197159566,114.636542749,63.7347767253,78.459154306,74.5381184965,64.6704464918,75.8351893096,293.504952382,98.8530621078,97.8414568827,70.4489795918,69.4356636272,75.144766147,90.8309061489,25.9007832898,70.9493114562,68.5522941009,65.6842105263,73.7882368495,88.3144126357,77.3481670618,95.3966005666,46.528578475,101.189832342,73.4505494505,76.228869852,90.9060681629,86.2532523851,68.4523809524,53.1724137931,92.4276169265,48.4518004586,65.3966480447,83.731485089,74.4394393135,85.2682497801,69.9818758496,75.1483973091,69.3069306931,64.975,71.1343775763,76.2425900593,88.4167931209,76.7666270784,21.9578017664,85.0651840491,100.137254902,65.5937246416,65.5722392172,81.8803064817,50.3583188069,68.0604356992,100.765278233,90.9407160458,75.4922144576,62.21149317,47.9803729146,57.695769577,47.4608350777,42.1785093001,41.1648721142,99.5605273672,100.414037297,69.5445275323,70.5045278137,94.8621929299,104.427333975,71.7590361446,84.7396386823,76.8356643357,57.4039735099,68.1868333946,100.753521896,91.5117639412,52.1412291575,87.5547590601,49.3649939191,64.5556074766,69.558959597,69.1049920988,101.284967023,102.549203374,55.8290922003,68.5437293729,48.5344499429,56.4547677262,69.2658092176,61.0798246015,68.8442211055,81.2914220792,84.4774060021,82.930925887,92.8407908429,80.7060390764,76.890459364,73.0125778483,72.6734006734,72.8542464519,75.3914620076,76.0774923814,74.0804239401,67.6063594877,97.9464958553,96.034214619,75.9889067289,94.1334355828,85.2338308458,65.6263070769,60.3090909091,33.4526793173,61.3833243097,59.7592862418,69.255463674,95.9211030257,80.1972386588,69.6588258165,48.1975702051,78.3832359094,73.3717929255,72.6076609419,71.4761234157,65.7325776658,75.9131582808,75.7721881924,75.6764143209,79.4761171032,81.1161731207,76.3470496894,67.9604022627,108.429869898,65.8920027341,74.7341002822,65.6078337712,46.1687170475,72.1441441441,43.4033892473,86.1922569689,95.9304703476,97.3743730947,47.9924352633,69.8646262507,103.003579641,72.9095420103,75.2072431398,69.8760045924,75.3593429158,76.4385353095,74.3353881718,91.214057508,61.3746369797,100.0,41.2567335244,61.9094247246,91.9476268412,64.2231360629,79.9770290965,85.5700712589,71.0239008557,99.184566428,76.1863823934,30.9300759355,52.2116165719,80.7594936709,76.9757311761,57.2622302158,79.3383633198,87.2368421053,79.016532429,73.9094650206,55.0767706786,99.6620947631,84.041374215,57.3147070237,85.8536585366,70.71875,85.9225741579,82.9450604211,70.4877030162,76.5483646486,98.5506216696,78.2631578947,88.7865438526,60.2248077302,71.8659734258,74.1439859526,72.5571626331,68.843069874,54.6046511628,98.2815888857,69.1743119266,62.9439175258,89.2217713058,67.9233091787,82.1107430194,100.577551486,96.3648834019,84.5789473684,80.0321199143,80.1351628097,82.5768667643,69.5307108351,69.6931747026,95.0171037628,88.04,43.4957020057,95.9452523524,83.6144578313,59.943752511,72.594619243,51.6453888617,80.1232665639,80.2847754655,78.8057020498,81.698685541,81.8154493538,62.0441458733,62.4802527646,61.2894805534,84.0847853422,70.5174357168,71.8910382945,90.9768577495,63.4894860762,52.9791816224,37.4627128597,73.1499051233,55.1719939117,79.1642816256,73.9474781159,77.0202622169,43.8952416083,82.9479768786,87.3213984836,78.8893425888,75.4477937964,71.5137376879,58.2610680055,56.1677379859,62.3708078464,64.435003454,81.3682358117,65.3831417625,55.9697542533,63.9933464878,88.0479875308,74.7488636364,76.8850802022,75.6532708596,84.4061405871,87.5,43.7065022867,66.2847128606,60.889463735,86.3001932575,70.4997686256,57.1905461343,68.1710395805,78.5287973739,88.5631154879,71.9896305898,98.4878631118,93.3878265947,102.834278238,100.051774409,100.518952197,56.980959096,26.2124328269,84.4200807848,45.5767937758,76.9700233351,75.6174863388,78.7645448323,103.562653563,56.0967184801,42.5287356322,100.586166471,82.3366797614,100.78776645,83.6830696859,93.0208816705,100.351945211,99.3832726021,97.4545060659,72.2669735328,79.8361441583,52.4434624383,72.4208375894,65.3653295129,99.1641337386,64.6695191524,44.0170454545,56.5217391304,60.616322384,90.5426798057,52.995177971,68.0814996643,42.3979896341,23.5096153846,42.2842389065,14.0401146132,77.2324634905,41.6104639281,46.8176400477,34.6637362637,81.7624521073,106.907308378,42.5979381443,38.3326515924,20.7063376875,20.9523809524,62.0838402832,74.7543581616,73.3422738787,76.4875892554,81.069237511,89.5906791354,60.8093299937,69.3389592124,70.5291105632,64.5817245817,64.3273955774,80.8522620612,85.5922551253,81.845416417,68.0336815843,57.7991086733,69.5012148063,73.9731585518,65.3473476761,81.3457152167,75.2039673652,71.7203647416,74.2828282828,74.4160697602,74.0007162041,74.7006240513,74.3877199034,70.7662588538,72.7569331158,76.6138456504,84.6153846154,61.3358419567,97.6351351351,65.0612589776,68.7228052214,84.6538327788,49.3269992082,70.3768115942,66.8735083532,61.329512894,60.7195028498,78.7741448149,70.0,80.1220575414,88.5542168675,70.928769192,84.7272727273,83.3974134918,44.670212766,53.0269876003,93.3987038019,95.9044368601,84.5784290175
72.2120658135,68.209950745,74.0097244733,67.7182685253,71.5639810427,66.110050364,138.464970995,176.782110359,67.8862701085,99.720976582,81.3489164841,63.9578264396,65.4235780369,103.264139124,61.7584243,30.3140978817,99.8219028957,98.0661178623,68.875,71.2617047978,95.5227882038,100.315789474,177.301327434,137.995824635,101.554404145,80.5572884176,95.5543556515,86.1486486486,66.2118091315,98.5533453888,101.452383273,101.832538288,63.7082204155,66.0203139428,100.415682802,76.7448143991,73.4594856866,70.7928802589,99.9608610568,80.985306828,40.7857142857,66.9942473634,60.850381067,52.4018425093,45.2293577982,48.7125166367,97.1728359079,84.6821705426,79.0895632865,83.7327162279,51.0910582445,187.599624941,309.496963004,75.838641189,78.2608695652,77.0244369909,62.707760044,59.8793471925,83.6620757276,100.0,91.2494558119,86.145781328,72.0591780162,91.1969111969,70.897755611,77.4810505905,26.3427109974,68.2474436933,53.6605773253,74.043715847,65.4647295642,82.5900163666,73.2095490716,94.7755702723,66.5370307744,73.0393221812,60.4344193818,115.388603723,62.8687415426,77.905689617,74.1133998726,63.3061658398,75.5233853007,331.963325956,97.3598788141,98.8429566149,69.2857142857,68.5916919959,74.855233853,91.5315533981,26.1227154047,69.279226487,66.970646908,68.8753462604,71.8712300243,90.3874629812,76.5340142258,95.9530554431,44.4550564092,102.055164954,71.8241758242,75.6791424252,90.6068162926,86.3833477884,67.9971988796,52.6206896552,92.0267260579,46.9679237468,66.4804469274,81.0657480127,75.8487052369,85.7519788918,68.0788400544,75.5045508508,68.3168316832,64.55,70.1842539159,75.512995896,87.961557916,77.6054038005,21.7492639843,82.4578220859,99.3529411765,65.6748715174,65.5255353432,85.58707807,49.3511524308,66.7252283907,102.448890347,91.9118712857,75.8395917302,60.5511069242,49.5897939156,60.5760576058,46.4690977195,40.8135956109,39.9366613004,99.5605273672,99.595126702,67.8110129164,68.7580853816,93.9634511684,105.245428296,70.4496385542,83.6981934113,78.0011655012,59.097218543,66.2743655756,102.380692366,91.0178083972,52.8742985858,87.2361608921,48.7070598321,63.2242990654,67.1018813612,68.0132860625,100.750511713,102.314901593,54.2904485738,67.1204620462,46.9229793173,54.9877750611,67.6259378349,60.0873022647,67.1082686158,80.912895285,83.5115557089,81.8391769893,92.6118626431,84.1030195382,76.148409894,72.7927707901,72.8215488215,72.5388601036,76.5782099885,76.932645065,75.0,66.4102752834,99.2464204974,96.8377397615,74.9233688513,93.9033742331,85.4726368159,67.1137974303,57.4545454545,32.1756772885,62.5338386573,56.5856968923,65.239220319,98.4680199157,82.06765286,63.0056376361,46.2059350727,78.1989715212,72.9315318051,71.3343741947,71.4249135834,64.9559193955,75.8104738155,75.8243190408,75.7584039355,80.3697996918,80.0455580866,78.7072981366,66.7818981772,111.080021387,63.2023239918,75.3852832646,67.5901600191,44.9033391916,72.4684684685,42.0387096774,86.4271132549,91.3599182004,96.076310355,45.5629909805,66.921718658,103.112233206,72.8022530678,74.8723675814,70.6630309989,74.8345881816,76.3513513514,73.4203429012,91.9062832801,59.9064214263,101.459292929,41.11747851,60.6487148103,92.0294599018,64.6164848918,80.7044410413,83.8675771971,69.1944526409,101.531523469,75.7909215956,29.3028023552,50.9341998375,80.3302146395,75.71043352,55.8273381295,78.8578061521,87.7809210526,78.719796524,73.4979423868,54.0861812779,98.8794679967,81.1784263022,57.3147070237,88.8719512195,70.7589285714,88.0341880342,80.8022922636,72.3897911833,76.3395963814,98.5908821788,75.6842105263,89.3071686023,60.8361269966,70.1906412478,73.4855136084,71.9366079526,67.2966781214,54.836744186,98.6354834959,67.6146788991,61.9117525773,89.2396753402,69.4444444444,82.5026029342,99.9316057451,100.891632373,87.5,81.4239828694,79.2955150522,83.0579376699,71.0835058661,67.5015654352,94.9258836944,88.8488,42.1375358166,95.5688622754,84.6775336641,58.537967055,72.0702234382,52.0183720881,79.6610169492,80.569550931,78.422352561,81.1425682508,82.957619477,62.6199616123,63.6650868878,62.1769772905,83.5818214478,72.7460373371,72.6016581129,91.2951167728,65.1132580986,51.7587939698,35.7604227833,71.1574952562,54.3378995434,78.4201488266,74.8645268862,77.1394517282,44.5038731096,81.5992292871,89.5534962089,79.664761127,75.4477937964,70.9694142043,57.6814240073,57.3002754821,60.4513815651,63.792405958,80.761108667,65.5555555556,54.9086326402,63.494333076,88.5596655987,73.7204545455,77.3939793452,72.9681023608,85.0105036359,88.9975626741,44.8001590774,65.4489080615,59.9740075614,84.4964569465,69.5974086071,55.8018427026,73.9227641107,79.5135780364,87.927484333,72.7025275437,100.278352567,93.9570865567,103.270824248,100.042691179,100.446644133,56.5244045,26.570689312,86.6128101558,43.8958793584,77.3290253096,75.6284153005,79.4830595483,104.054054054,57.5129533679,40.8050574713,101.524032825,82.8459188127,102.085264133,78.7944472628,92.7146171694,99.5243983639,98.4977440909,97.3136915078,71.829689298,78.2455222905,51.6376397193,73.5989104528,65.1862464183,101.709726444,61.3284433578,38.2102272727,57.3913043478,59.9387064003,90.0003050858,50.5317005446,68.5581251995,41.0238730956,23.3626802885,39.1027340547,14.7206303725,77.6633947809,39.1375434294,45.0297973778,32.8791208791,85.4022988506,107.664884135,43.1134020619,38.5915405446,20.4160619255,20.5753968254,61.3870147108,75.4199683043,73.5061838772,77.2696361782,81.6608238387,90.212325617,59.3299937383,67.9559306142,69.4481319932,64.0411840412,63.0681818182,80.2267692885,85.7441154138,81.6057519473,68.7353812568,59.0332533425,69.0152922681,73.595505618,64.7725406471,80.5148256761,73.5882258839,69.1306990881,73.2929292929,73.9177826222,73.1602506714,74.4813627931,73.9220420835,70.6160120197,72.7569331158,75.7490768008,83.385271445,63.0145813735,98.6036036036,65.7372201098,67.1617609419,83.7714813642,48.1393507522,71.1304347826,65.7279236277,59.7249283668,59.893313856,78.2022229416,70.4154302671,79.9476896251,88.9307228916,68.2607601309,85.2561983471,83.9217056973,42.8085106383,52.2975929978,92.6225372883,97.2696245734,81.0953639202
71.7042453788,68.5278532244,72.9983792545,67.2413793103,71.0900473934,65.8039665809,142.882641678,174.227747963,68.0882903105,101.674140508,81.0080350621,62.1248986212,64.0362402146,101.664010122,63.3997785161,28.1081081081,99.8911386893,100.091467398,67.8125,70.817646491,97.4530831099,101.947368421,190.398230088,146.137787056,102.68134715,78.3530879601,97.8758099352,85.6981981982,65.0961208376,98.8145469158,101.739935666,102.435350239,66.1924119241,62.3730378578,101.141282959,76.3291349711,71.4701601164,71.0355987055,100.11741683,77.1823681936,41.4285714286,66.8504314477,58.0425190533,50.9541566133,43.4678899083,47.1790095059,100.029146022,87.2868217054,78.7194670614,85.8258605728,48.4331419196,193.108298172,318.166758697,74.2250530786,77.8937198068,72.4724484907,62.667400477,58.7783174665,83.5944945385,102.551014493,95.9947757945,84.8477284074,71.2004338918,88.8803088803,70.0498753117,75.2600035255,25.652173913,67.8907497367,52.8796541626,72.5935266919,64.9581655873,82.8355155483,71.6976127321,97.3068432671,66.2428136625,70.6278514013,60.4010025063,112.744076321,62.2381596752,75.3464688953,71.8241664897,63.1112686038,73.719376392,350.369642138,95.7273317464,104.906266738,67.4489795918,66.4640324215,74.0311804009,85.6254045307,27.1671018277,69.5136243774,67.3126246794,69.2631578947,72.2182743633,90.695952616,74.7216852088,94.7794415217,45.1776474321,98.8101676582,70.4835164835,73.2740849329,91.604322527,81.6565481353,64.7412464986,53.1724137931,87.4832962138,46.7743746105,62.4581005587,81.3391569436,71.1175982082,82.6737027265,68.2374263706,72.3767313019,68.4915550379,61.925,70.197856554,71.5914272686,83.1057157309,74.2428741093,21.9210009814,82.4194785276,101.019607843,65.8371652691,62.4804427527,91.4475046593,50.0871586287,66.7603654252,105.171094348,94.7963472967,74.3787514136,58.8789448893,53.923454367,61.5661566157,44.7967390107,40.3050983541,38.9593752765,99.5605273672,101.359684056,68.6947654657,68.6934023286,90.7579388856,102.117420597,69.5686746988,82.7151965994,74.9417249417,56.6092715232,67.9293858036,105.143605984,87.9110880021,50.7817185813,86.718438869,47.1918176924,61.214953271,65.9401665467,66.6213608662,103.991357744,104.723523899,54.7520416617,67.4504950495,46.415429514,54.9877750611,67.3097534834,60.5835634331,68.0447693011,77.4663889415,79.4411866161,78.6479109805,91.6961498439,83.1705150977,73.7455830389,70.4237391623,70.0067340067,70.0045055193,72.144387671,72.4081099571,70.7761845387,66.1526571471,95.9871891485,96.7081389321,74.1643555685,95.4562883436,84.3982089552,66.7161514943,55.5818181818,31.328320802,61.8164591229,53.8631963434,61.2817483757,100.153198008,82.2230769231,62.8302877138,42.2226648078,76.6256371296,70.7909518749,70.6219399433,69.1204711305,63.2346767422,73.3020390201,72.1621269386,71.5496037169,76.594761171,79.7266514806,80.3144409938,67.0175989943,111.080021387,64.4565960355,71.5650097677,66.252686888,42.1177504394,72.036036036,40.5161290323,85.5599515835,85.5828220859,96.3221555709,44.6610416061,66.1565626839,104.011094517,70.1870850935,72.3994894703,67.125908917,73.260323979,74.3897122929,72.4571373531,93.9297124601,59.5998709261,102.454545455,38.5816618911,60.1223990208,95.2864157119,69.533345253,77.8330781011,79.5724465558,69.9026261434,102.953460621,74.3294360385,28.506982429,49.6344435418,76.6097963676,73.4171333748,56.654676259,79.6285548462,86.5789473684,77.5328529038,69.7942386831,49.4304110946,97.5477971737,78.9619504987,55.4520760574,86.9207317073,69.7544642857,84.766214178,78.4352809269,69.6055684455,74.6694502436,98.4014209591,72.8421052632,82.7392871446,57.3851311378,69.3240901213,72.4319578578,68.308749821,67.0103092784,53.023255814,96.0065521059,66.6055045872,62.1030927835,87.9684888995,66.9685990338,79.8390913393,103.187932214,98.5596707819,83.9912280702,75.3211991435,77.7595740324,77.7034093286,67.2877846791,66.6875391359,89.338654504,85.72,40.3438395415,99.6578272027,80.2026931254,56.0064282845,78.3857729138,48.0881945481,77.6065742167,77.5027382256,75.0817355874,78.9686552073,79.3207093478,61.3723608445,69.5102685624,59.8277212216,80.6358900665,68.435364565,67.0746150809,88.6624203822,65.3568239019,50.9691313711,34.903112155,68.6907020873,49.9746321664,75.0429307384,70.7878282618,74.6126340882,44.1903356695,77.6107899807,83.5299073294,76.8476929359,73.6566186107,75.3499222395,56.3715198539,55.3719008264,60.8521408985,65.4631594474,78.8825340959,65.0,54.7901701323,61.7637526571,87.2867680052,71.8181818182,75.2362118216,71.1119120562,80.662537032,79.5961002786,40.1869158879,69.5470477218,63.963784698,84.4320377926,69.0652475706,63.1860061423,77.2243864291,82.8111011638,86.1683079678,73.6876215165,99.9206128134,96.0735659028,103.532490188,100.097190557,101.303718011,63.5258901434,27.5525774564,89.2671667628,41.9508212468,72.8415006283,71.4863387978,75.5817932923,104.2997543,61.7616580311,37.1647509579,101.23094959,76.5895533246,103.336422614,73.3293363464,94.4872389791,103.452867878,102.881428219,102.00389948,70.4257767549,79.6182507517,58.4871328308,72.1824991488,69.5827363897,99.962006079,58.5162999185,38.2102272727,54.1366459627,57.9749407382,91.3223434656,48.9197955618,65.2008321684,38.6993874666,23.3974358974,37.7293844604,13.649713467,79.0758917884,38.6266094421,42.9678188319,32.0,87.1264367816,105.748663102,38.5567010309,34.7428973816,19.8838896952,19.6726190476,60.1813958633,72.7258320127,69.90016391,73.3594015641,78.5933391762,87.8736777556,58.8290544771,68.190342241,69.5429546748,63.1402831403,63.3445945946,76.6284963394,85.4024297646,79.2490513281,64.7434897864,55.8107644841,67.2431041875,71.493965876,63.2287731976,79.2766373412,73.3322668373,68.1094224924,72.4848484848,72.1426346932,72.0859444942,72.4911452184,72.3180407037,70.0150246834,70.2895595432,74.6505866405,84.6153846154,58.84289746,90.8783783784,64.9136037178,67.3150755055,81.2282331691,48.0403800475,70.0289855072,64.8448687351,59.2320916905,59.4556731644,76.5404122154,66.7359050445,76.9398430689,87.0481927711,67.3798137428,85.3884297521,80.8109052779,40.2765957447,52.7060539752,90.81148209,93.8225255973,80.0384338218
