AAXJ,ACWI,ACWX,ADRA,ADRD,ADRE,ADRU,ADZ,AFK,AGA,AGF,AGG,AGQ,AGZ,AIA,AOA,AOK,AOM,AOR,AUSE,AXJL,AYT,BAL,BDD,BIL,BIV,BJK,BKF,BLV,BND,BOM,BOS,BSV,BWV,BWX,BZF,CGW,CIU,CMF,CNY,COW,CSD,CSJ,CUT,CVY,CWI,CYB,CZA,DAG,DBA,DBB,DBC,DBE,DBO,DBP,DBS,DBV,DDG,DDM,DDP,DEE,DEF,DEM,DES,DEW,DFE,DFJ,DGL,DGP,DGS,DGT,DGZ,DHS,DIA,DIG,DIM,DJP,DLN,DLS,DNL,DOD,DOG,DOL,DON,DOO,DRR,DRW,DSI,DTD,DTH,DTN,DTO,ECH,EDV,EEB,EEH,EEM,EES,EEV,EFA,EFG,EFU,EFV,EFZ,EIS,EMB,ENY,EPI,EPP,EPS,ERO,ERX,ERY,FAB,FAD,FAN,FAS,FAZ,FBT,FCG,FDD,FDL,FDM,FDN,FEU,FEX,FEZ,FFR,FGD,FIW,FLM,FNI,FNX,GAZ,GBB,GBF,GCC,GCE,GDX,GEX,GII,GLD,GLL,GMF,GMM,GRI,GRN,GRU,GSC,GSG,GSP,GSY,GULF,GVI,GWL,GWX,GXC,HAO,HAP,HGI,HYG,IAI,IAK,IAT,IAU,IBB,ICF,ICI,ICLN,IDHQ,IDU,IDV,IEF,IEI,IEO,IEV,IEZ,IFEU,IFGL,IGE,IGF,IGM,IGN,IGV,IHE,IHF,IHI,IJH,IJJ,IJK,IJR,IJS,IJT,ILF,INP,INR,IOO,IPE,JEM,JJA,JJC,JJE,JJG,JJM,JJN,JJP,JJS,JJT,JJU,JKD,JKE,JKF,JKG,JKH,JKI,JKJ,JKK,JKL,JNK,JO,JXI,JYN,KBE,KCE,KIE,KOL,KRE,KWT,KXI,LD,LQD,LTL,LVL,MBB,MDY,MDYG,MDYV,MGC,MGK,MGV,MLN,MOO,MUB,MVV,MXI,MYY,MZZ,NFO,NIB,NLR,NYF,OEF,OIL,OLO,ONEQ,PAF,PAGG,PBD,PBE,PBJ,PBP,PBS,PBW,PCY,PDN,PDP,PEJ,PEY,PEZ,PFF,PFI,PFM,PGD,PGF,PGJ,PGM,PGX,PHB,PHO,PID,PIE,PIN,PIO,PIZ,PJP,PKB,PKW,PLW,PMR,PNQI,PPA,PRF,PRFZ,PRN,PSAU,PSI,PSJ,PSL,PSP,PSQ,PSR,PST,QCLN,QID,QLD,QQEW,QQQ,QQXT,QTEC,RCD,REM,REW,REZ,RFG,RFV,RGI,RHS,RJA,RJI,RJN,RJZ,ROM,RPG,RPV,RSP,RSX,RTM,RWJ,RWK,RWL,RWM,RWO,RWR,RWW,RWX,RXD,RXI,RXL,RYE,RYF,RYH,RYJ,RYT,RYU,RZG,RZV,SAA,SBB,SCC,SCJ,SCO,SCZ,SDD,SDP,SDS,SDY,SEF,SGG,SH,SHM,SHV,SHY,SIJ,SKF,SLV,SLX,SLY,SLYG,SLYV,SMB,SMN,TAN,TAO,TBT,TFI,THD,TIP,TLH,TLO,TLT,TNA,TOK,TUR,TWM,TZA,UAG,UBC,UBG,UBM,UBN,UCC,UCI,UCO,UDN,UGA,UGE,UGL,UHN,ULE,UNG,UPW,URE,URR,USD,USL,USO,USV,UUP,UWM,UXI,UYG,UYM,VAW,VB,VBK,VBR,VCR,VDC,VDE,VEA,VEU,VFH,VGK,VGT,VHT,VIG,VIS,VNQ,VO,VOE,VOT,VOX,VPL,VPU,VT,VTI,VTV,VUG,VV,VWO,VXF,VYM,WIP,WMCR,WMW,WOOD,WPS,XBI,XES,XHB,XLB,XLE,XLF,XLG,XLI,XLK,XLP,XLU,XLV,XLY,XME,XOP,XPH,XRT,XSD,YCL,YCS,ZSL
169.678775143,136.430395913,140.983050847,135.838150289,130.345785901,164.680073126,128.563049853,84.8436246993,134.761904762,68.2959048877,111.233766234,104.308886456,259.40106141,100.997668998,154.349499615,128.347541548,109.393011885,114.308746473,121.166666667,167.162846085,144.684425246,109.185803758,142.31372549,322.585858586,100.0,105.671798921,152.457002457,184.687340329,103.554249065,104.351827505,23.5415364583,50.5136612022,101.623335447,127.256770311,114.506470929,144.822006472,128.632087253,109.488431331,107.243121842,102.208682407,83.9167169584,160.680034874,105.277525023,159.325044405,143.593875907,139.552238806,101.200960769,145.513392857,121.631205674,108.958333333,180.471380471,111.643835616,117.840054682,129.661016949,144.02583423,176.890080429,119.404517454,58.6591101336,139.858566377,87.0015769317,73.0566352027,121.594202899,148.271679806,122.88381075,121.035971223,140.044742729,105.418454936,137.810945274,187.108886108,174.083333333,123.006369427,68.286537077,115.838303512,120.413385827,113.971084989,131.080293958,118.804664723,117.860175488,135.301097597,110.129046864,115.817676185,66.976093591,123.905109489,131.267605634,123.537565844,76.3256087981,143.567804199,129.787365177,117.964611872,125.062937063,122.409131871,58.720493786,186.731044349,71.5353815066,178.90849405,124.174174174,168.982229402,151.964361282,19.3293539326,131.69881478,131.123517097,29.8634270287,133.470120544,54.3369513922,167.417840376,128.190619892,144.23245614,192.9004329,170.735650768,126.265926168,111.239326102,93.1655648669,31.6522163825,148.298008992,130.866322433,130.969162996,66.3313741064,4.26944140197,148.092187567,133.805162365,132.258064516,110.454545455,122.28612509,175.782379823,132.26037196,139.318885449,131.105635972,145.55808656,163.347265659,125.552486188,130.303030303,185.159620362,150.0,43.9284485724,109.592088999,102.971779762,123.661567878,148.094179558,176.805022672,119.432419432,106.541727378,140.765994308,41.9936851601,169.832524988,169.226708894,136.324968099,87.8306010929,106.733835211,120.030454042,106.173677069,106.198060942,99.6003996004,96.8169761273,101.766507177,132.140921409,143.98200225,165.104052574,216.957210777,149.668874172,147.132353544,132.386799693,147.071352503,120.930232558,90.0943396226,140.788822948,119.275123558,126.249393498,100.010102785,120.192834447,147.335760532,107.417702999,166.787377134,94.0884663084,96.6940008632,130.409511229,133.377792598,153.278070836,141.410614525,145.988538682,133.308970152,123.000566612,156.175417661,161.674816626,147.829076621,133.309742864,141.892312481,140.134048257,138.310025606,132.575444399,143.175328384,126.626506024,125.044247788,128.057724154,189.984411535,195.555555556,108.704326512,125.23326572,109.881002975,106.796359223,118.760151597,210.554216867,86.391966759,109.656301146,176.0,148.235294118,146.997829756,136.824034335,142.88,124.078624079,121.325209444,142.704449416,110.982776089,139.358785066,140.213592233,135.485933504,142.877997914,134.332247557,137.551657754,141.703703704,113.184641446,107.27029438,100.028428094,101.805555556,146.22831787,136.302454473,231.923048325,79.0173623938,127.640998778,126.346782988,225.482344376,111.956406729,138.357822611,158.420484411,102.405727924,137.749487539,156.450719823,134.27987497,125.178919974,135.232481991,115.647364997,129.089000482,169.76988373,109.305776365,172.900088417,166.467221924,54.4038756942,25.9704756698,150.841346154,134.331919406,127.811300055,113.279483037,120.041850732,93.3210332103,128.69399428,142.570016474,174.508375819,170.232732733,150.452898551,122.105263158,115.68627451,123.072463768,161.200585652,123.231132075,130.646387833,162.714327015,133.650329188,155.489260143,102.993197279,126.917989418,135.507246377,101.154313487,111.062335382,102.778337024,132.637729549,170.048309179,195.736241943,115.497835498,130.145255474,118.988741163,141.131029019,167.296928328,180.769230769,149.876135425,145.080956052,118.624269955,102.222222222,132.331592689,91.4276184123,133.289678881,189.245705751,129.934099617,142.153937947,157.330287206,120.740659581,192.614285714,139.281828074,158.526000158,124.987481222,131.152204836,58.1044833312,134.016152717,93.9064200218,145.602294455,30.3390576838,204.294860395,157.516123698,148.652291105,148.97084048,172.145423439,161.881868132,106.440638451,23.1123930245,113.617960986,160.905943451,161.220930233,133.219284603,129.811065776,113.722627737,123.259259259,109.198038316,173.867003975,226.515502082,149.525959368,151.141552511,143.638392857,209.310113865,163.240854249,155.541561713,156.074766355,129.483088705,48.134991119,139.108740537,132.834195481,134.679318735,137.402938533,35.860058309,139.463693135,152.84957957,139.3010279,133.848513249,142.838742916,153.529411765,162.850729517,115.433350228,136.379450307,163.592493298,142.756183746,43.4847041389,30.8143628256,108.367875648,48.7392055268,148.4014569,28.1262098335,29.3952220082,41.1204224544,116.754333082,52.30533992,154.691494592,61.5571776156,103.794739112,99.6834011759,98.2659776428,21.6944528108,19.8676037921,178.99408284,194.420741713,140.947309417,148.540620933,137.616808404,110.482846252,13.7664697865,135.983263598,180.579770368,110.521371536,114.021956088,176.817792985,108.537354094,93.2089077413,89.9019603038,83.0648749666,129.861813279,132.165832738,206.389776358,27.2292040694,18.2176269677,124.811156304,86.9103375018,136.465517241,178.627829444,108.268551237,169.283097855,139.777166835,70.0112739572,109.860674925,164.270005855,154.601673336,182.904744658,116.074090121,120.312222222,37.4837310195,113.668207024,132.2,121.959346884,213.625626787,122.205438066,100.603674541,180.039787798,88.2953652789,146.149584488,152.908298737,101.945244957,211.549100968,144.606789858,136.655239961,142.54473161,131.179912238,145.27284264,120.728913227,119.161243673,132.03125,142.444444444,118.306451613,130.336794125,155.376501611,125.850183824,120.061255743,126.757149782,129.873937262,139.237947494,137.933207309,141.671751068,124.770847306,127.355332377,106.675545197,137.245696401,127.859103385,118.524913666,136.095138526,127.994923858,168.701668702,137.479434024,116.945325848,130.206170992,117.817896389,155.422351234,138.538324421,143.848580442,101.688319428,155.877243775,116.878980892,140.909090909,115.782932891,120.609555524,118.631875882,126.493039964,144.755700326,116.897147796,106.020761246,123.328025478,139.207258835,176.805251641,130.52991453,132.325382698,182.20603538,179.90216062,97.0227670753,92.4401942927,17.6933158585
162.053437406,133.301404853,136.949152542,129.006831319,128.207412158,160.402193784,127.15542522,84.3357391072,137.085714286,64.1441781468,112.042207792,105.134839287,253.904473086,101.892773893,148.036951501,126.354085938,109.194260047,113.341394599,119.625,161.328669247,140.412766979,108.513106008,142.274509804,294.848484848,99.9781992588,107.303592578,151.904176904,178.587430728,105.558524853,105.561398896,26.4583333333,53.0054644809,102.23208624,125.461612109,115.723391926,143.851132686,125.579330059,110.63468478,108.018988311,102.627570449,85.7573928787,157.358326068,105.823475887,153.463587922,140.773569702,135.73309921,101.240992794,145.216836735,126.122931442,109.916666667,172.306397306,111.369863014,118.022328549,128.860640301,145.389307499,175.28150134,117.402464066,58.0725201602,137.897782064,88.2180671322,71.3284286507,120.173913043,144.966646452,117.718056003,118.848920863,139.243102163,101.984978541,139.635157546,191.551939925,169.833333333,121.549893843,67.6025917927,112.988734261,119.476609541,117.38278611,128.241698421,119.854227405,115.878856496,132.601601899,107.991849672,114.996947704,67.51017294,120.907194995,126.703599374,120.8760743,75.0058915947,138.692667396,127.519260401,116.067351598,122.699300699,119.495343947,58.0115105513,183.261802575,75.2687198294,174.805088223,124.024024024,162.075928918,146.740933057,21.0674157303,128.30583314,127.099325425,31.5626488804,130.597589125,55.913166588,161.971830986,128.957626053,144.648245614,183.29004329,165.885206144,125.843515191,113.681821679,96.1146199405,30.9167289934,144.637122672,129.890992542,128.685191461,61.8656076251,4.65279299014,144.946292222,135.387177352,130.606451613,108.343711083,118.116462976,170.879851912,130.686695279,136.594427245,128.272251309,138.177676538,160.757606758,123.342541436,127.579162411,178.515962036,147.282608696,48.6756105951,110.135970334,103.774432581,124.158699809,146.345778705,177.258458319,114.381914382,104.393809978,142.383368395,41.2268831755,162.325103399,162.839799419,129.636324968,82.1379781421,109.620573197,121.207087486,105.698778833,106.648545706,99.6003996004,97.5464190981,102.522488038,128.726287263,141.282339708,157.809419496,202.503169572,146.004415011,145.247092189,131.41980046,144.302449414,120.382580939,87.3927958834,142.408506429,117.343118167,115.550703542,100.127382939,117.069683357,144.555840522,103.833211412,163.579410243,96.0210830922,98.0750971083,132.285336856,131.043681227,155.312735494,139.944134078,140.496657116,137.003169862,120.830087117,152.804295943,157.518337408,145.153896529,131.77636235,143.168378462,138.203753351,134.685838093,127.862753204,140.948029697,121.927710843,119.35840708,124.438135794,189.477786438,186.820987654,109.730376788,122.718052738,111.51721207,111.04368932,118.895506226,206.313253012,88.3656509695,113.393344244,171.255813953,150.773993808,149.65034965,134.535050072,141.56,117.69000819,120.258948972,140.939597315,109.665653495,135.557899177,138.150485437,132.161338448,138.835245047,131.096634093,134.245775401,140.740740741,111.434217956,105.062444246,103.010033445,98.7037037037,143.404598628,135.906571655,229.151598315,75.9881787957,120.481927711,123.969465649,222.715689843,112.919267802,129.691663494,152.782473091,103.397804296,134.092135074,152.519379845,131.269535946,123.812621991,134.020956123,114.053350683,128.308792238,163.692937281,109.11499735,164.058355438,167.75926921,55.8430816495,27.4685620558,148.978365385,129.48038176,122.654964344,112.663435649,118.995582423,93.8686346863,127.550047664,139.064250412,172.305171158,163.225725726,144.02173913,121.503759398,114.460784314,121.565217391,157.686676428,117.570754717,129.946768061,157.866255495,129.188002926,154.021479714,100.544217687,127.16468254,133.295194508,99.6962332928,109.745390694,100.684517818,128.714524207,165.079365079,217.848289539,113.885714286,127.737226277,117.388648067,137.763692186,158.361774744,172.749590835,145.747316268,141.32613724,117.585983128,100.444444444,131.266318538,93.3955970647,130.015594979,184.241971621,127.126436782,138.902147971,151.468668407,117.727621343,192.428095238,128.72687704,154.028249033,122.533800701,127.59601707,58.9347298506,127.679882526,90.6420021763,136.424474187,31.1903713489,198.811429249,153.526542087,146.59703504,145.89193825,165.851154833,160.105311355,104.663737446,24.2888859371,106.146485094,159.145989613,151.81627907,132.068429238,130.148912394,115.474452555,123.83252818,109.928377377,170.220455367,215.594632115,147.630248307,147.233529028,140.550595238,200.93770931,161.052325957,150.56675063,151.615487316,128.238672623,50.3082227562,131.92532691,121.807786551,134.793187348,133.370711438,36.5738413592,135.734345762,150.233572096,141.40969163,131.350430263,142.220504894,149.504901961,156.917321362,113.886974151,132.738026209,155.012868633,132.458354366,45.1466073886,31.6122975827,104.145336788,48.4283246978,144.799676244,30.5652342238,31.4910666292,42.2569165423,114.267771917,53.7285344625,157.595870206,62.4145521956,103.880983182,99.710538218,99.3023398232,22.7663306344,21.0771493952,177.021696252,182.868395143,135.846412556,143.409555679,133.144822411,110.228716645,13.7664697865,128.591352859,166.30683204,104.485674025,113.428143713,170.958083832,110.245218239,95.9915164369,92.6647486763,85.788021714,114.593865858,129.699785561,182.108626198,29.8124875324,20.8764154689,123.823358512,87.5863067935,137.844827586,175.469380593,105.159010601,166.197802198,139.343076255,71.1386696731,110.90881564,164.177797039,153.479447072,187.468308584,114.818024263,122.148148148,42.6464208243,106.254158965,112.4,122.625791403,183.857555288,121.172205438,101.049868766,174.734748011,87.431264729,134.570637119,145.769947335,96.9020172911,213.208852006,143.059733563,131.562193928,137.450298211,126.011701609,143.242385787,119.700376657,120.723065799,128.422619048,138.412698413,115.201612903,128.437579134,151.772634046,124.816176471,118.836140888,123.254483762,119.26121372,135.751789976,134.026465028,138.743136059,120.523138833,120.994739359,102.969535542,134.241001565,125.823421775,116.674888999,134.526921066,126.243654822,162.515262515,133.135899967,114.992677569,129.914430174,110.832025118,151.378809869,131.336898396,138.395673727,99.4439809297,158.251302837,114.968152866,140.043290043,118.102734051,117.724217751,117.503526093,123.125280647,141.433224756,116.162489196,102.110726644,122.571656051,136.676217765,177.789934354,131.863247863,131.542185831,181.945889698,165.96004892,105.639229422,85.5191256831,18.2612494539
165.716001201,133.716475096,137.93220339,129.93168681,127.851115505,160.914076782,127.565982405,85.4049719326,135.0,68.3902623136,112.787012987,104.657179819,261.978771797,101.455104895,151.847575058,126.151726513,108.995508208,113.422007255,119.708333333,165.945221792,143.124550036,108.46671306,142.941176471,301.01010101,99.9563985175,106.408737992,152.14987715,181.503753488,104.315873864,104.825138049,25.716015625,52.7794535519,101.876981611,125.946019878,114.545103342,144.98381877,124.399855688,110.178306092,107.744372416,102.41177964,84.2486421243,157.279860506,105.611161662,153.818827709,140.290088638,136.654960492,101.357085669,143.303571429,122.813238771,108.458333333,174.074074074,110.776255708,117.475506949,129.519774011,143.523501973,177.533512064,119.866529774,58.5574916822,138.18707811,87.463392656,72.3903387007,119.246376812,146.240145543,118.635339556,119.107913669,140.231170768,101.260729614,137.081260365,185.043804756,171.833333333,121.10403397,69.2584593233,113.187541418,119.557665586,115.862721254,129.640718563,119.416909621,115.850551939,133.966182142,108.491057279,114.093128943,67.522889115,121.285453597,126.885758998,121.514555032,76.2372348782,141.35409412,127.482280431,116.267123288,123.076923077,118.684289576,55.651013429,183.512160229,73.7566889945,174.805088223,122.822822823,164.176090468,147.464915993,20.6460674157,128.607947943,127.262153989,31.5944100365,131.084893562,55.9036337895,161.439749609,129.083364768,142.280701754,185.627705628,168.472109943,125.579875858,111.498576814,95.451082549,31.2582052812,144.572896596,129.316695353,130.464249407,66.2131850675,4.37897042716,141.926577801,133.222314738,132.070046083,106.850871731,119.194823868,171.733094233,130.615164521,136.043343653,128.333846628,139.86332574,160.976821676,123.342541436,130.62308478,180.586712683,146.980676329,45.4764361885,110.65512979,103.584417605,122.944550669,144.626412013,177.258458319,115.536315536,103.677837512,139.759930702,43.1213351376,166.651026205,164.449722882,131.646108039,82.2404371585,110.186600253,120.930232558,107.903663501,107.271468144,99.6203796204,98.474801061,102.248803828,129.105691057,142.013498313,161.117196057,204.595879556,147.770419426,145.247092189,132.340752111,150.0,120.884632923,87.8216123499,139.663699308,116.234836004,119.359534207,100.265307915,117.91936014,145.273239235,102.677395757,165.183652354,94.9152542373,97.2637030643,130.383091149,131.310436812,155.990957046,142.039106145,142.12034384,134.262312013,120.050995113,153.093675418,159.657701711,145.874263261,131.280726586,140.460628696,134.664879357,135.5721883,128.854898718,141.119360366,123.180722892,121.061946903,125.289803643,183.047544817,189.166666667,108.30530696,123.265720081,110.752231194,111.04368932,120.16783974,208.096385542,88.7811634349,112.73867976,173.581395349,154.907120743,147.793585725,132.932761087,143.72,118.550778051,120.373191165,140.666169525,109.422492401,135.878506644,137.650485437,132.186700767,138.957247132,131.009771987,135.187165775,140.962962963,109.24336533,103.902765388,101.079507449,100.277777778,148.567970956,135.629453682,233.680553208,77.0225341707,120.918456434,123.72955289,224.426647252,112.104539202,123.765511991,155.561129347,102.968973747,134.955227101,152.990033223,131.005049291,123.617436565,133.759004584,114.183474301,127.812296082,164.077554144,108.685744568,166.091954023,162.493283181,55.6422072551,27.2170585019,148.683894231,129.639448568,125.013713659,113.850296177,118.925831202,96.0516605166,128.69399428,139.291598023,175.895848507,164.129129129,144.927536232,120.37593985,114.950980392,121.727536232,159.516837482,119.339622642,130.697084918,160.119793327,130.651060717,153.651551313,100.680272109,125.08994709,134.019832189,101.518833536,109.330114135,101.67102879,130.884808013,166.321601104,197.81854239,114.545454545,128.832116788,117.970500102,137.496286026,160.864618885,174.058919804,146.490503716,142.798766384,116.288124594,101.998222222,131.070496084,92.2615076718,130.10089348,183.091859597,126.360153257,140.155131265,153.524804178,118.308315986,189.952380952,127.747551687,155.21186775,123.284927391,130.583214794,59.0113679908,127.606461087,93.054044251,135.659655832,31.3665052106,198.515027565,153.332230858,146.361185984,145.797598628,165.868263473,159.743589744,105.954088953,24.1750317843,107.250644093,158.684362377,151.162790698,131.632970451,129.231528886,115.032116788,124.315619968,110.752213951,171.123960969,217.53817677,147.178329571,148.140900196,140.736607143,209.979906229,161.420091619,153.022670025,151.935914553,128.270580728,49.7649148469,135.065381968,125.37435339,137.41703163,136.327677975,37.659595858,135.192428459,146.216132046,141.292217327,133.373093636,140.252447192,149.411764706,157.276468388,110.897110998,132.707101164,160.0,135.436648157,44.7020218059,31.70617226,104.015544041,46.597582038,146.580331849,29.9651567944,32.2920263569,42.3717139249,114.16729465,52.6346741943,155.267944936,62.4956551964,103.794739112,99.7286295794,99.1139103358,22.8726325674,20.1945080092,179.684418146,190.909090909,137.668161435,144.474809444,134.117058529,110.139771283,13.6453127366,128.172942817,168.565208358,107.656176609,112.924151697,171.727972626,109.365409437,94.3541887593,90.9493398944,84.6489276497,119.379844961,130.092923517,188.897763578,29.2040694195,20.2691613051,123.939570017,87.0986432331,135.603448276,173.363748026,106.077738516,165.567765568,138.691940385,74.3517474634,110.054775057,166.575226257,151.782466351,180.586743933,114.947573657,120.37037037,39.0021691974,104.15896488,119.2,120.493168944,182.33807136,122.416918429,103.464566929,177.387267905,88.138256088,138.11634349,145.42667273,101.404899135,214.937759336,143.639879673,132.982370225,138.643141153,127.693807899,143.083756345,119.789043603,120.086767896,128.757440476,139.682539683,117.862903226,128.741453533,152.182830355,123.207720588,118.785094436,123.291323316,122.632659044,136.1575179,134.632010082,138.499084808,118.533422759,121.425155428,101.947727651,134.679186228,125.892040256,116.748889985,134.343962363,126.192893401,165.038665039,134.057255676,114.96216744,129.17385733,115.934850863,149.997097242,131.657754011,140.60387562,99.6620977354,158.888245512,116.082802548,140.432900433,117.232808616,120.362850007,117.447108604,123.304894477,141.302931596,116.205704408,101.211072664,120.979299363,137.010506208,178.008752735,130.11965812,130.437878248,182.258064516,164.492458214,100.350262697,89.70856102,17.9117518567
165.956169319,135.057471264,140.0,132.212296374,130.226426523,161.425959781,129.090909091,84.3892007485,135.714285714,70.0886959804,108.181818182,104.388496368,232.638362396,101.258741259,151.539645881,127.400327219,108.836506738,113.502619911,120.25,170.407859482,146.364290857,109.139178845,137.090196078,277.64040404,99.9563985175,106.040268456,156.695331695,181.778878277,103.687867451,104.535892716,27.34375,54.3608743169,101.53455929,124.792559497,114.873478849,145.307443366,126.543723809,109.796221609,107.038946455,102.741812643,82.7398913699,158.936355711,105.530280053,154.973357016,140.048348106,138.138718174,101.541232986,142.665816327,119.739952719,106.458333333,166.498316498,108.721461187,116.336295284,127.495291902,138.787226408,167.131367292,122.120123203,58.0206394857,136.451301832,88.4433430953,74.6113270405,119.420289855,148.241358399,117.920823946,120.71942446,142.132736764,103.83583691,133.466003317,176.032540676,172.458333333,120.828025478,71.6702663787,112.624254473,119.163964799,118.902850966,132.149156233,116.443148688,115.680724597,136.991990507,109.825447136,107.084718171,67.980671414,123.210636079,127.636932707,122.678125866,75.6578947368,146.104865188,127.395993837,115.667808219,125.258741259,118.474016221,56.5601801652,185.836909871,72.1176514613,175.051292573,118.768768769,165.751211632,148.876282411,20.3125,131.024866372,129.146313096,30.4986501509,134.316491408,54.9126946673,161.379655712,128.919904439,145.438596491,186.528138528,172.594987874,125.448872917,112.027848296,111.031923521,30.312578638,144.50867052,131.474469306,132.158590308,67.231771247,4.33340635268,145.48552694,138.634471274,133.548387097,105.386052304,118.547807333,174.263897727,132.26037196,137.275541796,131.290421928,141.822323462,164.550024844,123.929558011,134.30371127,180.500431406,148.698671498,44.9604403165,111.001236094,103.030126223,120.411089866,144.535680261,173.630973143,116.883116883,103.577350148,135.800024749,45.6923770862,167.475011501,165.954077593,134.900042535,87.3292349727,107.069677931,118.632336656,105.970149254,105.815096953,99.6003996004,97.8846153846,101.71291866,131.165311653,145.38807649,163.351588171,208.082408875,145.739514349,144.509381224,131.849577897,152.342917998,120.793433653,86.3636363636,135.818496538,117.133443163,120.184376516,100.500746728,117.782403857,146.689204943,103.160204828,168.338851526,94.3365026871,96.8321104877,134.742404227,133.811270423,162.170308968,148.230912477,146.41356256,135.890937691,121.538352575,155.131264916,164.731051345,148.75573019,127.530077849,141.581076875,135.147453083,137.522158755,130.425795783,143.72739387,123.638554217,120.92920354,126.378045895,184.099766173,189.290123457,109.445362823,123.853955375,109.774755631,111.019417476,117.266648619,197.78313253,87.9847645429,108.83797054,165.91627907,149.845201238,141.017603087,131.609155937,139.32,113.923013923,120.69687738,141.13845389,108.591691996,137.726218097,140.310679612,132.672634271,140.271115746,132.052117264,135.080213904,140.925925926,108.356860531,103.902765388,100.744907267,99.0277777778,151.593384429,137.094220111,230.976699541,74.2888806797,116.989697922,123.816793893,218.238077903,112.168024548,120.289303388,157.995179882,102.655560859,137.059013917,155.287929125,131.8526088,123.715029278,133.988212181,113.923227066,128.010894544,158.077531067,108.341282459,171.131741821,162.063406771,54.8623419591,26.4625478403,150.180288462,124.469777306,128.414701042,112.837910609,118.693327133,95.3505535055,126.787416587,140.724876442,178.332119446,156.353853854,146.130434783,122.330827068,114.951797386,120.52173913,159.882869693,118.160377358,131.356147022,164.419306296,132.479882955,153.102625298,100.952380952,126.005291005,133.447749809,101.519441069,108.955223881,102.033420576,130.717863105,167.287784679,182.944967774,113.852813853,128.759124088,119.497861694,137.664652867,164.152445961,175.04091653,148.389760528,145.751734773,113.887086308,104.888888889,131.919060052,91.1594396264,131.135676314,184.361463779,126.973180077,140.393794749,154.079634465,119.677878821,188.476190476,129.597388466,156.868933954,122.809213821,129.87197724,58.3088517052,128.594346549,94.1784548422,136.137667304,30.5739028328,203.814689667,155.697039854,148.281671159,146.397941681,169.717707442,161.996336996,104.017216643,23.6247367123,106.100846522,161.829197923,152.906976744,132.441679627,128.780633592,111.824817518,121.417069243,109.550859119,164.980122877,223.154095326,149.34537246,149.511415525,141.77827381,206.697923644,159.719981934,153.337531486,154.138851802,128.806636886,49.6813290147,137.672057811,126.109447318,137.566909976,140.436709395,38.9363627224,137.61511758,141.700404858,144.875183554,133.252960723,139.799072643,149.509803922,160.49382716,110.745058287,135.335730024,159.731903485,136.799596164,44.6702656928,31.3697879997,106.243523316,47.5647668394,149.979765277,29.8586914441,32.158533069,42.3487544484,114.292891233,52.5052928723,156.39380531,62.4608967675,103.104786546,99.7014925373,98.9725882203,22.7486136456,20.0882641386,169.132149901,186.675418444,137.677970852,146.384086261,133.966983492,109.275730623,14.0390731486,124.407252441,172.088275414,110.427430719,112.4750499,174.721984602,108.278586799,93.4125132556,90.1406471829,83.5810269645,136.838557465,131.165117941,205.591054313,29.1741472172,20.2855735798,120.743753632,85.5101153976,131.681034483,166.257238112,103.957597173,166.562009419,135.580957893,73.1679819617,110.637075454,161.780367821,150.691160422,171.024990945,114.341421144,121.333333333,39.305856833,105.175600739,119.8,120.826391203,192.421919246,120.84592145,102.677165354,166.777188329,87.6669285153,138.891966759,146.746959673,102.125360231,210.20055325,141.297808337,134.035259549,140.333001988,128.059483179,144.765228426,118.991041092,121.923355025,131.473214286,141.650793651,118.064516129,130.944542922,154.11661295,121.369485294,118.631955079,123.897237033,123.365581941,137.899761337,135.475740391,141.397193411,116.978761458,124.521759923,102.363908773,136.025039124,126.166514181,116.576221016,134.918975431,126.395939086,165.974765975,135.241855874,114.504515499,129.802222167,115.620094192,148.294629898,131.11942959,144.704821992,99.9404052443,165.199768384,118.550955414,138.571428571,118.62054681,120.85727629,116.882933709,123.484508307,142.671009772,115.471045808,101.591695502,118.550955414,138.58643744,171.444201313,134.632478632,126.450694197,184.235171696,167.509172442,98.9492119089,91.3479052823,20.4456094364
