AAXJ,ACWI,ACWX,ADRA,ADRD,ADRE,ADRU,ADZ,AFK,AGA,AGF,AGG,AGQ,AGZ,AIA,AOA,AOK,AOM,AOR,AUSE,AXJL,AYT,BAL,BDD,BIL,BIV,BJK,BKF,BLV,BND,BOM,BOS,BSV,BWV,BWX,BWZ,BZF,CGW,CIU,CMF,CNY,COW,CSD,CSJ,CUT,CVY,CWI,CYB,CZA,DAG,DBA,DBB,DBC,DBE,DBO,DBP,DBS,DBV,DDG,DDM,DDP,DEE,DEF,DEM,DES,DEW,DFE,DFJ,DGL,DGP,DGS,DGT,DGZ,DHS,DIA,DIG,DIM,DJP,DLN,DLS,DNL,DOD,DOG,DOL,DON,DOO,DPK,DRR,DRW,DSI,DTD,DTH,DTN,DTO,ECH,EDC,EDV,EDZ,EEB,EEH,EEM,EES,EEV,EFA,EFG,EFU,EFV,EFZ,EIS,EMB,ENY,EPI,EPP,EPS,ERO,ERX,ERY,FAB,FAD,FAN,FAS,FAZ,FBT,FCG,FDD,FDL,FDM,FDN,FEU,FEX,FEZ,FFR,FGD,FIW,FLM,FNI,FNX,GAZ,GBB,GBF,GCC,GCE,GDX,GEX,GII,GLD,GLL,GMF,GMM,GRI,GRN,GRU,GSC,GSG,GSP,GSY,GULF,GVI,GWL,GWX,GXC,HAO,HAP,HGI,HYD,HYG,IAI,IAK,IAT,IAU,IBB,ICF,ICI,ICLN,IDHQ,IDU,IDV,IDX,IEF,IEI,IEO,IEV,IEZ,IFEU,IFGL,IGE,IGF,IGM,IGN,IGOV,IGV,IHE,IHF,IHI,IJH,IJJ,IJK,IJR,IJS,IJT,ILF,INP,INR,IOO,IPE,JEM,JJA,JJC,JJE,JJG,JJM,JJN,JJP,JJS,JJT,JJU,JKD,JKE,JKF,JKG,JKH,JKI,JKJ,JKK,JKL,JNK,JO,JXI,JYN,KBE,KCE,KIE,KOL,KRE,KWT,KXI,LD,LQD,LTL,LVL,MBB,MBG,MDY,MDYG,MDYV,MGC,MGK,MGV,MIDU,MIDZ,MLN,MOO,MUB,MVV,MXI,MYY,MZZ,NFO,NIB,NLR,NYF,OEF,OIL,OLO,ONEQ,PAF,PAGG,PBD,PBE,PBJ,PBP,PBS,PBW,PCY,PDN,PDP,PEJ,PEY,PEZ,PFF,PFI,PFM,PGD,PGF,PGJ,PGM,PGX,PHB,PHO,PID,PIE,PIN,PIO,PIZ,PJP,PKB,PKW,PLW,PMR,PNQI,PPA,PRB,PRF,PRFZ,PRN,PSAU,PSI,PSJ,PSL,PSP,PSQ,PSR,PST,QCLN,QID,QLD,QQEW,QQQ,QQXT,QTEC,RCD,REM,REW,REZ,RFG,RFV,RGI,RHS,RJA,RJI,RJN,RJZ,ROM,RPG,RPV,RSP,RSX,RTM,RWJ,RWK,RWL,RWM,RWO,RWR,RWW,RWX,RXD,RXI,RXL,RYE,RYF,RYH,RYJ,RYT,RYU,RZG,RZV,SAA,SBB,SCC,SCJ,SCO,SCZ,SDD,SDP,SDS,SDY,SEF,SGG,SH,SHM,SHV,SHY,SIJ,SKF,SLV,SLX,SLY,SLYG,SLYV,SMB,SMN,TAN,TAO,TBT,TECL,TECS,TFI,THD,TIP,TLH,TLO,TLT,TNA,TOK,TUR,TWM,TZA,UAG,UBC,UBG,UBM,UBN,UCC,UCI,UCO,UDN,UGA,UGE,UGL,UHN,ULE,UNG,UPW,URE,URR,USD,USL,USO,USV,UUP,UWM,UXI,UYG,UYM,VAW,VB,VBK,VBR,VCR,VDC,VDE,VEA,VEU,VFH,VGK,VGT,VHT,VIG,VIS,VNQ,VO,VOE,VOT,VOX,VPL,VPU,VT,VTI,VTV,VUG,VV,VWO,VXF,VXX,VXZ,VYM,WIP,WMCR,WMW,WOOD,WPS,XBI,XES,XHB,XLB,XLE,XLF,XLG,XLI,XLK,XLP,XLU,XLV,XLY,XME,XOP,XPH,XRT,XSD,YCL,YCS,ZSL
156.413337339,131.397637795,136.064994702,127.317073171,124.182603331,138.300835655,125.603557814,90.6155950752,149.435180204,82.2323959015,101.772616137,103.665180783,124.714459295,101.817500468,147.632202052,125.739130435,108.901717938,113.186813187,118.406708595,182.453687522,154.09215956,107.068356196,115.735344532,243.321299639,100.152838428,105.559189012,148.716343143,164.12,105.186188219,103.645833333,30.1357742182,58.1409555503,101.158398388,121.717312517,110.78140455,108.789537713,127.916666667,128.939617084,107.515463918,102.263274978,100.074202325,88.159141143,158.472814045,103.59619576,161.992263056,144.838976053,137.465051258,100.595710882,140.397400232,98.5278654048,100.877192982,162.152865929,111.607911422,122.776349614,130.394190871,117.486998868,122.614991482,118.373648996,82.1428571429,144.40905874,88.0166666667,71.8230723252,118.961136891,152.072015161,130.446735395,126.305418719,149.513830679,112.433477633,116.686746988,131.8275154,169.55803387,120.802960637,81.0964659098,129.906542056,121.349263818,104.627163782,133.368773667,113.901082821,121.63974398,141.680077245,113.092330239,142.685950413,75.2834656637,124.791486914,134.258960284,134.365733114,24.6127430262,83.4237605239,137.526164312,128.197945845,123.939609786,130.846702605,131.198415319,43.1487039563,156.262258336,214.977197747,71.209061375,11.2345229425,153.986981286,119.940029985,153.488372093,155.99418913,26.234632215,128.943488943,126.814564746,41.6921709942,131.365009613,67.3375123722,165.075017425,122.037519033,145.644861184,187.701974865,159.017076218,125.011865524,107.74885754,85.4896068119,41.9513780007,149.199231262,126.452684007,117.368873603,129.598655462,4.86565705911,135.141378673,132.415420928,141.001064963,128.424976701,128.370188,157.632817754,126.986564299,134.276944685,125.17552658,141.560353288,169.531781066,117.501670007,128.561549101,174.954954955,142.968460323,51.814516129,109.633293794,102.262661275,113.239945775,129.717607973,114.963297572,103.035878565,103.54234696,118.272128586,60.894828588,158.619091752,161.651066609,137.12962963,126.315789474,79.3913738019,117.562828755,113.464829395,114.427662957,99.9801444043,118.120237087,101.724466463,131.203370134,143.848396501,146.347449685,179.887556388,126.13452188,145.86919105,117.794342508,116.795340647,130.239520958,137.545126354,132.005126413,118.286288073,111.800241643,134.05816798,105.410362219,99.0104105021,146.079545455,100.098080426,156.939313984,252.762167826,96.9535008017,99.1679943353,128.468958694,129.686386315,145.564795565,144.40433213,136.945564516,123.305084746,118.951175407,138.749302066,141.288515406,107.305263158,133.883287504,125.493479819,125.235219918,128.070599613,132.35738572,130.995106036,133.559806901,129.299829227,129.054207303,130.213776722,151.134751773,190.690885501,107.422837811,124.089819054,108.13735692,112.900710693,102.630925788,182.052631579,97.6522085157,87.327446835,159.411661705,154.001131862,119.195111673,136.842105263,162.733930024,128.565062389,123.172905526,128.139534884,113.264203932,132.947389803,131.337579618,139.17844523,139.633523887,129.613282892,144.699646643,123.506988564,99.7516624524,103.30371383,100.985980589,152.007899934,134.549689441,154.489706527,213.035019455,107.647584973,104.587008821,125.301444043,163.274336283,107.295482295,123.264112491,163.898500577,102.931034483,103.049015824,132.069608452,142.977633705,134.300864184,122.533817222,125.483668342,119.797486034,167.649183307,21.89792987,106.856738236,136.083499006,102.626865672,162.936435397,142.131618955,67.2012948793,41.6221033868,156.427394363,107.700942973,110.777202073,102.094343316,120.729927007,125.213219616,130.139005897,135.611395647,166.426676772,134.625597451,126.279863481,114.758654348,110.785555908,117.740148487,160.13986014,114.079784251,117.868665958,155.978674791,124.699221515,147.0,124.257425743,130.132406045,153.140495868,107.310704961,116.921606119,100.625630676,162.735381566,153.079584775,145.71659919,129.063097514,110.355583281,120.33383915,140.875912409,149.687917967,171.947353571,141.654918033,134.761904762,117.298727479,109.705042816,128.976619394,95.6613756614,128.087296548,164.848066298,121.834947853,101.167942006,144.482650828,161.840369393,113.84883156,129.995240362,118.38131669,149.887808527,119.812345679,140.750144982,67.7941390873,144.344228382,89.8685363716,119.965753425,43.6385737439,175.446925101,144.504643963,136.404207842,138.915857605,152.09486166,170.582662245,107.699521002,40.2925612913,132.867448151,148.544726302,173.033707865,130.91588785,124.786716792,99.4535519126,119.606863235,120.668058455,150.995057661,183.145598665,137.650085763,172.902990518,141.497963717,260.083682008,156.857610475,154.539839407,144.637321761,130.735198439,67.5819309123,137.25667723,135.240875912,157.87593768,136.635284486,62.7143647428,138.37890625,130.279503106,129.954288787,159.125560315,130.21023766,149.952963311,146.384109666,105.333017303,140.40215104,201.426718547,153.181336161,67.4072836619,43.6922391716,112.760633862,43.7165775401,147.226890756,40.7294688721,55.3469992591,51.2757471453,123.508483853,51.6698926785,181.463100437,73.7134344529,101.260504202,100.009073587,99.5831844706,41.0919076078,19.534404941,123.160340821,158.50353587,141.176470588,141.605198455,139.657775541,101.947214076,28.0,118.673883627,154.093567251,96.4351567302,190.498029011,23.4492875105,102.947845805,167.2,106.062738789,97.8810907465,94.4599303136,90.2434255548,137.378114843,129.62962963,214.610639938,40.838650866,21.8572590372,108.99526565,91.0030241935,116.554721454,158.946078431,124.875207987,171.312988239,127.24137931,107.875647668,107.392686804,146.28681595,155.661071988,129.385441527,119.267822736,112.48110731,46.8545546049,100.796024989,136.748329621,113.338114019,170.932475884,123.258913695,126.382978723,118.788659794,91.2096460521,149.147727273,155.764267278,151.253481894,192.21847096,137.112040502,136.839506173,138.611872146,135.339308579,149.868507561,118.787657477,114.163090129,130.298146656,137.780757627,138.631984586,129.939948527,140.333870936,115.615041428,118.693284936,130.522885958,135.785415997,135.133239832,137.782452439,132.512174162,117.834538879,126.812688822,99.377394636,131.057692308,125.542725173,122.321428571,126.835379604,124.510053449,161.554710604,134.943273906,32.3848515865,73.6873627471,121.551155116,120.373216246,121.843853821,146.581560284,143.968871595,139.395873321,98.3980092595,147.744574299,126.337792642,133.068432671,110.167778452,144.840685812,119.554896142,129.517502365,131.239824671,116.341030195,98.7955838073,114.118934695,143.616492797,153.848717094,123.737848855,125.016350556,164.465558195,155.068190195,100.799709197,91.0692591764,40.6602254428
161.519975969,134.809711286,139.95054751,134.046704722,128.315854411,143.27994429,128.555908513,89.220246238,154.384077461,85.3390015261,103.300733496,103.476968796,138.882138518,101.854881019,150.828729282,127.956521739,109.468637635,114.285714286,120.251572327,189.863684027,159.097661623,108.963031853,119.163524169,296.570397112,100.109170306,105.480706344,151.909830933,172.64,105.457007448,103.515625,26.4378337147,53.6011409556,101.070259381,122.776693616,112.700296736,110.401459854,132.5,132.400589102,107.422680412,102.551697456,99.4580756864,90.3378591727,158.854610533,103.655637012,167.025145068,147.64657308,140.773532153,100.381254964,143.748102529,102.208201893,104.106858054,179.105211003,115.690527838,125.861182519,132.520746888,119.616768599,129.173764906,118.991250643,80.0030788177,147.523000708,82.9791666667,68.8583383144,120.185614849,154.737839545,132.886597938,130.377668309,152.346605197,114.415584416,117.951807229,134.907597536,173.482032218,124.14489178,80.2546340838,131.542056075,122.652667149,110.885486019,136.4407224,119.022534387,123.255105151,144.663340843,115.36272594,144.535123967,74.4811255049,128.242737993,136.817242493,137.034596376,22.8796844181,79.7942001871,139.43397872,130.625583567,125.580675132,133.360018077,132.28788379,41.8390177353,161.950126086,240.361545643,70.8613574502,10.1784413693,160.577705452,123.686656672,158.82117081,158.64597505,24.5051052303,132.358722359,129.708222812,39.5498074835,134.880527328,65.6109094908,167.826267715,123.038123012,150.502745163,193.716337522,165.889212828,126.275543837,109.318497914,93.6889556724,38.4034140174,151.505445227,130.935251799,120.808254514,131.260504202,4.85588666341,134.448345962,136.900078678,144.94142705,129.72972973,131.984128777,160.524546066,130.16621881,136.577451402,129.388164493,143.621197252,174.281946913,121.376085504,131.984785615,182.792792793,145.576516089,58.3991935484,110.112813265,102.407086463,117.442385901,132.392026578,123.630717109,105.887764489,106.435745877,119.622725751,59.6746077862,163.392029657,165.759686548,138.657407407,132.515789474,81.9488817891,121.362068966,116.724420937,117.965023847,99.9949859607,120.321761219,101.486280488,134.979662987,147.113702624,150.899192289,191.257842534,132.333873582,150.516351119,117.889908257,117.526750643,134.081836327,136.874677669,132.35465455,119.625125516,111.961337092,135.770589834,105.662540119,102.921424638,146.87594697,101.555275326,160.559894459,250.976283456,96.8572955639,98.9821207293,132.203809053,132.181040627,150.381150381,145.7452295,138.911290323,128.466872111,122.242314647,143.774427694,148.683473389,109.0,138.038496792,126.918296621,127.716660808,131.262088975,135.984132981,134.706362153,137.0105489,132.446938278,131.821274665,133.800475059,157.19858156,198.34576711,107.436922358,126.793328973,107.804370447,115.926863486,105.440555969,201.096491228,101.151213689,91.157816192,173.481001576,154.386530843,121.007163928,139.312567132,170.504475183,140.77540107,124.40087146,131.720930233,114.430762584,136.603696933,133.994540491,141.872791519,143.11964067,133.102143758,147.747349823,122.681067344,105.370631825,105.536568694,101.309505469,151.152073733,138.159937888,153.657468244,226.523994812,108.899821109,105.45308741,126.107851986,182.711757269,107.448107448,129.71521217,165.355247982,102.75862069,103.744114242,135.612181479,147.65209792,137.29541048,124.312108215,128.015075377,120.644902235,178.717058508,20.5772060433,107.558973099,142.180251822,102.706467662,171.416701288,149.771193474,65.5679811654,39.5365418895,158.578877466,115.087561742,114.973402418,102.299862987,122.506082725,127.558635394,132.160909857,139.020486556,171.826449413,140.148698885,130.546075085,114.284164933,111.419068736,118.675042833,160.13986014,119.330318254,118.894421753,159.101294745,128.025477707,150.555555556,126.402640264,131.336097365,154.256198347,107.637075718,118.337476099,100.625630676,164.816650149,159.100346021,150.526315789,129.732313576,110.917030568,124.886191199,144.108446298,158.270173874,177.341454914,145.245901639,141.666666667,117.17273529,110.348239772,129.870959499,95.7834215168,129.215266869,168.093922652,123.508904723,101.141763995,146.514223195,165.732189974,115.90968548,137.077582104,124.698006845,150.560957367,120.938271605,143.927211172,65.8113427613,146.959040132,90.1314636284,124.657534247,41.1102106969,187.214822451,148.607585139,140.771437679,141.359223301,158.893280632,171.369019422,107.59027266,37.4143444495,132.822362489,151.615487316,178.339575531,133.800623053,124.937343358,102.595628415,123.43828086,123.382045929,162.602965404,198.664997914,141.466552316,175.857038658,144.020733062,263.59832636,165.524713584,158.307597282,148.183508989,132.140533507,65.8990256864,139.022181983,136.729927007,157.414887478,137.986082685,61.2944864466,140.52734375,133.410973085,134.423232052,162.734437896,131.329981718,154.09219191,151.734508323,106.543019673,144.298963448,207.457846952,160.65747614,65.6866020715,43.1600044538,115.2793995,42.1390374332,149.159663866,39.02268239,53.8404544332,49.5711085614,125.276409414,51.6468771361,176.135371179,72.4674972914,101.176470588,99.9727792396,99.5474574253,39.5735745437,19.5264866577,129.9767622,171.268726156,144.117924528,145.804355462,141.972823352,102.052785924,25.219858156,120.162381597,159.450292398,97.0088096701,215.721536599,20.9346186085,102.993197279,171.284210526,105.761109994,98.0151989271,95.0696864111,89.9403656271,148.320693391,132.62962963,213.184271396,38.9395320571,20.2554740887,110.994213572,94.7076612903,117.779533781,168.955065359,124.875207987,173.995621942,132.137931034,111.917098446,109.220985692,150.325009444,156.890139143,132.45823389,121.19460501,116.577837881,52.0885757423,103.210520484,138.752783964,116.672642524,185.78778135,125.551482839,128.865248227,125.979381443,89.7705173084,156.818181818,163.19822834,152.367688022,213.845725584,143.341404358,140.24691358,142.081230473,138.233034571,150.592044707,119.152820887,117.954220315,133.843674456,141.870600067,138.150289017,132.828138404,145.737755605,116.634799235,120.09333679,133.307473494,136.845486669,138.569424965,140.536830432,136.293325695,120.433996383,131.042296073,100.574712644,134.487179487,127.967667436,123.713235294,129.766975695,126.495291423,165.948457964,138.5089141,32.6407369498,73.3080455181,123.234323432,122.744237102,124.584717608,150.214184397,148.677042802,142.178502879,98.0274154015,151.298932101,125.0,139.646799117,113.806347281,144.860812358,121.216617211,131.693472091,135.629304947,116.740674956,99.7658079625,115.50529004,144.162940884,166.511162946,129.852618376,126.258992806,164.940617577,163.066715813,101.744820065,90.2986382675,36.7149758454
170.802042655,142.125984252,148.534086895,140.031136482,135.410240592,153.203342618,136.912325286,88.1532147743,158.68746638,73.7301068236,103.91198044,103.284299158,161.944106926,101.433389545,159.55011839,133.043478261,110.507391131,116.320716321,123.5639413,201.05068158,169.628610729,110.439200186,120.671923209,315.523465704,100.109170306,104.983649444,158.296806512,185.04,104.197698037,103.2421875,24.4700228833,51.9372474447,100.969529086,126.874546975,114.282888229,111.98296837,136.5625,138.144329897,107.134020619,102.727536512,99.7526589166,91.0640985159,163.882733936,103.59619576,178.143133462,151.445086705,149.580615098,100.555996823,146.779100242,104.311251314,104.066985646,184.346515761,119.871520553,132.082262211,140.663900415,124.957086729,139.735945486,122.388059701,76.3083435961,160.757254069,81.9166666667,63.7967722654,122.099187935,162.823752369,135.910652921,136.653530378,161.592623638,116.464646465,121.957831325,144.507186858,182.197439075,129.909162274,77.4886152267,135.514018692,127.938691769,123.069241012,143.897465773,122.329528826,127.429137458,152.043772127,121.531509526,145.867768595,71.5002089427,136.353178027,140.55537617,144.810543657,19.3517540152,77.4181478017,146.792691436,135.200746965,129.575720037,141.75021789,137.008913833,38.0409276944,168.226393948,287.017111349,69.7602950215,8.6853605244,172.457282343,127.136431784,168.200882117,163.60366177,22.0462596374,140.171990172,137.328189052,35.4131701056,143.531996704,62.0763224458,172.74794879,123.267176935,163.518207899,206.104129264,176.842982091,130.520764667,111.146433539,109.867267719,33.2128741158,155.541319667,134.477033758,132.158211522,151.503865546,4.27210552027,137.405285529,144.846577498,153.354632588,133.178005592,136.350973882,166.240753194,138.426487524,141.965480291,139.184219325,150.196270854,183.864178017,127.254509018,140.214384509,196.666666667,150.596395954,57.7016129032,110.920425006,102.089351049,119.249887031,136.212624585,133.879164314,115.547378105,109.66498574,123.741489005,55.9558396281,174.907321594,178.030855464,146.527777778,127.158421053,84.982428115,126.919929866,123.282408683,123.092209857,99.9799438428,121.845893311,101.400533537,143.75363161,155.510204082,161.207550538,205.92440056,141.004862237,156.798623064,117.201834862,120.65556007,140.768463074,142.031975245,131.13130607,123.808992525,113.048731373,141.967926067,105.644199908,114.32306006,157.670454545,104.861986829,170.36939314,266.255119535,96.2586851951,98.566117897,137.496908236,141.838916607,161.503811504,154.770500258,146.421370968,136.325115562,127.511392405,150.697934115,154.453781513,109.894736842,144.240757715,129.592568156,132.369362476,132.567698259,140.064223649,138.2137031,141.605578402,136.277140766,135.359491948,137.767220903,168.368794326,211.806681803,108.943968856,134.074558535,107.67950052,120.543419996,107.172995781,202.631578947,104.003183446,93.3334162418,178.287515321,155.404640634,126.953223767,138.104189044,175.508543531,145.276292335,128.758169935,137.860232558,119.248217758,141.702214097,139.326660601,146.7045053,148.23519804,137.175283733,152.451413428,126.334180432,106.886182169,109.56937799,100.554614081,152.468729427,144.099378882,159.439334209,251.815823606,105.903398927,121.491579791,128.948555957,200.410872314,107.305657306,139.589978256,176.355247982,102.557471264,102.83674257,139.672674539,153.647606369,141.330485994,129.462223689,133.605527638,125.349162011,198.988745718,18.7053640016,107.500453527,151.225977469,102.786069652,182.135438305,162.461516595,63.6256621542,37.4153297683,163.252004526,114.032330489,122.849740933,102.182423175,127.761557178,135.12793177,140.479149115,144.366197183,182.607048124,150.398300584,142.662116041,116.588827808,112.923661704,122.501427756,164.195804196,130.070046897,118.754545963,168.109672506,134.182590234,152.222222222,128.547854785,136.241139494,157.107438017,111.292428198,121.510516252,101.473259334,169.078295342,173.148788927,161.295546559,130.783938815,113.474734872,131.107738998,150.886339937,168.25679893,189.62340874,153.278688525,152.777777778,120.13355172,115.88867745,134.919509391,94.9206349206,133.9970255,175.82941989,129.113021201,101.116794201,153.297905595,171.866754617,120.746819291,151.128034269,130.461042883,157.666417352,122.814814815,150.31112365,63.4349030471,152.006619777,91.4900964067,132.79109589,38.3103727715,202.099666332,154.256965944,146.158750398,146.051779935,166.498023715,178.067266698,108.990420044,34.0794883508,137.917042381,158.210947931,183.770287141,140.031152648,126.516290727,104.098360656,128.602365484,130.06263048,167.874794069,219.566124322,148.45626072,181.619256018,149.833395039,282.928870293,175.908674304,163.681284744,153.316800992,137.280416396,63.8736344848,145.314622001,142.832116788,166.162723601,144.903806795,59.948368062,147.037760417,138.276397516,141.919870933,165.92587439,134.003656307,156.349952963,158.378794237,110.00237023,148.468552724,211.023994812,169.936373277,63.9158035416,41.3651041087,117.597998332,37.8877005348,158.067226891,36.9659682093,51.2183666749,45.9487515708,128.297755884,49.4143695237,170.895196507,69.7589382449,101.176470588,99.9727792396,99.3569131833,36.5110644484,17.9507482778,139.814097599,189.006234298,149.250554939,151.38742536,146.401610468,101.818181818,22.2127659574,136.129905277,168.031189084,99.54927269,251.526550383,18.3151718357,102.993197279,184.631578947,105.580132717,96.933392937,94.124912892,89.0409619709,164.210906464,138.888888889,222.127987664,36.6271649954,18.5523112444,111.993687533,95.4889112903,123.587514816,176.135620915,131.697171381,181.545626234,136.689655172,125.18134715,110.771065183,157.663232031,165.9316178,141.795942721,128.5,121.072309283,51.5349773528,110.284404217,151.893095768,124.458587307,202.572347267,132.722425858,136.170212766,137.474226804,88.5647607935,167.5,177.325303508,166.852367688,247.464329305,152.850539291,144.938271605,146.935832733,142.688860435,155.687047995,121.63593208,124.191702432,141.901692184,150.25142474,144.412331407,141.664283672,152.812944811,119.099213937,123.541612652,139.306956297,143.238034051,143.805516597,145.218129069,141.56402177,124.660940325,136.757301108,103.911238825,141.602564103,132.794457275,128.335084034,135.129040341,131.509289896,176.172370089,143.241491086,30.2047082907,71.0221601118,127.788778878,125.137211855,129.734219269,155.319148936,158.482490272,149.654510557,98.166254599,162.068105739,130.685618729,149.227373068,119.789771579,152.60324289,126.18694362,137.511825922,141.891045711,118.872113677,103.412512546,117.548340022,148.931942375,184.538487171,134.838507369,128.711576194,170.213776722,166.752672318,99.6001454017,92.4745090692,31.9645732689
173.355361971,142.946194226,149.699752738,137.778930981,135.718692165,158.844011142,138.182973316,83.8577291382,158.956428187,70.7216045346,109.229828851,102.684497276,163.584447145,101.189807008,162.70718232,134.0,110.347582901,116.483516484,123.899371069,203.799370849,171.086657497,108.695884678,121.597531711,328.519855596,100.087336245,104.227599738,156.919223544,190.12,103.236289777,102.734375,23.9206712433,50.9389113382,100.415512465,127.878449958,113.076162216,111.46593674,139.53125,139.469808542,106.731958763,102.137537479,99.7029433589,89.8326491948,163.920231805,103.427778879,182.108317215,151.445086705,151.071761417,100.476568705,147.907979603,116.929547844,107.177033493,187.868017395,124.839523662,138.920308483,148.547717842,125.529263672,140.289608177,122.851775605,75.0649630542,161.111111111,77.3958333333,56.7842199641,121.461716937,164.876816172,135.807560137,138.180623974,161.190276614,112.784992785,122.710843373,145.893223819,183.353985956,130.333071661,77.0476556988,135.475077882,128.059377263,127.596537949,144.392659482,126.660813579,127.826882048,151.657547473,122.838055691,146.539256198,71.5141384594,137.290767903,140.813690668,147.413509061,19.2871231333,77.0626753976,149.812489098,136.0410831,130.040260142,143.096936634,137.20699901,33.380627558,166.377136453,314.084052382,67.2420756871,7.99344501092,179.251423922,128.934032984,173.215717723,164.641317131,20.816836841,140.663390663,137.472871956,35.3341889624,144.410876133,61.834378093,176.935963121,123.303343343,167.276193619,207.63016158,180.633069554,130.78444298,111.424597655,115.752566992,31.6360012343,155.789878283,137.410071942,135.597592433,158.711932773,4.10600879336,136.250231011,149.252557042,153.833865815,132.898415657,137.63091124,170.00672495,141.54318618,143.539511203,143.229689067,150.981354269,185.010769773,129.1249165,142.738589212,202.162162162,152.028202598,59.2379032258,109.431390859,101.473136915,123.000451875,138.03986711,140.711462451,122.585096596,110.349584591,124.310748968,55.6072051133,176.830398517,182.030909882,145.648148148,127.473684211,92.6517571885,133.372296902,128.753865914,129.809220986,99.9801444043,124.758679086,100.98132622,144.137129576,155.451895044,167.745102414,207.035503441,144.82171799,158.34767642,116.743119266,121.468237844,144.161676647,142.031975245,130.432249796,124.344527502,112.390924956,142.022288665,105.800091701,122.785259594,158.144886364,104.147400869,171.978891821,265.064529955,95.0935328701,97.8580279696,141.182290378,143.549536707,164.795564796,152.5528623,149.405241935,140.215716487,129.005424955,152.903405918,155.43977591,109.294736842,145.126794989,126.918296621,131.154490374,132.229206963,141.820929354,139.600326264,143.715358484,137.716516223,136.470855069,139.334916865,176.666666667,215.309763218,109.887633486,134.990189666,107.346514048,114.388011316,113.675850087,205.877192982,108.555909272,101.977365999,180.309928209,152.801358234,127.454698694,140.037593985,168.796175753,146.069518717,129.055258467,139.511627907,119.701879456,143.550680479,142.074613285,147.332155477,149.734585545,140.016813787,154.483215548,127.382465057,109.94387146,110.207336523,98.6904945309,153.522053983,147.282608696,159.570740254,262.645914397,105.411449016,136.728147554,127.829422383,209.513274336,107.091982092,150.614047715,176.355247982,102.059386973,102.084137399,141.40252745,156.594551201,142.165329203,130.155064335,134.516331658,126.047486034,206.288883193,18.139674344,106.915257808,156.394963552,102.485074627,186.746987952,166.903129687,62.9487934079,36.5953654189,164.358797777,110.653345308,122.953367876,101.605010765,128.637469586,144.029850746,148.093934288,146.120358515,184.880636605,153.956452469,148.720136519,115.43649637,111.656636047,123.700742433,168.66993007,140.332454267,119.640425968,169.230769231,136.065109696,150.0,128.712871287,138.491373546,154.545454545,111.576370757,121.414913958,101.37235116,168.582755203,177.993079585,161.056680162,130.382409178,114.645040549,134.294385432,150.364963504,173.428444048,190.677333156,154.426229508,154.676984127,118.495653269,119.410085633,135.492525872,93.8271604938,137.278165837,178.936464088,128.749117534,100.966572694,155.217255392,173.251978892,122.690215215,156.763445978,137.910207369,157.816005984,122.330864198,149.840911584,62.5455605773,151.303268515,93.8124452235,142.551369863,37.2366288493,208.306431924,156.191950464,148.390181702,147.330097087,169.881422925,179.393652297,110.691783346,33.307160804,137.376014427,161.73564753,185.393258427,141.246105919,125.012531328,109.972677596,133.599866733,137.995824635,169.02800659,225.448477263,151.200686106,182.49452954,151.425398001,278.9958159,181.640589198,166.090179123,155.362678239,137.996096291,63.1089459699,146.853779991,143.03649635,169.590305828,146.418338109,61.534206159,146.516927083,134.420289855,145.73810164,166.44668184,133.120201097,159.078080903,162.400335711,109.630244134,149.923622477,209.987029831,173.488865323,63.3979284998,40.6747578221,114.83764248,33.5026737968,157.478991597,36.2218020091,51.5954556681,45.2658034202,127.94198139,48.7699343367,168.471615721,69.2307692308,100.840336134,100.0,99.1304037156,35.9877241157,17.4835695621,140.588690937,196.421094259,150.943396226,153.775904461,147.420734776,101.818181818,20.8510638298,152.638700947,179.92202729,103.72874411,262.461031098,17.6445934619,103.038548753,183.957894737,105.188015283,95.4671434958,92.4390243902,87.2910352918,170.819790538,139.888888889,225.520431766,35.7793983592,17.9440387999,117.524986849,93.5483870968,123.508494666,177.532679739,136.356073211,185.477294188,140.689655172,141.658031088,110.492845787,166.651469164,163.869956766,143.257756563,138.295279383,121.708694615,52.3905385003,108.77843403,153.897550111,120.652563643,222.122186495,140.153282239,145.141843972,137.010309278,88.8370283936,172.159090909,180.671063952,171.309192201,264.095188471,157.913273168,147.012345679,149.531362653,144.017925736,157.593688363,120.595216359,126.323319027,142.868654311,151.961112974,146.483622351,144.009150701,154.790655179,117.484597408,123.645320197,140.315490044,143.173787343,145.582047686,146.044315362,144.514465769,128.209764919,134.743202417,103.432311622,142.852564103,134.041570439,129.175420168,136.607366575,132.55281242,180.354879594,144.89465154,30.2149437052,71.7807945698,127.788778878,123.995609221,131.146179402,154.184397163,163.307392996,151.823416507,99.1274490433,166.895666336,135.618729097,154.17218543,121.892055791,155.463728191,126.884272997,138.363292337,144.270507201,117.98401421,102.776848444,115.943086465,150.968703428,195.701432856,138.193791157,125.637671681,173.491686461,177.884260966,95.8924027626,96.1916216886,31.9645732689
