AAXJ,ACWI,ACWX,ADRA,ADRD,ADRE,ADRU,ADZ,AFK,AGA,AGF,AGG,AGZ,AIA,AOA,AOK,AOM,AOR,AUSE,AXJL,AYT,BAL,BDD,BIL,BIV,BJK,BKF,BLV,BND,BOM,BOS,BSV,BWV,BWX,BZF,CGW,CIU,CMF,CNY,COW,CSD,CSJ,CUT,CVY,CWI,CYB,CZA,DAG,DBA,DBB,DBC,DBE,DBO,DBP,DBS,DBV,DDG,DDM,DDP,DEE,DEF,DEM,DES,DEW,DFE,DFJ,DGL,DGP,DGS,DGT,DGZ,DHS,DIA,DIG,DIM,DJP,DLN,DLS,DNL,DOD,DOG,DOL,DON,DOO,DRR,DRW,DSI,DTD,DTH,DTN,DTO,ECH,EDV,EEB,EEH,EEM,EES,EEV,EFA,EFG,EFU,EFV,EFZ,EIS,EMB,ENY,EPI,EPP,EPS,ERO,ERX,ERY,FAB,FAD,FAN,FAS,FAZ,FBT,FCG,FDD,FDL,FDM,FDN,FEU,FEX,FEZ,FFR,FGD,FIW,FLM,FNI,FNX,GAZ,GBB,GBF,GCC,GCE,GDX,GEX,GII,GLD,GMF,GMM,GRI,GRN,GRU,GSC,GSG,GSP,GSY,GULF,GVI,GWL,GWX,GXC,HAO,HAP,HGI,HYG,IAI,IAK,IAT,IAU,IBB,ICF,ICI,ICLN,IDHQ,IDU,IDV,IEF,IEI,IEO,IEV,IEZ,IFEU,IFGL,IGE,IGF,IGM,IGN,IGV,IHE,IHF,IHI,IJH,IJJ,IJK,IJR,IJS,IJT,ILF,INP,INR,IOO,IPE,JEM,JJA,JJC,JJE,JJG,JJM,JJN,JJP,JJS,JJT,JJU,JKD,JKE,JKF,JKG,JKH,JKI,JKJ,JKK,JKL,JNK,JO,JXI,JYN,KBE,KCE,KIE,KOL,KRE,KWT,KXI,LD,LQD,LTL,LVL,MBB,MDY,MDYG,MDYV,MGC,MGK,MGV,MLN,MOO,MUB,MVV,MXI,MYY,MZZ,NFO,NIB,NLR,NYF,OEF,OIL,OLO,ONEQ,PAF,PAGG,PBD,PBE,PBJ,PBP,PBS,PBW,PCY,PDN,PDP,PEJ,PEY,PEZ,PFF,PFI,PFM,PGD,PGF,PGJ,PGM,PGX,PHB,PHO,PID,PIE,PIN,PIO,PIZ,PJP,PKB,PKW,PLW,PMR,PNQI,PPA,PRF,PRFZ,PRN,PSAU,PSI,PSJ,PSL,PSP,PSQ,PST,QCLN,QID,QLD,QQEW,QQQ,QQXT,QTEC,RCD,REM,REW,REZ,RFG,RFV,RGI,RHS,RJA,RJI,RJN,RJZ,ROM,RPG,RPV,RSP,RSX,RTM,RWJ,RWK,RWL,RWM,RWO,RWR,RWW,RWX,RXD,RXI,RXL,RYE,RYF,RYH,RYJ,RYT,RYU,RZG,RZV,SAA,SBB,SCC,SCJ,SCZ,SDD,SDP,SDS,SDY,SEF,SGG,SH,SHM,SHV,SHY,SIJ,SKF,SLV,SLX,SLY,SLYG,SLYV,SMB,SMN,TAN,TAO,TBT,TFI,THD,TIP,TLH,TLO,TLT,TNA,TOK,TUR,TWM,TZA,UAG,UBC,UBG,UBM,UBN,UCC,UCI,UDN,UGA,UGE,UHN,UNG,UPW,URE,URR,USD,USL,USO,USV,UUP,UWM,UXI,UYG,UYM,VAW,VB,VBK,VBR,VCR,VDC,VDE,VEA,VEU,VFH,VGK,VGT,VHT,VIG,VIS,VNQ,VO,VOE,VOT,VOX,VPL,VPU,VT,VTI,VTV,VUG,VV,VWO,VXF,VYM,WIP,WMCR,WMW,WOOD,WPS,XBI,XES,XHB,XLB,XLE,XLF,XLG,XLI,XLK,XLP,XLU,XLV,XLY,XME,XOP,XPH,XRT,XSD
174.876847291,136.058009229,144.149318019,136.135105205,129.436705027,173.373737374,132.067247821,92.768423958,128.032345013,81.4291649356,105.160276556,107.620127861,105.346034215,158.526011561,125.641460235,108.130729374,115.8625,118.98575021,163.504171633,148.976092,108.373927163,140.097402597,191.690140845,99.8476605005,110.120369095,156.071201526,197.571743929,113.062600792,105.707793076,37.611249555,64.2884541619,103.413498836,108.887733888,118.986828774,138.648090815,122.068965517,111.884089429,103.762201403,103.0,79.6754910333,152.976704055,106.14240603,146.563573883,131.034482759,142.04440333,100.07902015,140.076824584,99.7883597884,101.309641486,140.070212766,100.042105263,103.049631254,115.436524673,148.18974527,178.243398393,115.111811644,52.2974747475,130.481110752,101.452711056,96.214511041,113.940415964,150.379506641,118.664047151,118.418740849,138.140907414,117.874109264,142.562432139,200.767377532,176.696035242,117.240358593,65.1842943592,108.82449786,119.175967704,115.055884287,136.990487172,105.96061735,111.356643357,136.079374624,119.532474097,109.72972973,66.7274939173,124.145755112,126.878487251,122.221587338,67.8253275109,148.877679303,122.454545455,110.822147651,125.662179766,113.423212192,72.730288621,160.361789908,91.3047619048,187.918552036,112.700729927,178.442844284,150.332482022,14.0577592988,133.519417476,129.807005004,26.7504606475,138.046132972,52.2532751092,157.901635252,126.759155106,113.492621223,195.614871306,174.872231687,121.666289263,117.88445891,95.6363636364,19.6512395822,141.16529449,127.736063709,131.959629941,40.0842906282,2.54105138807,142.582539448,128.352490421,129.547960309,101.525553013,120.263350402,188.0,133.980209111,132.13304852,134.872979215,135.111111111,155.482683983,131.756061719,148.965253914,185.95505618,139.514696266,38.4189031505,114.888146053,108.484575362,114.658726523,131.703204047,231.727493917,117.127344521,101.565391348,146.56207367,174.287405778,177.043979813,130.128205128,81.0790273556,88.3913764511,103.550882282,94.3028485757,91.4906277893,99.4811414887,104.021544735,105.209159397,132.397529478,145.170454545,185.102564103,221.908127208,145.421412301,143.811881188,121.518807665,153.542009885,122.401518747,79.3650793651,146.572168461,113.13175577,118.642324505,104.379562044,110.620981183,151.759040232,101.95129108,162.17756138,101.07969724,99.7592510031,130.712468193,135.455810717,146.348988687,140.394314535,146.469808542,137.714285714,118.887313962,156.578538103,164.218455744,142.38436081,129.006526468,140.478438779,121.769211762,137.046736503,130.596022545,143.176082314,125.94795539,123.538812785,127.119865482,188.788870704,196.185010128,111.335676626,124.196242171,111.592632719,116.120842854,109.175981284,169.970845481,74.5123492246,96.0659898477,135.708317509,154.301075269,155.556151166,136.958418145,115.47107438,91.8304172275,120.034944671,135.430950049,107.183673469,139.939692982,138.619740464,131.786568137,140.59447983,132.928766881,134.291986828,122.987012987,112.394817498,99.6069868996,106.933893648,88.7682672234,152.112676056,140.247933884,223.557692308,69.8562916229,99.6941896024,118.77140411,163.129251701,117.152391546,116.304761905,145.933452624,105.264193644,138.562311051,151.77730762,124.215116279,121.267559621,129.918699187,113.439258524,110.944785276,158.949880668,104.697024023,162.334801762,164.747791394,52.378336812,22.9993698803,139.28936896,156.701030928,138.373493976,108.092455925,117.492917847,78.887518797,115.849404388,138.752293578,181.640775949,157.556270096,139.916810603,116.428571429,114.391447368,109.952150538,165.958268934,122.235872236,138.867924528,168.376449599,129.503335804,163.898232445,96.9816272966,131.223546447,121.294658649,96.6765959932,107.815275311,102.005638341,116.679477325,176.542680772,165.948076923,107.810699588,112.810707457,132.050969889,136.35448137,160.287686997,180.494263019,150.857632933,142.134744049,116.152815013,122.186158517,128.973304615,100.754424779,131.905179982,194.646302251,128.514376997,139.395788831,155.758988016,120.114206128,223.657817109,125.936799815,154.034616297,116.227521275,119.866666667,57.1722551749,81.2942741362,133.021032505,28.431122449,193.944319037,154.415475189,146.997929607,142.287288136,167.540639748,165.250965251,105.451829724,21.0738255034,114.202657807,159.213973799,143.451025057,127.606236625,124.89094175,102.482758621,107.460545194,93.4426229508,148.194291897,218.97137312,147.03196347,144.735120994,140.907372401,218.284424379,149.105034183,146.713005662,151.826792963,129.617414248,46.3224689934,129.897785349,124.528301887,125.396825397,140.198019802,40.6086255542,138.921957672,125.851551461,136.991643454,118.997367642,132.456402591,146.758349705,154.888059701,104.64946446,133.796296296,151.797864006,133.333333333,42.9030960997,26.830320525,117.109854645,149.71169687,25.2292480663,31.2405413472,39.3096446701,113.028891337,49.6755353666,157.410647338,61.1591312057,103.333333333,99.773612243,99.6557863501,20.8475364115,15.7708439402,182.585470085,199.342825849,136.233511086,142.8429097,133.409552846,104.368932039,11.9008264463,103.94265233,193.197969543,78.5667215815,106.323737612,172.229299363,109.212730318,103.016875648,100.240081196,98.0666176316,119.76920741,125.900820549,205.523255814,24.1696227024,14.3095025958,112.139037433,83.4790612057,156.477438137,148.537549407,96.1880559085,172.12741752,115.704531347,115.584081633,139.936482731,137.704347826,93.3494977485,34.9981637899,100.08423913,83.3073322933,136.516853933,189.035775637,108.485499463,85.9679514942,202.971841062,85.3457943925,135.825027685,132.606611364,80.5970149254,185.282894737,139.946914399,134.912280702,141.806615776,128.564282141,151.116040956,115.776528461,122.370148818,134.190031153,143.650793651,112.131919906,132.334384858,154.88767456,117.024158952,117.747352105,121.853658537,124.300534423,138.272816487,135.974025974,141.510611735,119.565217391,129.512317748,101.61019792,138.076545633,125.028968714,116.810858887,132.240293809,124.342273308,176.234979973,135.904344897,111.791590494,130.07981756,112.070282659,145.213549337,124.748955432,148.954372624,95.3492911975,154.470216705,131.974637681,135.079225352,119.489219175,112.411724872,116.335921772,120.0,143.484132343,111.584327087,100.416666667,114.173844949,146.506777894,186.129296236,129.281045752,126.013211926,188.075880759,159.303278689
167.224958949,130.685563612,138.944723618,132.281284607,126.024227741,163.555555556,129.337484433,92.7960253933,128.032345013,81.4291649356,104.022627278,108.073829656,105.705676516,152.642444261,122.511951326,107.532881626,114.458333333,116.596814753,156.555423123,144.400786846,108.211551844,140.99025974,189.225352113,99.8476605005,110.728549787,148.785759695,187.373068433,115.452279724,106.229113755,38.8040227839,63.8792993223,103.516938195,109.017671518,118.541033435,135.087719298,118.620689655,112.090297374,104.027076078,102.994897959,80.2732707088,147.195858499,106.21371091,140.807560137,127.803831418,137.095282146,99.9209798499,137.323943662,100.952380952,101.508132163,138.439716312,99.3052631579,102.690851106,113.707296499,140.858252609,167.623421355,114.225199488,53.5151515152,122.118178883,102.472336293,98.9922888188,111.098369871,143.168880455,115.979043877,114.553440703,130.65289561,117.844418052,135.758233804,182.995746706,171.718061674,114.756004736,68.5746452925,105.959828778,115.245784849,108.547008547,132.967425771,106.20010644,108.195804196,131.874924835,114.607025524,106.756756757,69.0632603406,120.03997731,122.89168933,116.993314668,68.96069869,145.982545735,119.272727273,107.802013423,120.191055145,109.875146542,74.013048767,152.71342431,94.8761904762,175.520361991,113.110948905,169.081908191,145.977850224,15.7433419485,129.368932039,125.923278532,28.4153724664,133.856173677,53.9388646288,153.913369117,127.509061367,108.432888264,183.126787417,168.611584327,117.749813994,117.007729862,89.4331550802,21.1938287936,136.858771374,123.265073948,127.333894029,38.0788389148,2.70998227998,131.651211424,122.911877395,122.748989342,99.2677345538,116.971470373,180.8,129.910380881,127.433628319,130.847904982,132.577777778,149.112554113,127.406318883,143.375334097,175.280898876,135.185388804,40.6942823804,113.602468501,108.812323323,114.567109482,127.318718381,206.180048662,113.030602172,99.5748937234,139.877216917,164.924040317,168.39221341,126.358974359,82.2492401216,87.728026534,104.205946338,93.2833583208,91.4906277893,99.4813410497,105.149581423,105.501586043,127.84952274,140.795454545,174.948717949,208.657243816,140.13667426,138.861386139,120.908445706,151.070840198,120.930232558,78.1746031746,139.934578165,107.186678352,118.899460015,104.24270073,107.413813953,145.845310011,100.308098592,157.003004247,102.393143366,100.260365582,125.954198473,131.036882394,140.932464861,137.001375516,143.348060874,131.551020408,113.749114103,151.415241058,158.192090395,137.798558198,123.347836597,131.728045326,117.642698295,132.594681708,126.340694342,138.322655795,122.478314746,120.388127854,123.732884939,176.227495908,184.436191762,110.413005272,120.229645094,111.332611051,112.338156893,109.796204835,169.970845481,75.6461803561,96.4467005076,136.498290923,162.84348865,148.003216296,135.097412038,115.834710744,91.6722745626,116.268685692,130.460333007,104.693877551,135.021929825,134.447502949,127.754835905,136.539278132,128.232853738,130.823271131,123.344155844,109.361939259,97.6200873362,105.608534023,87.3486430063,150.066280033,137.892561983,206.730769231,71.2933753943,97.5535168196,116.459760274,164.495238095,117.552836485,111.63047619,141.658145876,105.539702844,133.937968872,145.745871041,120.523255814,117.510617445,125.398373984,110.02979146,111.993865031,151.710421639,105.250217692,151.982378855,154.830436022,54.2128968472,24.6466828697,135.133598636,162.280927835,135.240963855,108.271832718,113.786591124,78.1954887218,114.126736664,134.578648874,174.008810573,150.353697749,136.240262258,109.285714286,112.746710526,107.150537634,160.085007728,118.796068796,139.622641509,153.657448707,124.610822832,155.586436187,95.2755905512,126.072065048,123.134064379,95.2631271538,105.062166963,102.114377769,117.678708686,166.241851442,163.269230769,107.572016461,111.408540472,127.587046506,132.930513595,151.438434983,170.520741395,145.883361921,134.036097713,111.058981233,117.474609988,124.07806279,101.880530973,128.18261633,185.77170418,123.322683706,134.940494355,150.898801598,115.320334262,202.077876106,122.184081853,150.399114834,114.896607494,117.066666667,59.3874833555,80.6910631979,129.733269598,30.8163265306,179.458239278,148.763666947,141.338854382,136.686440678,161.685020101,158.156370656,105.526512323,22.4950651402,115.033222591,154.000873362,137.699316629,121.614185264,124.275083397,102.068965517,106.886657102,92.9955290611,145.735315814,205.725376031,140.867579909,140.22236756,135.803402647,210.835214447,142.262274705,141.948803147,145.669824087,125.92348285,47.9761561388,128.194207836,124.442538593,123.038548753,136.594059406,44.0346634422,134.252645503,116.603673877,132.977715877,117.019984112,126.382660688,143.025540275,149.81641791,104.211295034,131.479552469,146.901158715,126.104417671,44.1113791717,28.7147454098,115.759788676,145.716639209,26.7602264572,32.2617212702,42.0406091371,109.896217549,50.58403634,159.460134966,63.2867907801,103.03030303,99.8098342842,99.7270029674,23.4738146886,16.3648265328,171.688034188,185.834246075,132.107774347,137.879755126,130.386178862,104.308252427,13.3648170012,100.669056153,188.224365482,75.2224052718,106.512505899,162.505307856,108.888190955,104.647874045,103.303192471,100.640958285,109.626480413,122.975383518,199.086378738,25.8787487907,15.8525752629,111.871657754,83.7091578463,148.558951965,151.778656126,98.5387547649,161.604095563,116.139044072,114.489795918,142.199285431,130.029565217,93.4877034984,37.7157546823,96.8903985507,82.8393135725,135.393258427,181.566957951,106.820622986,85.1450844521,188.101381822,84.8598130841,128.183831672,118.711353815,77.9104477612,165.986842105,133.067905331,130.37593985,136.386768448,125.412706353,144.505119454,113.721011947,118.48555588,129.867601246,138.326719577,110.52218296,126.997896951,149.696417729,112.463310002,114.182381813,115.048780488,124.489154354,133.415112856,131.720779221,136.142322097,117.368177613,127.149321267,99.949681315,133.791298659,120.926998841,113.349234905,127.570828961,120.204342273,167.334223409,131.450319973,108.86654479,129.236031927,108.938120703,139.764359352,119.533426184,147.243346008,89.3205946017,148.589785473,124.90942029,129.137323944,115.658362989,110.368578891,113.330457291,112.901785714,139.162727887,110.008517888,98.5763888889,109.906029757,139.833159541,173.895253682,125.653594771,120.049991073,182.98102981,152.704918033
178.357963875,137.541199736,147.451543431,136.925802879,131.7383404,175.272727273,135.95267746,85.426442175,135.893980234,71.0845450769,105.908233815,107.589193648,105.122472784,160.751445087,128.205128205,108.130729374,116.583333333,120.326906957,171.334922527,154.948048018,107.886801206,142.045454545,202.95915493,99.7823721436,110.039939402,164.081373172,202.163355408,114.600498461,105.600855501,36.0448558206,61.6289477049,103.193690199,111.798336798,119.412360689,139.009287926,122.75862069,111.547644888,104.836415363,103.112244898,80.24480501,155.996548749,106.132219619,152.06185567,132.873563218,145.235892692,100.118530225,143.149167734,110.687830688,105.358851295,144.184397163,104.042105263,107.036077337,118.262336567,144.562996241,181.68771527,118.165697961,51.1119191919,129.318695512,96.5840005506,87.2415001753,115.458122541,154.332700822,122.724296005,121.581259151,142.788270011,118.378859857,137.205935577,186.564944529,182.158590308,117.909548376,67.90265215,111.326967402,118.534789836,121.236028928,141.337561257,110.750399148,112.391608392,138.093806374,120.545868082,111.824324324,67.2627737226,125.955538748,130.456710205,123.735786526,66.6375545852,154.401907137,123.636363636,112.276286353,126.820089738,113.833528722,66.3164878912,159.568390987,93.8476190476,190.180995475,116.649635036,183.438343834,159.002907011,13.6307450275,136.334951456,131.451036455,25.8752303238,142.035278155,51.2751091703,160.154787168,129.033870766,119.662684469,203.050524309,182.197614991,122.828583444,119.141578519,104.812834225,18.64520314,143.128562381,131.001137656,133.641715728,47.0534787124,2.28824571766,140.47020553,135.218390805,135.336273429,101.296720061,125.164594001,192.24,135.922330097,133.475129692,141.009567799,140.088888889,160.966810967,132.255694342,156.090110729,190.355805243,143.51934907,45.04084014,114.894317305,108.320701381,117.91113147,135.919055649,227.201946472,121.52023692,104.576144036,141.186903138,179.241567398,182.24369142,134.64957265,82.0668693009,94.8590381426,108.846990573,98.5607196402,95.3882772984,99.4827379765,112.594901914,105.045598731,135.272318922,147.897727273,186.794871795,223.939929329,150.569476082,146.204620462,123.278921221,162.328390994,127.812055055,83.7698412698,141.161237563,111.977797254,123.425044999,103.809306569,116.825009595,154.512812297,104.137323944,167.668082461,101.524933215,99.5809184128,136.997455471,138.44815588,153.171066164,143.466299862,152.380952381,141.387755102,120.021261517,157.760497667,166.792215945,144.019856846,127.241962775,135.064526283,122.732888559,141.1361805,134.468371209,147.215298,130.136307311,127.579908676,131.347585876,190.466448445,203.679945982,111.833626245,124.96868476,110.292524377,115.435389693,113.906940473,173.885880883,79.896611143,103.305837563,141.815419673,170.107526882,152.774055213,137.220122129,113.553719008,94.2799461642,120.403805086,135.847208619,108.734693878,143.530701754,141.820684231,135.970441208,145.392781316,136.706902639,139.780461032,125.519480519,110.431875174,101.163755459,104.638758688,96.3674321503,161.516155758,146.363636364,226.236263736,73.8170347003,109.633027523,118.386130137,171.20952381,116.640711902,122.057142857,153.587252897,105.116599429,142.626805509,155.549032422,127.26744186,122.149624306,130.016260163,114.895729891,112.668711656,161.933174224,105.793167034,172.334801762,169.791963522,51.0930462485,21.9461697723,143.376918704,165.992268041,145.903614458,108.763837638,118.319169027,81.3533834586,119.036339676,141.951626355,187.382718912,161.414790997,145.581444535,114.857142857,114.637335526,110.018817204,168.160741886,131.44963145,141.778975741,166.294974725,134.469977761,165.456694243,100.526246719,134.822621965,126.176158472,100.403597921,108.081705151,101.590817559,120.676402767,180.001353394,161.009615385,109.958847737,113.894200127,132.375618862,139.677744209,165.477560414,186.760812004,151.79245283,147.736113272,115.013404826,125.222489792,129.377977939,100.884955752,136.698858648,198.569131833,129.552715655,144.156240464,164.780292943,122.328690808,220.412979351,130.793258353,155.773334387,116.918248681,126.0,56.6517370778,82.1758901228,141.20458891,27.9336734694,199.587659895,157.611438183,148.826777088,145.423728814,170.512148226,169.594594595,109.783420463,20.8527437821,116.403654485,165.705967977,150.043280182,128.553959034,125.840390044,106.75862069,111.477761836,97.1684053651,151.96472189,223.289665211,148.949771689,151.667756704,143.553875236,235.515425132,152.983219391,155.141979343,156.833558863,131.72823219,45.0341313335,134.908006814,128.559176672,132.253968254,145.188118812,41.827891979,141.236772487,123.324181189,142.86908078,125.883553216,129.247633284,151.147347741,156.894776119,107.862706913,142.554012346,166.281802812,142.97188755,41.6767189385,26.3360464383,117.154484925,152.677100494,23.937485049,30.0680755097,38.8629441624,114.266802753,47.6638546398,161.084978755,60.7712765957,103.246753247,99.8007787739,99.4540059347,21.2116516889,14.5950008485,185.897435897,206.644760862,141.369632332,148.356623874,138.465447154,104.126213592,11.7355371901,113.022700119,199.512690355,77.1334431631,106.748466258,174.989384289,108.029731993,103.639106251,102.323306883,99.7688347168,134.527786213,129.32572244,223.504983389,22.9039019671,13.2770870703,112.352941176,81.8223653935,150.758993554,153.675098814,100.762388818,177.303754266,120.360024829,116.0,148.908296943,136.057391304,97.402147558,41.4579507896,104.680253623,90.3276131045,139.657303371,202.554335649,111.251342642,88.5881333911,209.202498372,83.8504672897,146.34551495,132.606611364,89.1044776119,193.223684211,143.441716434,139.523809524,146.005089059,133.766883442,153.208191126,115.302178496,125.649255909,137.07165109,146.957671958,117.903415783,134.884332282,155.919854281,115.714608264,117.979850168,121.926585366,128.638792832,141.879293425,140.324675325,144.444444444,123.889916744,131.804675716,103.72358269,140.955184822,126.651216686,118.781710497,132.764952781,125.593869732,180.151312862,140.316604917,113.772090189,130.444697834,116.730328495,149.484536082,129.805013928,154.990494297,94.621828475,163.508657302,136.141304348,138.86443662,122.043123299,118.617587308,117.169974116,119.107142857,144.0243079,111.030664395,102.1875,112.411902897,147.288842544,192.839607201,136.666666667,125.441171219,195.718157182,163.606557377
176.880131363,138.529993408,147.487437186,138.364894795,132.041187159,176.282828283,135.554171856,87.8001656086,136.567834681,77.2746157042,107.102451288,107.486079604,105.229393468,160.280759703,128.987396784,108.728577122,116.916666667,120.746018441,169.994040524,152.779178856,107.921595917,144.277597403,175.635211268,99.8258977149,109.943533948,166.948506039,200.353200883,114.132825099,105.673573052,43.5030259879,66.6155223117,103.271269718,111.915280665,118.905775076,139.576883385,123.24137931,110.960494899,103.654289498,103.053061224,79.3054369485,157.031924072,105.847000102,152.577319588,133.026819923,145.975948196,100.1580403,144.174135723,104.867724868,103.572435203,133.90070922,100.631578947,105.122583217,115.816111345,144.056031323,179.391504018,116.678159787,50.5050505051,129.835324508,102.344883138,94.1640378549,115.120854413,155.154648956,125.114603798,122.371888726,143.563260789,119.212589074,136.952587767,185.747003361,182.907488987,117.663227334,67.96694088,113.203819559,118.724768464,124.556213018,141.942923033,108.382118148,113.566433566,138.875526158,120.722517058,114.864864865,67.2506082725,125.87450366,131.797346816,124.592880407,67.3563318777,152.633528255,124.212121212,113.338926174,127.485887972,114.742086753,68.9704744001,155.82354808,94.9428571429,190.180995475,117.518248175,183.393339334,162.998575918,13.6644566805,136.189320388,131.188944484,25.993682548,142.523744912,51.3624454148,158.594432655,129.596300462,120.871398454,209.532888465,180.536626917,123.659948889,118.34825061,108.983957219,18.0082591121,145.345155161,132.025028441,136.417157275,48.3843620197,2.25327820437,149.183582941,142.298850575,134.876883499,101.906941266,128.60277981,189.04,135.556758775,134.879462923,140.316727153,138.622222222,162.337662338,134.239529758,156.548300878,191.104868914,145.486953049,46.2952158693,113.113911031,108.259248638,116.582684379,135.497470489,235.425790754,123.000987167,104.901225306,140.763983629,178.597526387,182.281182408,133.504273504,81.732218845,89.4693200663,106.889050036,97.6011994003,93.6626004165,99.4829375374,113.569147048,105.105075337,135.934868052,149.318181818,181.384615385,216.342756184,150.706150342,146.864686469,122.086586231,165.842943438,130.514475558,83.5714285714,140.820498841,117.659947415,123.013628182,103.672445255,119.296105658,157.102602041,105.322769953,169.730653683,102.170525378,99.9643334819,140.941475827,138.169798191,156.496400411,142.549289317,150.711831124,144.408163265,121.261516655,155.832037325,170.244821092,145.087739552,130.577713319,134.277620397,124.635532493,142.405318292,136.234332413,148.165404776,133.209417596,131.00456621,134.614460725,191.612111293,210.904794058,113.122437024,124.634655532,110.747562297,116.387407972,111.98336366,163.22365681,79.4058012636,97.5634517766,133.839346753,166.60692951,151.916376307,140.883977901,113.421487603,91.5208613728,121.801591924,135.333006856,109.857142857,144.938596491,143.314982304,137.904803304,148.723354565,140.141009798,142.678375412,123.993506494,115.993312901,101.528384279,105.818652012,98.0793319415,165.907207954,149.79338843,223.626373626,75.113915177,110.244648318,117.808219178,159.102040816,115.75083426,125.866666667,154.865371506,105.175637115,143.86966745,157.958283948,128.658139535,122.999019928,130.243902439,116.087388282,112.561349693,161.177406523,105.455104236,176.123348018,170.390424622,50.6756014501,21.5770996489,145.59408755,162.145618557,148.373493976,110.875358754,118.980169972,80.3909774436,116.969138408,141.784820684,186.838240977,160.643086817,146.145440446,122.499285714,116.529605263,108.602150538,169.088098918,134.275184275,142.479784367,165.899494499,135.581912528,168.313874206,101.181102362,136.6534863,126.56526353,102.388295076,108.880994671,101.590817559,122.136817832,178.181790841,167.788461538,109.87654321,112.492033142,133.917701485,141.289023162,167.088607595,194.616063548,152.667238422,149.587676988,119.705093834,127.31651136,130.278702435,101.408554572,140.21071115,192.122186495,131.230031949,146.689044858,170.472703063,123.899721448,224.07079646,135.318594717,156.24753023,119.062632369,128.533333333,57.0754145987,81.3097410833,145.124282983,28.4183673469,196.388261851,158.704793944,147.619047619,147.688135593,170.424750918,170.608108108,110.455563854,21.2949072246,117.068106312,165.735080058,153.302961276,129.83797004,127.097767513,103.696551724,108.464849354,96.5722801788,145.899247553,219.456574478,148.264840183,155.395683453,144.952741021,232.279909707,157.147296457,160.883454169,159.201623816,132.849604222,43.8900105759,134.795570698,128.473413379,134.603174603,144.831683168,40.3063280935,141.203703704,127.804519398,144.874651811,126.275291662,130.468360737,153.83497053,157.940298507,107.643622201,147.337962963,179.425590697,150.251004016,40.7117008444,25.8817591015,117.572893799,153.995057661,22.8450681764,29.4629318517,38.3756345178,114.74680922,47.3285745187,168.182954261,60.3280141844,102.987012987,99.773612243,99.6052225519,20.715835141,14.4010473489,183.547008547,209.602044542,144.73758069,152.510913405,141.133130081,104.004854369,11.4757969303,114.695340502,187.614213198,76.1120263591,106.229353469,176.220806794,108.438023451,104.176487225,102.657316848,100.29421036,145.945945946,129.825187299,221.802325581,21.8316672041,12.4000889358,114.973262032,82.3745973309,149.355375338,145.770750988,100.0,180.944254835,116.250775916,115.673469388,145.097260818,140.057391304,95.9958434361,42.4899008447,107.125905797,89.5475819033,137.191011236,211.664799462,109.291084855,87.5920311823,206.027282739,84.0,154.318936877,136.405574777,90.7462686567,197.697368421,146.118115461,142.556390977,149.567430025,136.493246623,153.447098976,116.649156711,127.239568135,136.99376947,147.453703704,119.238319592,134.858044164,154.857316333,117.859561978,118.858176182,123.634146341,128.13580635,143.842001963,142.012987013,146.379525593,125.984273821,132.503770739,104.780275075,141.511285574,127.925840093,120.070344242,133.394543547,126.487867178,180.59635069,143.112158976,114.868982328,131.060433295,118.33460657,148.748159057,131.128133705,153.952471483,99.2340684515,165.686594795,140.126811594,141.021126761,123.487544484,119.559833607,117.90336497,120.803571429,142.606347063,112.30834753,103.090277778,114.487079092,147.705943691,198.48608838,139.705882353,129.869666131,196.47696477,166.967213115
