ADRA,ADRD,ADRE,ADRU,AGG,AIA,AUSE,AXJL,BIL,BIV,BKF,BLV,BND,BSV,BWV,BWX,CGW,CIU,CMF,COW,CSD,CSJ,CUT,CVY,CWI,CZA,DBA,DBB,DBC,DBE,DBO,DBP,DBS,DBV,DDM,DEF,DEM,DES,DEW,DFE,DFJ,DGL,DGS,DGT,DHS,DIA,DIG,DIM,DJP,DLN,DLS,DNL,DOD,DOG,DOL,DON,DOO,DRW,DSI,DTD,DTH,DTN,ECH,EDV,EEB,EEH,EEM,EES,EEV,EFA,EFG,EFU,EFV,EFZ,ENY,EPP,EPS,ERO,FAB,FAD,FBT,FCG,FDD,FDL,FDM,FDN,FEU,FEX,FEZ,FFR,FGD,FIW,FNI,FNX,GAZ,GBB,GBF,GCE,GDX,GEX,GII,GLD,GMF,GMM,GSC,GSG,GSP,GVI,GWL,GWX,GXC,HGI,HYG,IAI,IAK,IAT,IAU,IBB,ICF,IDHQ,IDU,IDV,IEF,IEI,IEO,IEV,IEZ,IFEU,IFGL,IGE,IGF,IGM,IGN,IGV,IHE,IHF,IHI,IJH,IJJ,IJK,IJR,IJS,IJT,ILF,INP,IOO,IPE,JJA,JJC,JJE,JJG,JJM,JJN,JKD,JKE,JKF,JKG,JKH,JKI,JKJ,JKK,JKL,JNK,JXI,JYN,KBE,KCE,KIE,KRE,KXI,LQD,LVL,MBB,MDY,MDYG,MDYV,MOO,MUB,MVV,MXI,MYY,MZZ,NFO,NLR,NYF,OEF,OIL,ONEQ,PAF,PBD,PBE,PBJ,PBS,PBW,PCY,PDN,PDP,PEJ,PEY,PEZ,PFF,PFI,PFM,PGF,PGJ,PHB,PHO,PID,PIO,PJP,PKB,PKW,PLW,PMR,PPA,PRF,PRFZ,PRN,PSI,PSJ,PSL,PSP,PSQ,QCLN,QID,QLD,QQEW,QQQ,QQXT,QTEC,RCD,REM,REW,REZ,RFG,RFV,RGI,RHS,RJA,RJI,RJN,RJZ,ROM,RPG,RPV,RSP,RSX,RTM,RWM,RWR,RWX,RXD,RXI,RXL,RYE,RYF,RYH,RYJ,RYT,RYU,RZG,RZV,SAA,SBB,SCC,SCZ,SDD,SDP,SDS,SDY,SH,SHM,SHV,SHY,SIJ,SKF,SLV,SLX,SLY,SLYG,SLYV,SMN,TFI,TIP,TLH,TLO,TLT,TOK,TWM,UCC,UDN,UGE,UNG,UPW,URE,USD,USL,USO,UUP,UWM,UXI,UYG,UYM,VAW,VB,VBK,VBR,VCR,VDC,VDE,VEA,VEU,VFH,VGK,VGT,VHT,VIG,VIS,VNQ,VO,VOE,VOT,VOX,VPL,VPU,VTI,VTV,VUG,VV,VWO,VXF,VYM,WMCR,WMW,WPS,XBI,XES,XHB,XLB,XLE,XLF,XLG,XLI,XLK,XLP,XLU,XLV,XLY,XME,XOP,XPH,XRT,XSD
50.362990894,48.7721479639,45.3220151319,45.4627951883,98.9440127515,50.8040626322,44.2733657482,47.9151602796,100.021800741,98.4162303665,38.950988822,98.8533333333,99.3960876986,102.212389381,68.7168402437,95.5513307985,54.3608124253,92.5077523257,93.7041328698,69.502205419,42.1677802524,97.5416257599,45.7082452431,51.0259684972,50.6245780284,56.7348514087,68.20863086,52.0833333333,62.6789691378,58.4738496713,56.2481878805,85.3628920921,64.2857142857,68.3386020372,34.9252077562,61.2876466377,60.4713036868,64.4102564103,49.1759065028,39.0148236439,74.4997871435,90.5855710126,48.4158908855,58.1389515927,56.1503208066,64.8857249906,23.0539734201,49.9154272383,58.8609898108,61.3496932515,47.8963051251,78.3262067303,59.7402597403,132.643446071,52.2127720917,59.5432921028,47.9664261931,36.4060861479,61.9897474843,60.9133530127,49.8077036166,59.1945024356,54.9968334389,141.489361702,41.5983215716,61.583011583,45.1100432888,62.2348265896,93.7295028204,50.2626970228,51.8580215274,193.018617021,48.4429065744,155.490222891,39.5330431342,43.717472119,60.1888276947,90.387796361,56.9418029669,57.3637561779,73.3974358974,48.8056985294,33.0525606469,63.5662650602,60.9318996416,52.0449077787,49.3101493101,54.2869089491,46.9342251951,42.4074074074,41.3570274637,61.9209101103,38.7919897816,55.5120141343,67.3098247949,75.6874644415,101.146131805,42.8804569563,52.426088919,34.9757113116,61.0410604591,94.9057564952,46.7522850862,45.6297438716,54.327924712,52.932038835,50.8445446874,101.53966853,51.1782477341,47.8087649402,47.8555204204,50.3282275711,63.2533072024,37.1411601663,46.0074251841,66.7714884696,94.9275362319,79.9781579905,50.5018820577,41.4439834025,65.3045489591,38.5467488313,111.467568829,109.879495027,51.2716492433,47.8443473044,37.7635782748,43.5157894737,41.4100658314,52.0039679328,52.6735833998,54.2870640769,47.6105669338,59.737460815,76.0581289737,50.007978299,63.6030025021,58.3176912248,59.4441600674,57.3052490806,63.2615098434,64.5312175178,62.5290110055,45.5494858612,28.3053642448,58.356767331,92.8812214951,59.8532307142,48.0899419729,53.6435300904,56.8789918868,48.3705838443,34.6627991298,64.9325153374,55.4483144496,61.0193250485,55.3775743707,50.3938598263,59.2257415787,58.0089820359,54.8610596517,63.7206764866,57.6529546878,62.1427545598,122.532270311,52.7659574468,37.4662263585,49.8101025446,76.7174552259,74.0770210057,89.0828000776,41.009382716,102.668247851,58.2775489186,51.9181967458,58.9557241136,45.2949036076,93.991671624,26.3451284537,43.9301834428,143.796464563,175.238781762,56.173260573,44.3021083533,94.1437007874,61.9585687382,45.4596622889,57.167680278,44.3747823058,34.6185870749,70.2975557917,71.5882352941,45.5366473124,30.5024743053,77.2230889236,52.6403326403,50.6819019536,49.3911192214,58.282674772,60.3976801988,60.9693877551,68.404170008,68.5306365259,57.9434697856,40.423627685,55.1587301587,60.9090909091,46.6809756098,47.3001255756,82.2832525579,60.0901916573,62.3004502661,114.826254826,74.3234738829,55.6873078612,57.1656835914,56.4252116651,58.0841423948,47.7855477855,62.8657314629,71.9080627508,30.755788554,149.222222222,32.5801011804,186.562178828,24.8649903288,53.1193490054,56.7784971552,52.9630668537,51.3992537313,55.7434991164,47.1849865952,217.96977048,70.7197943445,59.5789473684,52.1673234313,53.1185389387,72.9413662239,58.2185491276,54.1468064824,47.1671309192,58.2406593407,24.1221741222,56.8181818182,48.8169893816,55.569567045,26.2352941176,52.503953611,133.49646547,51.4521640091,41.0899653979,163.601983881,54.9882734981,44.2033898305,42.6074074074,42.6856283045,67.9116254603,50.1588274779,50.4731861199,61.25579166,62.151684032,54.5919903643,31.6685770427,134.346938917,144.435844798,45.0884086444,150.617112483,152.294484521,163.509544787,70.9991158267,142.254901961,101.930671347,100.536851683,103.370786517,198.274115044,116.031290227,68.4183710605,29.7658341035,56.5424396651,53.5449842783,59.7885196375,200.235849057,92.9571106095,93.2138406978,112.880993982,114.93352381,121.929146893,55.5555555556,144.577656676,35.881931446,88.9891696751,45.5015600624,69.3954295632,35.7414205153,16.1714285714,15.9232,56.7505720824,47.3982839745,110.177906496,29.1163684191,25.7390077106,14.6593090211,11.9063692988,50.1954022989,58.5455077553,55.3591628959,61.7387332521,59.0462052329,80.7627593943,57.4188844331,51.9325657895,49.9148211244,49.3444803344,48.2212921789,54.8827150225,71.129980405,70.5693950178,57.156475555,52.898089172,53.1937172775,57.3480662983,49.3844475612,61.3645538958,56.511627907,67.5813584307,59.3136582018,60.1101846337,58.910047995,59.5886267393,42.9931454684,56.2885619364,64.9119411651,51.746660922,66.6297105466,40.892641737,81.5979073244,38.3725164172,67.7974947808,52.2640610105,57.7632439503,43.6454954747,63.6404494382,57.4303091738,56.1659192825,81.6678152998,65.9333024548,70.5602240896,63.4285714286,33.1713065253,50.308334991,82.0763582966,57.7274065352,45.7159055811
53.0045079957,51.3211066211,47.6471673741,48.8183541159,98.0773062363,49.8307236564,44.300378174,48.6984815618,99.9127970351,97.8534031414,40.2235597592,95.56,99.369830642,101.965122332,68.382786402,95.6273764259,56.9095977698,91.4834450335,92.9934337582,74.2701113212,43.132887899,97.5317089618,46.2156448203,53.852703278,52.5467262212,60.2470088769,76.6221670289,60.9929078014,70.7922367165,66.9905687339,64.9463612641,93.047548395,70.4985119048,70.8465050931,36.4764542936,66.3633849872,61.2694792854,66.0923076923,50.4045549895,40.0156021998,75.6704980843,97.5088967972,48.9283394674,58.5402558315,56.1136571952,66.1671037842,29.409637465,51.3998250219,67.3762736536,61.9461486026,48.0780691299,78.1933539445,58.9410589411,131.246845028,53.2362692807,60.3615604186,48.2658157603,38.2493421183,62.3884564268,61.3648202813,49.6545133784,59.7077244259,62.2545915136,129.542553191,43.6200648484,63.416988417,45.9305897728,65.2218208092,95.7234684507,52.2016512384,53.5238339313,185.079787234,50.1597018898,151.716121975,50.2572220024,45.6505576208,60.7199055862,92.0602830362,59.1103081019,55.7828665568,72.6762820513,60.0183823529,36.0175202156,63.1807228916,62.9928315412,52.4057738573,51.3135513136,57.8701963113,48.7657270266,44.1152263374,43.5169628433,66.7329456467,39.4834042336,59.080565371,75.3825681969,77.1098046653,99.6937061555,44.7572419421,59.9638907696,36.4330326162,64.2418364048,102.279673968,46.870415365,46.6977377911,62.4208989129,62.5436893204,60.4418628452,100.029420418,55.4682779456,49.3739328401,45.4282278537,51.3347921225,64.9191572758,38.210255395,43.6280844256,66.6928721174,102.135774218,79.2962019172,49.3726474279,42.8634854772,68.7548188126,40.5439864003,110.079328045,109.133511859,63.2547979404,50.1928516328,47.3482428115,44.2105263158,44.0645572308,60.4439182643,54.6288906624,55.54799,49.9554764025,60.6387147335,75.9128065395,50.0398914951,62.9024186822,60.3824495542,61.0239579256,59.30012259,65.2456983413,66.3790913081,64.3857153552,49.3452763496,27.558444078,59.8728450911,89.3714059092,68.355110077,56.2862669246,63.4301095943,65.1993785603,56.7366380018,37.0074933527,65.1901840491,57.812281438,62.0435118997,56.6542213658,53.0296909715,59.6279537456,59.9550898204,57.2928245029,65.4800872886,59.2816871998,66.1783713916,118.716590737,53.124300112,38.6370459322,47.1325484239,79.283614007,74.3793761935,87.3957727361,44.3451851852,102.510129459,60.2407312049,53.8057919092,59.2697124713,49.3605649933,94.427919889,28.7687833253,48.293193882,141.120105733,172.301315552,57.9467939973,45.6498532159,95.7578740157,63.0740257859,56.6041275797,57.6600057921,45.9770114943,35.451226542,72.688629118,72.3529411765,46.2978982554,32.3182337267,74.2589703588,54.1372141372,51.4928123848,48.1751824818,60.4863221884,62.1375310688,62.4765769944,67.9751403368,68.7091017252,58.2358674464,40.9009546539,55.3571428571,64.976076555,49.9512195122,48.6186688991,80.6268174475,58.7711386697,62.8325828899,111.658687259,72.686595343,57.0926657883,57.692634585,58.3631232361,59.6213592233,51.4568764569,63.5771543086,74.8011674571,32.1105286151,149.759259259,35.1382799325,189.77389517,25.5705996132,52.5316455696,57.1316460663,53.8569424965,52.7052238806,53.4127745519,47.5196883378,214.704235865,68.1491002571,60.5438596491,53.77387087,56.2370778773,72.4857685009,65.3810835629,63.3937082936,57.7530176416,67.4725274725,25.2525252525,58.011627907,48.250780762,56.9777217318,28.5490196078,55.5791600773,132.544861338,50.3132118451,44.5328719723,160.151890887,54.104275663,43.5661016949,55.6711111111,42.4125584279,67.7538137822,53.3956310551,51.0055205047,63.8440645471,63.2662951296,56.4890093345,34.321270673,131.367440829,158.096671217,46.8565815324,147.846364883,141.599903299,161.912628488,73.1918656057,140.947712418,102.06230803,100.618744313,103.566194431,194.849557522,133.726111496,74.4595676541,33.4625586615,59.2513544574,54.8534334111,60.3776435045,182.240566038,94.9435665914,89.3127575961,110.473694428,111.904761905,116.675863591,56.4763658686,143.678474114,34.4196010763,89.4584837545,47.2566302652,77.9577668499,39.8874832725,18.4285714286,17.4002666667,65.9229595728,58.2479933573,109.846917667,32.4296103427,27.3890056786,15.1151631478,14.2354832228,53.2068965517,60.4184957565,57.4236425339,63.8246041413,57.2907775097,81.8844643859,66.0226029894,53.6389802632,52.0613287905,48.9644689341,50.5362280931,55.9640658792,70.6074461137,71.2633451957,58.1370012257,51.0828025478,55.0785340314,58.6187845304,51.5038179835,60.8397254744,58.4447674419,71.0284612768,60.8098833219,61.0333531864,60.675027094,60.9044162129,43.8499619193,58.1110583768,65.318366557,57.4321413184,73.5861566722,43.5464414958,81.5146985551,47.4372913638,61.8997912317,55.1715919924,65.7684761282,43.134432943,64.7191011236,58.5656360872,56.9880418535,82.9427980703,69.7545159796,69.8039215686,61.6240601504,38.8864339373,61.8261388502,82.2026431718,54.2537533117,48.5295175396
49.1438291548,45.0108797016,42.2956264994,43.0230378549,96.2542339111,47.228099873,43.3009184225,45.9628826223,100.130804447,96.6755235602,35.2536543422,94.2666666667,97.8075357752,101.366475794,66.0051090588,93.1558935361,53.1660692951,91.1873562069,95.3843182696,71.4975845411,35.708982925,96.6788643283,41.8604651163,44.7850149,48.6063224259,52.2964106523,72.1204594846,57.1365248227,69.4241170856,64.7613603887,61.3801101769,90.15332719,65.5505952381,68.071654373,30.5041551247,60.1391661395,58.2478145192,56.0,45.2352412346,38.5549938695,72.7650063857,95.5357489486,47.2180125568,53.8625532982,46.819431714,60.3521918321,23.7772353313,48.2779235929,65.1018922853,53.9536468984,46.4690107271,72.404958066,49.7312687313,144.169611307,48.9404641776,52.3691722169,44.0066592675,34.6862942957,54.7085627492,54.4886264977,45.7394883858,52.7901878914,57.0192104708,122.989361702,38.2033187107,57.8185328185,41.8078440241,51.2391618497,127.90240063,47.8734050538,49.5515120451,225.545212766,45.4085706681,166.880897033,41.1555203799,41.7843866171,54.1896144768,89.1435397905,49.3723849372,50.0494233937,65.4246794872,50.5049632353,31.3342318059,54.1204819277,53.4498207885,45.4691259022,45.7191457191,49.7893527384,43.956043956,36.8106995885,39.0630048465,55.4745983539,35.1893565843,51.0247349823,76.5138611666,76.1805423857,97.5891710305,43.9004487964,51.9747235387,29.9097848716,60.8929841578,100.420275089,43.3298623163,41.6960509365,60.3926659095,60.1553398058,58.8197809031,99.6469549868,49.003021148,46.3005122368,42.0879169821,45.9518599562,62.7437530622,29.815878044,34.9927183968,55.6341719078,100.622934147,73.7774541925,39.0840652447,37.3029045643,64.7552043177,37.1865703357,108.364442371,108.588370314,54.2362303011,44.7244364447,39.9840255591,39.7473684211,38.3181142493,52.4664309647,51.7358339984,50.9077826029,43.8112199466,55.7797805643,68.9373297003,43.4976862933,58.2785654712,51.7245424683,52.2793652705,50.9751476652,56.1308324291,57.067539787,55.925731826,43.3001285347,26.9376273159,54.4198557281,87.9635137815,64.5605870771,54.7147001934,62.629494328,62.0749180045,55.9508760091,37.4184191443,59.6441717791,52.0506364527,53.0849618521,48.9341201975,45.3847707534,50.8798391151,50.4366267465,49.3170309991,55.7828696127,56.7951555648,62.3639235962,118.185269552,41.1422172452,29.7958571,37.9225218382,68.1635926223,70.8784213877,88.0841574559,37.5802469136,101.472477518,51.1714727085,45.3351246455,49.710001764,42.3363237259,95.508625818,21.4304411052,41.636001096,165.835123079,241.971526401,48.8744884038,41.5528867538,96.092519685,56.5116615964,54.990619137,52.7077903273,40.7175200279,28.9342214821,65.4096705632,66.6470588235,38.1753506945,25.0475827941,63.4196567863,51.9126819127,44.526354589,38.5644768856,51.5197568389,52.8997514499,50.3478664193,56.5922213312,60.6186793575,47.5633528265,35.799522673,54.3650793651,53.3014354067,43.203902439,44.2444537463,74.5266558966,45.6595264938,56.4089234548,109.150965251,62.8697293896,51.9543258674,49.9753522922,49.6331138288,51.9579288026,46.2121212121,57.9659318637,71.1054359723,25.0327653997,164.851851852,28.0944350759,231.539054471,21.518762089,47.8300180832,52.3248969982,47.2178588125,47.0615671642,43.1961625852,39.0750670241,263.351371525,49.6915167095,52.5614035088,44.0436495908,51.3955892488,70.6641366224,62.9017447199,60.819828408,57.1030640669,63.4065934066,21.4526214526,50.1321353066,39.4128669582,49.5586380832,23.9215686275,46.5998945704,155.947525829,40.2334851936,38.7716262976,182.889026658,49.0528594624,38.5084745763,44.6074074074,30.7635507443,62.0024548483,44.1862800543,45.5891167192,59.9297012302,54.5994669251,47.945799458,26.1011953496,154.647746799,210.335064931,44.3614931238,203.018004115,159.257771472,207.305433186,64.5269672856,158.62745098,100.921456779,100.618744313,103.358573522,262.123672566,241.726903654,69.291797074,27.8574600622,50.1067148252,47.0331676641,51.503021148,247.641509434,94.9887133183,88.6897344963,108.28004271,109.676190476,113.585696943,48.0867607939,204.305177112,25.9563640618,87.6898916968,41.4586583463,79.085912641,35.9551281403,11.9142857143,14.56,64.1685736079,56.7395516192,111.501861812,23.6444991817,21.0838410298,9.54894433781,10.5786618445,45.7356321839,51.7120280948,49.2929864253,54.0803897686,48.7660048246,77.453589456,58.0222384251,48.7664473684,47.3594548552,38.3811514345,45.2131833639,51.1395774414,66.1659046375,65.5693950178,51.0370420809,41.3853503185,47.2643979058,50.1473296501,44.1795231417,50.1816713767,55.2325581395,67.161809729,53.9327385038,53.618225134,54.9930329772,54.2649727768,39.9847677075,49.7769340294,58.0994774531,45.3683757001,64.1297377202,38.3996783273,74.3064275037,39.3910304561,46.8684759916,47.9027645377,58.1033355134,32.9811561426,58.5797752809,52.1794221997,51.9058295964,79.2212267402,66.7670217693,66.0784313725,52.4812030075,29.7392841361,52.635766859,74.5374449339,46.7176920812,44.256212159
52.4239547865,51.3211066211,45.6726333272,47.7835399689,96.6128710899,51.2484130343,45.3268503512,47.7850084358,100.17440593,95.0392670157,38.950988822,90.9466666667,98.2145201523,100.650702759,75.6140695618,93.8212927757,57.745917961,92.1676502951,98.4308613364,73.7870195337,43.0215293244,97.3532065967,49.2177589852,55.5555555556,51.946054911,60.2856040139,78.2058366967,62.5,75.564747057,71.6919119748,68.7445636416,85.3056730062,64.806547619,71.3101510362,34.3157894737,67.386108386,60.0912200684,62.6461538462,51.1687144141,42.1290475976,71.6900808855,89.3885473957,49.1448365447,59.3127664911,55.6736938588,63.1097789434,27.5020341741,50.5832604258,68.3770014556,60.9236537151,49.5530393325,75.0997819316,59.1408591409,138.313982837,53.3674499063,59.6163653663,48.5599334073,37.9297995687,62.6542623885,62.0941135614,50.7865333725,59.3597773138,66.5188938147,111.70212766,42.1514400153,66.1196911197,44.4696167648,61.3923410405,116.738816739,51.5386539905,53.7801127627,202.074468085,49.0417886612,156.570490907,56.3118322121,43.6431226766,60.8044846577,90.3510384121,60.0608596424,57.9242174629,75.8669871795,59.9724264706,36.6711590296,63.1807228916,61.2455197133,50.1202886929,50.6142506143,57.5722332123,48.2720178372,46.2962962963,44.7819063005,61.7847204253,38.8647702503,61.0597173145,76.0257263251,73.7530817372,96.4687283865,48.3884128927,46.3777928233,35.1492019431,64.6459747818,93.3520122262,46.7084345713,45.1673242578,67.1263994808,64.7572815534,64.9025881862,98.9310581544,53.8066465257,50.0853727945,43.4240413308,53.0415754923,69.0347868692,36.0522668778,43.2178532603,66.0377358491,93.2748538012,83.0724426647,48.7954830615,44.0286307054,65.6900539707,41.0242243944,104.806346244,107.258990054,61.3200187237,49.2671637953,46.5974440895,45.9157894737,43.2575918454,56.651721403,56.304868316,54.0516912379,47.2840605521,61.0956112853,75.1498637602,50.6941120153,67.5062552127,58.2355701549,58.9662812522,57.4055499833,62.548442102,63.2319312591,62.3343565172,49.0841902314,28.7321757687,58.5646167013,91.5129883006,68.856273492,58.0512572534,66.9486637185,68.0131192819,60.85033314,40.4641044235,63.2024539877,57.126870891,60.4640430208,54.9199084668,51.3633609372,57.8305681247,58.7574850299,55.9664073113,62.1249318058,64.3140530382,65.776245871,117.444950645,53.6394176932,36.2353647553,45.9551842005,76.2630312751,74.3475493316,87.1630793097,46.3644444444,100.434825576,57.4858393409,53.9047619048,60.6808961016,47.9862569193,96.7826690462,27.5084827921,46.0016334578,150.388237238,200.198233916,59.9931787176,44.3021083533,96.0236220472,61.3646240765,62.382739212,57.872381504,45.0679205852,36.3402292961,74.3889479277,71.5294117647,44.7753963695,30.985915493,72.3478939158,55.9334719335,49.7235532621,46.8363746959,57.9027355623,59.5062137531,65.5612244898,68.6487570168,66.9839381321,63.4015594542,39.6775059666,62.2619047619,58.95215311,48.4390243902,48.8070322311,80.3446418955,53.8387824126,62.7138763815,104.71042471,71.6803020768,54.9846288977,55.7038195448,56.5192850423,58.0906148867,52.7977855478,63.3917835671,75.7942356804,32.7653997379,152.981481481,35.2782462057,201.438848921,25.7059961315,53.7522603978,56.856974691,55.1659654044,53.3675373134,52.3100227215,44.8726541555,236.331405113,61.9023136247,60.2631578947,53.2282509851,56.3576843556,73.9468690702,66.5748393021,66.4442326025,62.3026926648,67.0340659341,24.7835497835,57.8752642706,47.7514053716,55.5905842791,26.0588235294,56.5454225971,141.394779772,49.8006833713,43.6851211073,153.812771234,54.5552949666,47.2119322034,53.1851851852,44.7228549734,70.3840084166,53.8057812145,52.8391167192,65.6334877776,62.805912285,58.4185486299,32.618306861,137.852668921,182.40330073,47.7013752456,172.030178326,158.260165892,180.800293686,69.9961096375,147.450980392,101.360245722,100.482256597,102.894479726,228.460176991,163.370630756,68.127229056,32.8744433909,58.4961418486,54.9745410285,59.4561933535,199.764150943,95.6659142212,91.5556407553,102.960590177,103.219047619,105.032557113,57.3562512789,168.991825613,32.1347098737,88.4476534296,44.8517940718,78.7677176743,37.2134413332,18.3142857143,17.852,71.0144927536,63.9081096042,110.674389739,30.2207823936,26.5887603587,16.0748560461,15.2702431183,51.9655172414,58.384547849,55.5712669683,60.8708891596,54.3700129894,79.8093101514,62.4681006198,52.7960526316,51.5161839864,48.3944518336,49.7515040544,54.7995341873,72.322011757,68.8790035587,55.8354895819,50.652866242,53.3507853403,56.7219152855,49.9298737728,58.188669089,57.8197674419,67.6040367389,59.231297186,58.9291244789,59.0184239046,59.2105263158,42.7837014471,56.3644992881,63.5184826785,56.3981042654,73.8035456136,42.2999597909,86.7797708022,46.7650720981,57.6200417537,54.1468064824,62.4852844997,43.3731805461,62.5078651685,56.7663456665,55.3437967115,80.9097174363,66.6975451598,71.5406162465,57.6842105263,35.9994108116,60.871295007,82.2466960352,54.3126287901,51.6181442008
57.0393527993,53.4659620765,49.88005167,50.9968788958,96.7224546722,52.6874735506,52.2960561858,54.8686430465,100.17440593,93.9005235602,42.4650042992,89.8266666667,97.9388210582,99.5575221239,75.7319709177,94.3346007605,62.4731182796,91.7675302591,99.8744689069,75.5093467759,47.8470675575,96.639197136,49.310782241,59.742443593,56.0065929683,62.3697414126,78.0502949395,60.8156028369,77.887368756,76.4218348099,73.0356625109,84.8638884361,68.5267857143,73.2701088865,38.3933518006,67.3482297416,64.3861649563,69.3702564103,54.2403356308,45.306985714,72.6479352916,88.1268197994,53.0417839359,61.7130674693,59.5857011916,67.5384038966,30.3589187234,55.4359871683,71.0516739447,64.4853442399,53.2717520858,78.5539543632,61.3186813187,132.592966515,57.4847916967,63.6156041865,53.0660377358,41.4317089096,64.9515853427,63.465879493,54.8338723905,63.7961029923,68.3554992611,108.617021277,46.9197024604,64.2857142857,49.312842353,66.9559248555,112.606585334,55.9044283212,58.1112250128,179.414893617,53.5719989353,147.258307124,55.9952512861,50.4275092937,62.9032258065,90.705752619,63.5564853556,63.5255354201,79.5673076923,64.7058823529,40.6334231806,64.9156626506,65.770609319,55.1724137931,54.5454545455,61.4900263177,52.8587354674,55.3971193416,49.1111470113,68.2310321816,44.1413542262,62.1201413428,81.6589044134,79.9355205765,96.3738760992,51.9738882089,49.0859851049,40.4580152672,66.2140316844,92.3331635252,49.2191368738,49.8892146812,69.8685705014,69.2427184466,68.610204054,98.2838089634,58.3383685801,52.6465566306,45.6509152452,56.5864332604,71.3865752082,41.5759255593,45.4331015527,71.5146750524,92.2832443427,85.6449460017,59.8872020075,47.8838174274,66.8947571318,45.5163620909,103.406439571,106.226090283,64.8151037603,53.3641895946,51.7092651757,51.4315789474,48.1669144192,60.4207951127,59.3375897845,59.3812048063,52.4191154645,64.1782915361,76.821071753,54.1247805968,73.8281901585,63.1276396058,63.7840876015,62.2199933133,69.1210665013,70.4790612801,67.8595493,52.9803984576,32.466776603,62.8071891429,90.6008328376,69.9659924825,58.2688588008,72.6591040185,67.5988261695,60.7578905526,40.4882765289,66.8343558282,61.6170093719,62.9689819459,60.2914609177,56.3118561907,61.8401206637,63.9471057884,59.9220699024,68.4669939989,66.5065775736,67.356024702,115.167046317,59.5744680851,42.1945361753,49.8290922902,81.3418871959,76.9255251432,87.483032771,50.5674074074,100.751062358,64.1735324408,57.2280937453,63.0095254895,51.7274288986,95.4293079516,32.8162869607,50.5323158525,141.747893606,174.986484051,61.7667121419,45.9033893782,95.687007874,65.2614805157,67.8048780488,62.3515783377,50.8533611982,41.0555306475,77.4176408077,74.6470588235,49.0660835023,37.3521126761,76.2870514821,58.1288981289,53.6675267232,51.501216545,65.7142857143,62.1002485501,68.6456400742,68.7650360866,69.7204045211,68.6647173489,42.0957637232,65.873015873,64.3062200957,54.4926829268,52.1975722059,82.3651050081,55.8737316798,64.8792468277,103.552123552,74.0717432347,58.6736934563,60.1064101039,62.4459078081,60.6537216828,57.7645687646,65.8812625251,78.8172199927,41.5465268676,143.055555556,40.9224283305,178.083247688,30.0680851064,57.9113924051,61.1928585442,57.3165030388,57.2947761194,57.359252714,49.7319034853,203.396155999,71.6195372751,64.2456140351,57.6235222795,63.9558924879,76.4705882353,67.4931129477,69.0181124881,67.3259052925,69.2197802198,29.7258297258,60.919397463,53.1227357901,60.3404791929,35.3529411765,57.5997188543,129.594888526,61.090546697,49.7923875433,149.720823001,58.2969511095,50.4271186441,55.5259259259,48.613752412,72.3619147817,57.3998805491,55.9148264984,65.3459019013,66.2708989581,63.6446853357,40.0523988865,129.843308298,158.821726927,50.884086444,146.776406036,158.619303901,164.996328928,74.3766578249,139.836601307,98.8152698552,100.454959054,102.625793845,203.539823009,136.498663234,72.3487881214,36.8712267604,62.5890658348,59.7423673801,64.8262839879,179.245283019,94.2663656885,90.5300488834,101.21335663,101.6,104.028252952,60.1800695723,144.414168937,37.4173783341,89.5667870036,49.8182527301,84.032398033,38.624788062,26.8857142857,22.32,76.239511823,69.2499308054,109.515928837,37.9014795801,29.3818603672,20.4654510557,18.5754470565,57.5057471264,64.2522680714,61.8919683258,66.9001218027,60.0296901095,82.7537857543,66.159314619,57.4835526316,56.0647359455,54.436633099,54.3159822129,59.6572949592,75.158883083,71.5480427046,60.4793681057,61.7038216561,57.9581151832,61.2154696133,54.6205391928,59.1575830978,62.238372093,68.4091166799,63.2944406314,62.7605717689,63.9263043815,63.0671506352,47.3533891851,61.9458946369,66.9632281788,62.3438173201,79.1295746785,47.4869320466,89.1714000997,52.071530241,66.5448851775,59.2707340324,65.2060170046,48.4498189462,66.1393258427,60.3902686265,59.1928251121,83.5975189524,67.2996757758,74.0336134454,63.5187969925,40.4919723081,64.4519594191,80.234948605,61.583750368,57.9434823631
