AADR,AAXJ,ACWI,ACWX,ADRA,ADRD,ADRE,ADRU,ADZ,AFK,AGA,AGF,AGG,AGQ,AGZ,AIA,AMJ,AMLP,AOA,AOK,AOM,AOR,AUSE,AXJL,AYT,BAB,BAL,BDD,BIB,BICK,BIL,BIS,BIV,BJK,BKF,BLV,BND,BNO,BOM,BOS,BRAQ,BRAZ,BRF,BSCH,BSV,BWV,BWX,BWZ,BZF,BZQ,CEW,CGW,CHIE,CHII,CHIM,CHIQ,CHIX,CIU,CLY,CMF,CNDA,CNY,COPX,CORN,CORP,COW,CPI,CQQQ,CSD,CSJ,CSM,CUT,CVY,CWB,CWI,CYB,CZA,DAG,DBA,DBB,DBC,DBE,DBO,DBP,DBS,DBV,DDG,DDM,DDP,DEE,DEF,DEM,DES,DEW,DFE,DFJ,DGL,DGP,DGS,DGT,DGZ,DHS,DIA,DIG,DIM,DJCI,DJP,DLBL,DLBS,DLN,DLS,DNL,DNO,DOD,DOG,DOL,DON,DOO,DPK,DRN,DRR,DRV,DRW,DSI,DTD,DTH,DTN,DTO,ECH,ECNS,ECON,EDC,EDV,EDZ,EEB,EEH,EEM,EES,EET,EEV,EFA,EFG,EFO,EFU,EFV,EFZ,EGPT,EIDO,EIRL,EIS,ELD,EMB,EMIF,EMLC,ENY,ENZL,EPHE,EPI,EPOL,EPP,EPS,EPU,EPV,EQL,ERO,ERUS,ERX,ERY,FAB,FAD,FAN,FAS,FAZ,FBT,FCG,FDD,FDL,FDM,FDN,FEU,FEX,FEZ,FFR,FGD,FIW,FLAT,FLM,FNI,FNX,GASL,GAZ,GBB,GBF,GCC,GCE,GDX,GDXJ,GEX,GII,GLD,GLL,GLTR,GMF,GMM,GNR,GRES,GRI,GRID,GRN,GRU,GSC,GSG,GSP,GSY,GULF,GVI,GWL,GWX,GXC,GXF,GXG,HAO,HAP,HEDJ,HGI,HYD,HYG,IAI,IAK,IAT,IAU,IBB,IBND,ICF,ICI,ICLN,IDHQ,IDU,IDV,IDX,IEF,IEI,IEO,IEV,IEZ,IFEU,IFGL,IGE,IGF,IGM,IGN,IGOV,IGV,IHE,IHF,IHI,IJH,IJJ,IJK,IJR,IJS,IJT,ILF,ILTB,INDL,INDY,INP,INR,INXX,IOO,IPE,JEM,JJA,JJC,JJE,JJG,JJM,JJN,JJP,JJS,JJT,JJU,JKD,JKE,JKF,JKG,JKH,JKI,JKJ,JKK,JKL,JNK,JO,JXI,JYN,KBE,KCE,KIE,KOL,KRE,KROO,KWT,KXI,LBJ,LD,LIT,LQD,LTL,LTPZ,LVL,LWC,MBB,MBG,MCRO,MDY,MDYG,MDYV,MGC,MGK,MGV,MIDU,MIDZ,MINT,MLN,MLPG,MLPI,MLPS,MNA,MOO,MUB,MUNI,MVV,MXI,MYY,MZZ,NFO,NIB,NLR,NORW,NYF,OEF,OIL,OLO,ONEQ,PAF,PAGG,PALL,PBD,PBE,PBJ,PBP,PBS,PBW,PCEF,PCY,PDN,PDP,PEJ,PEK,PEY,PEZ,PFF,PFI,PFM,PGD,PGF,PGJ,PGM,PGX,PHB,PHO,PICB,PID,PIE,PIN,PIO,PIZ,PJP,PKB,PKW,PLND,PLW,PMR,PNQI,PPA,PPLT,PRB,PRF,PRFZ,PRN,PSAU,PSCC,PSCD,PSCE,PSCF,PSCH,PSCI,PSCM,PSCT,PSCU,PSI,PSJ,PSK,PSL,PSP,PSQ,PSR,PST,QABA,QAI,QCLN,QID,QLD,QQEW,QQQ,QQQC,QQXT,QTEC,RCD,REK,REM,REMX,RETL,REW,REZ,RFG,RFV,RGI,RHS,RJA,RJI,RJN,RJZ,ROM,RPG,RPV,RSP,RSX,RTM,RWJ,RWK,RWL,RWM,RWO,RWR,RWW,RWX,RXD,RXI,RXL,RYE,RYF,RYH,RYJ,RYT,RYU,RZG,RZV,SAA,SBB,SBM,SCC,SCHA,SCHB,SCHC,SCHE,SCHF,SCHG,SCHO,SCHP,SCHR,SCHV,SCHX,SCIF,SCIN,SCJ,SCO,SCPB,SCZ,SDD,SDOW,SDP,SDS,SDY,SEA,SEF,SGG,SGOL,SH,SHM,SHV,SHY,SIJ,SIL,SIVR,SKF,SLV,SLX,SLY,SLYG,SLYV,SMB,SMDD,SMMU,SMN,SOXL,TAN,TAO,TBF,TBT,TECL,TECS,TFI,THD,TIP,TIPZ,TLH,TLO,TLT,TMF,TMV,TNA,TOK,TQQQ,TUR,TUZ,TWM,TYD,TYO,TZA,UAG,UBC,UBG,UBM,UBN,UBR,UBT,UCC,UCI,UCO,UDN,UDOW,UGA,UGE,UGL,UHN,ULE,UMDD,UNG,UNL,UPRO,UPV,UPW,URA,URE,URR,URTY,USCI,USD,USL,USO,UST,USV,UUP,UWM,UXI,UYG,UYM,VAW,VB,VBK,VBR,VCIT,VCLT,VCR,VCSH,VDC,VDE,VEA,VEU,VFH,VGIT,VGK,VGLT,VGSH,VGT,VHT,VIG,VIOG,VIOO,VIOV,VIS,VMBS,VNM,VNQ,VNQI,VO,VOE,VONE,VONG,VONV,VOO,VOOG,VOOV,VOT,VOX,VPL,VPU,VQT,VSS,VT,VTHR,VTI,VTV,VTWG,VTWO,VTWV,VUG,VV,VWO,VXF,VXX,VXZ,VYM,WIP,WMCR,WMW,WOOD,WPS,WREI,XBI,XES,XHB,XLB,XLE,XLF,XLG,XLI,XLK,XLP,XLU,XLV,XLY,XME,XOP,XPH,XPP,XRT,XSD,XXV,YANG,YAO,YCL,YCS,YINN,YXI,ZROZ,ZSL
100.087835483,85.8881163085,95.7470251212,89.5101663586,88.0114791166,91.3670411985,88.6309907587,91.1362564828,85.5839416058,84.571562812,69.2089249493,105.099730458,102.316063622,113.566024759,100.780549076,93.1255526083,103.308167467,101.453816268,101.576235223,102.558739455,101.313472436,101.848249027,94.4492477953,92.524047746,99.0816474416,110.902696366,88.718922853,70.49020694,112.851079478,80.2436577937,99.95638901,68.7682528775,102.089503031,105.918301705,81.3644596498,112.997634185,102.504887586,133.820205182,105.763239875,106.847935549,81.5137844612,84.0363436123,76.2260308841,100.080130061,100.024536867,102.487024221,100.8994004,101.522435897,93.1080417864,104.054859869,93.3766233766,99.4781736076,83.3231146536,67.5080367394,63.3858267717,73.431372549,74.0936058009,100.325127729,111.744712991,102.796674225,91.0610350794,101.159506466,84.4895657078,124.506720046,103.085929748,108.342022941,101.644479248,84.0990990991,104.414727972,99.9808978032,105.232129698,83.8285435947,102.918973327,93.7747035573,90.2255639098,100.706159278,106.649637651,106.198723792,106.061655698,86.2702229996,110.80760095,114.171015656,103.454894434,126.89386163,128.7694974,102.158273381,80.0414218305,113.829157625,90.2295081967,73.8650306748,109.713336103,91.8533958659,98.98027045,93.1796801505,87.6084909042,102.765217391,126.702434998,152.935286018,83.7931034483,91.1578947368,73.6468168052,107.920272751,106.633380884,116.882457477,88.9106199883,100.035892096,100.604567846,128.568580542,70.0302114804,106.908190819,93.6323457194,90.2668323166,88.060731539,113.33021338,86.9757365685,90.6038805319,106.17736751,92.4441259462,76.2596259626,100.860244315,93.047055881,44.1147378833,83.2490731378,103.665629169,106.45233311,91.0425033467,109.510398614,74.7224456959,80.4468552241,67.7057356608,100.984780662,52.6788202692,140.881642512,77.5353016688,86.4428945074,100.802752294,88.7524240465,103.21433616,72.2067441637,91.7412647993,90.1810584958,91.9268210809,76.6254353309,89.841827768,87.8871572302,98.3529069767,61.8679050568,100.707785642,98.8289925298,78.4798700126,95.9818043973,100.063165494,88.7964338782,94.1219691403,92.3705722071,99.7324414716,98.6192468619,74.1211667913,78.2380396733,91.1739502999,104.342610365,83.8142517323,78.6110971102,105.552256532,101.812688822,96.9438122421,109.954653423,40.5972777138,107.30441231,105.95909732,84.4708209693,59.3704738785,69.7590361446,94.866647548,107.278652906,89.507959479,109.5703125,99.2555831266,102.266545784,88.5787356322,105.835240275,81.7226890756,95.9567198178,97.8540772532,103.015136422,108.891241578,90.3262681591,81.9396716304,109.497206704,103.386138614,59.6392333709,98.7489651366,103.3604215,108.419993291,93.1944444444,102.04761112,82.1592649311,64.9157581764,95.223310246,127.795646645,52.9605263158,124.140712247,85.0560110867,87.7286377286,94.5834823025,97.9735973597,93.7167405765,85.9191210293,57.8408024825,98.1538461538,109.661330186,105.93809223,108.670004145,99.6384089996,91.7632702868,101.336728199,91.6765755054,94.7185545518,82.6748466258,89.9526564966,86.6387337058,68.7949921753,98.6731654481,88.9032258065,87.9348958333,99.2976588629,98.8421287018,80.3440702782,95.6347884039,90.9376401974,128.101644245,110.143430866,100.773579292,108.594603026,98.5312899106,58.8773642465,91.7015403269,111.487366502,94.4981862152,99.9325008437,106.202183005,103.139317835,115.058114507,89.3617021277,109.89272944,90.2877697842,85.9345500315,104.691550026,96.0552268245,106.491949298,92.722630067,99.2926782642,110.012697261,114.391802056,109.661373637,105.011718046,106.725978648,102.564791191,110.62506701,107.234244195,103.58276644,110.693598693,87.0905956713,113.396085171,57.2448979592,79.7566109765,76.1180564506,96.8360737419,70.6857352402,95.1531852812,107.379462643,96.3687758208,98.5167977127,89.3382352941,96.390060947,96.8341072182,85.1118359739,82.6259818731,128.570294935,104.068462402,82.6382522671,85.0910232266,103.096641131,107.530312699,101.669357669,108.377625917,110.548617306,100.223526125,102.308346495,109.7455154,101.772876028,96.2779156328,106.815703381,92.7406764961,102.928698508,83.8115631692,81.2983425414,91.824304175,92.2261484099,100.814053128,88.5673959068,41.1140088594,105.987055016,49.0570781996,81.4535127634,78.9222145737,104.644635582,89.6608427544,115.907124011,92.5050641458,107.405695691,98.5918068764,100.575598539,99.3784078517,106.720605507,110.246220302,101.385906695,104.108922927,106.779425975,101.733202239,92.1111945905,55.0299835718,99.3571357927,101.916757941,101.821428571,105.082809823,98.851590106,97.8303747535,100.159014113,103.06122449,100.695114887,107.112894401,89.886183547,85.5828220859,68.4087643678,106.054623231,94.3386444107,77.0062370062,94.4291609354,101.555091978,103.977115438,100.062695925,102.805923617,106.628822191,94.5061728395,96.6447368421,95.5140461833,71.8268525312,97.1309025702,108.579545455,94.8800738007,98.9385898408,60.0995024876,91.8335901387,99.318507891,93.6289281102,108.617755084,103.718637993,80.050495988,103.768305195,104.975124378,93.5809957038,98.7643171806,106.964809384,99.5684582189,93.4254143646,79.8286326312,95.5808080808,97.2878998609,98.3844911147,97.4676420934,98.6517651233,99.6699669967,90.5973451327,79.3186372745,88.8712241653,88.0281690141,116.992014197,92.7231928194,110.632306511,74.7950089127,111.021693492,115.613182064,105.665803854,102.707275804,96.8634023704,99.5026854983,102.437181183,102.566267094,103.248693055,94.5283706614,107.163221668,104.783950617,120.221948212,102.878176763,116.356138155,102.672186677,95.6915414291,104.592592593,108.139534884,99.5420875421,104.821280133,95.8324193902,109.316546763,80.3171641791,84.7078325736,109.650828729,80.4303797468,97.2247066985,99.712540424,71.1750538725,68.9116719243,116.013763896,106.740088106,110.074271567,88.9982628836,108.598409543,103.735282176,110.491122896,85.4928554129,87.0469798658,88.4317521781,121.839240536,72.1520845567,110.556734896,115.131924299,98.8553949846,103.29822766,110.707144156,97.2944849116,103.78250591,111.813643927,96.6666666667,109.670781893,109.18762089,108.413845569,105.409652076,88.3333333333,99.4867201764,106.016042781,105.981349264,104.51901566,85.2774631937,95.8644610459,107.305630027,83.9075630252,87.5849911861,75.9473346179,99.1677956261,111.523713421,116.800617696,95.035,108.804510032,107.576543851,102.788517868,108.985173134,112.794337428,101.214463465,106.35882293,83.5350318471,92.2408759124,70.4956463496,106.022187005,104.752667313,92.5125989921,88.7906647808,92.39488117,106.269702277,100.912722189,108.270385435,104.547422275,102.617029119,104.515225761,57.3909171861,63.7704918033,103.065364954,73.6130653266,100.032916392,93.0382894083,64.479679803,59.748427673,67.6572327044,76.1132075472,104.115467135,54.2461005199,96.6403665055,117.634746206,127.806721456,88.8744869302,99.9173212071,100.02722076,100.451520913,70.5934907466,107.167680278,130.372933487,85.7617728532,130.104240144,81.9523952998,106.414395299,111.134266151,101.837684116,100.342075257,51.2034383954,100.144927536,74.6819338422,84.13247652,44.2211055276,75.5796716096,75.2113319625,54.8856661778,103.686293914,56.9202898551,101.703056769,91.3002951686,106.713690985,106.995809801,110.603389542,117.865874956,121.57394844,169.746284501,37.3194685153,85.3191489362,97.4370048556,115.949373198,65.3354847385,100.577762056,66.6501650165,117.934359932,70.1948520568,47.1286446174,106.147091109,114.015149527,126.506666667,88.6156691953,109.407665505,64.5762094236,151.736745887,113.976595275,106.193805725,86.4383561644,102.421129861,115.077804805,130.63399041,116.89343994,153.213367609,124.380765289,100.247141276,99.32790855,79.0381125227,81.9925742574,102.771738026,75.7688991089,126.350486989,53.9694760992,105.02711723,98.9144736842,86.39544345,105.958336189,105.865999444,103.694395577,99.9725802029,117.480368727,134.224382341,96.0194604157,99.7225305216,105.059587471,77.6055858311,87.4762808349,100.129416332,105.626295529,109.899328859,101.20386504,101.76135357,111.752678078,108.291587494,99.8723023879,108.996160176,112.5,90.3893951947,90.5163329821,90.7530920158,102.773323271,88.2710005874,117.099113618,100.708635465,107.83619818,107.383447777,106.363636364,109.756938459,106.807840392,103.539978866,103.677932406,100.874125874,72.5320115655,106.011029412,90.5404323459,106.104692626,103.790720632,105.228398459,107.40210978,102.394761459,104.531241179,107.237704047,101.745913819,108.3766009,98.8262910798,90.4567264972,111.697830965,122.020955258,89.0990335654,96.3783553473,104.713189624,104.555771725,101.828908555,108.139722561,104.235500879,100.550639659,107.084329123,104.476797088,88.9030072003,105.085815743,90.8592436975,88.3234768257,107.735895541,97.8505457599,92.6054303871,111.246094146,84.4854762441,87.3002034292,106.202743392,109.602779469,109.205020921,100.0,98.5074626866,113.218938672,88.92305156,104.004643064,103.671706263,107.025472473,107.941483804,111.614550096,107.306821856,108.081088587,94.978311645,118.380516236,107.48770675,64.453265969,118.99103139,99.8006776958,101.57404433,92.4236874237,82.547008547,108.222447982,87.0702079473,44.8070110013,106.051488531,147.212279464,19.9793672627
103.729522482,87.9266750948,99.5592772146,94.2929759704,91.9583476269,95.8801498127,90.6726842897,95.7232437529,82.9562043796,86.0398191108,65.7606490872,105.607008086,101.860292066,121.733149931,100.403732281,94.3854995579,103.390528483,101.453816268,103.940588057,102.641706756,102.323576847,103.404669261,100.708974581,96.0377161845,99.5572556792,108.479874951,94.0902474527,75.1024787317,123.864977093,83.079015003,99.95638901,63.4942449751,100.928603519,107.880347379,83.4171865567,110.044385303,101.7228739,131.333681099,97.6947040498,102.210473313,89.2731829574,88.436123348,82.2670965552,99.4446477288,99.7423629003,103.619377163,103.697534977,105.235042735,96.8239500806,97.137745975,95.2380952381,101.455092825,86.096873084,67.9954075775,64.7637795276,76.3480392157,74.2069874753,99.8606595448,109.648791541,102.607709751,93.1718971213,101.149596155,88.8324873096,125.278810409,102.232585831,105.526590198,101.683633516,85.6202356202,105.697014105,99.9331423114,108.621960206,88.0175353142,104.881731253,95.5286561265,94.977443609,100.627697136,107.275562518,111.212397448,107.481815033,89.8119807608,111.44101346,113.28783621,102.149712092,127.058098953,132.749566724,103.681760474,78.3095883108,118.879463405,89.4187779434,73.7128834356,110.635646032,94.7889525795,100.906672578,98.0244590781,92.8986198696,108.49689441,125.691291787,150.655901865,85.785440613,96.5438596491,74.1592010108,109.861001836,108.808844508,123.508504697,94.3125366712,101.457361256,101.612180923,122.248803828,76.1530715005,109.360936094,98.7927647733,94.0866695099,89.0269151139,115.985125409,85.3552859619,96.3592762154,108.011209099,97.7963900211,64.5544554455,107.852564103,87.9529877169,42.2057368942,86.9902258173,105.535793686,108.95289127,96.9234079174,111.026863085,76.1303298471,83.5076843601,68.5429283933,105.326768129,58.1155977831,131.237922705,72.4433033804,88.7968613775,99.3119266055,91.3596207714,105.158659485,76.8085310789,87.5830205025,96.1873259053,97.1970459886,86.7419238621,80.1054481547,94.1408561847,92.5387596899,63.1062951496,105.021907651,104.027861902,85.3403141361,97.6497346475,99.8105035192,93.1649331352,96.4731814842,95.3678474114,103.712040134,102.426778243,76.9633507853,82.9638273046,95.7369323051,107.005758157,84.2072603165,70.2284946237,107.868171021,103.851963746,100.289550969,120.578708702,38.7688765491,110.192806822,107.609308886,91.9881305638,69.4008690153,62.2702237522,104.100946372,108.14774579,95.00723589,111.067708333,102.878411911,103.838017528,93.6307471264,108.23798627,89.968487395,98.3485193622,101.759656652,104.375713696,104.619826756,95.2469635628,85.3417334861,111.074597437,106.198019802,61.6685456595,99.7838285346,102.259271582,109.627641731,91.6087962963,100.68253704,82.7207759061,68.5827552032,99.2572247433,126.875607749,53.8815789474,125.263556272,86.8576048042,89.6805896806,98.2659992849,101.353135314,96.6837583149,90.1904348855,50.5159847009,99.2307692308,108.39215337,105.748262792,108.57434393,99.6384089996,91.7626601586,100.763844685,96.6309948474,98.7143849896,84.1963190184,96.3703314045,91.0148975791,70.4851330203,102.355808286,92.7096774194,91.3541666667,99.4314381271,100.334001336,85.2122986823,99.9666777741,94.1229250785,127.130044843,115.008605852,102.469503124,111.027920761,98.7228607918,63.9414276998,98.352550633,111.969262829,99.6674727932,103.779952751,104.192594104,102.256914984,115.867412828,95.4913880446,112.35597934,95.8142576848,89.8363750787,106.894764126,100.479008171,108.067831449,93.6482604532,102.523418084,111.35497914,116.321302332,112.224985651,109.320353344,107.888493476,103.867329126,111.868768093,109.303427579,106.107331822,112.40160404,90.0593755985,110.337918082,61.2469387755,82.9351989699,78.9534733857,95.8395615346,73.2489915658,99.854109256,105.355171145,96.8471406828,100.160829164,93.2856037152,96.8120018753,98.0793583791,88.8863000932,85.8670694864,128.589472292,107.46352413,82.96784831,89.9560577527,106.26104891,109.505424378,105.142155142,110.225259428,111.875557538,102.333053926,105.224152594,111.953596719,103.370525936,97.270471464,108.14431116,95.6418039896,106.610099904,87.3661670236,86.0220994475,93.8866799205,95.6183745583,103.598971722,94.3895553987,44.6843853821,108.624595469,54.6643198391,83.2155420015,80.8339069722,103.612494341,94.2076053443,111.27528584,96.0837272113,105.216500585,98.4820775421,100.720676936,99.7455470738,107.927704554,111.375089993,103.396447394,106.83199611,108.870550582,105.202044415,97.3954420235,53.1568047477,99.258233607,102.081051479,104.071428571,104.444519098,100.795053004,97.7909270217,103.677201352,102.925170068,100.544506662,109.830384826,94.0786630169,84.7183491355,67.5646551724,108.818690359,97.6226605969,81.9542619543,100.275103164,101.830077755,106.78231983,98.8923719958,102.065471551,108.645852205,99.1294232429,100.835526316,96.5141932637,75.4218635363,103.157999602,109.545454545,95.5724169742,102.577710387,63.2835820896,92.873651772,98.4576757532,98.2350408954,109.782316582,105.230734767,82.1193115488,105.400615614,107.835820896,95.1983826131,101.5969163,108.651026393,100.235386426,94.9723756906,81.2566940378,96.3838383838,97.983310153,98.2767905223,99.606077659,99.4855419549,102.772277228,93.0309734513,81.9639278557,93.2167461579,91.2676056338,120.097604259,95.2877063632,112.850925847,79.7504456328,107.907627712,118.152350081,106.729939603,104.056401579,97.473961451,98.9846827133,105.290005668,104.913050819,104.592979836,94.9981774736,111.867426942,106.875,120.838471023,105.356933077,120.387130282,105.080918329,97.767317326,106.259259259,110.759447674,100.209427609,105.112219451,96.1219565694,111.223021583,84.8880597015,83.2159138002,111.756906077,83.9493670886,99.8686742204,100.251527129,72.5947521866,66.6246056782,120.804658549,108.678414097,112.245286612,91.1986103069,110.83499006,104.547300041,113.191145953,83.5553402761,89.6644295302,93.3688286544,121.316992781,70.4198473282,113.500782497,116.507804945,99.6224469587,105.337008469,112.543173968,99.4797086368,105.082742317,110.981697171,99.0350877193,113.185871056,110.976789168,110.916698364,107.901234568,92.0689655172,102.121326949,108.009358289,107.678857642,107.561521253,83.8335220838,99.0394877268,109.56769437,90.1176470588,91.3875598086,70.9377007065,103.173988775,119.370332997,118.45014565,98.3555555556,113.032664566,109.671510119,104.764694396,109.065221002,114.609264193,103.825276163,111.292129111,82.1974522293,90.0486618005,68.7793034159,107.987321712,107.22599418,97.0842332613,91.2659123055,97.5868372943,108.091068301,100.756940284,106.215378656,103.112947658,105.823811279,106.996849842,58.9937666963,64.9180327869,108.761144428,75.2763819095,99.9341672153,97.5385380408,62.2090517241,56.8970125786,67.6110455975,72.8301886792,105.558806319,58.8908145581,92.6724357343,121.127681842,126.91517464,86.8222078203,99.8346424142,100.0,100.368346008,68.1716656031,108.688097307,134.409842368,79.487534626,134.297358727,84.6791202169,108.506610087,113.257914062,104.10967373,100.228050171,50.3438395415,100.178677784,71.967769296,87.9634206624,47.6130653266,78.4028500031,78.9581905415,60.724566835,109.277585354,55.0,100.873362445,94.2519807364,104.950279055,104.682091456,107.622210867,113.272790779,116.334411857,148.911889597,43.8128249567,91.6489361702,101.661129568,123.566317974,67.6347989781,100.497189797,64.8679867987,110.825944937,75.0060139524,45.421875459,108.562019759,112.230381993,124.666666667,90.6647445278,109.630662021,70.0238148698,138.464351005,118.127621992,107.69591741,84.7488584475,105.099046222,123.010451723,129.302077784,121.78706691,151.214274913,123.791780549,105.717447436,103.722109469,81.7422867514,84.7153465347,111.645092899,86.7778097154,127.247419683,57.4424863078,110.387984981,104.973684211,92.8071602929,106.506544234,110.592160133,102.437798442,98.7935289279,112.961192671,134.197380856,93.5869084476,104.245283019,109.728036669,85.3882833787,92.6944971537,102.730684612,107.500740302,111.703020134,103.405670838,101.14618398,109.468756832,110.468129211,99.7318350147,110.737794844,115.105512489,96.3269814968,95.0263435195,94.9944958881,101.311197057,94.1648717447,112.884770346,100.542023731,109.452140209,110.842067221,108.003952569,111.525599035,108.872943647,105.847657626,105.533465871,100.485625486,76.9516728625,108.088235294,94.6557245797,107.725003566,105.054294176,107.723353513,109.064902557,105.650140318,107.139149771,109.362274707,104.977711738,110.263066805,100.845070423,95.8770215035,112.034405385,122.569378894,92.7049776577,100.042607584,107.004749726,106.922827497,104.955752212,109.632262465,106.449912127,101.286425018,109.064527142,106.935395814,91.5501905972,106.786348392,76.1764705882,79.4801265301,109.879280611,100.520570949,95.3200462161,114.921975095,87.8630938978,91.2525428654,107.929073269,115.53831748,110.549910341,102.535559678,101.351731907,116.047028916,94.0427811895,107.006384214,105.708114779,108.79211175,109.752699408,111.71027441,110.604591012,110.052763121,98.2315648982,118.42214821,111.91327671,65.3073499338,120.291479821,101.036475982,105.750080308,90.6593406593,83.4871794872,115.677228146,81.9641754169,47.5853067313,105.490483163,136.175017643,18.9993122421
