ADRA,ADRD,ADRE,ADRU,AGG,AUSE,AXJL,BIL,BIV,BLV,BND,BSV,BWV,BWX,CGW,CIU,CMF,CSD,CSJ,CVY,CWI,CZA,DBA,DBB,DBC,DBE,DBO,DBP,DBS,DBV,DDM,DEF,DEM,DES,DEW,DFE,DFJ,DGL,DGT,DHS,DIA,DIG,DIM,DJP,DLN,DLS,DNL,DOG,DOL,DON,DOO,DRW,DSI,DTD,DTH,DTN,EEB,EEH,EEM,EES,EFA,EFG,EFV,ENY,EPP,EPS,ERO,FAB,FAD,FBT,FCG,FDD,FDL,FDM,FDN,FEU,FEX,FEZ,FFR,FIW,FNI,FNX,GBB,GBF,GDX,GEX,GII,GLD,GMF,GMM,GSC,GSG,GSP,GVI,GWL,GWX,GXC,HGI,HYG,IAI,IAK,IAT,IAU,IBB,ICF,IDHQ,IDU,IDV,IEF,IEI,IEO,IEV,IEZ,IGE,IGM,IGN,IGV,IHE,IHF,IHI,IJH,IJJ,IJK,IJR,IJS,IJT,ILF,INP,IOO,IPE,JKD,JKE,JKF,JKG,JKH,JKI,JKJ,JKK,JKL,JXI,JYN,KBE,KCE,KIE,KRE,KXI,LQD,LVL,MBB,MDY,MDYG,MDYV,MOO,MUB,MVV,MXI,MYY,MZZ,NFO,NLR,NYF,OEF,OIL,ONEQ,PAF,PBD,PBE,PBJ,PBS,PBW,PCY,PDN,PDP,PEJ,PEY,PEZ,PFF,PFI,PFM,PGF,PGJ,PHO,PID,PIO,PJP,PKB,PKW,PLW,PMR,PPA,PRF,PRFZ,PRN,PSI,PSJ,PSL,PSP,PSQ,QCLN,QID,QLD,QQEW,QQQ,QQXT,QTEC,RCD,REM,REW,REZ,RFG,RFV,RGI,RHS,RJA,RJI,RJN,RJZ,ROM,RPG,RPV,RSP,RSX,RTM,RWM,RWR,RWX,RXD,RXI,RXL,RYE,RYF,RYH,RYJ,RYT,RYU,RZG,RZV,SAA,SBB,SCC,SDD,SDP,SDS,SDY,SH,SHM,SHV,SHY,SIJ,SKF,SLV,SLX,SLY,SLYG,SLYV,SMN,TFI,TIP,TLH,TLO,TLT,TWM,UCC,UDN,UGE,UNG,UPW,URE,USD,USO,UUP,UWM,UXI,UYG,UYM,VAW,VB,VBK,VBR,VCR,VDC,VDE,VEA,VEU,VFH,VGK,VGT,VHT,VIG,VIS,VNQ,VO,VOE,VOT,VOX,VPL,VPU,VTI,VTV,VUG,VV,VWO,VXF,VYM,WMCR,WMW,WPS,XBI,XES,XHB,XLB,XLE,XLF,XLG,XLI,XLK,XLP,XLU,XLV,XLY,XME,XOP,XPH,XRT,XSD
52.8301886792,50.86047941,47.8141576733,49.6093302005,87.7593566961,47.7006311993,50.5836126199,100.239547038,87.7729828691,86.7487233207,91.7027133307,98.2595259919,69.5381017346,91.3589645984,59.6504854369,85.0074367873,88.4491362764,46.5492957746,89.7994071146,52.7528617887,50.7131166706,55.2729992521,84.5165652468,61.1260053619,94.645735753,100.34375,100.318674315,97.7724468814,68.6772283348,73.4083714386,36.5591397849,64.1106572596,63.6295603368,66.1694396634,52.8661486586,45.0516777573,59.7093659592,102.769779012,61.0401300163,57.1428571429,62.0692210776,25.498588471,50.4188070109,79.3715341959,61.1123012552,50.3963759909,63.670956911,147.334355306,53.7207654146,62.9094236048,50.9557618788,40.8288963221,64.7357532443,60.8813559322,52.6897145316,60.5493764746,46.4376341987,61.1538461538,48.3903077466,67.9936210106,51.5391166809,54.4710327456,49.162802679,45.3415260455,46.9452323609,60.6887765026,96.305280836,63.5829662261,60.0,73.8197424893,58.7041842971,43.137254902,61.7194570136,61.6026711185,54.0862453532,52.1804229833,60.4902018295,51.2128514056,51.1175898931,69.6677147127,41.4596491228,63.7021716649,87.6290630975,92.3054187192,56.2820512821,49.6007984032,59.1563786008,109.933949802,47.4049192762,48.8381001021,88.0660537964,87.2967479675,86.6626189031,93.7589768815,54.4479237251,49.5579962497,40.7371483996,49.363449692,66.2791828794,41.6098226467,39.7562862669,62.7764705882,109.814057761,77.2614107884,64.6084170993,44.6334089191,64.879661192,42.4386579377,103.258872632,106.353215465,53.8806927518,51.2846347607,50.4684975767,55.205797653,59.8866064092,49.2362616893,66.7383652718,71.4232765011,57.2621888851,74.2342645574,62.9340078179,62.4728850325,64.1967067201,68.504398827,69.1038943355,67.1602977667,48.9829129373,47.525829255,59.8492945638,90.8708845182,66.6006682341,60.3460207612,55.3875840906,59.82272361,56.1041041041,58.724067634,63.3403361345,60.8641089996,67.3604787303,61.2463856338,115.398116109,52.4223908405,45.5531784841,43.7716578515,69.8192621936,75.9008264463,76.5482994472,45.8748878924,99.0053444181,62.9207827345,57.1377536439,62.8242570005,55.5532139094,87.5725671554,33.4353394537,49.1234756098,148.314893617,206.358059119,58.8235294118,36.7076403953,98.8257338552,61.4682822523,96.1778314222,60.7009345794,49.528867569,42.9116117851,70.0763358779,75.2498530276,46.5634674923,42.3175965665,70.3846153846,50.6756756757,55.6221889055,51.3519144144,60.3307030129,60.2539438245,46.1766574878,63.8170974155,66.5124349335,46.1877479066,41.8572225321,65.6941176471,52.5272045028,42.9666538904,74.7442110932,52.7970498474,61.7038216561,104.176675707,70.7917888563,57.7406764961,57.5406032483,61.1758379638,61.1706924978,57.126332675,62.5,76.7662053897,41.4274322169,154.928872566,51.1483067341,218.71657754,29.7786518863,54.9702633815,59.7254004577,57.0469798658,53.25106929,56.9735006974,47.4223284397,224.46969697,72.0873786408,65.2555770244,60.9212050985,61.0315680524,78.0787704131,76.3020730503,80.8300395257,89.604950495,68.8899900892,30.8571428571,59.9568965517,52.3224453102,58.8319379212,36.115700692,59.2156202659,139.865252294,65.306122449,45.6920691906,188.128919994,56.1625808648,46.3961485557,54.0428153396,45.110255844,69.2497813539,52.6503567788,56.0200668896,59.7044014942,64.4434530448,60.7907361456,40.585915493,136.110702193,204.455050422,175.081206497,214.615367917,210.518321625,68.9665916566,153.949129853,99.7350993377,100.683371298,103.106963036,217.828612927,182.237600923,72.8407908429,40.104296002,61.1977542109,58.5645472062,61.8811881188,203.257385949,88.8788833859,92.628921045,102.40858118,103.922884615,106.068980765,178.074074074,35.025858016,94.3860919957,51.9286051744,74.4256500884,35.4826402137,35.2890600227,22.2769375073,99.0467679476,104.168403501,36.7484933118,32.8500176866,18.1957773512,23.3851859483,59.4440647072,63.0771376761,59.9623554719,65.9858032739,57.2741194487,82.4992801612,58.9750692521,53.5335335335,54.1472351765,51.2446351931,51.9452265165,60.5417754569,70.1979728625,68.0575284091,60.1225359616,67.8101027645,56.7833418498,57.8294302691,54.1788719227,50.0369913687,54.8388088914,64.2511145921,59.5302013423,59.0543259557,62.6283048212,60.5839416058,46.5334459143,60.5476212135,66.108707918,54.6671767406,73.5294117647,44.0862266311,81.9698364008,50.1290988897,71.4832535885,61.5532118888,58.3333333333,46.3191018367,63.142933286,58.9974937343,58.5635359116,85.1063829787,64.8213387016,68.5795454545,61.5063924402,49.2848258706,53.3145275035,74.0311004785,64.0984483681,52.8346018192
67.1641791045,65.6914566687,61.2401682824,62.842405832,97.905291373,63.9185881747,64.9601294349,100.130662021,96.6915130116,93.505434071,99.606763665,100.091659028,86.2404989281,99.1282832128,73.2038834951,90.6276648488,96.0173704415,58.5563380282,98.081027668,68.7615759401,65.3729249474,74.5699326851,95.0642325896,71.6200689391,105.64622697,112.5,112.492033142,98.9718985607,77.2709282734,83.7847344355,52.3225806452,79.7994801337,76.0710944808,79.6519410977,68.4796950594,54.4384822313,74.0398214742,103.837516975,73.0465058132,71.3409290096,76.4841028682,47.3545214461,63.613426957,88.8909426987,74.510460251,61.1268403171,80.1716097743,124.084483052,69.0432317505,76.8161024703,66.8331512835,53.1860290799,77.4495015986,74.6047457627,67.1496198537,74.3680485339,59.7111067734,79.5192307692,60.5519451721,76.8014306018,64.764569899,66.6624685139,62.7123905204,66.1041819516,59.8956412881,75.5884069247,100.466504945,78.046989721,71.9767816833,87.3975809598,81.1001410437,52.6470588235,72.3977375566,75.6502504174,63.7546468401,66.8351113607,73.0161249694,65.4939759036,65.4033041788,79.5347207748,52.6666666667,77.3526370217,91.0133843212,97.3556650246,62.0726495726,70.0,78.1550068587,109.101717305,56.7884927945,61.9254341164,102.812393599,99.3902439024,100.242865817,98.4849975406,68.3285621748,60.4125368336,48.0213385063,68.1724845996,80.0924124514,53.30344962,55.7253384913,77.3058823529,109.125675854,91.1677534084,73.3348061416,55.4421768707,79.0538167545,56.3224064456,106.132408777,107.072080824,76.8601667736,64.1813602015,71.5508885299,73.8397848389,69.3672966311,57.2234179132,77.4344935471,87.6573387695,72.9457892942,91.9219118142,75.7185559899,75.7531935406,75.9123275478,80.5718475073,81.712962963,78.7663948954,66.6192026037,57.4632952692,72.2641929283,99.316507775,78.6517757703,71.6401384083,70.5004130768,70.7263727409,67.7377377377,74.2295239237,75.7819794585,71.8178558623,80.980876805,78.2072743875,108.84544406,67.3800310457,57.6253056235,62.009848623,87.0264917059,89.9454545455,83.2568162653,64.798206278,101.27672209,75.4671868118,67.9194055444,77.2513313864,62.6975763962,96.5856538424,49.3029581775,60.7672764228,125.463829787,144.264733222,73.7607402512,48.6623282719,97.060665362,74.4404846757,110.943472138,71.4953271028,62.2066129861,59.9653379549,85.2926208651,86.5961199295,57.5851393189,56.4377682403,85.5384615385,64.4015444015,66.3793103448,61.7117117117,77.6901004304,69.8076183147,61.0040245711,82.5447316103,79.4100636206,62.230057294,50.4461795873,75.8776470588,67.6360225141,56.8417018015,90.4921917071,62.2990844354,76.1548566879,106.39287098,80.1173020528,68.7944492628,71.0805435863,74.1530740276,71.2339517913,65.2014971791,72.412109375,90.6919155135,57.8149920255,136.28249829,65.7454262359,168.582887701,40.0057214375,67.0773152082,68.9931350114,68.0384787472,63.9863130881,69.8279869828,55.4796858996,171.401515152,84.4660194175,77.4986825927,74.6581691773,70.9504916336,91.1193083573,84.4027640671,92.3913043478,106.940594059,76.2140733399,42.9142857143,73.0929989551,66.9331735091,72.0441086379,49.9567474048,68.0760814678,119.079701835,76.0395408163,58.4366840731,126.969557901,65.6281920327,70.0825309491,71.7110734637,59.910091801,85.5518628651,68.7563710499,65.9903381643,76.5470196524,74.9275039036,77.8604907637,55.7464788732,118.092153688,147.195720768,131.477184841,141.818175726,146.402126448,84.2305694997,128.848728246,99.3377483444,100.519362187,103.094682549,171.459694989,128.00461361,81.6857440166,54.9540600944,74.3387398628,70.0674373796,76.4241641555,142.514050585,94.4619540747,98.9220161212,105.685031692,106.75,107.671899182,128.814814815,49.365303244,96.3781238682,73.1885044402,82.7821257258,56.581457459,46.2967157418,30.1090397467,112.079237414,103.292621926,53.5058062619,42.2709586134,30.6142034549,34.3772535284,69.036226931,75.6172408983,71.941382092,78.9222077358,68.9977879871,96.7319320472,78.6057248384,66.8668668669,66.1225849434,63.7424892704,64.8067571026,70.0881201044,85.3686447605,80.7883522727,69.0729888119,76.8562744247,69.2641798671,71.9328905977,65.9707073855,62.8483353884,67.6205787781,80.1662850946,73.5838926174,71.8597298074,75.0065318818,73.439594816,58.5420771179,72.4642954607,76.151965394,69.5485845448,93.7119675456,55.7230064861,98.1968302658,71.5724244771,86.3636363636,72.3633748802,77.9704301075,57.6073406417,75.2953717687,69.7243107769,68.6187845304,98.1968986657,80.8253648717,84.2329545455,72.1234018899,59.1106965174,76.0024178924,90.9647129187,75.4414125201,60.1819194357
75.3308927063,74.2163491088,71.9956100238,69.8412324993,97.9946391343,70.6943192065,72.4373049809,100.261324042,97.6592127632,93.8588450962,99.7771660768,101.503208066,92.3016955759,101.332318234,81.7087378641,91.2305404065,96.4491362764,66.4436619718,96.0770750988,77.0353009646,74.2342763619,79.1697830965,110.277214334,79.2799693604,121.59347996,128.375,128.585086042,106.854009596,92.7255662479,87.6890608512,61.3333333333,86.2606758262,84.5650140318,88.0091795754,74.2559741973,61.0222285148,80.0234268399,109.30967404,77.0346293287,76.5644171779,82.3760468391,65.3856661506,71.8234127012,100.351201479,80.7029288703,68.1101359003,87.5844058944,115.891670925,76.0028348689,85.8920402562,74.8225013654,61.1658702966,82.6499905962,80.8305084746,73.9348730455,80.3842264914,71.2473160258,83.6548076923,70.5453814359,86.2317921891,72.6974084438,75.7556675063,69.9484801649,79.3873807777,68.6011939558,81.773973935,105.33681657,86.7474302496,81.909061593,96.0589153336,100.141043724,55.3921568627,75.7914027149,84.6535893155,73.3085501859,73.4231705035,81.6773004738,73.2048192771,72.4975704568,92.5059534632,60.0,85.3154084798,94.034416826,97.8149753695,76.5598290598,85.4491017964,84.3295610425,114.451783355,62.249431141,70.4673135853,119.169050051,113.333333333,114.936247723,99.1441219872,75.4629118296,68.8186445218,52.9582929195,75.318275154,83.8521400778,58.5655817579,64.9709864603,81.72,114.638006066,100.059276823,86.1482381531,64.7581254724,85.9725234996,61.2191519781,104.707417492,105.236059841,96.9050673509,71.5197313182,89.8384491115,89.0393634277,78.4223500411,65.0229563735,88.6976926085,93.0504077094,78.6737129219,100.269269606,86.4106691193,85.2133044107,87.0493991989,90.8211143695,91.3671023965,89.400921659,82.3026851098,64.505165851,78.6236364587,99.6382458038,86.1118673432,80.9674740484,75.7582910421,81.1212156095,79.019019019,81.7722748531,86.3095238095,82.7536751524,90.8026538311,85.8621214427,107.227989235,73.0724123383,64.5171149144,72.8068575597,91.6315919782,93.3553719008,84.3249320716,69.8201793722,100.930324624,86.0127099981,78.4081166047,84.2638721869,83.6037934668,96.5758142281,64.5472061657,75.2413617886,111.336170213,115.802193716,82.3529411765,58.5442275247,95.6604696673,81.2544547398,128.163347415,80.3271028037,69.6762035292,73.5875216638,94.7582697201,93.4744268078,65.4489164087,69.8283261803,87.8230769231,70.1930501931,76.6866566717,69.3130630631,83.0674318508,76.8372450943,64.3084092353,88.7077534791,85.3672643146,69.1494050242,56.6648075851,90.1176470588,76.9699812383,66.1556151782,93.3225632741,75.8392675483,83.1210191083,104.029445951,89.2082111437,76.2359063313,78.8365926417,84.369958774,82.6579662723,73.2772073026,82.2265625,95.4843408594,69.2583732057,121.887802402,78.7076683534,137.085561497,52.5657071339,75.9558198811,78.3371472159,77.7181208054,72.3173652695,79.179916318,63.5370433595,138.939393939,94.8367166814,87.9852450378,84.1541135574,77.3848542349,94.562920269,95.7551826259,105.830039526,123.267326733,85.6283448959,54.6116571429,82.2361546499,73.7189091999,81.6826628548,67.5821799308,78.5726308702,105.776949541,87.3979591837,67.8851174935,118.219366682,74.3615934627,76.341127923,88.0486677961,67.0043219029,91.6127339514,79.3068297655,74.5447788926,80.8835471821,86.134285077,86.4957264957,70.9014084507,106.256440453,122.665259252,104.593967517,121.381115766,126.656540725,90.5435347066,118.222891566,101.236203091,100.574031891,102.431536289,133.533042847,111.107266436,97.7404489371,72.5229699528,84.3730505303,80.2543352601,85.5359448988,103.606840456,95.6325979289,99.6989414393,103.959044369,104.461538462,104.466062348,101.155555556,61.4323773703,101.014125317,80.5417871127,85.8874021712,67.5059137734,64.0317100793,39.0901629734,128.403336312,98.545227178,70.6306041452,57.2221436151,38.886756238,52.1582363243,82.9004329004,86.1486957735,83.4498521108,88.6107489497,78.5434745619,99.5393031961,92.3361034164,74.8748748749,75.1665556296,71.2961373391,73.150755055,79.2591383812,90.2566617623,87.3224431818,79.6350559403,88.7248516428,79.3306080736,80.8580915764,77.2826425678,69.3218249075,76.4294701524,86.2994336667,81.6912751678,78.2265018684,84.199066874,81.607329063,67.6798949245,83.3257527518,81.869475268,77.7352716144,97.7687626775,65.4139641358,107.191717791,90.188484379,99.4736842105,84.4678811122,90.9946236559,65.6135963554,81.3271742027,79.1228070175,76.6114180479,99.8918139199,86.8897835934,87.6136363636,81.29516398,80.177238806,97.8843441467,96.3217703349,86.329588015,68.1455355485
76.8515911011,74.8678549478,75.5441741357,70.9586922192,100.268043284,69.109880201,72.2408413267,99.9128919861,99.5632274094,97.2240408537,100.419452091,101.335602985,90.956928474,99.2577084126,85.5922330097,93.6440257809,96.5547024952,70.3169014085,101.798418972,82.1473934227,77.5789104513,82.9468960359,109.871534821,80.926847951,119.033617224,124.3125,127.46972594,105.243317341,87.4108081825,88.2870207527,64.752688172,88.8600074267,86.604303087,93.1918148786,77.5897962176,65.5670395016,82.0770136594,108.208569264,77.8222277785,80.6485539001,84.1695694064,70.1211182952,74.3785613257,99.6303142329,83.8158995816,71.4184597961,88.2671143443,114.120252087,77.3210489015,90.5763952425,76.3653741125,63.2964104273,86.9287192026,84.2372881356,74.8816525606,84.7826086957,75.7954323638,80.8653846154,75.8279079027,92.5934328438,75.2037960822,78.362720403,71.5739309634,82.5385179751,68.4932738814,84.59443688,104.310692293,93.3920704846,85.2628184457,95.9032383925,105.453690644,61.6013071895,79.185520362,90.3589315526,79.0576208178,75.4632229085,82.3329273048,75.1967871486,76.4042759961,99.202213757,64.5614035088,92.2440537746,94.0152963671,100.157635468,75.2136752137,92.4550898204,85.5109739369,113.57992074,67.3419655434,73.7614913177,111.406367041,110.772357724,111.53612629,100.934579439,83.5823390518,73.3996785427,57.4878758487,80.0821355236,86.4980544747,61.5864353927,72.5338491296,89.1764705882,113.754450745,99.5850622407,92.0138075776,68.9153439153,88.2140274765,64.8954475999,105.048944329,105.100058286,102.06863374,73.8203190596,96.3974151858,93.3514026542,80.6244864421,69.9224602585,90.9073132577,94.4773906597,83.1230821684,102.15415685,91.5267877673,91.1424439624,92.4343569203,95.4838709677,97.4264705882,94.4487770294,87.7746135069,70.6769983687,79.6309334034,100.9855238,89.2340056924,83.0034602076,78.2957630119,85.9675377,83.4234234234,87.5404724787,91.9351073763,88.227560655,98.2567971901,84.5533404352,107.362552864,79.3299946104,65.4034229829,80.7951851176,102.302550136,95.2396694215,86.9015272182,74.2600896861,101.575613618,91.2351349651,84.8442412118,91.341693867,95.574288725,96.0641542852,73.3877365975,81.0658028455,105.038297872,104.387432608,87.111698612,60.014461316,96.3209393346,81.2544547398,123.053711527,83.1121495327,71.9547712866,79.2720970537,94.1475826972,94.532627866,68.1114551084,75.4935622318,80.0,74.5173745174,81.784107946,77.1396396396,88.737446198,79.2997306656,67.8881592883,94.7514910537,87.3331405437,71.8818862935,61.6285554936,97.0823529412,78.5178236398,71.5216558068,95.745826602,81.7904374364,85.9076433121,103.796977916,92.433431085,78.4041630529,81.4882333444,90.1953755153,88.7971873507,75.1863289647,83.740234375,99.963583394,73.2854864434,117.864913882,85.7921370183,130.160427807,56.6243518684,78.5471537808,81.8077803204,80.3579418345,75.0641573995,84.10041841,68.1324684193,136.912878788,98.5657546337,93.9399262252,90.0637311703,85.9755045713,94.8318924111,95.3603158934,103.754940711,118.317821782,85.1337958375,57.0857142857,86.3636363636,78.5555888523,85.3583826833,73.5726643599,85.4738259552,100.344036697,91.0459183673,68.97845953,118.555912498,77.5960163432,76.8363136176,93.3004774372,74.250922742,92.2686723806,83.7920489297,77.4217762913,81.2408640572,90.2297568592,91.8389853874,80.3521126761,101.1335198,111.682243747,94.7254447022,118.006990384,127.264097209,91.223818591,115.495314592,102.030905077,100.446469248,102.247328994,120.415758896,115.340253749,92.6118626431,84.0327787435,95.1341235184,85.7803468208,90.8882192567,84.5903950557,97.2309770374,101.136253278,104.388103364,104.711538462,103.88016803,90.5185185185,65.7263751763,100.579500181,84.4654596703,88.2352941176,70.6474628005,69.8754246886,41.7798100598,123.071194519,99.3747394748,81.0818756431,66.6547576937,42.1497120921,66.9516843515,91.5698336751,91.7422234621,88.7738639419,94.1909314791,82.1677726731,100.273538727,96.2326869806,76.8568568569,78.4978347768,73.9399141631,75.5566931149,80.8746736292,90.7307503678,90.1455965909,84.6030900373,94.0367636416,84.0827797649,85.249912618,82.0037394827,72.4414303329,77.3102194883,88.7817809375,85.1275167785,81.3020983041,87.0139968896,84.4333382988,73.1213059386,88.6054762121,85.0291517773,82.9762815608,102.941176471,67.0354826402,106.202965235,97.8053188743,107.033492823,91.7545541707,95.7661290323,68.6500351317,81.9401261437,82.9824561404,76.7955801105,99.8918139199,88.0724710619,89.6306818182,83.9355197332,93.2524875622,104.815635704,97.5179425837,89.62011771,71.3940968999
75.9785975781,74.6773202213,74.4283885129,71.2233537319,100.476521394,69.8956588948,72.5182017797,99.956445993,100.483849876,98.1406311379,100.720933281,101.76116276,93.6269732996,99.0293110011,83.2621359223,97.4417451661,99.6353166987,71.8661971831,100.415019763,80.4493922509,75.1928922142,85.2281226627,112.035158891,83.7610111069,118.653097088,124.9375,123.677501593,91.8094585332,75.6504924632,87.970453746,66.2150537634,88.043074638,86.417212348,87.6458213808,74.7837560475,64.2786351409,81.599131047,95.0954123971,78.256032004,76.3716038563,85.0737419403,66.1506238048,73.3872195096,99.2791127542,81.7907949791,71.0938561721,86.8047006156,113.796627491,75.4075124026,88.1793229643,73.7848170399,64.2454692127,85.6817754373,82.3728813559,73.5332090088,81.3447927199,74.5266445442,86.6346153846,72.0237004098,87.899937945,73.4882589123,76.2594458438,70.3503348789,83.8958180484,69.1947543649,83.9719898852,102.164582945,89.4640234949,83.1667204128,96.6055403824,102.3977433,54.3137254902,74.8416289593,86.6798831386,77.3189591078,74.7332959012,85.2045728246,73.3493975904,76.7735665695,96.1866793201,62.7368421053,91.1065149948,89.5411089866,100.571527094,66.7735042735,87.5047238856,85.0480109739,99.8018494055,64.243038249,72.4272216547,111.661559414,109.654471545,110.848006476,101.21987211,76.68679608,70.3991427806,54.6265761397,75.7700205339,89.4941634241,59.2671993763,68.8394584139,78.5411764706,99.6703151787,99.4665085951,89.5062410251,68.4051398337,90.7757463072,63.8936796584,105.543569403,105.333203808,98.3643361129,72.5440806045,94.4264943457,90.3620748469,81.6433853739,72.4472593065,91.9827923348,95.4595997035,84.5429594272,103.130259172,90.7564957461,88.7442757291,91.8224299065,92.5806451613,93.3006535948,91.2442396313,87.3881204231,70.2011963023,79.0735397295,101.830086125,89.6176215815,84.5813148789,76.1713678744,86.4740416715,83.4734734735,86.293320542,89.8926237162,84.9169355803,93.7817093795,85.5425353827,107.362552864,71.5584811435,64.5782396088,77.0563560095,90.1213171577,95.9834710744,93.7224772791,72.5560538117,101.830958036,91.0904171648,83.4095455845,89.2801924068,93.6354056902,99.7736888714,72.764365862,79.5172764228,107.94893617,108.142777468,87.2108393919,60.496505182,99.9021526419,82.9365645046,120.337960169,83.0560747664,71.6977899606,77.2266897747,94.3511450382,94.2974720752,69.2879256966,73.6051502146,93.1230769231,73.2818532819,81.784107946,74.1554054054,77.6901004304,80.8772604848,70.7095954247,89.6222664016,86.975130133,72.1022476862,59.2303402119,94.8705882353,77.5797373358,70.9083940207,96.8766828218,81.3326551373,86.2659235669,104.920573421,94.1348973607,82.4371205551,81.3225058005,87.3454024019,89.2718693928,75.0772051201,84.86328125,96.5768390386,68.5406698565,116.129924047,82.1331257299,125.909090909,60.0572143751,79.056924384,82.8184591915,80.6979865772,75.2780153978,84.8907484891,66.2000682827,134.015151515,92.9368932039,93.0616546636,87.2363847045,88.045540797,97.6755043228,97.3346495558,103.754940711,116.871287129,85.332011893,58.4,86.9187565308,75.7267006293,85.807637329,72.8806228374,85.9956236324,105.146215596,89.9234693878,71.3772845953,112.834633624,77.34082397,81.265474553,92.2839981519,69.4274267327,94.9973762463,82.8236493374,78.0379041249,86.3732337177,86.5268793219,88.0063413289,74.4647887324,105.270131017,111.095533131,104.903325599,110.996501894,127.985570534,88.1945646529,115.662650602,102.671081678,100.291571754,102.122068034,121.859114016,130.484429066,79.9018879144,85.6717159176,86.7358078603,84.2003853565,88.2623044913,86.9291992601,99.7298514183,102.020005827,105.050414432,105.365192308,104.952465178,101.288888889,69.0017238677,98.1166244114,87.6956831594,86.1903559707,75.5181228539,68.7655719139,41.7164966585,121.373249926,101.41725719,75.0845215346,65.4403961797,40.7293666027,65.9318017925,91.4217361586,88.7571488353,86.3941919871,90.7576416051,83.0525778458,102.879355024,93.2225300092,75.5355355355,76.3824117255,70.3004291845,74.0593805989,81.7232375979,92.6434526729,91.015625,85.0958977091,90.316977855,83.7250894226,84.4634743097,83.3281396074,73.9704069051,76.1219068922,91.1676105555,85.1140939597,80.3391779247,88.4914463453,84.4182928646,70.3067830003,86.7461111616,83.4681211209,81.7521040551,100.202839757,68.3708508203,106.663087935,95.4298993029,101.722488038,91.2751677852,92.6478494624,64.8773411706,82.7840454828,85.4887218045,80.1104972376,105.120807789,91.7966784097,92.0454545455,86.7148415787,91.2624378109,100.785815031,98.7607655502,88.8710540396,69.6862817895
