ACWI,ACWX,ADRA,ADRD,ADRE,ADRU,AGG,AIA,AUSE,AXJL,AYT,BIL,BIV,BJK,BKF,BLV,BND,BSV,BWV,BWX,CGW,CIU,CMF,CNY,COW,CSD,CSJ,CUT,CVY,CWI,CZA,DBA,DBB,DBC,DBE,DBO,DBP,DBS,DBV,DDM,DEF,DEM,DES,DEW,DFE,DFJ,DGL,DGP,DGS,DGT,DGZ,DHS,DIA,DIG,DIM,DJP,DLN,DLS,DNL,DOD,DOG,DOL,DON,DOO,DRW,DSI,DTD,DTH,DTN,ECH,EDV,EEB,EEH,EEM,EES,EEV,EFA,EFG,EFU,EFV,EFZ,EIS,EMB,ENY,EPI,EPP,EPS,ERO,FAB,FAD,FBT,FCG,FDD,FDL,FDM,FDN,FEU,FEX,FEZ,FFR,FGD,FIW,FNI,FNX,GAZ,GBB,GBF,GCC,GCE,GDX,GEX,GII,GLD,GMF,GMM,GRU,GSC,GSG,GSP,GSY,GVI,GWL,GWX,GXC,HAO,HGI,HYG,IAI,IAK,IAT,IAU,IBB,ICF,ICI,IDHQ,IDU,IDV,IEF,IEI,IEO,IEV,IEZ,IFEU,IFGL,IGE,IGF,IGM,IGN,IGV,IHE,IHF,IHI,IJH,IJJ,IJK,IJR,IJS,IJT,ILF,INP,INR,IOO,IPE,JEM,JJA,JJC,JJE,JJG,JJM,JJN,JKD,JKE,JKF,JKG,JKH,JKI,JKJ,JKK,JKL,JNK,JXI,JYN,KBE,KCE,KIE,KOL,KRE,KXI,LQD,LVL,MBB,MDY,MDYG,MDYV,MGC,MGK,MGV,MLN,MOO,MUB,MVV,MXI,MYY,MZZ,NFO,NLR,NYF,OEF,OIL,ONEQ,PAF,PBD,PBE,PBJ,PBP,PBS,PBW,PCY,PDN,PDP,PEJ,PEY,PEZ,PFF,PFI,PFM,PGD,PGF,PGJ,PGX,PHB,PHO,PID,PIE,PIN,PIO,PIZ,PJP,PKB,PKW,PLW,PMR,PPA,PRF,PRFZ,PRN,PSI,PSJ,PSL,PSP,PSQ,QCLN,QID,QLD,QQEW,QQQ,QQXT,QTEC,RCD,REM,REW,REZ,RFG,RFV,RGI,RHS,RJA,RJI,RJN,RJZ,ROM,RPG,RPV,RSP,RSX,RTM,RWJ,RWK,RWL,RWM,RWR,RWX,RXD,RXI,RXL,RYE,RYF,RYH,RYJ,RYT,RYU,RZG,RZV,SAA,SBB,SCC,SCJ,SCZ,SDD,SDP,SDS,SDY,SH,SHM,SHV,SHY,SIJ,SKF,SLV,SLX,SLY,SLYG,SLYV,SMB,SMN,TAO,TFI,THD,TIP,TLH,TLO,TLT,TOK,TUR,TWM,UAG,UBC,UBG,UBM,UBN,UCC,UCI,UDN,UGA,UGE,UNG,UPW,URE,USD,USL,USO,USV,UUP,UWM,UXI,UYG,UYM,VAW,VB,VBK,VBR,VCR,VDC,VDE,VEA,VEU,VFH,VGK,VGT,VHT,VIG,VIS,VNQ,VO,VOE,VOT,VOX,VPL,VPU,VTI,VTV,VUG,VV,VWO,VXF,VYM,WIP,WMCR,WMW,WPS,XBI,XES,XHB,XLB,XLE,XLF,XLG,XLI,XLK,XLP,XLU,XLV,XLY,XME,XOP,XPH,XRT,XSD
56.1513950416,51.4394661582,59.665743482,50.1024590164,55.0494281838,47.8641103263,98.0675385516,57.0521243977,46.3724756918,49.1873618515,86.0,100.043601482,96.4624131396,36.756097561,49.4947569113,96.1668839635,99.1753639995,99.6817313813,69.7453109576,89.0934352206,49.6737357259,92.1310832025,100.42503864,101.951280139,73.5021541407,48.5629754861,95.5486441831,43.3258426966,48.4995586937,52.6073619632,65.4576271186,62.0770432067,50.7134593135,55.7023456457,50.6086956522,52.9260780287,93.2745961821,72.8519195612,77.5987725355,32.4449748077,64.5069274654,59.6038863976,51.6460473894,43.3897477624,37.8186729698,74.0188594522,98.3279554121,88.9382496668,55.8191584602,57.1985922025,93.8596491228,47.5932611312,61.7049960349,24.3156698688,49.4467819854,53.0303030303,55.8974358974,47.6198134448,72.316847655,50.4731861199,120.058327933,49.5657173045,54.5327476038,42.8700361011,39.2045454545,62.3536660505,55.8165548098,45.4255658272,51.8734701563,65.7645968489,114.538018964,49.5422177009,74.7746759721,54.5571176793,60.7093377667,52.755267423,50.922459893,52.050220382,131.086047396,49.838282858,123.708609272,66.5672828464,84.9352958609,38.8463581184,48.3276774986,52.2182878567,59.9789695058,86.5024202971,59.0361445783,60.9547559672,82.7903091061,43.0668841762,34.121079504,54.1786790544,58.2175371346,65.1332760103,48.3330617566,58.5687382298,46.9707283867,40.0214362272,42.747826087,64.020192749,52.3154516277,62.5985730379,32.676828224,74.9004898959,98.0887437572,66.4152082076,51.8382352941,75.6491515028,36.5384247113,57.9465735909,100.487534626,58.1398315897,52.3316777042,55.4900545,49.347553325,43.4724317077,42.1376329787,99.4209265176,98.7780429594,51.9117788693,50.2463054187,62.4332264957,61.7812364894,47.2871636524,72.4198552223,50.8819875776,39.1510498984,44.5426913512,100.597808037,85.2350698856,32.3894219518,89.2649709593,42.6509186352,64.428963479,41.509696576,105.540288007,104.235122307,50.2509760178,47.0868449982,41.4742997845,34.7934190031,43.1515355302,55.201793722,53.3405172414,67.3263189881,60.8985608986,71.2871287129,84.9696969697,63.9626556017,63.1623641304,61.1685116851,59.4904963041,62.7526580208,59.6991037132,58.6658813135,60.7170815719,49.2508944544,46.8621665196,81.1205846529,56.5034228541,94.8273572377,77.0662317121,61.0514322917,45.8504372658,38.2316301703,58.074005264,44.1170915958,31.9754708717,61.7400419287,63.2563089085,56.5140985702,57.38771425,56.8625541126,55.8851035404,58.7820512821,62.3503509013,56.4957621231,66.5249496532,58.1582952816,103.384529566,35.7459379616,48.7379361544,43.8284518828,36.2924920518,55.1336146273,68.0940794809,88.1154499151,42.5576519916,102.420038722,61.276365603,61.4662136171,56.4031180401,60.9625668449,65.119760479,56.6838046272,89.3994057725,52.1001050053,99.7942799799,29.6445531731,47.7984283398,111.809247624,97.89146215,57.6283708903,56.5314595976,100.919295529,61.0067855452,31.836928934,65.7062997205,51.4506405426,40.8333333333,72.9106628242,70.6818181818,68.9835275211,52.6275704494,37.4422899354,82.3665893271,53.9982803095,51.2592018597,60.1487383798,44.4987775061,67.0634920635,52.8198074278,60.2159827214,60.2841260037,98.4427207637,44.4289044289,55.7798165138,50.1536885246,62.7966101695,61.4778325123,46.7638580701,40.4198819791,50.1457725948,50.3343736068,49.0196721311,82.0023148148,55.1230681168,66.5766981556,106.67644901,82.2784810127,60.2272727273,55.9464907458,56.6334661355,55.5684423466,60.3330889935,80.1853997683,70.8379475821,28.4646061815,115.380684722,43.7818752452,104.160212436,36.195680458,63.708400929,67.204535543,59.9192327108,67.5759135358,55.5919722035,51.8143459916,89.6751357351,40.4010815683,67.5912897822,45.8935565382,53.1837255975,76.3864042934,59.4623433843,50.4549214227,39.8143048234,57.668161435,38.7308533917,61.8242306626,42.4450549451,56.9555555556,30.9925864909,54.5760908123,59.4636915248,60.8764311094,58.2500998801,92.7612529613,35.3154849993,41.2715712988,78.8578680203,58.8270826716,53.2729805014,49.0927419355,35.7725853751,74.3186979561,65.5493482309,63.8858636463,68.8039683998,61.8837571354,44.4141141141,28.1222204782,85.843373494,92.8998084075,71.3859540087,48.9320803076,99.2164948454,80.9018133557,126.336134454,64.9389671362,118.112562189,102.375809935,100.063526636,100.405824779,113.334312116,91.7689112163,74.6522849844,30.6131033757,58.9095976311,59.244024458,57.9467109424,102.144582251,92.5324675325,51.7693032015,99.6347031963,45.1161874754,94.6556473829,107.819751854,108.231873524,109.831932773,55.310880829,46.7335694608,89.7889182058,69.3911007026,75.8553654743,101.71875,55.4048663742,50.6452874462,38.4941675504,58.8770620581,85.9911594696,50.0027504912,42.9886064855,33.6589698046,36.0767065896,6.82451253482,31.1333461612,51.9960409106,36.2276154571,72.9834040911,114.203279157,27.5444422739,21.0469117913,8.42201276984,14.320043692,49.922907489,58.5081585082,59.8979747221,56.9488817891,60.6393410473,76.1672173538,56.588592884,50.7635253054,51.2081618042,39.9883911358,44.8406570265,67.3867727876,76.9035071779,66.0904744391,49.2397823964,36.3457462913,56.5990202939,57.0924072984,56.0527633996,70.4670545683,60.0371172286,66.2786377709,59.8954113574,56.2630312751,63.5865049028,60.0162469537,49.7797808051,58.3728198407,58.1409727947,75.4296368353,48.2136961271,73.0054644809,42.6818768833,88.510534846,43.0816567933,48.3150800337,53.3675134001,57.5216660199,34.6735311706,62.9243333661,50.2083333333,68.0722891566,76.1720126895,65.866734746,76.7721518987,62.7145085803,34.7080809383,50.3737985048,85.7550761421,70.9794437727,68.3368562644
53.4118287091,49.3994280267,55.6775857129,48.7704918033,52.1612715643,46.5186680121,98.8971305875,52.2996057819,43.9446522064,45.845923807,85.52,100.0,96.8288060644,38.9512195122,45.8928503337,95.0136897001,99.214018812,100.101845958,68.450148075,90.291767975,48.2871125612,91.4344583987,100.009659969,100.67114094,75.4499760651,46.1538461538,95.7333074157,39.5505617978,46.4960282436,50.2300613497,62.9661016949,65.0963040083,49.7107597378,56.4033432192,50.3105590062,52.8490759754,96.2408223201,75.3199268739,77.4453394707,28.6793953858,62.7139364303,57.0440956652,48.4378276368,42.9292107404,36.8564916427,69.7126178716,101.642710472,94.5801865837,52.8874216652,54.2247565002,91.0373760488,45.3068592058,57.6843774782,22.5083152567,48.6052672588,54.4657097289,53.3333333333,45.9150852364,67.5361976708,45.3207150368,129.374594945,48.3537655961,51.304313099,41.817087846,37.0909090909,58.6568083795,53.0574198359,44.3736053554,49.1809452081,62.6606116775,114.197221498,46.978636826,69.6909272183,50.9341840834,54.8680850426,62.6553214479,49.2379679144,50.5542941098,143.936129768,47.7212584534,129.152317881,62.5124229775,84.7871184431,37.7086494689,44.4104067359,49.0939387628,56.6771819138,89.1001502253,53.8554216867,58.8528678304,79.2648287385,41.5579119086,32.2757111597,51.8391192245,54.1926209871,61.8658641445,47.8654065504,54.4768361582,45.677331518,37.8135048232,43.4083478261,60.1193207894,47.2260430995,58.6556515208,37.112519267,72.795468463,98.2232039954,68.3162341581,49.1268382353,76.773665917,32.7084011567,56.9772263884,103.700831025,53.6997958663,49.130794702,58.0607511301,49.8117942284,44.2265795207,42.8357712766,99.4207268371,99.0548926014,49.8571382709,48.460591133,56.1298076923,55.1664504972,45.6550507278,70.0827300931,46.7577639752,36.2610069993,41.2821221332,103.664341858,81.1054637865,31.3714018254,89.9457240136,41.469816273,63.7639856449,41.5468126566,106.485654611,104.527199708,49.2331288344,46.2257237083,40.3816558941,34.7157320872,39.4082044385,53.3856502242,52.025862069,63.5279370988,56.3004563005,66.7886353853,81.5757575758,61.8049792531,58.8485054348,57.1217712177,55.6494192186,58.5582427854,55.4577464789,54.9109115005,56.3644903711,47.7974060823,42.3752015332,83.4104750305,54.1074249605,93.7013849364,77.3428232503,63.2975260417,45.1900767446,39.4488240065,60.7679207308,44.2980169972,32.6325010951,58.5560796646,60.550319246,53.9446707671,53.6094082322,53.5173160173,51.8904475618,54.1794871795,58.0294481904,52.2300958733,65.4508838666,57.9299847793,107.057835132,31.7823732152,43.726800297,39.3933054393,34.0425531915,52.2081575246,65.3852392539,88.4172797585,42.714884696,102.507260407,56.9564629529,56.7749070394,52.8210838901,57.8395721925,61.8905047049,53.5347043702,88.921901528,48.7399369968,100.050175615,25.9317887466,45.5407259573,120.976317061,116.125129623,52.6413003325,54.9025870329,104.461002516,57.8349376677,31.7734771574,61.6276069662,48.3195177091,36.3405797101,69.1642651297,67.4043062201,66.6725592607,47.7532368621,31.5327793167,82.8306264501,51.0468615649,48.8570321581,56.3213811421,41.238793806,62.2574955908,50.3438789546,57.1058315335,57.1340333539,98.1105807478,39.1608391608,50.1651376147,45.9528688525,61.313559322,56.7487684729,45.0011405819,37.8574670903,45.8558933778,47.6152474365,47.6229508197,78.7037037037,49.3417286777,61.3135402609,106.404988995,75.4708860759,55.7312252964,51.4934945941,51.9521912351,50.4922454484,56.9021853918,74.449594438,67.4418604651,24.0777666999,122.721853177,37.4264417419,118.278380173,32.6807181889,59.5663686705,63.6284343655,56.0323069157,64.0247040659,51.8591505471,49.5353375527,103.383627801,39.2744479495,61.9765494137,41.1102337334,50.1003466521,72.6893261777,60.8391849098,50.9511993383,39.1848296483,57.668161435,34.7752903552,58.0537843083,37.706043956,52.6,30.1276771005,49.8155374246,54.3354863966,55.3888669562,54.254894127,100.947617794,33.0956545137,38.8919164396,84.5179251269,55.6517062582,50.5153203343,49.7407834101,31.9682149276,70.9500378501,59.7144630664,60.6621651056,68.6569906302,56.953814219,40.1801801802,24.6466503726,93.4967141292,109.410571396,67.3296043091,46.6894489534,119.079037801,92.5139286627,146.18487395,60.0563380282,126.554726368,102.548596112,100.054451402,100.465504894,139.770219722,124.712588156,77.2636957139,26.9954779682,54.5026998781,55.0972762646,53.431372549,102.356437681,109.681227863,46.6572504708,99.9086757991,44.6829460417,93.4710743802,107.986168895,107.832091586,109.159663866,53.0656303972,43.29004329,107.730870712,72.6307572209,76.866251944,103.203125,53.4503390507,44.5443879546,33.5100742312,59.5051060487,87.0452227134,49.4223968566,38.8667835232,38.5213143872,35.3673750048,6.35097493036,27.5351164133,51.9795447047,36.2393967955,74.9903512157,112.372096347,24.1844110178,17.8460255346,7.14502888416,12.35390497,45.7709251101,54.2191142191,55.5047967108,52.6357827476,55.6971955285,72.5901450941,54.2106204184,49.1055846422,48.8992303562,36.2362403864,43.9983153166,63.5777904112,74.5048155552,62.5229863921,44.5668852002,34.816833182,52.9461161652,53.3647243477,52.7467022875,67.1803742727,56.2635323229,65.8452012384,56.6251749282,53.2798716921,60.4786438424,56.9293257514,46.6250128034,54.3562859159,55.1319043693,76.0862516213,44.3235835531,64.8087431694,39.8708566509,84.1885467315,42.065694084,41.5754001685,49.2892099744,55.6202302419,30.8799895351,59.3623929942,45.2864583333,64.7160068847,72.5061684878,64.7178963492,74.5253164557,57.8783151326,31.6793401211,49.11000356,82.4555837563,64.4800483676,64.5897386626
51.624310251,47.2068636797,54.531881705,47.0286885246,51.5603799186,44.4729229734,98.2529767714,51.3359614542,39.4315632012,43.7524379144,83.3696,99.9563985175,95.4264055591,36.0975609756,44.652049571,94.185136897,98.2734183739,99.5289624443,65.9032576505,86.3494268843,45.7585644372,91.7680533752,98.1877897991,100.049714144,74.9401627573,44.2941673711,94.5281368452,38.1123595506,44.6160635481,48.0316973415,60.0847457627,61.7126496616,46.8954878519,51.5772445403,44.4720496894,47.0482546201,93.597650514,72.2425350396,75.7959340238,28.2948819942,60.4319478403,55.0635276532,47.7039211575,40.504637917,35.6238392706,68.2757072295,99.1199765327,89.9155930697,51.7681289167,53.0352222192,93.2494279176,44.8455675892,57.3513084853,21.3304410701,45.5508804737,50.8931419458,52.4549450549,44.1106465101,66.4935473717,40.483701367,130.50874919,46.1225314253,50.5790734824,39.019253911,35.1115909091,57.9790511399,52.3303504847,42.224418234,47.9758990774,61.4457831325,114.277409137,45.8799593082,64.9052841476,49.7833698823,51.9968846652,65.8157752566,46.8181818182,48.7191131294,161.183626917,44.7956483387,136.688741722,61.6179685947,81.6260001976,33.7670713202,42.5045884885,46.4903145178,55.6820189274,84.0761141713,51.5261044177,57.0003562522,76.6917293233,38.1326264274,31.1086797958,49.8400765892,51.6530905606,61.1349957008,45.4619520939,53.3709981168,43.2437031995,36.7845659164,40.0,58.788435062,46.8592388812,55.6511453248,34.6805959925,70.8052663809,97.4827122551,62.7036813518,48.5294117647,67.6344305868,32.9382025699,53.3918512631,101.163434903,52.398571064,48.3305739514,55.0934214301,46.043496445,40.3050108932,39.0625,99.4009584665,98.491646778,47.8346014318,46.2438423645,56.0496794872,53.9559014267,44.4640494045,69.2450879007,47.0559006211,34.386994807,41.0886985355,101.073840363,82.5921219822,35.2445588579,89.4051672341,38.6316710411,59.2885792696,38.7863041663,104.09453666,103.559693319,45.4684885666,43.9355075119,37.9501385042,30.120911215,37.5252185609,50.134529148,48.3189655172,62.1605196186,54.9666549667,65.0021523892,81.9458585859,63.3402489627,60.2409986413,56.1377613776,54.7914466737,57.4716672508,54.7695262484,54.0273891916,55.722561453,46.6048002385,40.473945183,81.7539585871,52.8304370721,90.286473155,75.6820877817,59.5703125,41.674103159,35.5232765612,56.9902461681,41.2728989613,31.8878668419,57.7044025157,59.3797506841,53.066006337,53.2841236082,53.0086580087,49.9131596526,53.5769230769,57.7228567497,50.7989440044,62.9447303647,53.6681887367,103.175345536,31.4869522403,44.3021529324,37.2594142259,31.4013206163,50.9142053446,65.2392538524,87.3891718544,40.0450733753,101.79090029,56.2060573283,55.3756891909,52.0690423163,56.8983957219,61.0292985458,52.763496144,88.7096774194,47.3748687434,98.9362769694,25.1259173982,43.2954970687,123.924601257,121.707569997,50.646841522,51.4723730438,102.622411457,57.2195044974,28.4581218274,60.4278649753,45.8364732479,35.3985507246,70.144092219,67.4043062201,66.1309762957,47.220106626,31.9021237304,81.0131477185,49.0713671539,48.1208833785,54.780876494,39.608801956,60.2733686067,47.4552957359,54.9460043197,56.2693020383,98.0509148767,37.3426573427,49.9816513761,44.4159836066,60.0,56.8965517241,42.5125982456,36.1842941443,44.0233236152,47.4364690147,45.9016393443,79.5138888889,49.8568975386,60.4138551507,104.915627293,73.5974683544,54.7924901186,50.7421660253,50.9362549801,49.5616992583,56.9021853918,73.6564310545,66.8290882244,23.4626121635,124.953159598,38.2059631228,123.323744191,31.693989071,58.3829308823,62.6689925861,55.5860676426,61.9145651055,48.6957423637,50.8438818565,109.06800252,43.2176656151,60.8970779825,39.7346809855,47.6372924649,72.0135161996,58.1715544541,48.5111662531,35.329294201,54.5291479821,33.3108904225,57.1943443305,37.0535714286,51.7777777778,27.7182866557,46.9315360057,52.1432765708,53.9281484406,53.0563324011,103.211371414,37.7236647383,37.1117166213,82.423857868,52.8274606926,52.245821727,44.982718894,31.5985242645,71.8395155185,58.4729981378,57.3513395774,63.5311409149,55.6562013492,36.9069069069,24.1271834428,95.0301204819,114.380705511,64.781437746,44.4681759932,124.508591065,108.861419327,151.680672269,59.2676056338,128.622512438,101.900647948,100.072601869,100.238720458,145.677978915,134.267220558,74.0845869997,26.6694710274,53.4645532137,54.7192884936,52.4193548387,102.053787067,123.081463991,45.3860640301,98.9497716895,43.0090586845,90.3581267218,105.203306152,105.833181901,107.909663866,51.4248704663,41.5584415584,113.548812665,67.3302107728,76.866251944,97.031640625,48.2648583965,44.5443879546,32.4496288441,55.223880597,83.9510370622,45.3241650295,37.5854513585,35.8570159858,30.5276558422,7.85515320334,27.8045025977,45.727482679,32.5518378888,73.1377846391,117.052778262,23.5592889236,17.3683567604,7.17543326239,11.1414527581,44.0418502203,53.1779331779,54.9109182275,51.3258785942,54.1870955089,71.7856629795,51.8862864295,46.5968586387,46.8229819223,36.1740500425,41.9396321775,62.3399658897,75.504270398,61.750643619,44.1484167945,38.8283378747,52.0363890833,51.7951736315,52.1956921022,65.0731247051,53.2786885246,60.9907120743,55.7707888341,52.3656776263,59.5811866379,55.9707554833,45.3344258937,53.5739489868,53.7716405606,72.0654993515,43.1480920312,65.2459016393,37.6452862678,87.0162074554,39.2838914275,41.6175231676,47.424842694,53.6799896521,31.0696666168,59.0868837942,44.921875,63.2530120482,72.4709199859,60.3012509574,76.3607594937,56.848673947,29.9136486661,45.6568173727,84.2639593909,62.9685610641,64.4936587241
47.2138027512,43.3365109628,50.1703116544,43.4767759563,46.8889319636,40.9350824083,98.2822564903,47.0652650022,36.047868362,40.5929007931,83.3696,100.021800741,95.5527479469,31.7073170732,40.4957102002,94.6718383312,98.1832238114,99.5690642903,60.4540967423,83.88329281,43.0668841762,91.807299843,98.0679095827,100.646283868,73.9348970799,40.2789518174,95.5097677131,33.393258427,37.9964695499,44.3762781186,54.4576271186,60.9057782405,47.0883146934,51.7659746562,44.9940372671,47.3049281314,94.5668135095,72.7909811091,72.0751822018,24.0254574383,57.2534637327,51.5695067265,40.8261690082,36.8592351505,34.0366368394,66.4346654692,100.293341156,92.0924033763,47.8737690242,48.6044798516,92.1815408085,37.5451263538,52.7359238699,18.7790517509,42.5183107371,50.7814992026,46.7582417582,41.9588292055,66.8633931382,36.0672975815,142.757615036,42.5270746904,44.0495207668,35.8002406739,32.0990909091,51.1604025467,46.3105891126,38.4284348103,41.9694972698,59.0910101946,117.937974861,41.8311291963,61.1176470588,44.9669993372,45.3820403945,82.9281469476,43.5561497326,45.85281154,189.392979344,41.2819758894,147.629139073,58.3581792884,77.3505877704,29.9624430956,40.4931359733,42.5952926474,50.0525762355,81.8911700885,44.297188755,52.0128250802,71.7627401838,35.0734094617,29.4675419402,42.9726171956,46.1427886919,56.2343078246,41.2457226658,46.9679849341,38.7338325391,32.3687031083,36.6608695652,53.1436438733,41.8156808803,49.6057078483,34.3723240281,72.0491426822,97.3876296581,62.7338563669,44.2941176471,67.2255162543,29.2805300753,51.9818916958,102.260387812,48.1627966318,44.2052980132,55.0934214301,45.4186532831,40.5061169767,39.022606383,99.4408945687,98.9021479714,44.271084144,43.5960591133,50.4941239316,49.2866407263,39.7000441112,64.1158221303,38.3602484472,29.1487920524,31.334622824,102.358020591,75.9339263024,28.7502925345,88.6040456639,34.864391951,57.9058475829,34.657140206,103.858414862,103.486582694,42.1779141104,40.2161964089,34.7951677439,30.1791277259,34.5438242547,46.7937219731,45.8405172414,56.8807687925,49.491049491,59.9870856651,73.4141414141,56.5352697095,54.7214673913,50.258302583,48.6272439282,51.8284846361,49.1357234315,47.9752613753,50.2426804447,42.2257006559,37.7665561403,79.7320341048,48.1832543444,89.3948017454,74.535389482,58.9029947917,42.0810280207,36.0583941606,55.7516643443,41.5864022663,32.3258869908,52.358490566,54.9011857708,47.7008280747,47.9669710997,48.2467532468,43.246492986,47.3205128205,51.4242465942,44.1433930805,58.827478183,53.3181126332,103.180447586,22.9197439685,35.708982925,31.0251046025,28.4177060406,41.800281294,62.303325223,87.8136200717,34.8008385744,101.442400774,50.3177393186,49.5154827542,45.7498144024,51.614973262,56.3346877673,46.735218509,87.9615874363,43.8921946097,99.21224285,20.2880990071,39.3863041038,139.374899307,155.634289665,45.5485777614,48.5787288406,98.306560867,51.838409342,28.6326142132,54.5581595356,41.5410700829,32.5724637681,65.4178674352,64.1746411483,59.8633989554,43.1302361005,27.4238227147,77.9969064192,46.8538263113,44.517628826,48.1407702523,33.2518337408,53.3950617284,34.502521779,47.9481641469,51.0809141445,97.9315831344,24.7086247086,45.504587156,32.5819672131,56.8796610169,51.2807881773,38.5724062131,32.4557421698,41.6493127863,43.0227374053,42.6639344262,73.7847222222,44.0183171151,55.1057130004,105.429200293,65.3797468354,51.0375494071,45.207989738,45.2788844622,45.5158462576,50.532370883,65.5851680185,63.3813215209,19.1425722832,137.506387328,33.346410357,150.365125028,26.7114233672,52.3917770798,57.3484518099,50.0257445734,56.1657231086,41.9021936421,44.9367088608,134.985151633,36.480396575,54.3644146659,33.1841440303,43.0031016238,67.8592725104,56.7947129285,47.0636889992,35.6440317885,54.2600896861,27.8404309039,51.2891599667,29.8592032967,46.0888888889,24.4439868204,40.8478183753,45.096887845,46.2692459534,47.1434278865,116.912180837,30.9027310642,33.3696639419,100.723350254,48.7140465979,43.6629526462,40.1785714286,25.2312931605,65.9765329296,50.5896958411,51.3395774341,59.158552269,49.0557861962,30.7807807808,19.5304616902,107.215224535,138.160712273,62.5647400041,42.0760358821,158.075601375,115.181056293,188.61512605,51.6995305164,143.190298507,101.382289417,100.018150467,100.224874672,187.783691867,241.590184523,74.8225943798,24.5872331475,46.4379028044,47.9155086159,45.6989247312,102.11431719,155.401416765,41.1958568738,99.196347032,41.7487199685,89.5041322314,105.231042325,106.305651463,109.516806723,46.4162348877,38.7249114522,145.883905013,67.3302107728,75.8942457232,100.3125,48.2249700838,44.5443879546,27.295864263,54.4776119403,82.6589595376,45.0098231827,33.6257668712,35.9458259325,28.9663599709,5.65459610028,21.0702328266,45.9419333553,32.9759660697,75.4148977229,118.80356768,18.9880836101,13.9088385572,4.56065673457,9.21900600765,39.4823788546,47.2571872572,48.9416780874,45.1277955272,48.2643655619,68.5102715127,48.7663150367,43.5645724258,42.9568641489,28.1722257924,38.4388600309,57.0399848399,69.2166091223,56.9143067304,39.0710001395,32.0163487738,46.8019594122,46.0074553659,47.3534813825,59.5062116685,50.9279307145,59.5913312693,50.2467408117,46.303127506,54.6617915905,50.6092607636,41.1758680733,47.8878919246,47.5474031327,70.3793774319,38.1277165433,57.0491803279,34.6534653465,79.2182603998,36.1634345345,34.751474305,42.8804474481,50.1746216531,23.4447413664,53.8915674506,40.3645833333,58.734939759,69.4747973211,59.1779423028,70.5379746835,50.9204368175,28.2768397989,42.3816304735,76.1421319797,55.3204353083,56.2788239816
