"Y_date","Y_pred","Y_true","ret_1w_DXY","ret_1w_Gld","ret_1w_Oil","ret_1w_tgt","ret_2q_DXY","ret_2q_Oil","ret_2q_tgt","sprd_2y10y","sprd_2y5y","tda_DXY","tda_Oil","tda_tgt","vol_DXY","vol_Oil","vol_tgt"
"3/9/1993",0.00261703878641129,0,0.0249982331298334,0.0466763493020959,0.0240098724678928,0.0835118387831553,0.0626697387940836,0.0484169574079205,0.129361528857433,0.0363527626491049,0.0285282218335667,0.134942734147667,0.0393500688352192,0.0871949688373066,0.143859417369604,0.0601572793760441,0.0499700282090721
"10/9/1993",0.00122602342162281,0,0.0266573650466055,0.0464471494375127,0.0262030400042951,0.0806927521858312,0.0611221403225612,0.046705923199432,0.128441658604055,0.0363095409274968,0.0279554406267792,0.137678497858458,0.0401550052769598,0.0884127694014541,0.140829058238324,0.0607874376042344,0.0516022212660013
"17/9/1993",0.00252366065979004,0,0.0253877189020988,0.0540664407512482,0.0188695591395596,0.0806170301188307,0.0607467557444503,0.0465539017359646,0.125715822606748,0.03624410562647,0.0276338783869787,0.137031220805517,0.0357467546450446,0.093125078328743,0.133149413302464,0.0700555332084167,0.0550567866974663
"24/9/1993",0.00272024027071893,0,0.0233937502974402,0.0520585031190809,0.0275145319674484,0.0813873100878905,0.0664096685716838,0.0431456167416756,0.134177798039846,0.0384034209313528,0.0218397974627775,0.123753887065297,0.0366866815440623,0.0843395334300658,0.14289574517665,0.0734189136802804,0.050574841884449
"1/10/1993",0.00244708661921322,0,0.0231629293050661,0.0494807981462026,0.0238492084853797,0.0804448768914535,0.0654521879657612,0.0429670455427777,0.135714482842803,0.0367322275303355,0.019911062123831,0.123425196151613,0.033654212681401,0.0927985979326284,0.143118167888082,0.0777715608041985,0.0515174457084671
"8/10/1993",0.00460056448355317,0,0.0312139004753024,0.0462985295472281,0.0162529460141056,0.0948271390822749,0.0862788548141881,0.0257764131723332,0.122653339095715,0.0201160306409593,0.0151173191093633,0.136346104929825,0.0402727326432907,0.0899164845553529,0.140029731180213,0.0687071486398034,0.0661933261000456
"15/10/1993",0.00402549374848604,0,0.0196669988118546,0.0310530258468292,0.0131400499124809,0.101233266481564,0.0751709253842795,0.0331268596115819,0.125417927660216,0.0170507365557914,0.0311072855801498,0.146324220237867,0.0354039514590557,0.0982672566793778,0.145656313710109,0.0777097789983805,0.0496714030704622
"22/10/1993",0.00506925396621227,0,0.01888824980604,0.0335253792714583,0.0169954318642066,0.100549871177853,0.0699778354165253,0.0314876204460518,0.122404761708014,0.0212548418226651,0.0314292644453391,0.147850245562283,0.0400895334460723,0.100093048729242,0.137997128276322,0.0739401143111525,0.0535166737167744
"29/10/1993",0.0447813123464584,0,0.0343047618608547,0.0369931513229212,0.0220489048355214,0.0953887440139967,0.066946275296576,0.0379717851626765,0.1176368304337,0.0217036530237622,0.0186884506311497,0.145075348458821,0.0399978145421069,0.0912914055991805,0.14446290481725,0.084347345202109,0.0431426247993737
"5/11/1993",0.0229711569845676,0,0.0228141760048899,0.0421358115939716,0.0175142992066791,0.0860279974991595,0.0709952233493932,0.0397088029902686,0.118959568776596,0.039110590929789,0.0251052696282614,0.140419213263204,0.0366668991675028,0.0948250715859213,0.133022944613734,0.0652387748121991,0.0674553565784312
"12/11/1993",0.0016244372818619,0,0.0227939106689742,0.0421011080232168,0.0175287476908683,0.0862112908901908,0.0708982157240501,0.0397775079034632,0.118908189187292,0.0390991384742551,0.0250928676927906,0.140407725472491,0.0366520849611271,0.0947866690368228,0.133039519701128,0.0652955212623759,0.0674075033109536
"19/11/1993",0.00432421592995524,0,0.0223222134436621,0.0448608470508323,0.0191585211225679,0.0806352983678114,0.0700519354818186,0.0389944956219645,0.114580107334565,0.0427205277756193,0.0230831767843243,0.145104860620209,0.0361845576036353,0.0969768472914825,0.133251201736406,0.0708023806194825,0.0612730291456183
"26/11/1993",0.00283205579034984,0,0.0181738117514483,0.043667063866996,0.0206856087258612,0.0768265806347912,0.0690907579288667,0.0377617934386482,0.14084185173532,0.0371005817473154,0.0285931663720155,0.135701141943713,0.0364224458030188,0.0804603895950768,0.148587858765431,0.0803717893623106,0.0457151583291873
"3/12/1993",0.00313605670817196,0,0.0223219354394912,0.0409778656713737,0.0266314790016824,0.0849276154726316,0.0651707101935537,0.0441464415197612,0.125915928043217,0.0522902608910445,0.0203604329834963,0.136009172292523,0.0413157388543242,0.0842138898829202,0.131615785266715,0.0707939612079028,0.0533087832793624
"10/12/1993",0.00703786546364427,0,0.022284317074752,0.0432926367588729,0.0256855903008054,0.0858787931324325,0.0701758620888381,0.0430021706460361,0.127619412272844,0.0468236688615139,0.0255919118511686,0.132137172470319,0.0377447811235174,0.0809333489191313,0.135254079914987,0.0796554774018447,0.043920777182937
"17/12/1993",0.00239806389436126,1,0.0228331365310033,0.0394290796075218,0.0172924126539862,0.0792158452684191,0.0675805314391547,0.040593801523217,0.13051073406285,0.0428953916101852,0.0264371062880894,0.13471343302584,0.042459775493723,0.0870623202281304,0.146999964820069,0.0782948866239071,0.0436815808239041
"24/12/1993",0.00334698893129826,0,0.0177018771515129,0.0406414940108217,0.0186491761354682,0.0852015994832573,0.0614881395955041,0.0464545960858763,0.125153026558034,0.0451956596918175,0.0248039845337303,0.14609909250515,0.0403035677531234,0.0952316476331385,0.131227094345592,0.0800144371331111,0.0418346073838619
